"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C302T309",0.496,0.049,0.014,0,0.001,0.017,0.399,0.011,1.158,0.172,0.603,0.347,0.075,1.931,6.325,0.241,0.235,0.197,0.311,0.944,85.936,2.376,1.918,6.053,1.125,465.594,95.923,3.24,14.767,2.042,36.765,43.823,71.114,319.469,1.115,0.082,0.127,0.135,0.224,0.855,0.45,0.578,26.061,34.123,279.448,0.522,1.226,11.406,1.867,0,533.704,0.003,1.848,2558.889,28.015,0.544,0,3764.829,-2324.759,6084.963
"TTL_C31T33",95.283,18.818,0.016,0,0.137,0.787,35.004,0.746,112.093,21.082,83.346,263.907,2.868,66.593,239.821,74.889,35.492,52.8,22.278,158.232,1648.233,447.725,337.53,14.7,9.497,390.675,671.177,1262.915,60.129,231.045,645.089,157.265,503.224,140.818,11.764,2.229,20.958,13.501,77.18,9.863,12.092,127.792,152.362,47.866,289.753,7.046,424.192,70.365,33.768,0,7186.895,0.146,2.796,1090.663,24.409,155.807,71.454,7089.229,-7694.081,17032.265
"TTL_D",280.513,14.404,0.005,0,0.36,2.424,145.743,1.169,960.618,87.665,260.409,444.449,4.951,1174.797,367.053,167.898,516.369,320.812,150.878,965.27,594.682,642.589,478.242,31.379,4.442,175.022,255.17,23124.01,253.975,514.444,2955.443,937.534,31.471,32.563,189.119,131.077,476.1,53.298,289.293,118.782,360.636,757.134,780.73,505.968,1265.066,308.034,676.663,622.066,407.345,0,9372.044,0.176,178.503,822.72,4.743,6.954,5.609,2739.106,-1558.405,54409.512
"TTL_E",42.002,12.183,0,0,0.156,0.784,26.414,0.467,180.194,10.318,15.198,51.948,9.181,45.902,67.022,23.388,19.863,60.522,31.86,27.389,65.48,35.322,38.365,1.838,0.149,6.935,40.119,846.98,733.062,67.517,252.086,37.303,104.596,20.778,22.066,9.703,77.311,5.029,12.444,20.882,32.363,80.506,111.921,101.525,387.375,43.229,90.334,202.544,72.7,0,1322.397,0.127,1595.416,84.927,0.082,1.962,2.078,20.63,-86.483,7086.388
"TTL_F",101.115,13.996,0.007,0,0.113,0.535,37.335,0.617,85.275,11.817,54.895,32.875,10.375,23.439,54.4,20.319,102.281,19.329,11.341,64.808,200.184,50.869,116.453,4.073,1.251,41.285,57.83,1624.293,110.313,9221.877,504.329,273.824,27.14,37.281,220.054,52.191,302.002,26.349,83.826,46.639,214.372,9520.857,234.743,270.625,770.822,113.495,193.385,117.652,100.632,0,2980.934,0.305,0.869,58698.448,0.998,21.152,5.434,356.407,-391.029,86857.037
"TTL_G",1965.816,88.279,6.724,0,0.6,3.144,209.04,3.166,8026.834,784.32,1078.901,842.174,326.557,4661.914,17700.444,1258.74,820.796,350.407,206.087,2490.106,9604.03,2985.265,3938.63,318.096,15.314,621.24,1961.918,2230.812,450.302,7222.711,25876.944,2749.665,2280.355,568.552,1205.923,703.742,3208.045,351.632,457.697,351.553,307.683,242.437,1620.405,1271.917,3862.206,290.794,5573.838,636.029,548.164,0,40090.573,26.406,407.064,18788.642,40.836,764.302,928.656,53899.742,-26254.282,210971.889
"TTL_H49",137.583,11.822,0.893,0,0.164,0.766,58.258,0.668,960.618,63.094,291.427,226.772,101.934,409.083,614.135,271.922,361.522,77.156,39.204,209.651,964.876,381.414,540.971,42.834,1.698,67.289,298.297,1009.11,61.206,1082.811,7913.187,1033.337,1461.823,373.424,1642.347,30.336,203.197,103.931,29.19,35.295,42.922,21.25,161.647,182.621,415.881,414.863,191.263,71.082,142.087,0,5686.541,0.747,15.982,1039.75,2.92,1121.348,1228.123,3502.781,-4382.513,30972.539
"TTL_H50",71.281,6.564,0.578,0,0.099,0.449,32.582,0.434,313.46,23.576,87.58,34.789,25.259,152.928,347.082,38.738,57.143,47.444,26.509,167.421,503.55,117.758,187.996,11.137,1.137,43.376,120.124,105.384,29.266,446.391,4418.36,70.192,3049.364,22.464,99.698,14.593,111.401,33.951,14.043,24.077,18.932,13.059,50.428,119.924,105.325,8.209,124.221,36.152,36.839,0,3408.46,0.271,5.478,1157.491,0.35,255.281,266.533,9934.608,-5237.528,21162.21
"TTL_H51",59.905,8.081,0.345,0,0.061,0.203,13.597,0.263,207.161,17.167,42.602,33.044,12.43,80.755,170.344,39.931,40.668,21.505,13.636,64.495,289.657,104.137,109.043,7.48,0.489,21.013,90.628,75.004,30.536,477.065,1468.153,314.548,65.929,1902.49,178.55,19.492,87.632,20.097,30.402,12.905,58.255,7.182,357.429,353.023,430.332,236.363,68.438,61.765,29.475,0,2954.741,0.105,2.528,444.855,0.28,753.259,925.991,2160.064,-6498.889,8476.641
"TTL_H52",49.009,4.13,0.286,0,0.055,0.298,19.473,0.241,293.758,14.92,58.407,33.373,15.489,109.061,287.21,35.021,55.515,20.382,10.625,84.915,282.308,90.812,174.522,10.592,0.562,22.566,103.2,108.434,26.822,335.104,2676.53,804.016,2433.103,325.863,827.295,242.369,79.415,20.688,16.569,13.105,8.831,13.399,76.322,71.73,93.144,9.65,95.692,19.702,17.107,0,1175.676,0.368,14.865,482.246,1.13,51.317,28.801,5673.111,-2243.673,15275.462
"TTL_H53",1.28,0.106,0.004,0,0.134,0.824,33.76,0.777,39.916,3.072,9.015,6.594,0.429,7.261,9.647,6.776,10.299,1.754,1.026,24.436,41.922,17.802,188.53,0.731,0.228,9.75,143.898,392.442,20.488,58.235,1283.113,123.478,49.729,9.794,55.771,40.278,25.983,22.598,223.77,86.849,169.864,17.364,181.104,171.418,199.088,4.542,49.948,57.757,19.686,0,277.451,0.025,0.135,174.634,25.865,22.477,23.263,2660.48,-55.72,6951.881
"TTL_I",6.486,0.356,0.017,0,0.056,0.217,9.088,0.345,126.175,6.367,17.426,15.857,2.716,39.861,127.599,15.949,24.552,1.859,1.09,17.463,492.63,91.261,84.102,13.009,0.349,15.616,102.654,192.325,47.045,307.018,957.608,267.958,60.257,63.468,86.281,6.174,272.357,34.51,31.361,40.265,137.671,34.786,69.672,131.04,165.521,8.045,40.505,142.965,111.183,0,17505.239,28.477,48.205,61.48,0,5398.88,6236.415,158.126,-5460.956,28396.977
"TTL_J58T60",2.743,0.103,0.01,0,0.017,0.055,3.808,0.085,84.721,2.449,2.596,39.103,0.731,12.037,44.607,3.819,5.096,2.507,1.819,11.88,77.584,14.318,26.136,2.439,0.147,9.313,48.134,126.02,17.115,34.6,844.441,9.841,101.28,4.942,45.414,28.898,87.27,1840.601,248.077,135.21,146.996,94.376,990.641,649.969,392.358,236.715,127.312,814.321,263.636,0,2101.231,36.77,271.754,818.509,0.06,82.287,26.225,6022.214,-7628.769,9366.571
"TTL_J61",188.587,26.192,0.004,0,0.063,0.241,12.042,0.279,173.703,17.688,27.288,45.476,5.537,39.682,110.942,15.535,33.672,6.914,3.902,120.714,472.781,99.399,196.122,15.714,0.48,22.283,192.145,930.306,67.537,299.469,1639.454,436.119,386.581,65.328,165.318,604.829,140.31,224.157,6117.147,379.367,810.195,591.426,1032.067,1735.893,872.831,27.091,204.804,439.577,129.819,0,10236.524,0.136,1.774,105.528,7.608,328.14,235.696,1197.917,-11305.602,19934.728
"TTL_J62_63",14.469,1.822,0.03,0,0.076,0.369,24.723,0.33,273.853,30.711,49.253,95.842,12.823,65.016,282.225,12.825,38.18,24.947,15.755,130.065,981.96,313.349,379.876,22.766,4.66,220.671,229.118,147.575,51.145,82.297,2429.916,889.593,1483.87,242.142,368.095,363.084,52.349,147.12,663.758,7513.868,1102.125,236.339,1304.657,964.27,845.291,268.008,347.299,184.482,87.225,0,340.164,0.227,6.902,18763.749,0.47,17.11,9.607,12929.633,-17505.397,37562.691
"TTL_K",126.746,9.542,0.038,0,0.124,0.5,31.83,0.486,924.672,125.229,368.637,167.483,45.867,351.724,575.332,213.563,187.572,63.267,41.595,959.598,1368.432,870.675,642.359,38.856,7.785,305.012,273.054,1273.254,188.418,1789.189,3852.899,1515.462,733.168,130.076,564.311,331.113,670.636,172.666,268.557,637.815,12348.996,12830.245,1369.073,1589.634,2048.236,269.558,581.323,343.302,920.807,0,23270.246,40.882,333.629,2139.035,0,301.85,305.345,46357.37,-11978.488,112898.583
"TTL_L",52.084,3.901,0.002,0,0.086,0.365,18.568,0.401,352.25,6.962,19.951,39.094,28.867,25.929,78.315,15.168,57.557,16.532,9.197,40.927,610.95,38.963,300.062,7.629,0.783,20.089,205.815,177.695,40.508,917.152,6271.971,221.243,0.972,104.107,306.171,98.038,845.038,101.584,604.262,126.714,1139.762,5595.401,1024.02,1288.016,1327.277,95.672,482.302,241.555,185.927,0,58135.425,223.85,239.922,5234.679,0,1053.956,1116.898,206.281,-1315.605,88041.241
"TTL_M",118.027,6.568,0.014,0,0.336,1.243,69.129,2.182,1099.796,34.026,41.64,88.648,60.591,191.43,1625.074,150.893,92.246,37.541,24.935,143.156,715.985,170.774,1077.81,95.811,2.966,141.981,517.929,4226.37,294.275,2991.502,3896.98,232.365,112.645,163.462,129.607,20.087,82.102,906.136,169.27,7065.504,20263.181,2496.753,31796.907,4352.137,1118.477,59.162,260.904,1368.839,3815.122,0,1425.77,49.765,548.423,22892.643,14.738,133.744,133.792,15382.273,-29400.479,103513.188
"TTL_N",33.286,10.292,0.007,0,0.133,0.724,43.811,1.268,1030.909,17.882,27.523,106.639,1.537,43.103,118.155,31.136,94.629,29.147,18.843,149.374,624.988,243.253,283.167,11.85,2.495,102.77,334.038,1330.251,279.042,1602.151,2685.392,978.481,1064.095,288.201,1999.434,151.349,279.61,101.183,104.259,1427.513,599.448,3877.131,4470.623,6278.35,493.271,100.759,174.571,2386.813,1033.867,0,6084.465,7.188,150.922,214.719,0.08,255.617,242.3,10823.319,-7413.289,45432.074
"TTL_O",162.726,126.653,0.495,0,0.165,0.828,33.488,0.562,337.551,18.276,98.154,99.168,9.35,75.65,121.388,15.579,38.974,72.681,40.792,111.041,196.634,90.023,158.967,3.715,0.744,28.334,123.243,1259.453,598.558,297.604,964.375,192.284,2097.78,472.068,117.174,39.003,103.843,39.458,55.113,164.917,273.164,1312.947,855.928,910.038,1568.467,114.458,540.908,286.14,705.45,0,7682.183,1814.222,58327.533,1330.053,0.39,42.895,46.328,945.823,-383.127,84740.611
"TTL_P",8.216,0.748,0.003,0,0.003,0.015,0.624,0.024,11.926,1.043,1.168,2.541,1.148,5.384,71.802,0.674,1.026,1.041,0.593,2.746,12.103,3.404,5.008,4.101,0.046,2.151,3.816,20.859,11.315,8.102,41.402,9.849,15.418,4.79,3.775,2.471,3.243,2.604,4.244,28.059,15.365,17.422,90.601,18.233,31.968,57.71,6.953,9.854,5.938,0,1093.992,12.007,5492.552,1419.272,0,1002.996,341.829,165.689,-2351.508,7728.354
"TTL_Q",4.639,0.483,0.009,0,0.006,0.039,1.691,0.055,23.531,1.698,5.507,121.591,0.778,7.723,46.923,2.353,3.582,0.958,0.581,24.846,44.108,35.712,24.456,2.82,0.193,6.077,25.571,9.243,7.431,45.447,64.592,50.97,104.121,19.477,8.098,1.99,12.727,11.111,2.319,14.596,7.772,23.808,122.356,36.638,923.374,40.381,1630.853,99.945,20.456,0,52155.076,6798.837,11471.107,322.586,0.21,276.543,301.196,201.273,-568.085,74602.38
"TTL_R",0.979,0.068,0.002,0,0.005,0.02,1.666,0.052,12.808,1.046,0.323,10.898,1.182,4.752,56.502,2.758,0.715,0.178,0.112,2.279,8.807,1.136,5.778,2.841,0.098,3.182,61.126,63.305,6.759,4.312,58.544,5.113,2.517,0.987,2.875,4.308,414.546,133.681,10.457,6.846,51.025,5.826,34.999,19.907,539.179,32.86,9.934,2069.335,189.028,0,8939.638,239.783,3475.557,171.55,0.01,617.907,480.955,2759.837,-3017.694,17513.201
"TTL_S",3.106,0.692,0.003,0,0.017,0.097,6.996,0.149,145.452,2.44,0.965,11.374,2.859,11.209,32.384,1.753,10.925,8.923,5.12,16.056,249.348,22.506,51.747,3.918,0.324,11.67,102.765,447.265,38.913,128.748,894.41,78.287,62.87,20.636,135.087,4.862,69.854,29.434,15.423,67.679,153.886,27.112,354.63,452.15,268.176,40.969,211.713,167.645,132.989,0,9274.247,5824.066,0.461,18.937,0.02,329.247,342.922,0.265,-445.854,19849.847
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310.486,0,0,0,0,0,0,0,0,2310.486
"IMP_OTHER",1.11,0.895,0.057,0,0.019,0.055,2.965,0.064,-22.082,14.993,6.533,14.22,11.108,47.72,70.637,12.657,11.331,4.514,3.841,14.359,107.936,31.607,51.513,5.121,0.161,7.741,32.6,59.208,5.504,74.507,181.528,92.569,67.058,42.866,15.733,8.946,11.121,14.6,31.917,31.074,58.161,17.243,106.103,34.776,40.377,5.209,31.115,21.107,17.187,0,837.565,1.82,6.795,380.561,4.101,1201.251,0,0,0,3831.676
"TXS_INT_FNL",-287.107,5.243,0.019,0,0.047,0.206,11.26,0.261,-1933.905,54.426,48.942,71.785,11.801,51.148,256.043,137.123,38.204,10.709,5.516,128.38,641.685,253.243,282.58,30.118,1.475,57.19,207.364,-1611.441,43.807,567.271,1256.492,593.265,166.443,47.202,214.163,110.347,151.826,77.149,68.659,274.334,766.986,1163.076,728.992,363.686,327.018,25.759,185.817,192.799,210.858,0,7547.115,27.022,264.132,6370.232,26.601,0,908.473,2231.221,0,23383.061
"TTL_INT_FNL",7659.602,698.533,22.528,0,4.903,23.93,1470.69,22.922,32859.588,2440.315,6450.335,4585.995,1696.882,19097.292,55647.713,5367.44,4910.786,2398.628,1708.712,12780.853,42400.973,14601.282,20168.311,1384.831,97.508,3965.023,10473.149,44308.882,4461.893,50078.198,97720.513,15560.896,20059.964,6390.266,9674.716,3367.206,14295.194,5621.649,10571.177,19146.094,39514.203,39655.795,50682.022,23592.836,25729.51,3250.328,21732.313,11408.764,10259.094,0,346234.487,15134.934,83450.399,191094.229,884.669,15477.565,15197.851,335202.964,-272304.09,1510393.248
"VALU",4761.898,476.797,35.343,0,3.684,18.418,861.197,14.079,12772.661,1234.308,3874.978,3368.008,188.096,8616.4,25137.527,3542.598,3560.521,946.012,798.891,10664.558,27038.291,5844.231,12877.944,807.359,62.287,2119.94,6559.12,10100.635,2624.495,36778.841,113251.391,15411.645,1102.251,2086.376,5600.748,3584.675,14101.785,3744.924,9363.553,18416.596,73384.375,48382.057,52831.162,21839.242,59011.106,4478.027,52870.072,6104.44,9590.754,2310.486,0,0,0,0,0,0,0,0,0,703154.785
