"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C22",30.95,0.503,0.091,0,0,0.124,2.047,0.298,275.019,46.669,42.409,123.257,3.677,135.655,217.83,181.872,42.589,5.394,4.246,162.015,611.042,417.803,899.159,58.542,0.367,46.093,207.234,31.549,28.118,605.899,1991.315,64.876,3.49,1.368,220.324,32.281,20.837,37.401,64.615,62.276,9.344,10.685,232.584,111.688,81.438,14.276,26.064,16.801,26.446,0,973.298,0.015,1.143,119.335,9.164,3.5,0.418,4294.448,-4732.609,7877.272
"TTL_C23",30.9,0.669,0.139,0,0,0.162,3.202,0.406,358.431,13.055,44.222,4.432,63.077,262.771,81.209,9.347,785.525,30.14,15.553,178.545,295.079,236.379,68.681,13.674,0.149,7.315,73.525,38.084,7.258,3493.109,244.556,224.875,152.636,3.422,24.059,3.911,56.065,2.241,10.214,2.804,5.968,7.29,47.537,25.201,35.644,7.723,15.844,17.851,5.544,0,515.186,0.504,1.091,86.382,1.013,2.533,0.774,1083.289,-2290.217,6408.976
"TTL_C24A",0.625,0.02,0.003,0,0,0.179,0.865,0.401,11.607,0.277,13.256,0.239,0.073,249.119,2.85,22.256,45.638,322.086,19.657,1957.694,429.328,340.976,694.202,20.429,1.342,97.81,177.573,49.418,8.411,472.375,37.822,34.732,0.156,0.063,11.766,0.052,0.072,0.191,0.13,0.95,0.082,0.113,0.982,4.347,6.106,2.779,0.074,5.103,0.423,0,4.841,0,7.461,6.829,0,0.416,0,1376.502,-2528.193,3912.511
"TTL_C24B",0.269,0.009,0.001,0,0,0.03,0.135,0.026,11.9,0.2,6.369,0.333,0.081,206.777,5.229,10.291,9.047,65.002,318.585,462.038,415.247,370.791,172.209,5.068,0.182,21.982,89.747,13.401,1.763,53.955,13.617,16.004,0.19,0.281,3.318,0.054,0.176,0.155,0.175,0.776,0.365,0.246,1.084,1.593,2.801,0.903,0.133,2.352,0.219,0,64.171,0.002,0.218,27.284,0,0.42,0.024,3092.87,-1930.655,3539.444
"TTL_C25",91.1,6.179,0.294,0,0,1.214,19.017,3.294,249.021,28.295,133.684,10.496,4.099,306.089,289.077,49.723,79.532,325.475,198.154,2405.441,3409.489,1638.724,4355.111,60.787,5.35,414.702,485.365,154.465,179.672,3275.883,1607.396,57.587,61.643,5.766,395.182,53.006,115.163,9.873,119.111,7.493,21.591,57.025,292.451,324.694,112.813,56.357,35.914,51.258,50.991,0,879.414,0.021,3.096,502.203,0,5.584,0.78,5250.375,-5465.345,22791.168
"TTL_C26",8.806,0.371,0.015,0,0,0.227,4.432,0.819,67.305,4.166,13.399,8.254,3.788,25.616,75.666,9.187,22.223,3.389,2.379,66.911,9768.511,1368.898,987.296,24.718,0.707,42.672,327.003,159.197,8.582,224.218,1493.701,59.723,135.727,11.417,22.702,7.454,15.193,40.461,1716.684,114.112,26.95,7.692,392.343,124.504,324.235,39.922,1323.716,8.752,46.205,0,1508.725,0.171,463.159,18035.553,0,33.108,95.709,20815.533,-7860.723,52231.479
"TTL_C27",22.691,0.545,0.069,0,0,0.19,2.877,0.495,41.925,5.36,8.418,14.328,2.425,18.885,38.206,19.482,17.154,7.442,5.363,114.501,339.367,2641.032,1476.768,37.569,0.502,46.798,179.644,192.561,40.285,1338.767,1847.865,969.696,268.134,8,422.719,3.044,22.201,4.273,334.733,144.035,63.082,30.814,265.113,347.742,234.24,45.66,113.926,5.728,77.161,0,1196.736,0.037,6.726,7059.284,0,18.434,27.473,10045.978,-9743.087,20433.393
"TTL_C28",81.163,2.735,0.208,0,0,0.61,9.835,1.514,71.537,14.463,15.954,21.718,4.116,27.072,58.091,11.584,24.994,17.423,10.961,110.074,192.871,141.133,1611.382,64.424,0.938,58.782,240.867,190.723,25.021,421.596,895.379,79.952,15.919,15.621,106.157,49.896,23.293,4.899,19.931,11.542,16.171,59.543,82.142,82.966,132.094,10.542,23.321,7.238,17.53,0,1594.67,0.05,11.078,16850.267,0,4.921,1.217,24755.017,-15187.888,33115.257
"TTL_C29",6.549,0.13,0.013,0,0,0.032,0.522,0.092,8.487,2.603,1.869,2.298,0.788,66.994,14.028,1.962,3.985,1.515,1.02,16.82,36.359,33.865,91.221,291.447,0.057,5.739,53.533,8.73,23.725,38.259,693.468,298.57,36.193,2.216,7.765,1.623,2.251,1.671,5.713,12.271,5.501,4.56,36.027,38.534,19.999,2.101,4.076,1.599,4.968,0,5891.09,0.091,18.276,3981.25,0,21.672,2.731,1144.063,-11100.478,1850.446
"TTL_C301",0.052,0.005,0.002,0,0,0.001,0.017,0.004,0.167,0.02,0.037,0.053,0.024,0.154,0.122,0.032,0.048,0.037,0.023,0.296,0.488,0.27,0.657,0.027,0.303,3.024,0.846,0.53,0.057,0.469,1.069,1.449,2.34,20.728,0.159,0.036,0.052,0.034,0.103,0.088,0.256,0.111,0.3,0.271,0.459,0.026,0.081,0.06,0.039,0,45.562,0,0.065,250.209,-6.721,0.077,0.009,8.702,-266.128,67.201
"TTL_C302T309",0.419,0.014,0.02,0,0,0.006,0.06,0.013,5.652,0.082,0.114,0.15,0.14,1.337,3.714,0.134,0.187,0.153,0.498,3.071,3.71,1.275,2.874,0.2,0.135,140.982,37.754,7.073,0.418,1.133,38.176,100.671,17.609,1071.972,3.351,0.136,0.256,0.222,0.359,3.427,0.816,0.287,6.92,4.636,17.682,0.173,0.476,0.304,0.252,0,623.673,0.001,5.204,2155.966,-91.897,0.351,0,1638.491,-2193.819,3617.013
"TTL_C31T33",70.89,8.329,0.438,0,0,0.987,22.102,4.57,164.364,39.962,65.984,86.183,37.938,186.493,77.677,46.918,69.15,31.326,18.757,226.282,521.372,177.543,391.064,50.415,2.011,69.16,1043.975,723.192,55.627,450.744,2537.995,496.666,223.718,418.919,76.378,76.192,113.617,66.939,212.388,124.757,193.788,87.33,467.496,323.281,275.168,77.811,113.139,120.123,71.895,0,5899.715,0.164,3.684,673.643,15.138,127.556,58.895,7357.902,-9441.685,15416.063
"TTL_D",88.715,1.273,0.206,0,0,1.549,22.428,1.716,354.715,42.92,77.954,142.004,3.736,198.12,161.455,145.392,229.152,183.635,98.391,308.057,165.003,110.8,146.75,9.971,0.216,20.758,100.887,27624.328,46.506,128.652,1164.975,1617.741,13.729,74.591,5.859,32.937,347.647,38.445,143.655,50.243,238.469,160.399,313.009,169.882,338.046,212.702,138.15,254.772,102.464,0,5068.892,0.117,29.807,516.017,14.441,4.924,3.357,5048.288,-2602.527,43916.321
"TTL_E",9.806,0.177,0.014,0,0,0.86,17.835,3.248,72.087,5.965,24.535,91.058,2.422,16.728,10.552,5.593,17.783,211.71,228.009,30.38,32.395,26.462,53.578,2.296,0.101,3.565,27.715,186.844,525.951,652.746,420.761,21.95,54.943,4.435,1.795,6.749,74.357,23.365,14.604,41.427,65.491,247.498,228.135,28.862,138.433,17.377,48.686,58.83,42.679,0,1140.752,0.133,1194.899,169.693,0.03,1.735,2.619,15.748,-77.448,6248.954
"TTL_F",91.945,2.093,0.341,0,0,2.286,46.451,7.145,72.057,14.127,48.84,18.053,13.169,34.564,35.94,11.222,56.112,4.645,3.223,72.547,131.676,56.134,82.27,4.807,0.173,11.094,73.895,593.572,283.077,2014.637,678.765,1693.932,17.541,296.354,9.458,144.078,260.582,46.477,73.295,102.81,365.305,5822.352,103.753,124.534,419.738,177.173,176.445,321.279,82.116,0,1986.33,0.4,2.928,43933.568,-5.668,13.568,4.1,320.635,-412.508,60545.434
"TTL_G",1789.33,82.734,1.795,0,0,17.338,174.552,24.408,7890.561,619.238,1094.093,1209.51,783.306,3772.092,12996.696,1158.381,769.07,542.103,411.587,2257.279,6417.577,3043.227,4840.618,344.916,7.533,606.377,2057.822,896.185,370.219,6843.018,15194.025,2202.269,2193.269,748.168,1337.784,196.871,3178.891,745.591,1235.045,380,473.619,344.306,4754.266,2385.763,2687.195,385.713,3764.018,913.942,1395.883,0,31772.07,14.573,423.285,18742.79,-19.933,505.494,686.97,39703.87,-23463.788,173903.514
"TTL_H49",189.917,13.279,0.257,0,0,1.379,25.294,2.474,1840.799,67.916,320.777,392.846,140.955,550.596,415.213,76.916,343.25,48.357,25.962,219.297,653.827,508.561,612.26,34.591,0.59,38.832,202.373,728.912,17.363,1627.745,2495.502,249.1,75.977,40.153,53.876,72.606,310.545,190.77,65.334,32.79,51.625,21.535,240.442,224.782,246.169,60.038,167.295,45.425,70.975,0,5091.452,0.49,21.089,1173.635,0,721.357,998.486,6155.71,-3813.313,24164.381
"TTL_H50",48.291,6.381,0.106,0,0,4.226,90.877,9.338,276.474,29.027,79.436,50.574,99.319,218.148,299.529,28.402,92.794,114.707,61.273,706.505,1022.894,129.712,408.181,10.333,0.553,41.472,166.219,162.169,29.058,536.308,3515.26,45.189,377.112,24.031,27.978,66.209,78.469,123.211,100.646,92.549,35.606,30.305,255.576,153.279,54.065,11.235,155.173,50.085,52.889,0,3363.926,0.161,8.025,1165.766,0,185.597,256.337,5498.764,-4724.942,15724.808
"TTL_H51",80.331,8.024,0.203,0,0,0.408,7.269,1.108,284.457,14.339,42.351,48.92,36.068,106.137,114.922,18.436,37.328,16.223,10.777,74.048,206.186,150.832,127.866,9.862,0.183,12.694,70.258,305.134,11.389,1101.488,526.505,45.547,57.46,131.023,16.935,76.294,245.761,41.244,73.316,14.011,128.855,7.541,220.327,113.514,302.401,34.818,76.242,32.074,22.269,0,2870.217,0.074,3.827,441.64,0,498.993,769.375,2953.534,-6046.372,6554.666
"TTL_H52",33.496,3.285,0.043,0,0,0.271,3.36,0.436,193.918,12.556,49.529,93.272,102.33,209.023,212.345,18.916,30.974,12.867,7.816,121.961,251.053,98.05,168.807,6.639,0.227,16.529,89.278,37.327,7.751,239.296,1372.02,99.132,1415.529,51.347,1759.827,9.332,80.452,64.906,28.246,14.914,12.581,8.765,126.902,1213.771,45.686,11.269,51.973,19.84,24.816,0,791.803,0.225,5.67,426.61,0.01,31.303,13.518,1679.079,-1720.765,9660.117
"TTL_H53",2.562,0.126,0.025,0,0,0.144,1.653,0.285,21.082,2.255,6.567,18.855,3.198,21.955,34.162,11.38,9.967,1.549,1.08,28.744,74.399,34.949,71.323,2.142,0.062,5.756,16.381,45.239,11.938,50.369,1058.412,56.51,81.07,3.876,53.224,2429.44,37.98,42.207,26.603,304.937,382.596,72.676,223.076,139.37,229.588,16.965,31.995,41.199,99.004,0,395.039,0.023,0.257,333.474,7.858,16.203,19.569,1586.835,-58.842,8109.296
"TTL_I",8.579,0.343,0.025,0,0,0.08,0.902,0.203,32.985,3.442,8.161,9.108,1.536,8.527,33.456,2.231,14.537,1.105,0.9,39.192,61.142,43.451,75.276,2.162,0.03,2.776,29.513,46.396,4.678,68.054,486.845,282.022,406.343,96.125,5.3,12.216,66.11,33.584,37.541,26.179,111.076,36.126,158.915,99.625,117.559,27.104,17.649,67.318,76.978,0,16515.801,25.128,37.993,76.213,0,3574.337,5508.672,168.65,-3614.572,24955.626
"TTL_J58T60",7.08,0.141,0.013,0,0,0.086,1.509,0.315,70.871,16.72,1.579,5.535,2.226,18.133,44.037,11.335,7.706,1.214,0.805,47.24,89.389,11.386,30.681,1.791,0.053,5.921,18.043,16.813,17.62,55.708,2952.228,22.391,49.66,5.834,64.184,9.79,48.372,414.273,87.859,87.292,289.954,70.311,1104.041,271.569,145.789,22.457,41.818,570.045,423.498,0,1846.374,24.618,276.514,526.674,0,59.003,30.976,4467.005,-5826.483,8569.998
"TTL_J61",38.739,0.824,0.09,0,0,0.315,4.39,0.829,81.391,12.469,12.814,59.504,2.12,21.653,47.69,28.15,22.831,3.45,2.44,61.96,187.898,67.548,157.667,4.654,0.109,12.869,50.759,118.289,24.176,113.479,2667.661,34.76,190.688,8.44,0.813,29.8,86.591,416.377,2909.173,272.688,1151.35,125.109,799.3,388.689,451.845,39.203,83.405,412.591,241.665,0,7776.802,0.67,11.243,83.835,10.418,212.829,240.067,1697.054,-5161.258,16320.914
"TTL_J62_63",12.703,0.726,0.018,0,0,0.237,4.06,0.541,87.922,15.711,10.603,38.364,11.686,57.967,126.701,7.781,14.492,2.938,2.113,65.951,223.702,275.657,276.573,9.164,0.33,32.464,103.577,229.503,114.132,86.55,2017.196,115.971,1230.407,45.878,7.605,64.254,97.977,80.039,119.704,6550.02,891.575,54.206,993.46,394.074,729.995,33.63,130.606,161.909,116.215,0,777.454,0.155,12.831,10736.287,-1.03,11.243,6.303,7748.781,-10202.121,24736.79
"TTL_K",78.624,2.495,0.35,0,0,0.715,12.116,1.676,291.814,24.728,113.471,50.748,15.599,139.849,132.7,127.112,71.875,59.972,44.312,426.449,355.521,189.497,314.438,14.881,0.281,27.389,104.18,561.122,48.138,382.21,2930.221,183.616,575.575,29.306,2.461,87.736,180.727,72.4,87.018,374.075,14029.443,11318.212,923.287,464.567,629.037,65.387,185.585,189.975,177.792,0,19524.168,33.785,2091.204,959.548,0,193.034,242.092,45405.216,-8352.756,96194.973
"TTL_L",17.273,0.59,0.111,0,0,3.611,67.851,11.037,67.667,23.845,7.303,20.37,88.175,118.314,45.154,21.068,17.085,6.387,4.199,80.535,280.566,190.469,265.533,15.467,0.671,35.22,207.326,195.374,32.146,238.608,7699.204,486.351,28.115,331.353,0.398,18.774,693.058,41.383,54.281,454.098,348.293,1838.43,388.566,522.902,352.843,72.643,71.212,134.977,76.895,0,45850.592,154.012,248.304,3498.868,0,606.896,886.024,529.029,-1361.834,66087.619
"TTL_M",764.989,10.034,0.05,0,0,8.643,153.42,42.397,774.44,176.533,210.522,252.89,52.624,561.834,1540.558,284.384,282.071,76.503,58.589,1057.008,2375.248,439.738,1192.554,70.213,2.611,289.131,475.785,1082.93,703.929,1876.575,8357.872,1373.827,407.449,413.616,10.321,56.618,345.728,853.68,516.823,2004.585,11348.213,6232.727,11502.913,2445.362,1915.895,184.586,964.453,805.88,694.824,0,1457.932,35.28,1389.38,11849.341,7.828,85.945,112.367,6153.46,-16306.818,70036.288
"TTL_N",79.267,2.419,0.452,0,0,1.945,39.881,10.354,374.34,32.632,99.304,167.929,7.583,115.954,223.645,30.691,85.358,20.42,16.474,386.745,850.551,321.116,373.595,10.078,0.658,77.017,281.811,272.776,182.89,662.218,7132.184,969.893,3477.312,377.871,41.803,332.135,487.456,337.999,455.873,578.681,1873.568,1531.848,2658.828,5973.804,389.971,115.002,243.219,329.178,173.796,0,2602.623,5.732,182.099,132.398,0,154.317,189.202,3989.182,-4945.603,34518.471
"TTL_O",36.415,83.655,0.033,0,0,1.045,21.806,3.55,141.782,10.314,31.697,101.311,7.395,37.676,173.809,9.573,25.271,176.553,186.901,44.143,136.384,36.308,67.145,2.331,0.145,8.779,35.779,1161.678,409.275,547.905,556.565,93.02,189.513,12.147,11.334,15.95,84.026,31.422,21.297,71.728,203.528,825.513,558.483,169.937,3063.133,25.511,277.13,72.17,67.078,0,6139.302,1330.117,40981.384,1701.582,0.64,33.538,38.535,1054.361,-330.021,60797.579
"TTL_P",1.524,0.041,0.003,0,0,0.037,0.741,0.135,6.003,1.159,1.213,3.183,1.468,6.975,40.421,0.629,1.014,5.64,5.944,3.46,25.821,3.617,6.443,0.242,0.009,0.626,3.492,6.417,15.365,23.034,67.206,3.423,9.323,1.11,0.915,1.297,4.295,4.092,2.055,19.932,10.196,11.976,81.299,12.391,35.302,3.227,5.268,6.059,4.401,0,529.373,15.362,4250.62,436.207,0,729.773,234.213,73.888,-1122.494,5595.363
"TTL_Q",5.685,0.21,0.006,0,0,0.044,0.584,0.098,31.448,0.744,10.383,3.073,0.806,7.088,28.48,1.274,5.044,4.838,3.063,56.218,76.801,30.784,74.159,1.036,0.095,6.702,17.92,29.118,4.384,60.676,80.673,5.389,6.894,1.493,7.454,5.53,11.097,3.699,3.644,4.283,70.54,11.266,51.562,14.971,132.709,18.138,357.255,3.622,4.945,0,37940.075,5457.46,4184.924,131.931,0.07,177.701,243.872,166.208,-296.395,49261.772
"TTL_R",0.498,0.015,0.001,0,0,0.016,0.283,0.07,14.739,0.254,0.255,0.691,0.192,0.891,2.845,0.22,0.26,0.153,0.123,1.483,3.922,1.398,2.376,0.143,0.006,0.54,5.407,1.88,2.616,2.496,18.832,10.997,2.609,0.678,0.464,1.109,81.151,338.62,4.894,8.971,15.454,1.74,138.77,125.045,86.727,0.523,18.214,1487.451,31.113,0,7658.371,208.534,3447.416,132.813,0,404.867,486.735,372.079,-1876.403,13251.546
"TTL_S",1.733,0.068,0.001,0,0,0.173,3.558,0.712,99.984,1.896,8.015,14.407,0.773,3.443,10.964,4.111,8.041,0.213,0.169,31.537,90.889,13.509,28.957,1.155,0.06,4.383,12.578,32.889,31.829,31.99,510.845,35.885,36.162,16.225,91.422,24.61,47.787,174.044,6.821,29.55,230.82,18.202,413.352,129.712,506.798,1.572,73.254,401.372,1183.711,0,6673.016,3385.865,1.627,22.093,0,204.424,278.342,0.403,-342.961,14592.991
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860.945,0,0,0,0,0,0,0,0,1860.945
"IMP_OTHER",7.323,0.404,0.023,0,0,0.092,1.206,0.193,2.782,11.508,4.42,9.751,53.274,79,50.847,6.254,4.961,2.291,2.374,13.941,52.424,28.792,38.198,10.525,0.071,4.568,33.776,20.703,3.51,52.834,178.6,38.928,110.549,19.36,6.627,9.398,12.6,8.555,21.421,16.608,45.918,18.564,56.043,64.81,19.305,6.937,18.764,14.217,10.78,0,691.336,0.818,4.552,297.192,0,726.291,0,0,0,2894.216
"TXS_INT_FNL",-219.437,3.925,0.177,0,0,0.528,8.931,1.731,-844.228,48.889,31.732,71.483,8.919,110.528,176.44,125.94,33.996,7.343,7.082,127.953,317.665,179.064,244.872,44.87,0.365,25.756,160.538,-1961.384,32.853,410.753,1415.273,277.811,216.234,81.666,27.027,73.363,503.451,77.591,104.71,105.655,400.828,1006.974,406.678,531.341,197.617,56.811,175.934,131.451,96.484,0,8431.057,173.826,596.808,4613.861,0,0,483.89,1635.557,0,20979.18
"TTL_INT_FNL",6702.477,625.349,8.543,0,0,76.155,1020.515,166.905,28303.464,2374.802,5527.002,5574.411,4279.261,18598.545,38729.339,4707.469,3854.942,2697.583,2206.841,12780.584,31191.135,14248.294,21149.92,1275.455,35.041,2752.66,9414.133,35105.75,3595.824,34497.656,82269.709,13095.518,15485.401,4751.74,5400.311,4217.239,13369.599,5117.441,8869.691,12351.476,33490.072,30531.943,34481.041,20323.906,18001.263,2347.379,13868.67,7894.783,7520.958,0,280932.413,10870.683,59990.28,152732.025,48.439,10151.964,12604.533,263101.179,-220259.56,1195060.153
"VALU",4172.95,340.31,24.471,0,0,66.874,537.882,82.924,9826.187,1236.303,3480.945,4003.13,222.005,7484.649,20852.541,3169.803,2554.034,1214.93,1332.607,10010.584,21040.342,6185.101,11965.343,574.991,32.16,864.352,6001.932,8810.57,2653.13,26047.776,91633.814,11068.864,239.409,1802.928,4259.806,3892.056,11586.027,3452.556,7451.222,12385.313,62704.882,35551.183,35555.243,14194.564,42796.308,3247.984,35393.1,5356.762,7072.032,1860.945,0,0,0,0,0,0,0,0,0,546293.825
"LABR",1114.107,340.31,10.315,0,0,25.385,358.363,69.571,5099.872,979.472,2367.031,2822.229,48.557,3423.867,6299.511,2320.072,1432.876,750.965,845.051,6322.722,9733.588,3683.749,7721.658,257.569,18.634,444.831,4575.074,3138.606,1263.64,20331.776,45630.982,7977.5,128.017,955.981,2732.15,3124.302,9183.322,2876.858,2468.156,8794.741,35503.227,2822.595,26032.363,10817.022,30820.799,3247.984,28176.911,3617.271,4943.308,1860.945,0,0,0,0,0,0,0,0,0,317513.835
