"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C24B",0.844,0.194,0.003,0,0,0.364,0.539,0.156,6.962,0.421,2.434,5.564,2.834,16.949,1.744,5.658,6.413,42.536,216.813,312.33,151.797,293.182,272.01,8.728,0.251,15.932,48.038,17.621,14.423,70.181,45.111,3.183,2.053,0.504,1.018,0.133,1.001,0.72,1.236,0.91,0.804,7.982,6.489,1.983,2.489,0.273,0.346,0.468,1.283,0,41.98,0.001,0.368,20.368,0,0.185,0.031,822.656,-658.554,1819.941
"TTL_C25",63.622,11.322,0.225,0,0,1.816,17.341,4.451,287.602,15.164,88.013,46.025,43.24,122.94,26.432,64.634,82.118,90.449,62.189,1941.235,555.073,566.702,2202.268,68.527,3.089,115.85,352.379,344.33,47.39,2485.494,797.121,74.192,62.458,11.181,40.129,12.386,53.317,14.985,41.921,38.627,35.821,274.192,176.24,87.482,173.036,14.315,17.598,30.752,43.921,0,600.268,0.01,0.934,208.686,1.54,2.927,0.402,2866.333,-2543.937,12846.755
"TTL_C26",8.528,1.297,0.05,0,0,0.234,2.564,0.725,29.471,4.16,5.866,25.137,11.057,29.366,21.277,12.133,9.013,5.976,4.341,57.599,6283.497,520.23,394.695,15.089,0.852,31.759,165.806,197.076,13.328,231.62,577.432,42.832,35.063,17.501,21.441,37.384,28.454,62.085,490.427,471.353,154.473,43.259,379.05,100.246,246.255,33.544,116.302,45.481,65.356,0,1314.453,0.093,13.899,8494.027,0,15.71,58.15,11187.702,-4321.786,27812.933
"TTL_C27",8.404,1.104,0.048,0,0,0.324,3.375,0.68,23.409,2.637,5.245,10.683,11.752,19.259,8.485,9.991,10.532,8.2,6.62,75.572,1022.71,1635.695,690.543,27.496,0.827,41.243,136.869,754.267,11.659,688.443,352.043,66.558,39.21,7.639,20.202,13.813,30.798,13.335,128.641,59.112,38.332,136.785,108.236,46.216,66.197,8.829,23.125,26.014,30.726,0,955.976,0.032,4.229,5025.506,0,15.386,15.171,5118.049,-6591.364,10974.869
"TTL_C28",38.562,6.069,0.09,0,0,1.337,15.097,2.906,57.401,6.012,11.61,28.1,22.017,31.307,14.265,15.315,21.739,14.685,10.09,94.193,128.798,108.886,1272.321,16.394,0.847,27.592,150.773,210.421,16.884,271.094,248.143,38.296,44.76,10.864,13.893,6.409,19.304,8.018,15.655,15.529,20.429,43.797,56.726,43.221,138.893,4.4,9.839,12.003,15.133,0,1184.716,0.032,2.869,10691.717,0,1.982,0.586,13246.161,-7562.574,20925.605
"TTL_C29",4.288,1.346,0.01,0,0,0.099,1.375,0.212,8.162,1.666,1.848,2.629,1.604,4.387,1.902,3.301,2.917,1.406,1.035,13.151,27.23,28.735,70.678,90.998,0.11,9.387,19.773,21.284,5.462,29.4,312.713,115.744,12.677,3.274,9.517,5.417,3.647,2.243,6.309,7.674,9.233,8.27,31.983,22.984,24.736,1.614,2.382,4.353,5.718,0,3623.825,0.072,17.547,1849.382,0,15.775,1.709,533.937,-6012.168,974.961
"TTL_C301",0.032,0.006,0.003,0,0,0.001,0.011,0.003,0.071,0.011,0.015,0.028,0.026,0.038,0.029,0.018,0.025,0.012,0.009,0.143,0.385,0.364,0.429,0.016,0.067,0.346,0.219,0.335,0.023,0.349,0.456,0.285,6.666,0.676,0.067,0.022,0.046,0.029,0.084,0.069,0.084,0.07,0.202,0.124,1.007,0.014,0.03,0.046,0.043,0,28.077,0,0.087,144.987,-4.146,0.025,0.007,11.387,-152.004,41.454
"TTL_C302T309",0.492,0.265,0.058,0,0,0.051,0.229,0.037,0.882,0.079,0.227,0.303,0.259,0.582,0.451,0.204,0.293,0.212,0.216,2.074,6.499,2.421,10.106,1.924,0.53,284.921,20.733,3.088,0.559,4.706,21.179,67.943,103.684,133.044,6.089,1.41,0.84,0.541,1.135,1.719,1.44,0.837,6.281,6.197,111.29,0.353,0.739,1.405,1.455,0,469.126,0.002,3.966,1522.331,-36.995,0.103,0,790.384,-1826.5,1732.4
"TTL_C31T33",72.748,12.912,0.34,0,0,1.359,21.889,4.487,137.901,18.966,35.819,63.512,60.488,57.324,31,27.68,56.595,14.32,8.532,118.388,194.507,137.418,265.807,13.806,0.998,41.418,581.865,558.47,45.878,352.61,970.067,228.587,336.756,153.527,56.486,44.896,162.03,39.865,131.529,97.87,255.633,199.377,286.737,202.26,307.773,59.64,90.51,177.916,130.494,0,3680.322,0.107,8.478,371.028,5.17,98.09,72.681,3104.128,-4564.567,9644.429
"TTL_D",167.783,9.08,0.382,0,0,7.429,63.716,5.012,458.905,46.233,96.386,245.718,209.286,434.439,48.177,103.153,242.129,157.44,102.471,247.287,257.303,193.699,394.433,15.367,0.698,36.209,143.092,10907.753,174.769,209.488,1962.826,334.84,117.802,26.266,151.617,104.368,569.252,88.987,231.637,154.741,479.218,921.146,401.044,247.012,823.897,197.214,168.04,284.077,324.149,0,3408.005,0.098,14.333,276.312,7.336,2.917,2.473,1915.375,-1110.714,27082.104
"TTL_E",14.544,1.079,0.033,0,0,0.26,2.396,0.4,48.837,4.711,8.547,36.026,13.101,31.401,6.645,11.743,14.192,57.086,45.407,57.41,21.241,14.504,38.233,1.735,0.062,2.605,16.769,131.992,329.793,70.487,318.109,43.307,25.728,4.273,15.163,8.965,73.569,10.674,17.289,24.859,37.799,394.513,69.356,33.208,237.781,15.806,20.894,25.479,36.94,0,862.86,0.11,42.61,184.632,0.026,1.482,2.175,13.716,-87.258,3415.303
"TTL_F",34.361,5.432,0.058,0,0,0.511,8.146,1.456,53.738,3.85,29.798,13.47,16.239,21.36,10.759,6.71,25.012,6.283,5.07,36.307,53.091,35.684,64.797,2.417,0.127,5.188,42.768,432.936,39.567,1788.889,430.051,77.888,34.941,10.262,59.51,24.803,69.048,12.436,58.915,33.641,139.279,4082.643,147.179,45.111,344.962,36.206,30.056,50.828,55.889,0,1243.535,0.29,10.385,30372.811,-5.632,7.521,3.186,276.288,-233.815,40162.242
"TTL_G",1289.53,58.162,1.418,0,0,8.326,100.067,13.592,4305.322,501.257,614.218,868.229,345.455,2626.266,6568.054,589.284,460.377,198.186,132.088,1219.365,3652.235,1439.691,2610.21,160.056,4.15,261.282,1226.045,1139.111,204.143,3639.452,12279.59,1165.403,834.448,288.127,291.632,206.48,1652.455,467.178,495.771,553.719,716.898,898.879,1764.978,912.402,1675.23,224.211,2718.19,435.146,571.491,0,23183.069,13.746,251.978,11305.035,-9.16,342.895,521.779,20661.232,-13914.537,104743.84
"TTL_H49",74.432,19.023,0.115,0,0,1.715,30.174,2.839,320.408,24.844,96.042,87.15,75.844,153.099,151.984,42.907,93.224,35.034,20.487,143.745,256.021,159.755,253.319,11.342,0.37,23.954,125.433,228.019,32.885,504.769,1986.304,505.529,141.79,25.631,186.001,134.875,107.209,52.021,41.617,57.119,114.173,97.358,162.667,183.349,167.602,31.769,80.991,47.206,78.598,0,3426.632,0.332,9.044,728.242,0,508.602,680.094,3915.224,-2461.366,13977.546
"TTL_H50",35.855,6.566,0.174,0,0,0.551,10.655,1.301,143.918,14.443,46.807,37.086,59.233,79.644,100.023,19.178,32.632,16.964,10.929,64.164,138.123,79.234,117.392,6.131,0.192,12.059,60.43,80.058,6.825,221.311,846.042,103.948,2885.693,11.49,93.583,45.857,53.629,17.08,24.374,20.68,35.864,46.226,64.215,115.91,79.971,9.093,46.422,17.691,19.608,0,2393.536,0.112,1.754,628.373,0,121.127,160.832,2927.502,-3031.068,9141.424
"TTL_H51",20.912,2.42,0.046,0,0,0.266,3.328,0.585,78.793,12.411,18.022,23.38,19.734,43.703,62.247,13.414,14.24,7.309,5.815,38.053,102.127,54.971,82.008,4.635,0.125,9.201,38.118,68.473,5.858,117.272,452.162,34.68,49.808,164.011,58.748,89.811,40.25,19.247,24.466,59.343,127.278,34.837,139.949,565.053,130.7,13.298,33.132,30.784,47.687,0,2061.468,0.05,0.897,164.158,0,334.277,485.528,1568.22,-3987.097,3590.21
"TTL_H52",24.16,3.517,0.139,0,0,0.519,8.171,1.523,108.567,8.367,25.072,27.227,32.929,56.182,63.238,14.103,25.006,10.091,5.639,46.227,93.381,51.433,78.688,4.396,0.12,7.601,37.808,65.841,8.573,134.506,1316.128,358.363,862.3,286.307,271.98,38.469,38.043,17.095,25.604,24.416,32.085,32.835,70.245,85.294,52.499,5.518,28.462,13.453,19.685,0,499.109,0.144,1.429,229.068,0,21.911,8.936,888.525,-1132.093,5038.836
"TTL_H53",5.752,1.102,0.025,0,0,0.148,1.512,0.305,26.787,2.932,4.065,13.853,7.394,17.98,6.355,3.789,5.06,2.246,1.738,14.598,37.824,17.686,32.956,0.895,0.038,2.246,18.287,93.301,9.494,31.126,803.961,52.216,54.161,16.553,44.75,839.98,45.815,55.924,226.479,166.884,427.912,33.34,197.707,125.012,235.596,16.455,20.841,40.573,95.146,0,260.292,0.02,0.151,289.374,7.269,10.073,11.497,1116.969,-37.109,5517.333
"TTL_I",4.055,0.775,0.018,0,0,0.197,1.73,0.364,24.228,2.554,4.177,8.952,6.064,16.724,13.777,4.58,4.922,1.953,1.618,16.037,34.533,17.022,31.912,1.173,0.043,2.68,12.305,40.476,5.664,40.084,383.156,41.337,39.486,47.138,25.12,11.548,51.05,19.615,22.828,64.446,171.288,27.01,141.516,285.133,124.837,18.068,33.334,42.157,62.221,0,12259.228,14.152,25.693,45.502,0,2402.369,2834.997,35.61,-2431.349,17096.105
"TTL_J58T60",6.382,1.07,0.014,0,0,0.152,2.268,0.334,63.844,4.322,6.268,87.44,8.154,34.591,15.482,7.976,8.042,2.349,1.958,22.273,63.375,27.169,47.333,1.998,0.058,4.459,24.603,67.749,12.304,43.036,968.598,49.285,35.882,20.307,26.094,44.493,92.043,1058.884,191.241,275.021,420.581,60.134,863.471,240.565,286.399,102.151,34.333,225.776,222.287,0,1356.874,19.247,236.942,338.827,0,35.738,25.81,2531.943,-3296.841,7031.089
"TTL_J61",12.641,2.843,0.082,0,0,0.339,5.127,0.982,52.607,6.047,9.9,28.799,12.744,27.993,10.317,9.729,13.459,4.473,3.206,39.236,96.697,44.871,94.67,2.639,0.103,6.503,39.423,187.98,23.065,117.532,1414.388,130.265,91.911,37.683,69.951,71.602,124.709,116.307,1524.272,324.935,783.792,138.374,517.523,329.029,411.881,46.953,47.118,118.469,186.135,0,5342.547,0.147,3.378,35.099,7.908,115.671,131.767,1289.305,-2693.97,11571.161
"TTL_J62_63",10.286,2.018,0.032,0,0,0.277,4.075,0.817,67.764,6.915,9.561,31.738,20.786,41.179,34.855,11.816,13.41,7.875,5.472,43.751,268.987,62.236,104.305,4.291,0.154,10.49,43.75,273.114,24.598,99.86,1319.048,99.206,91.156,49.245,58.627,106.766,65.035,107.646,373.229,1889.035,1389.947,108.573,658.06,274.992,568.657,48.504,43.885,64.385,128.825,0,568.803,0.107,7,6128.237,-0.69,8.703,5.126,4277.217,-3939.462,15704.275
"TTL_K",140.52,17.271,0.385,0,0,1.882,21.096,4.721,259.84,24.143,43.387,94.349,114.061,132.399,41.103,40.231,58.244,26.461,21.005,138.594,240.942,135.364,285.058,10.687,0.474,26.106,150.919,842.026,68.348,479.918,2997.633,468.197,395.642,115.907,144.223,91.034,263.595,92.835,238.513,311.191,7289.448,6744.049,719.928,573.143,582.37,65.714,86.519,137.142,239.586,0,15071.067,21.837,1587.371,629.822,0,121.504,151.775,22670.51,-4296.499,60933.593
"TTL_L",15.588,3.206,0.042,0,0,0.339,5.704,1.351,88.206,10.869,17.225,42.895,17.097,32.26,10.64,15.993,15.873,5.463,4.336,70.994,102.423,55.844,100.852,3.967,0.262,8.081,67.069,177.709,29.686,192.372,3629.219,138.888,105.76,36.293,128.304,79.449,483.465,85.344,194.603,390.525,995.143,1290.523,681.515,352.89,431.441,80.338,84.669,188.809,238.714,0,30782.874,105.125,186.871,2282.96,0,377.215,522.548,226.914,-1089.328,44107.418
"TTL_M",151.329,15.462,0.297,0,0,4.618,41.592,25.22,678.7,48.818,64.494,240.938,177.594,415.974,430.962,104.347,129.813,49.57,35.67,319.306,990.992,447.26,838.264,33.08,1.414,83.045,306.754,1463.806,205.08,1832.642,7792.254,450.083,512.325,154.322,260.098,201.786,513.686,476.41,854.828,1420.173,3768.263,1683.499,6486.977,1364.205,1555.71,176.341,301.996,506.611,759.752,0,943.016,24.856,989.588,7398.061,3.839,51.091,68.86,2871.935,-9931.226,40796.381
"TTL_N",34.429,9.849,0.131,0,0,1.514,19.887,13.792,248.515,17.005,28.289,88.833,50.484,102.461,51.185,37.653,47.094,18.881,13.813,114.655,257.517,120.749,240.528,10.204,0.451,26.017,154.409,478.21,60.91,427.879,2785.098,403.18,935.1,439.686,290.756,173.412,320.029,148.46,350.921,492.24,1196.591,597.913,1070.167,4257.061,546.707,97.451,109.479,261.103,276.703,0,1632.227,3.723,130.905,80.049,0,80.3,90.298,2476.982,-2459.908,19461.979
"TTL_O",50.593,33.144,0.117,0,0,0.891,8.673,1.862,172.245,8.785,68.692,50.93,34.077,69.098,34.937,18.826,26.955,34.023,26.046,67.757,122.543,55.593,108.201,4.966,0.183,9.478,51.636,644.357,151.884,176.743,724.847,152.512,82.037,22.569,39.203,36.37,100.054,50.078,86.611,110.083,286.552,358.744,472.296,130.307,672.646,53.631,86.327,75.098,118.94,0,3878.725,853.147,30599.031,1614.63,0.8,14.163,28.357,589.384,-193.8,43076.578
"TTL_P",1.861,0.188,0.004,0,0,0.043,0.349,0.138,7.993,0.554,1.969,3.55,1.819,4.593,3.217,1.467,1.644,4.426,3.486,7.501,9.826,4.343,9.572,0.431,0.015,0.775,3.658,14.64,24.028,14.044,45.911,5.312,8.818,1.795,2.599,1.784,6.667,2.926,5.613,11.556,15.364,35.549,35.236,13.642,28.211,4.027,3.469,4.025,6.07,0,398.621,12.101,3249.526,193.77,0.01,450.114,152.16,29.68,-635.423,4215.264
"TTL_Q",13.784,0.59,0.015,0,0,0.061,0.63,0.217,12.587,0.778,6.02,2.702,2.43,5.356,7.648,1.805,2.467,1.798,1.341,31.531,17.875,12.745,40.725,1.267,0.06,2.331,10.511,16.216,2.847,50.608,62.728,8.754,6.646,1.829,3.465,3.507,8.931,3.921,5.762,11.035,31.469,11.129,33.475,12.707,83.252,6.784,210.058,10.343,18.892,0,25326.8,3621.396,2936.972,71.392,0.07,116.135,143.23,66.854,-168.104,32896.374
"TTL_R",0.809,0.183,0.003,0,0,0.018,0.333,0.031,6.487,0.373,0.511,3.339,0.915,1.586,2.101,0.573,0.601,0.261,0.199,2.159,2.465,1.698,3.647,0.202,0.011,0.378,1.954,6.52,1.193,5.419,55.628,4.426,8.494,1.866,3.302,3.064,24.153,106.42,11.512,10.823,24.073,5.529,59.31,37.729,44.674,8.689,4.097,394.043,38.642,0,3579.643,132.79,1669.882,72.848,0,239.774,293.468,211.604,-1035.322,6055.13
"TTL_S",19.178,2.843,0.108,0,0,0.306,4.864,0.855,51.367,5.085,7.041,18.055,13.608,21.299,8.714,6.561,10.856,4.565,2.927,25.294,41.774,18.133,46.947,1.764,0.077,3.708,26.476,119.966,17.137,63.984,543.329,86.138,51.995,11.4,34.784,24.34,122.646,36.491,45.779,83.126,296.222,44.606,245.33,129.054,91.874,22.625,53.28,90.984,421.789,0,4470.515,2337.087,0.796,9.933,0,118.791,159.959,0.317,-177.587,9899.095
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266.546,0,0,0,0,0,0,0,0,1266.546
"IMP_OTHER",1.361,0.44,0.022,0,0,0.078,1.05,0.178,-6.714,10.059,2.372,7.449,17.683,14.848,17.964,5.509,3.418,1.285,0.803,7.775,34.294,17.808,25.279,3.823,0.044,3.753,17.868,33.867,2.605,34.274,86.126,29.102,25.615,9.738,4.437,4.045,7.776,6.253,9.758,10.091,28.223,14.935,25.702,17.882,20.405,2.955,10.375,8.02,8.438,0,402.21,0.456,0.568,179.699,0,522.836,0,0,0,1694.839
"TXS_INT_FNL",-157.929,2.699,0.125,0,0,0.329,5.811,1.851,-915.958,25.38,26.756,57.463,5.334,22.158,53.856,66.806,20.413,4.458,2.599,62.793,211.685,107.961,182.317,19.994,0.335,17.091,116.185,-766.782,16.553,359.771,841.249,236.594,96.988,37.996,39.774,33.921,171.003,53.954,78.344,105.868,316.223,672.805,248.208,157.029,162.163,16.611,40.685,55.202,75.436,0,5539.258,125.787,446.658,3087.403,0,0,287.44,986.206,0,13462.857
"TTL_INT_FNL",5023.221,393.117,6.968,0,0,52.516,590.773,106.889,17217.744,1608.499,3129.602,4438.465,2620.102,10272.527,18738.999,2565.781,2469.467,1297.169,1036.127,6676.183,16574.169,7425.079,12628.423,636.504,20.835,1275.109,5635.179,20566.666,1868.299,21254.112,53112.96,6517.995,8991.226,2422.603,2643.837,2693.923,8938.082,4109.382,6122.409,7613.231,20319.903,20518.169,18462.834,11791.508,12634.793,1722.45,8985.708,3894.695,5143.072,0,192276.124,7288.432,42503.118,95298.247,29.926,6670.208,7431.945,134860.887,-122575.943,736550.249
"VALU",2870.99,200.564,20.057,0,0,39.714,414.035,53.751,6837.503,885.572,2292.144,3383.621,139.158,4224.686,11605.805,1994.734,1630.678,714.599,783.815,6170.582,11238.78,3549.798,8297.197,338.458,20.619,457.292,4009.256,6515.459,1547.007,18908.162,51630.962,7459.562,150.204,1167.609,2395.003,2823.415,8158.037,2921.712,5448.762,8091.056,40613.725,23588.901,22333.58,7670.487,30441.826,2492.818,23910.694,2160.44,4756.031,1266.546,0,0,0,0,0,0,0,0,0,348625.404
"LABR",738.634,200.564,8.444,0,0,26.354,245.873,46.465,3475.855,699.633,1515.798,2297.346,44.779,1972.755,3266.608,1441.154,912.273,481.429,528.732,3920.404,5029.574,2112.487,5467.094,142.055,12.301,232.215,3057.301,2308.479,725.534,14881.929,26600.217,5376.376,96.231,592.174,1575.528,2276.073,6513.342,2435.141,1846.303,5793.831,23954.727,2069.141,16506.888,5854.236,21751.891,2492.818,19019.448,1485.385,3377.795,1266.546,0,0,0,0,0,0,0,0,0,206676.158
