"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C24A",1.267,0.407,0.003,0,0,0.476,2.023,0.966,5.532,0.52,3.816,2.593,3.544,7.8,1.266,7.2,16.194,217.193,16.957,756.904,106.317,227.643,624.083,32.634,1.314,55.071,70.939,31.641,15.877,411.415,44.804,10.463,4.934,0.567,5.141,0.318,0.624,0.851,1.205,0.875,1.031,11.635,17.505,4.601,2.733,0.312,0.367,0.894,1.833,0,3.387,0,6.729,5.149,0,0.384,0.002,1023.646,-1489.387,2282.199
"TTL_C24B",1.415,0.504,0.006,0,0,0.324,1.294,0.359,33.588,1.319,8.738,15.412,6.419,66.319,12.18,17.69,18.124,94.307,472.11,1100.235,626.761,1397.517,768.691,46.217,1.144,90.59,194.575,58.102,38.964,230.671,142.955,14.626,6.989,2.241,4.609,0.354,2.915,2.802,4.282,2.559,4.485,12.893,35.128,5.981,5.868,0.59,1.428,1.487,4.646,0,66.14,0.001,0.328,28,0,0.693,0.037,417.647,-4008.667,2064.588
"TTL_C25",63.544,17.265,0.242,0,0,3.276,32.754,6.069,431.066,21.775,119.779,58.694,64.168,192.162,61.986,80.89,105.067,112.99,58.829,2757.188,960.26,1009.176,2716.892,127.665,6.521,284.826,612.471,491.665,73.923,3752.32,1039.017,144.366,121.642,22.62,85.477,16.225,75.35,19.326,51.185,47.34,64.179,439.147,317.16,175.065,288.359,18.565,25.524,46.024,67.551,0,885.862,0.02,6.73,390.443,0,5.556,0.574,4725.207,-4347.936,18954.042
"TTL_C26",9.234,1.483,0.057,0,0,0.371,4.137,1.101,41.3,4.148,8.369,32.886,13.023,44.864,47.092,14.415,11.623,5.765,3.703,72.637,10148.055,893.918,490.938,27.554,1.761,62.609,234.24,237.402,16.527,282.954,731.591,68.406,61.702,25.952,41.564,50.598,34.241,83.084,570.174,600.984,193.932,55.334,634.646,170.264,228.345,40.634,79.844,57.231,94.817,0,1724.917,0.179,343.212,15905.979,0,35.326,94.982,17928.202,-7069.757,45498.546
"TTL_C27",13.21,2.242,0.072,0,0,0.661,7.277,1.313,46.481,4.602,10.13,13.88,15.508,37.315,30.364,19.698,15.787,12.024,9.144,132.544,1528.432,2767.334,908.164,51.022,1.703,102.587,250.346,994.661,25.812,1321.699,615.444,117.634,61.445,18.43,36.895,17.028,50.652,22.542,154.85,102.495,64.455,268.785,228.284,100.953,91.18,11.974,29.199,36.487,47.169,0,978.768,0.046,10.068,7536.688,0,18.608,29.503,7821.751,-7743.936,19051.409
"TTL_C28",36.222,8.123,0.097,0,0,1.888,24.39,4.402,82.952,7.098,18.597,28.044,28.238,50.117,37.627,18.826,27.898,14.063,7.628,126.924,229.324,198.361,1456.561,34.093,1.9,65.838,173.915,274.264,27.159,425.569,421.6,68.697,70.089,23.001,34.742,11.851,22.63,11.144,25.422,38.531,45.497,67.567,143.786,97.839,105.406,7.07,16.139,18.225,20.841,0,1491.636,0.045,32.738,13718.596,0,4.78,1.097,17860.798,-11772.312,25997.568
"TTL_C29",4.032,1.715,0.014,0,0,0.176,2.057,0.29,10.527,1.938,2.271,3.029,2.334,5.575,3.585,4.627,3.523,1.382,0.931,17.073,36.384,32.131,95.205,141.396,0.227,20.261,28.385,24.594,7.654,47.01,416.639,174.779,20.366,8.651,16.543,7.23,3.734,2.696,5.945,7.751,11.735,9.066,46.599,43.584,24.269,1.874,2.926,4.806,8.643,0,5055.128,0.082,46.744,3741.01,0,23.384,3.753,865.503,-9331.167,1720.599
"TTL_C301",0.034,0.008,0.003,0,0,0.002,0.021,0.004,0.12,0.01,0.023,0.035,0.037,0.067,0.056,0.026,0.03,0.019,0.01,0.245,0.349,0.211,0.509,0.049,0.151,0.72,0.62,0.419,0.034,0.462,0.684,0.4,8.983,0.982,0.139,0.027,0.054,0.03,0.076,0.091,0.172,0.102,0.335,0.237,1.023,0.017,0.033,0.058,0.06,0,37.087,0.001,0.165,192.657,-7.372,0.082,0.007,4.691,-171.313,73.78
"TTL_C302T309",0.466,0.192,0.037,0,0,0.068,0.35,0.055,1.039,0.09,0.33,0.28,0.298,0.91,0.842,0.303,0.299,0.243,0.317,2.981,12.875,5.019,11.288,6.512,0.772,491.901,64.758,4.709,0.874,6.922,39.634,99.499,102.271,197.238,8.354,1.84,0.828,0.625,0.991,3.17,2.678,0.926,10.755,11.388,116.09,0.306,0.87,2.342,2.929,0,688.528,0.001,13.261,2239.873,-125.457,0.35,0,1290.536,-1901.949,3422.604
"TTL_C31T33",70.831,17.045,0.424,0,0,2.71,37.437,7.517,203.045,29.721,61.211,74.136,75.809,116.992,81.382,31.966,54.662,30.139,13.044,157.387,434.482,180.781,325.747,21.587,2.015,72.978,833.926,957.967,66.931,493.091,1130.642,380.055,614.6,329.144,138.895,62.229,176.431,56.339,156.243,128.333,338.144,271.528,492.619,394.701,404.323,86.858,199.112,206.116,180.524,0,6204.32,0.236,6.778,637.746,8.047,131.186,66.05,5172.303,-9112.918,13315.548
"TTL_D",190.628,12.702,0.463,0,0,11.739,117.433,8.272,793.383,66.919,166.411,289.28,322.534,770.23,164.162,142.278,324.272,179.219,86.932,350.923,500.562,277.403,435.322,35.037,1.268,74.436,192.966,20246.598,253.626,297.927,2839.031,578.992,189.717,54.149,371.326,169.202,908.325,126.314,335.387,267.826,777.506,997.617,891.593,521.273,1145.122,276.471,259.578,467.616,478.806,0,5514.133,0.116,44.051,412.477,11.363,5.276,3.021,3855.676,-2293.619,45521.269
"TTL_E",14.73,1.422,0.034,0,0,0.433,4.547,0.748,75.465,4.836,14.107,40.023,15.942,54.03,16.142,12.869,16.742,95.168,50.613,49.135,31.985,21.601,43.42,2.272,0.099,6.411,18.17,223.974,483.363,78.185,326.236,62.426,45.736,9.569,29.394,15.206,86.003,10.329,21.306,28.232,65.328,260.79,118.726,75.391,325.689,22.034,29.094,36.451,49.514,0,1084.66,0.094,1270.146,99.144,0.03,1.513,1.145,13.896,-75.692,5388.852
"TTL_F",48.953,8.823,0.092,0,0,1.294,18.812,2.637,80.765,6.556,33.921,21.778,38.577,46.727,28.621,14.86,40.039,8.847,5.336,66.366,84.65,57.609,74.767,4.492,0.277,11.752,61.956,913.743,81.629,3790.664,680.251,209.128,79.126,23.459,154.038,44.66,115.733,22.846,91.381,62.947,253.33,7230.335,408.82,133.325,778.173,72.417,59.665,89.589,115.17,0,1940.893,0.248,1.981,42978.197,-7.065,13.192,3.967,283.21,-324.184,61069.374
"TTL_G",1631.575,83.077,1.864,0,0,11.421,151.02,19.255,6915.256,587.798,1058.61,961.612,544.029,4171.274,13709.065,911.34,695.611,235.378,153.81,1835.628,5985.86,2506.08,3243.983,280.78,8.385,490.956,1727.184,1832.126,286.593,5620.474,17812.207,2268.234,1800.101,564.936,596.534,318.565,2332.766,572.39,659.531,890.967,1010.658,1271.301,3216.941,1737.292,2239.647,297.146,4206.531,637.357,925.237,0,34190.157,17.829,369.023,17935.906,-33.832,523.532,760.32,34859.056,-22055.74,165584.638
"TTL_H49",105.881,30.784,0.173,0,0,3.784,83.035,5.705,666.41,38.004,195.213,128.849,154.882,330.003,354.651,75.621,189.591,56.645,31.362,261.636,487.993,300.269,376.524,27.336,0.918,54.155,209.718,480.346,64.807,885.541,4169.53,1488.475,341.447,56.353,511.673,318.749,182.947,81.343,64.062,121.83,235.359,157.02,438.565,442.452,328.383,60.109,145.833,86.877,162.651,0,5550.634,0.525,17.184,1105.638,0,716.767,973.844,3875.113,-3546.038,23687.159
"TTL_H50",46.64,8.217,0.13,0,0,0.746,14.886,1.417,222.13,16.807,80.92,38.893,81.234,137.187,220.256,29.323,51.38,19.315,16.037,108.028,237.184,145.672,155.143,11.967,0.436,25.296,92.678,130.687,11.819,367.02,845.376,149.901,3515.835,19.325,158.593,46.757,80.798,18.002,21.145,25.742,42.341,71.834,117.653,142.916,79.925,11.083,75.945,25.435,30.388,0,3173.127,0.143,5.683,1021.588,0,171.764,230.526,7444.128,-4346.16,15451.239
"TTL_H51",26.018,3.313,0.047,0,0,0.425,6.022,0.911,132.748,14.544,32.355,28.061,33.901,72.798,125.753,19.696,23.416,10.058,10.864,67.392,179.662,104.515,115.448,8.799,0.277,18.008,60.87,112.209,10.427,203.714,828.913,72.029,102.505,393.159,137.164,195.532,61.695,27.083,32.362,100.72,210.024,49.967,314.776,1099.302,204.686,20.5,50.565,42.986,75.974,0,3028.755,0.073,2.817,359.887,0,499.794,765.569,1884.591,-5438.428,6545.252
"TTL_H52",35.958,5.698,0.134,0,0,1.112,14.966,2.139,209.782,12.579,51.327,35.34,50.19,109.595,185.687,24.87,41.623,14.232,8.166,75.349,172.11,96.152,114.932,8.92,0.297,17.419,64.88,112.066,15.11,251.615,1815.653,666.308,1672.684,456.363,477.76,60.08,62.886,24.758,30.393,36.46,54.328,53.597,139.253,136.526,79.299,8.703,59.658,22.59,33.192,0,892.271,0.237,4.685,430.962,0.01,31.182,16.233,2504.661,-1625.581,9877.399
"TTL_H53",5.576,1.435,0.021,0,0,0.242,2.651,0.527,37.039,3.962,5.822,17.037,9.539,25.174,16.493,5.396,6.949,2.152,1.241,19.304,66.653,31.639,37.05,1.878,0.07,4.133,18.986,127.471,13.613,46.041,1109.95,90.06,100.104,31.975,72.857,1143.209,56.854,72.323,191.267,235.635,697.659,39.749,357.051,241.75,324.291,21.701,27.113,51.98,131.182,0,402.724,0.024,0.223,375.545,10.259,15.611,19.237,1705.605,-52.952,7981.08
"TTL_I",5.398,1.017,0.014,0,0,0.222,1.919,0.449,32.404,2.711,5.247,7.436,6.147,20.725,42.846,4.773,4.879,1.549,1.015,14.664,37.942,17.179,28.882,1.585,0.06,3.599,14.351,57.457,7.082,50.599,396.817,64.248,56.643,64.773,32.311,12.056,63.337,18.673,24.462,71.455,191.401,34.221,206.177,399.938,151.714,22.142,51.436,50.398,90.513,0,16409.246,40.699,35.633,80.726,0,3550.683,5353.593,98.743,-3593.315,24350.877
"TTL_J58T60",5.16,1.361,0.015,0,0,0.219,2.853,0.505,66.237,4.775,6.736,65.921,8.546,40.092,35.28,6.866,8.262,2.119,1.454,22.593,77.968,35.832,38.055,2.713,0.1,8.167,21.855,94.691,11.989,55.189,943.992,56.943,47.777,32.065,38.098,47.103,83.604,932.773,199.146,390.323,528.438,53.343,1136.315,297.5,269.074,101.117,35.553,183.405,206.255,0,1869.556,23.986,239.19,503.863,0,56.914,26.039,4976.042,-5717.17,8186.799
"TTL_J61",14.477,4.219,0.082,0,0,0.662,8.195,1.317,78.186,8.106,14.401,30.251,19.035,43.286,30.253,12.971,18.277,4.513,2.677,50.649,163.095,58.142,93.022,5.112,0.188,12.678,46.19,250.455,31.835,176.41,1821.735,200.984,165.152,68.62,143.316,138.628,175.59,189.897,2578.406,554.995,1368.113,199.615,1001.698,643.138,622.723,67.244,70.192,160.412,256.875,0,8266.571,0.837,18.119,76.38,6.555,215.195,230.773,1101.585,-5612.441,15909.589
"TTL_J62_63",13.233,3.723,0.037,0,0,0.564,9.006,1.351,135.037,12.155,17.424,49.975,31.652,78.854,107.357,18.378,25.251,10.09,5.45,67.938,364.684,113.606,138.712,9.381,0.377,25.987,72.431,535.488,52.465,186.819,2187.948,221.876,173.498,102.99,153.808,199.439,127.97,229.136,550.62,3807.554,2572.9,143.831,1484.649,632.553,851.763,68.616,70.71,142.814,204.295,0,634.311,0.192,25.281,11779.892,-0.989,10.461,6.676,8257.526,-11059.797,25667.948
"TTL_K",129.933,20.654,0.362,0,0,2.818,34.901,6.3,349.235,31.666,57.117,98.141,131.682,173.597,99.86,47.606,65.781,26.854,17.629,175.238,337.976,178.551,282.022,16.856,0.844,47.858,134.887,1281.711,100.911,625.299,3822.241,693.796,713.906,195.224,264.352,145.138,350.798,112.656,263.593,414.698,10436.504,10332.587,1323.841,975.024,864.672,77.344,107.204,196.02,325.586,0,21984.731,31.542,2285.171,1078.468,0,198.537,226.837,39371.822,-9738.216,91530.366
"TTL_L",17.771,4,0.063,0,0,0.678,11.252,1.853,138.757,18.06,23.347,54.39,20.299,49.685,32.571,23.367,22.566,5.934,3.37,89.927,176.053,80.707,129.099,6.958,0.474,14.789,94.388,248.993,42.623,297.749,4920.949,277.933,189.37,58.418,258.554,146.125,773.347,119.528,259.236,529.647,1456.942,1610.288,1331.022,796.096,664.154,117.679,125.329,279.515,336.581,0,46830.46,151.412,211.372,3285.991,0,619.398,879.128,285.668,-1211.808,66912.053
"TTL_M",197.987,19.733,0.349,0,0,9.991,106.21,36.867,1137.614,75.42,117.15,283.259,268.448,626.264,1195.828,141.392,178.711,55.338,31.561,433.759,1634.05,711.796,940.355,61.412,2.684,175.006,428.417,2389.58,320.151,3518.51,12233.89,889.518,1000.083,343.065,676.222,339.616,771.556,716.383,1196.623,2394.756,6296.731,2244.725,13240.866,2892.467,2467.533,266.791,482.938,753.726,1162.896,0,1559.311,37.264,4618.894,10960.669,8.411,87.308,108.38,7624.186,-17452.001,73020.651
"TTL_N",43.434,15.307,0.181,0,0,3.517,44.585,15.1,426.52,29.93,46.86,121.165,95.684,204.715,159.341,57.639,77.201,22.133,13.591,217.876,502.91,226.091,328.43,23.31,1.163,62.104,209.826,995.014,144.971,771.081,4602.738,956.523,1478.878,808.326,529.028,300.613,577.568,263.221,608.742,934.276,2342.061,1060.972,2310.612,6358.372,1161.892,175.737,223.846,478.58,476.645,0,3562.111,5.954,164.272,140.73,0,158.884,196.63,5637.099,-4992.383,35381.602
"TTL_O",53.789,55.098,0.13,0,0,1.445,17.29,3.422,240.564,13.809,143.112,83.751,55.971,117.839,84.383,28.527,40.268,96.933,52.453,109.967,166.907,84.009,129.127,9.718,0.37,22.069,63.604,1115.18,483.44,313.187,1213.482,410.992,206.65,75.323,137.236,70.106,194.438,69.324,137.13,204.03,585.049,696.708,926.203,354.19,1560.622,85.188,139.247,148.465,208.33,0,6855.2,1293.125,42223.76,1586.687,0.49,36.908,82.059,1272.922,-330.416,64029.81
"TTL_P",2.053,0.233,0.004,0,0,0.068,0.635,0.185,12.056,1.625,1.579,3.907,2.408,6.809,10.245,1.683,1.854,6.376,3.414,5.113,18.588,6.601,8.076,0.647,0.023,1.488,3.929,22.876,31.577,12.786,58.777,9.001,13.092,3.24,4.71,2.907,7.984,4.201,7.456,22.379,30.873,22.78,91.219,21.887,44.317,7.588,5.61,6.021,10.119,0,821.143,29.528,4083.958,394.726,0,757.968,208.636,86.981,-1179.798,5744.144
"TTL_Q",7.235,0.861,0.016,0,0,0.121,1.208,0.283,19.293,1.243,8.689,3.497,3.588,9.912,21.932,2.875,3.162,2.159,1.225,43.95,28.01,20.987,47.123,2.413,0.124,5.44,16.478,26.733,4.969,74.747,88.707,18.699,12.514,4.666,7.895,7.715,14.026,5.628,8.089,18.323,60.679,17.464,73.948,29.268,169.239,10.05,330.692,17.105,37.644,0,39909.905,5902.419,3903.871,95.448,0.08,180.344,223.953,137.253,-305.714,51338.183
"TTL_R",0.872,0.272,0.005,0,0,0.031,0.371,0.04,8.288,0.644,1.083,5.157,1.274,2.999,4.364,0.793,0.972,0.403,0.27,3.216,6.946,3.342,5.081,0.366,0.022,0.85,3.293,14.678,1.995,9.211,101.446,9.172,14.251,3.498,6.785,5.738,45.599,151.989,16.971,22.634,42.831,8.303,91.922,74.852,69.344,16.812,8.297,624.543,82.95,0,6332.237,208.767,2263.27,127.457,0,409.635,465.964,785.477,-2095.271,9972.313
"TTL_S",16.517,3.84,0.113,0,0,0.453,6.903,1.041,79.662,6.74,8.75,17.559,19.033,29.586,21.695,6.899,12.984,4.635,2.249,29.687,62.991,32.339,47.995,2.844,0.156,7.334,31.649,175.881,26.235,93.37,643.718,140.437,103.815,26.12,70.523,33.639,154.835,43.494,63.575,131.51,478.359,68.444,409.549,231.998,148.225,27.07,70.416,130.267,537.087,0,7089.509,3558.37,1.292,20.477,0,208.317,274.705,0.285,-340.414,15074.765
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.952,0,0,0,0,0,0,0,0,1840.952
"IMP_OTHER",4.381,0.651,0.025,0,0,0.152,1.773,0.26,3.495,9.127,4.515,8.295,30.497,23.49,48.969,7.513,4.916,2.207,2.388,13.299,53.876,29.456,28.949,5.838,0.084,5.895,24.897,47.797,3.961,51.782,120.248,54.835,55.345,24.117,9.031,6.74,11.153,9.556,16.016,19.506,48.287,24.82,55.114,36.778,29.184,4.476,20.372,11.636,13.337,0,615.495,0.958,1.659,277.859,0,730.756,0,0,0,2615.764
"TXS_INT_FNL",-104.458,1.567,0.155,0,0,0.672,10.072,2.341,-902.892,31.804,41.779,58.293,4.102,16.682,127.68,97.239,27.243,5.901,2.962,84.847,295.02,161.111,174.358,26.011,0.561,29.003,129.335,-1361.23,26.43,380.288,1030.847,424.332,154.964,61.561,67.564,49.42,222.269,65.572,89.929,152.591,455.593,876.723,426.756,277.659,232.989,23.439,73.38,70.345,108.148,0,8536.841,200.732,655.054,4152.81,0,0,474.392,1254.361,0,19505.146
"TTL_INT_FNL",6471.629,563.004,8.705,0,0,84.484,1066.001,157.134,28502.122,1917.461,5327.829,4836.917,4187.113,18056.329,41647.11,4049.069,3713.638,1634.562,1354.221,10219.714,27543.341,13432.337,15755.484,1193.338,42.565,2598.361,8133.341,36112.138,3105.742,34742.828,76817.501,12854.022,15219.461,4800.812,5628.317,4214.103,13022.405,4874.656,8610.661,12768.113,31780.279,30953.781,35870.198,20815.106,19046.769,2413.58,14385.934,5813.219,7780.814,0,290962.489,11509.234,63053.401,144668.03,-35.625,10210.876,12496.381,228557.933,-204643.495,1160905.469
"VALU",3750.622,315.022,27.212,0,0,66.267,596.034,73.55,9717.157,1019.836,3352.142,3517.508,222.298,7235.696,20319.302,2882.198,2655.316,647.636,710.366,8734.313,17955.177,5619.06,10242.071,527.26,31.215,824.24,5182.195,9409.087,2283.104,26326.492,88766.996,10833.117,231.771,1744.436,4249.075,3766.97,11328.451,3312.139,7298.914,12899.818,59750.008,35985.759,37150.387,14566.466,44982.971,3330.557,36952.197,4159.084,7293.935,1840.952,0,0,0,0,0,0,0,0,0,534686.378
"LABR",1075.635,315.022,11.064,0,0,30.911,411.029,61.494,4962.216,797.548,2266.644,2492.181,63.598,3343.172,6021.133,2106.431,1535.208,403.502,446.162,5652.051,8140.401,3436.535,6600.432,241.61,18.05,419.878,3948.628,3232.507,1081.305,20581.266,44580.821,7822.299,153.425,911.222,2765.945,3006.255,8997.86,2760.795,2430.485,9240.373,33990.563,2844.229,27293.225,11134.982,32433.417,3330.557,29392.684,2817.213,5093.521,1840.952,0,0,0,0,0,0,0,0,0,312536.431
