"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",18.893,4.875,0.001,0,0,0.065,1.168,0.18,81.638,2.946,1892.778,212.7,0.505,4.241,5.347,5.003,42.257,3.323,3.425,135.287,94.394,34.77,54.32,2.065,2.391,51.572,639.188,6.645,11.713,2942.25,154.614,69.842,1.329,0.407,37.586,0.484,7.537,1.972,1.504,2.834,26.949,133.953,8.889,8.679,106.948,12.463,9.451,46.233,4.446,0,397.442,0.085,0.275,19.906,1.852,11.501,12.044,516.912,-1239.63,6610.442
"TTL_C17_18",7.434,0.214,0.001,0,0,0.464,12.179,1.26,195.337,20.269,16.938,855.993,5.592,32.643,25.938,19.357,40.732,0.977,0.998,40.241,80.451,89.058,103.212,1.338,0.037,3.179,23.637,46.825,4.623,58.066,1830.421,14.049,43.19,3.874,1.129,42.708,16.967,414.776,107.389,59.749,83.143,49.073,724.058,616.418,118.449,13.591,30.307,18.214,97.622,0,2154.712,1.106,1.911,23.084,12.202,35.26,34.416,2166.843,-2301.342,8100.313
"TTL_C19",247.411,37.219,0.001,0,0,0.07,1.608,0.159,7.103,4.65,1.265,6.648,892.742,748.094,18.538,4.782,4.065,1.505,0.53,4.412,5.987,4.134,7.48,0.28,0.019,1.202,65.415,74.171,0.924,76.326,131.309,177.502,2051.97,157.118,1.302,92.675,6.046,2.003,18.456,3.224,17.768,1.747,36.708,576.992,29.544,46.104,4.826,30.761,8.099,0,1138.219,0.016,1.341,24.486,1.152,67.861,4.557,363.612,-3980.941,3231.193
"TTL_C20",215.638,1.999,0.004,0,0,0.596,9.289,1.022,94.851,201.947,102.953,420.662,135.354,4067.565,383.777,1237.464,184.854,7.196,6.793,290.401,408.761,401.533,292.757,12.875,0.186,6.943,68.39,506.989,10.932,1190.54,1492.33,12.494,106.605,6.884,160.508,6.509,217.793,25.185,29.06,46.833,24.173,4.789,102.965,193.91,87.56,65.699,64.577,54.187,65.144,0,978.398,0.03,5.503,55.177,15.08,33.575,21.625,6118.445,-2250.732,18006.576
"TTL_C21",193.949,0.064,0.002,0,0,20.678,192.013,29.11,640.352,19.856,1.635,393.328,408.634,19.62,12733.086,97.176,1.524,298.774,313.963,3.297,12.223,4.77,20.559,0.297,3.433,290.893,737.391,4.013,187.973,12.912,776.168,201.971,1.856,1.396,2.203,1.331,80.618,272.935,2.091,2.981,145.51,113.674,4032.194,631.188,2493.927,39.738,3536.07,395.899,1414.442,0,3450.621,0.075,10.135,71.858,21.255,23.087,26.627,11456.743,-6867.626,38980.488
"TTL_C22",22.026,0.43,0.002,0,0,0.059,1.177,0.19,185.952,31.624,28.523,90.659,2.734,104.621,78.263,115.091,26.977,2.659,1.878,99.365,366.564,260.891,608.982,33.175,0.208,19.897,131.247,21.489,13.383,453.657,1233.664,48.26,3.8,0.894,115.97,22.584,14.774,24.364,45.524,41.715,6.023,4.314,120.845,63.764,55.151,10.47,14.993,7.096,15.094,0,822.483,0.012,0.571,93.922,7.18,3.038,0.481,3175.685,-3236.593,5417.804
"TTL_C23",22.103,0.596,0.041,0,0,0.078,1.959,0.258,246.028,9.178,29.486,3.247,28.408,143.421,31.432,5.734,510.4,15.265,8.05,111.975,178.618,148.529,49.238,7.598,0.089,3.288,44.941,29.547,3.257,2639.185,141.716,116.404,121.664,1.942,11.013,2.665,39.938,1.707,7.638,2.236,4.043,6.349,26.912,14.692,25.166,5.602,9.474,7.901,3.374,0,413.711,0.347,0.532,88.341,0.723,1.524,0.489,810.111,-1546.199,4591.966
"TTL_C24A",0.43,0.018,0,0,0,0.073,0.474,0.239,7.2,0.182,8.053,0.15,0.115,144.384,0.789,12.613,26.979,150.984,7.313,1121.156,251.22,186.926,430.724,10.655,0.836,38.401,93.862,28.3,5.006,328.453,15.863,26.831,0.188,0.067,5.213,0.037,0.062,0.125,0.103,0.794,0.06,0.189,0.681,2.943,5.215,1.788,0.055,1.895,0.217,0,2.846,0.001,6.594,4.837,0.369,0.373,0,923.72,-1329.639,2526.96
"TTL_C24B",0.247,0.011,0,0,0,0.015,0.091,0.017,8.273,0.146,4.409,0.288,0.352,138.928,1.765,6.617,5.847,32.42,152.084,301.404,236.676,232.135,124.413,3.092,0.133,10.339,64.26,9.249,1.266,42.733,4.482,13.227,0.194,0.166,1.85,0.033,0.11,0.122,0.115,0.675,0.213,0.203,0.983,1.445,2.798,0.684,0.112,0.984,0.134,0,51.52,0.002,0.522,26.573,0,0.386,0.024,844.799,-43.56,2286.01
"TTL_C25",65.081,5.259,0.007,0,0,0.552,10.23,1.888,167.034,18.368,88.403,6.958,2.791,234.186,101.16,30.325,50.222,162.487,91.774,1496.348,1987.647,987.248,2920.14,33.961,3.639,177.141,288.678,102.303,71.244,2428.98,961.76,32.202,50.473,4.614,357.143,37.238,80.166,7.043,80.166,6.938,12.745,41.001,147.9,46.838,121.424,41.189,19.302,21.689,28.273,0,741.464,0.013,1.318,281.966,2.141,4.134,0.369,3600.808,-3304.683,14959.684
"TTL_C26",7.108,0.305,0.015,0,0,0.137,2.872,0.593,46.697,3.482,9.848,7.647,3.222,20.812,41.129,6.773,16.083,1.921,1.327,45.048,6391.267,846.39,722.524,15.333,0.443,20.524,192.026,107.606,5.529,186.767,944.177,41.818,99.108,9.36,17.804,5.556,11.496,32.682,1226.91,53.132,19.574,7.34,251.17,88.675,150.221,29.418,739.039,4.714,29.392,0,1461.443,0.111,12.325,10544.495,0,26.793,64.372,14824.883,-5155.149,34244.285
"TTL_C27",14.594,0.378,0.008,0,0,0.09,1.614,0.335,21.651,3.486,4.375,8.504,1.122,10.351,13.378,9.013,9.966,3.006,2.005,64.262,178.859,1582.513,1023.852,20.165,0.298,19.068,107.373,114.898,23.979,947.212,1263.543,568.978,240.494,4.922,300.344,1.837,14.967,2.516,265.235,122.693,59.454,26.904,174.358,308.486,171.046,38.177,87.396,2.608,53.221,0,1166.794,0.029,1.606,5573.239,0,16.45,16.337,6159.699,-7796.778,13030.91
"TTL_C28",58.313,2.249,0.018,0,0,0.288,5.274,0.891,46.853,9.515,9.863,15.192,2.242,15.822,25.014,6.905,15.671,7.828,4.482,60.596,96.171,72.406,1086.239,36.185,0.538,24.884,194.861,119.232,9.897,299.167,542.949,51.664,8.917,10.388,53.874,33.741,15.635,3.492,11.244,7.35,8.781,39.04,42.607,47.689,72.382,7.176,12.756,3.281,10.665,0,1270.654,0.033,4.033,12141.369,0,3.335,0.661,16607.329,-9210.606,24027.035
"TTL_C29",4.347,0.12,0.001,0,0,0.01,0.211,0.044,5.163,1.909,1.093,1.498,0.602,41.474,7.092,1.13,2.156,0.625,0.404,9.752,21.779,22.035,50.924,163.793,0.029,2.233,30.368,4.866,16.042,25.494,456.961,181.884,33.653,1.491,4.842,0.73,1.728,1.414,4.534,8.694,4.439,3.445,26.87,20.015,15.447,1.658,2.96,0.835,2.835,0,4544.386,0.068,16.181,2342.415,0,18.948,1.754,625.903,-7612.996,1126.284
"TTL_C301",0.031,0.002,0.001,0,0,0,0.008,0.002,0.086,0.012,0.023,0.029,0.013,0.086,0.073,0.019,0.032,0.015,0.008,0.151,0.319,0.335,0.483,0.014,0.092,0.708,0.256,0.252,0.027,0.425,0.811,0.602,0.855,6.159,0.103,0.025,0.04,0.026,0.113,0.069,0.088,0.039,0.231,0.157,0.233,0.02,0.058,0.029,0.033,0,25.208,0,0.095,136.658,-4.844,0.074,0.005,4.62,-126.571,48.436
"TTL_C302T309",0.367,0.012,0.007,0,0,0.003,0.04,0.01,4.604,0.085,0.098,0.158,0.24,1.316,3.393,0.104,0.164,0.038,0.024,1.812,4.085,0.771,2.242,1.49,0.09,71.623,12.522,5.358,0.291,1.268,31.377,62.254,13.202,690.915,0.231,0.124,0.301,0.344,0.413,2.517,0.551,0.224,9.339,3.84,13.134,0.195,0.526,0.252,0.275,0,484.924,0.004,7.827,1684.87,-55.163,0.348,0,1030.655,-2041.904,2053.79
"TTL_C31T33",49.048,4.682,0.61,0,0,0.479,13.341,3.082,127.941,28.005,52.424,66.295,24.027,136.076,39.834,39.883,67.267,14.442,8.043,139.687,298.697,133.894,255.521,27.577,1.248,29.678,635.818,480.532,36.287,381.089,1778.499,433.624,168.972,334.98,51.211,61.034,99.34,55.924,180.459,106.149,123.188,59.788,292.196,190.21,190.814,54.175,73.73,67.754,53.848,0,3999.255,0.137,13.909,482.267,9.166,115.358,54.268,4758.784,-5910.07,10994.473
"TTL_D",82.581,1.327,0.009,0,0,0.939,14.942,1.233,304.998,37.44,66.116,130.253,2.668,200.101,73.801,117.888,184.556,115.492,60.789,239.076,126.025,88.898,124.536,6.885,0.151,11.236,78.789,19678.403,33.36,105.235,1005.643,1444.735,10.082,65.524,3.507,29.071,316.731,32.196,124.821,42.413,176.831,121.117,204.195,117.333,202.568,185.39,94.068,135.324,75.32,0,4018.869,0.086,19.508,352.625,9.612,2.976,2.359,2516.259,-1676.332,31520.556
"TTL_E",3.564,0.223,0,0,0,0.521,12.533,2.49,39.564,6.594,22.968,115.033,2.264,17.281,5.672,5.458,17.244,188.505,187.236,27.556,25.041,21.128,49.317,2.467,0.063,1.958,22.659,133.253,457.192,147.724,366.104,18.368,50.692,3.592,1.47,5.75,66.554,22.887,12.951,36.033,48.1,231.557,156.179,22.507,226.903,18.926,27.988,31.918,29.209,0,1045.454,0.102,61.093,68.447,0.028,1.554,3.62,13.347,-106.142,3980.697
"TTL_F",65.262,1.683,0.019,0,0,1.028,23.774,3.815,52.705,8.797,40.381,14.315,8.559,21.01,16.227,6.99,34.173,3.599,2.771,45.015,90.628,38.494,61.748,2.723,0.121,5.152,49.644,361.746,166.266,1444.873,435.049,1146.725,13.136,209.37,6.33,94.418,177.794,31.265,51.367,69.383,185.952,3914.407,58.213,69.283,212.45,121.103,93.501,127.23,41.446,0,1443.385,0.316,4.077,36422.855,-7.3,10.342,2.937,311.84,-296.077,47522.315
"TTL_G",1352.458,49.292,2.058,0,0,15.296,161.637,25.011,5724.476,440.199,777.729,1058.684,632.492,2599.835,8922.58,773.441,516.72,373.417,285.468,1397.435,4170.471,1911.883,3417.938,209.059,5.739,374.093,1500.051,613.853,246.798,5370.094,10507.265,1647.844,1499.205,509.39,765.097,135.752,2306.899,660.801,927.108,284.251,377.372,305.569,3842.926,1601.408,2458.584,299.694,3147.758,544.688,1205.455,0,25296.12,13.856,254.997,12892.649,-10.061,434.666,482.583,24941.652,-17290.635,122971.104
"TTL_H49",125.984,7.016,0.27,0,0,0.758,14.259,1.708,1474.457,51.826,247.542,342.666,104.929,412.724,260.263,53.548,248.972,26.738,13.976,137.35,428.989,358.053,449.83,21.917,0.412,20.835,144.383,550.45,9.724,1346.982,1667.632,173.871,55.627,31.184,36.995,51.601,233.979,151.394,51.582,22.33,30.512,17.451,165.194,150.162,171.931,42.217,112.685,27.753,54.511,0,4135.019,0.431,11.315,887.868,0,609.875,705.572,4300.468,-2854.719,17901.003
"TTL_H50",37.684,3.131,0.163,0,0,1.736,43.955,4.827,195.351,21.323,55.58,40.757,74.389,142.721,177.607,17.815,64.439,56.109,29.186,437.393,640.302,78.496,287.723,5.751,0.339,19.565,98.435,121.942,11.958,420.75,2276.301,27.399,257.743,16.967,18.387,45.996,54.519,95.038,73.042,54.324,22.453,19.891,147.773,82.818,46.328,8.169,88.68,24.532,38.049,0,2603.233,0.143,2.258,756.404,0,189.139,226.567,3729.449,-3059.81,10935.216
"TTL_H51",68.885,7.681,0.094,0,0,0.217,3.712,0.598,183.131,10.282,27.775,35.754,21.211,61.354,80.836,10.932,22.134,7.643,4.615,38.177,114.495,88.212,81.151,5.359,0.114,6.312,39.856,181.653,6.645,726.481,292.864,25.958,37.316,64.924,11.313,43.936,148.407,26.216,44.296,8.122,47.922,5.604,104.59,59.604,152.824,19.515,42.726,12.786,15.41,0,2086.557,0.06,1.065,237.9,0,426.549,556.027,2015.543,-3814.706,4508.635
"TTL_H52",23.249,1.557,0.063,0,0,0.181,2.298,0.339,130.193,8.422,31.786,70.408,72.273,139.438,108.67,11.186,19.355,6.611,3.962,71.111,147.911,57.556,110.457,3.739,0.139,7.786,51.123,27.287,4.202,172.203,894.681,48.48,857.114,24.632,930.84,5.537,54.06,46.249,18.793,10.359,8.31,6.446,77.731,870.334,35.914,7.892,35.792,10.136,17.522,0,592.488,0.162,1.83,277.417,0.01,31.074,8.708,1073.986,-1226.787,6003.216
"TTL_H53",3.512,0.092,0.001,0,0,0.071,1.108,0.202,15.1,1.81,4.748,16.043,2.064,18.781,14.264,8.386,7.392,0.796,0.574,19.819,51.74,25.935,56.865,1.438,0.044,2.973,12.602,34.121,5.793,42.943,802.017,44.811,56.681,2.398,21.988,1922.252,31.639,33.148,20.477,279.973,275.402,40.636,146.039,88.772,134.586,14.384,20.36,20.972,56.164,0,304.088,0.02,0.17,310.877,10.249,13.467,13.315,1481.381,-46.763,6448.723
"TTL_I",7.152,0.384,0.003,0,0,0.048,0.639,0.154,24.131,2.705,6.404,8.161,1.165,6.163,17.217,1.204,11.579,0.595,0.478,29.545,44.097,32.811,63.179,1.525,0.021,1.495,20.809,36.514,2.487,61.886,395.504,152.493,336.065,54.092,2.542,10.907,58.354,28.878,32.565,21.645,72.052,7.832,104.245,70.402,74.833,24.659,11.754,33.119,48.156,0,12999.768,19.102,30.413,57.733,0,2924.992,3564.491,50.234,-2954.592,18614.793
"TTL_J58T60",5.486,0.163,0.003,0,0,0.058,1.214,0.292,78.954,16.981,0.791,5.49,1.213,16.168,22.712,9.53,6.549,0.618,0.387,42.742,71.795,7.769,24.938,1.262,0.039,3.441,13.791,14.168,10.805,53.049,2574.617,24.945,43.328,5.982,47.923,9.415,52.723,556.795,109.085,69.54,244.254,67.491,1027.498,235.775,98.527,22.258,38.354,498.757,460.42,0,1597.942,21.908,274.351,432.722,0,49.593,24.208,3280.875,-4576.611,7703.089
"TTL_J61",28.277,0.722,0.001,0,0,0.141,2.694,0.535,54.474,9.167,9.225,47.737,1.864,18.743,19.224,19.68,15.905,1.867,1.252,41.073,122.594,45.217,115.324,2.865,0.069,6.045,37.152,80.619,9.944,91.797,1868.727,18.147,147.022,5.004,0.549,23.616,66.531,332.099,2231.545,194.986,761.058,97.761,474.632,233.235,235.285,30.374,47.32,197.672,133.975,0,5875.967,0.261,6.322,57.573,10.728,167.05,168.861,1680.226,-2987.181,12863.553
"TTL_J62_63",8.604,0.646,0.007,0,0,0.129,2.488,0.375,58.257,11.108,7.326,30.04,8.788,45.927,55.657,5.175,10.215,1.614,1.114,44.688,233.951,188.138,210.766,5.831,0.204,15.708,65.502,163.388,51.174,67.233,1440.201,56.461,895.499,23.766,4.217,49.047,75.167,67.116,106.07,4876.078,629.935,103.436,593.485,243.36,451.949,28.929,87.087,90.949,71.479,0,684.994,0.132,8.764,7779.176,-1.59,8.975,5.225,6213.708,-7002.921,18884.744
"TTL_K",71.756,9.136,0.013,0,0,0.398,8.457,1.209,253.293,22.33,90.525,47.329,14.003,138.533,63.558,98.469,58.608,36.226,26.546,315.893,265.973,137.669,265.464,11.678,0.232,15.951,89.452,465.73,28.702,376.249,2360.838,107.419,451.824,19.198,2.107,76.405,159.257,65.903,73.614,317.56,9765.906,9850.079,584.907,303.245,416.84,88.187,121.001,102.285,119.105,0,15785.895,23.083,1673.918,866.047,0,155.976,160.116,29597.742,-6473.293,69688.545
"TTL_L",12.288,0.51,0.002,0,0,1.451,42.264,7.366,44.604,18.503,5.349,17.435,72.387,98.691,17.006,15.542,12.527,3.45,2.339,57.434,199.076,137.247,208.062,10.2,0.517,17.407,127.088,142.969,21.082,174.113,6745.536,338.748,35.869,240.776,0.301,15.456,524.614,34.752,42.047,258.347,275.005,1284.919,202.175,309.082,211.351,59.147,43.314,68.494,47.231,0,35843.145,118.199,213.751,2835.875,0,488.575,597.696,286.057,-1435.558,51151.814
"TTL_M",565.158,26.962,0.005,0,0,5.038,102.184,29.474,553.194,131.303,153.651,216.963,52.84,537.404,717.403,197.419,202.517,41.428,30.702,759.545,1835.279,308.076,971.097,45.712,1.792,140.986,374.9,803.249,369.968,1737.644,6883.976,1017.343,307.363,296.984,8.496,48.131,337.257,702.338,442.785,1676.083,8006.5,4875.375,7755.033,1636.28,1506.415,176.206,715.747,429.765,448.11,0,1139.149,27.757,1175.717,9487.887,5.449,69.452,74.823,4010.848,-13945.171,50227.993
"TTL_N",65.553,1.85,0.049,0,0,0.944,23.611,6.833,246.323,21.587,62.906,118.646,5.519,75.796,84.274,20.099,53.654,9.376,7.063,236.599,502.536,186.755,263.221,5.48,0.367,31.308,206.717,161.777,81.557,517.425,5073.148,572.965,2326.734,243.702,26.642,215.682,364.901,246.463,298.042,395.382,1124.41,959.652,1346.496,4421.079,227.22,82.44,125.279,140.187,94.891,0,1988.587,4.343,154.764,104.601,0,118.269,109.316,2937.085,-3479.884,23220.22
"TTL_O",79.316,41.186,0.072,0,0,0.311,7.604,1.284,109.468,6.513,15.894,53.962,7.127,32.379,94.426,6.562,13.783,60.383,58.016,23.32,111.701,17.895,35.034,1.468,0.071,3.506,24.922,778.755,144.599,87.066,317.446,88.425,102.215,8.025,7.267,9.916,47.378,20.479,14.588,34.658,101.865,486.914,328.99,97.131,2337.934,17.958,122.546,25.892,30.884,0,4451.875,951.389,33871.354,1723.243,1.179,26.163,28.529,864.842,-262.054,47673.655
"TTL_P",1.513,0.106,0.001,0,0,0.039,0.922,0.185,6.516,0.693,3.144,7.551,1.268,5.986,16.181,0.649,1.459,11.359,11.229,3.529,17.903,3.189,6.696,0.253,0.01,0.415,3.477,5.923,26.866,16.704,62.804,3.691,8.475,1.175,0.739,1.252,5.898,4.252,2.108,15.76,10.105,23.467,52.037,10.401,34.729,3.33,4.206,4.181,4.049,0,433.349,13.73,3390.454,278.075,0,608.064,163.332,37.837,-899.474,4431.79
"TTL_Q",34.327,116.934,0.001,0,0,0.022,0.331,0.06,20.419,0.442,6.937,2.276,0.677,5.098,13.089,0.696,3.467,2.529,1.512,36.234,46.938,19.121,50.143,0.574,0.063,2.964,11.146,17.11,1.763,45.801,48.669,2.64,3.725,0.708,6.166,2.88,7.418,2.564,2.15,2.39,54.393,5.64,29.954,7.414,66.264,11.513,163.044,1.564,3.025,0,29380.163,4090.717,3406.124,90.784,0.1,140.334,157.415,92.911,-210.902,38010.439
"TTL_R",0.406,0.018,0.001,0,0,0.01,0.187,0.047,4.369,0.218,0.174,0.665,0.177,0.733,2.21,0.178,0.18,0.103,0.073,0.943,1.992,0.771,1.655,0.086,0.003,0.262,4.973,0.948,1.058,2.056,12.475,3.865,1.588,0.775,0.407,0.859,83.822,195.847,2.359,4.341,6.48,1.206,119.068,108.906,11.469,0.27,12.493,523.461,22.217,0,4297.401,164.58,1919.076,101.204,0,325.82,327.473,306.846,-1568.801,7010.001
"TTL_S",1.37,0.08,0.001,0,0,0.108,2.526,0.525,89.333,1.205,6.565,15.097,0.79,3.248,5.962,3.177,6.294,0.109,0.08,25.149,73.931,10.358,23.474,0.772,0.042,2.353,11.953,24.987,16.385,27.994,456.733,25.942,35.034,11.652,60.261,23.427,47.827,181.344,7.044,23.336,176.597,16.911,351.787,98.099,264.324,1.515,50.385,248.316,855.103,0,5213.322,2612.615,1.496,12.083,0,163.904,189.685,0.332,-245.188,11237.756
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419.3,0,0,0,0,0,0,0,0,1419.3
"IMP_OTHER",13.095,1.685,0.011,0,0,0.057,0.826,0.149,-4.038,9.759,3.044,7.82,33.761,54.215,24.215,4.211,3.647,1.256,0.903,8.645,37.393,18.181,29.973,6.68,0.045,2.487,21.026,18.729,2.176,43.215,123.002,22.715,75.284,11.863,4.412,6.43,7.392,7.41,15.418,13.169,36.306,16.401,36.592,42.523,12.708,5.153,13.106,7.554,7.219,0,533.864,0.73,2.315,228.616,0,642.919,0,0,0,2216.27
"TXS_INT_FNL",-83.815,4.353,0.01,0,0,0.287,5.57,1.176,-801.317,38.269,25.012,62.552,8.449,87.397,80.783,94.664,23.857,4.499,4.369,93.372,254.218,137.997,227.162,30.251,0.319,15.939,120.26,-1576.771,20.435,467.581,1091.215,137.208,176.688,55.599,25.302,49.844,324.151,66.352,82.706,86.385,285.096,923.389,278.012,330.889,119.473,41.368,105.191,67.974,66.981,0,6142.402,136.478,479.434,3571.664,0,0,325.891,1248.872,0,15565.442
"TTL_INT_FNL",5369.47,468.396,7.311,0,0,53.746,738.787,129.983,20497.944,1758.601,3959.9,4660.008,3068.504,12842.04,24520.564,3118.846,2659.565,1682.497,1359.752,8087.782,20271.376,8951.17,14943.233,756.213,24.763,1490.296,6522.392,24909.182,2144.926,26266.424,60304.221,9214.553,10761.488,3146.908,3178.396,3199.732,9911.386,4470.514,6772.888,9314.883,23287.56,23975.726,24237.794,14064.724,13776.102,1873.867,10401.214,4143.695,5785.059,0,218602.581,8202.44,47078.268,113874.404,43.926,8456.534,8540.554,171135.469,-155423.195,863595.363
"VALU",3253.546,219.133,19.11,0,0,58.339,483.918,64.594,7586.972,937.889,2650.546,3440.311,162.692,5164.548,14459.954,2298.961,1932.404,844.465,926.26,6871.912,13972.926,4079.747,9083.815,370.072,23.673,563.495,4472.087,6611.401,1835.774,21255.926,62666.97,8686.462,173.735,1361.73,2824.825,3248.996,8703.419,3232.581,6090.674,9569.873,46401.018,27173.558,25990.235,9155.513,33897.593,2557.926,27609.254,2866.311,5452.706,1419.3,0,0,0,0,0,0,0,0,0,402727.15
"LABR",902.817,219.133,7.815,0,0,26.204,318.67,53.934,3876.829,737.586,1753.063,2340.646,38.295,2346.897,4174.854,1689.873,1091.383,535.999,581.929,4413.852,6525.646,2431.177,5903.445,158.522,12.946,292.175,3432.675,2364.952,866.814,16729.748,31911.611,6216.897,99.464,701.554,1840.615,2576.962,6881.601,2675.172,2153.332,6671.646,27153.046,2315.308,19214.226,6991.142,24341.359,2557.926,22058.817,1927.095,3794.424,1419.3,0,0,0,0,0,0,0,0,0,237329.372
