"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C23",20.834,1.334,0.04,0,0.02,0.27,29.165,0.115,212.175,3.465,34.44,4.519,0.719,181.786,149.95,50.789,821.108,31.703,12.118,90.589,175.726,130.978,82.957,9.14,0.196,20.346,64.983,77.077,20.354,5032.958,275.314,27.791,28.884,4.33,16.705,1.23,26.285,2.067,4.93,7.683,10.69,592.38,132.394,27.718,51.46,7.038,26.94,14.927,26.288,0,440.714,0.024,0.427,73.953,2.576,2.397,0.617,1102.363,-2903.529,7264.443
"TTL_C24A",1.385,0.29,0.003,0,0.033,0.129,1.927,0.049,6.353,0.384,3.967,1.852,0.261,12.445,3.777,14.513,19.17,264.522,16.487,705.054,102.394,171.85,534.884,20.151,0.492,75.021,69.835,25.226,18.981,529.133,52.3,7.523,6.392,0.441,6.059,0.111,0.301,0.214,0.3,0.732,0.673,13.513,23.219,3.127,2.713,0.276,0.655,1.254,1.403,0,2.029,0.001,7.5,6.906,0.458,0.456,0,1559.265,-1726.406,2571.983
"TTL_C24B",1.059,0.322,0.002,0,0.006,0.077,1.045,0.015,27.899,0.677,5.522,7.288,0.332,99.123,23.906,25.142,17.719,86.3,468.114,620.945,349.701,879.775,376.909,19.285,0.271,84.417,156.857,25.05,27.102,214.73,93.858,6.903,5.867,0.911,4.513,0.101,1.118,0.587,0.782,1.795,2.719,13.533,24.643,2.594,4.668,0.431,2.452,2.287,2.388,0,89.418,0.001,0.017,52.007,3.691,1.531,0.021,1991.472,-3582.868,2247.032
"TTL_C25",75.213,11.214,0.296,0,0.224,1.218,46.938,0.616,675.438,15.064,149.446,41.25,4.766,514.455,153.782,188.385,135.432,123.321,67.312,3125.511,1104.379,1073.864,2693.119,95.368,3.192,477.307,755.585,401.794,89.751,4972.674,1051.166,150.989,146.687,22.114,125.694,9.865,40.834,9.457,29.197,47.445,38.186,524.077,485.263,161.301,325.994,17.359,44.254,64.588,81.232,0,1141.285,0.032,0.495,250.286,13.391,3.549,0.088,5497.565,-6890.224,20389.084
"TTL_C26",14.948,1.998,0.073,0,0.026,0.136,5.858,0.068,98.86,4.849,12.472,25.241,1.685,100.662,206.458,28.37,16.944,7.516,4.912,94.575,14611.629,968.945,525.861,30.608,0.837,116.799,288.275,318.493,27.784,486.264,1158.416,70.555,95.015,51.195,80.013,31.027,31.003,65.783,487.925,938.029,253.038,61.103,1153.126,197.357,316.981,36.037,186.535,94.716,134.179,0,3399.079,0.231,293.698,19116.249,1327.488,19.007,62.408,25206.536,-13121.588,59746.286
"TTL_C27",15.33,1.467,0.099,0,0.027,0.187,9.781,0.102,61.822,2.993,10.766,11.406,1.175,73.644,65.031,27.166,21.815,14.654,12.805,117.368,1984.47,2983.426,853.73,43.79,0.641,133.541,290.462,945.917,32.294,1799.623,776.67,111.682,87.862,22.107,46.957,7.494,32.353,14.393,112.785,117.921,42.011,152.968,335.402,104.981,130.616,11.206,43.654,54.837,58.774,0,1727.253,0.071,1.633,5137.648,359.816,10.504,18.64,7912.729,-8655.303,18293.195
"TTL_C28",42.651,6.498,0.132,0,0.136,0.888,35.753,0.399,127.344,5.588,22.334,23.959,3.535,125.56,108.309,37.562,43.745,18.931,9.818,147.752,298.484,246.322,1669.902,27.091,0.757,105.591,239.228,292.545,31.686,621.646,462.407,87.492,101.922,36.728,53.402,7.83,15.393,7.748,16.71,40.277,39.043,86.362,209.98,77.015,91.018,7.24,35.886,28.534,22.608,0,402.263,0.201,1.954,11853.293,818.264,3.763,0.834,17572.602,-9205.564,27169.353
"TTL_C29",12.137,3.98,0.044,0,0.026,0.175,9.645,0.087,33.554,2.218,6.504,3.565,0.551,29.889,15.781,16.964,15.181,4.035,3.244,44.177,77.824,73.604,250.761,384.664,0.17,66.929,69.517,40.259,26.287,140.115,1248.837,672.187,58.727,32.918,66.912,10.336,5.188,3.96,7.083,20.927,26.53,15.914,127.703,95.71,80.021,4.587,13.478,19.563,26.027,0,6161.346,0.163,1.33,5166.557,362.883,16.525,1.001,1020.52,-14542.272,2056.547
"TTL_C301",0.056,0.008,0.011,0,0,0.001,0.052,0,0.196,0.009,0.029,0.027,0.004,0.164,0.155,0.046,0.045,0.026,0.025,0.267,0.481,0.222,0.575,0.056,0.472,7.575,2.679,0.451,0.053,0.562,1.168,1.355,29.869,5.341,0.671,0.021,0.035,0.021,0.046,0.091,0.11,0.077,0.482,0.391,4.311,0.027,0.079,0.172,0.102,0,54.455,0,0.005,477.424,34.245,0.044,0.011,45.926,-623.693,47.033
"TTL_C302T309",0.525,0.205,0.045,0,0.001,0.021,0.34,0.002,1.62,0.051,0.256,0.155,0.025,1.315,1.211,0.492,0.347,0.221,0.416,3.232,9.936,3.76,7.901,2.723,0.449,811.433,93.719,3.321,0.641,7.318,42.594,92,125.015,221.899,12.742,0.816,0.365,0.178,0.363,2.273,1.868,0.766,8.574,8.482,97.491,0.334,1.03,2.263,2.393,0,595.308,0.005,0.072,3243.077,232.101,0.246,0,4533.323,-4470.897,5706.357
"TTL_C31T33",124.551,15.625,0.834,0,0.248,1.28,77.81,0.674,412.316,24.559,83.141,69.886,10.899,400.77,338.056,75.272,106.462,51.264,24.754,196.235,527.748,190.615,426.522,17.124,0.725,108.441,1450.43,1134.472,111.542,1010.376,1445.983,510.509,1004.617,497.84,240.214,45.339,130.018,47.085,99.255,167.172,436.444,345.858,1045.35,377.606,629.288,118.165,690.574,457.529,290.173,0,8813.294,0.063,1.167,764.911,27.429,78.684,10.549,8141.988,-14723.469,18686.268
"TTL_D",197.927,9.47,0.535,0,0.372,3.39,127.948,0.593,897.077,30.516,121.901,167.437,31.231,1537.217,317.346,200.5,315.263,168.198,91.559,232.562,334.201,187.27,256.395,14.957,0.298,64.085,135.767,13900.899,235.869,286.868,1851.264,493.418,158.242,35.699,278.013,60.022,368.47,57.837,182.641,165.896,419.363,735.862,814.764,211.117,932.536,163.722,361.735,426.843,332.244,0,16346.918,0.122,65.407,276.6,3.522,3.32,2.071,1910.336,-1176.969,45348.663
"TTL_E",13.368,0.728,0.052,0,0.021,0.162,6.111,0.077,105.841,2.596,12.541,41.272,1.806,94.655,38.953,23.648,25.253,105.359,62.103,52.935,31.741,21.126,33.301,1.503,0.04,8.802,17.316,185.919,619.972,95.91,336.784,49.431,37.348,8.062,33.11,7.132,43.782,5.095,9.911,24.778,56.896,237.142,161.404,50.603,364.36,18.204,53.772,46.994,50.658,0,1245.583,0.1,1642.069,76.964,0.366,1.531,0.737,23.974,-115.862,6074.037
"TTL_F",54.489,10.458,0.142,0,0.068,0.532,28.432,0.247,120.214,4.526,30.304,15.633,4.876,119.699,77.366,23.907,47.07,10.914,8.019,67.223,81.163,57.197,72.212,3.045,0.117,17.135,77.567,956.339,110.366,7108.541,823.68,205.583,103.463,26.796,232.888,25.233,82.945,15.263,81.544,71.079,194.336,7801.107,605.969,119.319,1019.143,74.522,128.203,130.135,127.472,0,3164.461,0.163,0.746,64226.193,2.564,17.64,2.021,165.562,-503.8,88052.03
"TTL_G",1452.65,72.849,3.101,0,0.325,2.658,150.514,1.185,10338.994,610.785,1034.505,582.556,33.655,4212.854,23667.162,885.518,745.542,275.689,167.426,1716.273,8031.008,2442.884,3158.175,318.792,3.434,779.523,2384.57,1673.469,299.446,6940.22,22616.758,2166.033,1765.529,633.43,855.434,175.613,2046.764,408.657,536.503,1035.963,957.713,1078.576,4398.205,1367.975,2559.292,301.087,6289.702,1001.163,1012.075,0,40792.314,22.636,329.089,18580.923,284.066,430.508,403.835,55456.708,-32032.296,207460.016
"TTL_H49",140.391,35.586,0.374,0,0.297,1.695,147.271,0.604,1303.382,35.513,232.009,120.373,24.888,839.442,769.078,141.538,282.568,71.941,39.251,284.684,636.611,323.067,394.019,24.21,0.411,95.77,308.515,614.056,110.666,1178.42,5762.748,2781.95,397.279,70.293,953.186,308.431,142.007,60.872,50.198,118.882,226.048,150.806,675.19,358.916,454.343,82.213,268.601,132.002,197.376,0,6542.105,0.688,18.776,1124.459,21.617,602.128,702.12,3251.555,-4259.965,29351.454
"TTL_H50",60.119,12.932,0.308,0,0.082,0.28,25.423,0.109,502.966,23.981,109.034,31.929,13.235,235.841,513.689,44.182,68.423,28.583,20.058,124.358,374.943,173.444,177.672,14.597,0.22,48.03,158.553,129.084,16.157,558.06,1346.985,251.878,8240.047,23.53,467.995,23.947,83.534,12.602,18.113,35.122,41.728,79.253,195.164,135.348,127.546,13.898,164.45,47.411,44.279,0,4326.498,0.198,6.734,1441.573,2.459,129.236,150.775,8773.035,-6461.45,23188.182
"TTL_H51",29.722,4.261,0.12,0,0.074,0.157,10.32,0.122,242.064,17.632,35.9,21.841,3.622,121.4,284.257,29.235,30.823,10.769,10.071,68.599,228.88,109.888,129.118,10.284,0.132,33.605,93.515,108.028,16.065,275.447,829.447,97.326,94.234,909.653,322.252,195.094,49.146,22.313,23.963,137.225,326.958,52.554,634.515,1298.039,394.15,35.197,104.729,106.791,158.075,0,3475.76,0.079,2.754,684.879,1.157,390.618,533.937,1892.088,-6440.152,8258.733
"TTL_H52",40.303,6.361,0.235,0,0.042,0.347,19.204,0.119,377.682,12.074,64.903,29.151,5.833,203.34,366.924,36.842,55.232,16.943,9.556,85.469,238.463,105.498,122.705,8.913,0.144,32.956,99.774,129.259,25.71,355.194,2116.122,755.821,2133.368,609.093,867.553,56.156,52.451,16.209,21.229,42.535,51.161,50.707,223.165,100.489,113.094,9.936,104.109,37.133,41.348,0,1204.161,0.328,12.567,463.063,8.121,33.135,11.909,5354.004,-2622.31,14315.831
"TTL_H53",4.862,0.886,0.02,0,0.01,0.043,2.231,0.025,31.795,1.605,3.944,9.161,0.51,39.509,27.625,6.232,5.57,1.479,1.024,10.884,34.345,15.31,19.884,0.681,0.021,3.799,15.588,94.483,10.93,40.727,806.248,53.412,42.801,21.044,71.39,615.66,19.831,32.782,58.227,131.852,446.914,24.682,339.953,96.451,258.536,13.883,38.93,45.95,99.962,0,259.167,0.025,0.103,175.888,11.391,14.627,12.143,2391.717,-77.741,6389.01
"TTL_I",7.446,1.467,0.039,0,0.021,0.144,3.824,0.052,64.815,2.596,6.608,6.902,1.099,54.746,92.612,10.359,8.527,2.883,1.834,21.664,54.466,23.475,34.903,1.471,0.041,8.778,23.713,76.138,12.916,114.639,565.64,106.396,89.042,102.635,64.63,11.536,65.108,19.201,19.525,89.567,241.156,32.617,453.187,443.922,259.658,39.522,144.508,112.572,137.316,0,12797.737,23.65,66.691,54.216,0.15,3179.158,3655.871,115.3,-3244.416,20284.273
"TTL_J58T60",7.275,1.604,0.028,0,0.015,0.08,4.795,0.048,122.354,3.499,8.978,47.081,1.457,102.11,104.727,14.603,14.024,3.692,3.043,22.79,104.996,50.81,44.959,2.097,0.049,15.402,35.356,117.626,15.953,69.896,1240.097,63.989,64.473,38.029,49.522,28.969,45.963,742.635,183.472,478.02,650.845,53.999,1652.709,235.179,417.963,163.838,84.362,240.808,320.447,0,2087.444,31.56,268.809,874.483,0.81,39.708,7.805,4948.268,-9013.195,6920.363
"TTL_J61",20.888,5.062,0.156,0,0.074,0.177,15.496,0.142,126.947,6.205,18.287,27.838,3.044,130.99,104.127,27.329,25.819,6.535,4.172,62.024,192.992,62.654,109.094,4.438,0.094,22.462,64.478,385.884,43.573,266.644,2112.467,276.753,239.047,88.44,180.776,101.908,118.804,142.591,2647.386,642.454,1456.556,249.837,1435.214,464.483,950.257,70.919,174.702,205.78,324.916,0,8324.667,0.089,0.852,90.335,5.211,164.352,157.678,1057.238,-6388.112,17033.224
"TTL_J62_63",18.706,4.971,0.078,0,0.125,0.422,22.612,0.266,347.123,11.618,29.539,72.957,8.971,367.743,454.267,58.326,56.872,18.818,12.652,112.093,560.084,190.258,225.664,11.19,0.239,61.746,142.066,1222.788,101.245,450.671,4397.072,440.769,424.661,271.233,357.012,205.928,133.296,350.883,762.181,8557.627,4609.125,188.425,4915.254,925.472,1843.167,152.515,264.714,334.746,492.603,0,282.372,0.247,5.214,25398.102,4.14,12.316,2.457,14870.249,-32144.278,42621.611
"TTL_K",251.081,27.672,0.826,0,0.409,1.39,67.397,0.92,742.566,29.202,94.045,111.194,22.378,729.425,442.284,128.432,130.577,49.548,34.989,238.631,546.505,289.502,387.171,18.683,0.484,100.114,227.734,1930.666,152.185,1227.049,5674.216,1021.928,1154.437,398.507,543.298,131.278,273.749,98.888,229.017,516.021,16463.286,19412.782,2814.55,962.221,1544.403,94.107,265.153,375.555,519.478,0,21352.693,0.564,20.196,1856.013,0.1,150.982,157.158,44064.37,-11885.284,116192.731
"TTL_L",27.255,5.875,0.124,0,0.079,0.354,24.994,0.157,361.319,16.923,38.049,66.892,5.189,221.977,159.112,64.706,47.853,12.13,8.459,148.116,255.737,119.435,160.741,7.621,0.345,41.045,172.165,427.126,77.131,578.59,7168.087,398.89,371.568,132.347,538.757,140.752,695.828,134.181,291.142,691.295,1933.254,1949.336,2879.463,778.984,1100.039,164.388,404.436,659.43,600.189,0,62530.805,229.006,285.787,7006.502,0.1,701.185,644.773,189.104,-1060.95,94608.18
"TTL_M",444.531,28.119,0.885,0,1.116,5.168,240.798,4.47,2677.923,68.594,197.839,325.821,58.464,2365.893,2617.766,426.22,406.557,126.496,74.088,742.91,2959.146,1148.542,1434.105,75.293,1.882,427.003,825.285,4425,565.982,6394.971,19909.61,1485.639,2431.469,692.682,1447.329,287.906,743.185,723.32,1151.609,3900.004,9335.638,2611.735,31478.931,3406.475,4611.139,401.977,951.608,1715.877,2084.73,0,1776.869,57.352,175.929,27193.844,8.941,72.139,82.492,13823.788,-33355.985,128277.097
"TTL_N",65.738,11.178,0.283,0,0.364,1.458,68.518,1.089,766.354,19.259,59.551,96.001,12.267,578.405,638.274,129.07,116.371,29.993,21.503,256.376,666.982,294.562,406.9,21.025,0.584,97.262,264.042,1186.005,201.468,1221.259,5417.083,890.454,1393.882,483.294,804.585,229.962,302.937,192.714,407.631,1069.331,2106.037,1114.915,3655.009,2152.849,1567.619,192.89,492.621,595.856,531.398,0,5320.218,7.599,181.2,263.94,0.98,137.366,109.743,9922.304,-9217.608,37558.946
"TTL_O",63.896,94.371,0.306,0,0.112,0.639,26.623,0.328,366.308,10.711,233.464,96.189,6.936,363.33,256.989,71.413,62.511,124.384,76.056,143.148,177.566,91.089,144.99,8.308,0.24,44.403,102.994,1000.456,718.051,703.802,1780.975,564.961,404.03,118.864,226.359,58.8,127.528,49.921,144.016,252.078,784.007,710.388,1594.172,323.992,2717.502,83.651,319.52,287.725,308.527,0,4391.626,2767.163,62375.486,5027.997,0.651,26.126,22.367,1376.095,-466.905,91367.233
"TTL_P",1.266,0.14,0.004,0,0.003,0.013,0.545,0.007,9.747,0.368,1.028,1.849,0.158,7.533,9.837,1.566,1.445,3.023,1.819,3.011,7.421,3.336,4.035,0.249,0.005,1.201,3.679,15.297,16.929,9.778,45.987,6.315,17.535,4.075,5.152,1.58,2.761,2.765,4.501,33.26,28.577,9.069,78.706,10.356,34.375,8.051,6.806,7.119,8.968,0,875.208,10.963,5354.596,962.343,0.11,599.084,197.731,98.402,-1450.992,7068.695
"TTL_Q",8.536,1.001,0.03,0,0.01,0.053,2.012,0.031,45.847,1.624,6.674,4.607,0.493,28.606,83.65,6.023,6.911,2.08,1.378,28.996,36.475,19.43,32.667,1.362,0.044,6.791,20.98,42.892,6.805,91.233,157.803,36.256,30.455,10.243,17.869,5.65,15.763,6.757,9.153,38.117,81.751,23.165,170.699,35.926,284.25,19.315,819.55,39.336,55.803,0,61021.875,7458.643,15044.93,149.984,0.871,140.635,206.593,201.129,-492.78,86076.983
"TTL_R",1.795,0.346,0.008,0,0.002,0.014,1.02,0.005,21.857,0.615,1.419,2.746,0.265,11.447,18.426,2.596,2.168,0.557,0.438,5.012,9.734,4.941,8.039,0.399,0.013,1.84,6.225,21.166,4.371,17.436,141.773,12.383,26.271,5.428,10.029,4.146,28.67,116.224,14.405,31.208,59.817,14.311,177.189,83.201,124.585,22.383,21.064,1247.44,194.803,0,8592.494,270.345,3264.509,232.866,0.19,310.381,236.777,2883.547,-4482.576,13788.762
"TTL_S",19.523,3.231,0.096,0,0.015,0.164,8.333,0.055,89.902,3.175,9.715,10.549,1.902,71.621,61.375,12.709,16.425,4.802,2.666,27.954,58.834,26.235,37.435,2.022,0.054,8.595,31.58,137.38,28.029,108.305,575.021,109.424,85.306,24.755,67.237,16.775,82.033,27.077,29.109,122.798,404.303,49.047,637.119,137.452,189.061,28.851,114.844,172.29,842.216,0,9732.331,5926.08,2.971,23.47,0.24,168.857,198.245,0.276,-326.782,20223.088
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297.92,0,0,0,0,0,0,0,0,2297.92
"IMP_OTHER",1.388,-0.013,0.033,0,0.01,0.054,2.683,0.025,-10.847,14.563,4.452,8.551,4.307,41.573,118.237,13.41,7.772,2.53,2.163,15.028,85.017,33.736,35.465,11.736,0.044,13.444,42.789,58.782,6.07,84.536,183.239,54.086,45.301,22.964,16.148,5.287,12.291,10.061,17.485,45.14,63.005,29.853,131.39,37.255,52.772,6.359,46.117,25.498,22.156,0,798.721,2.46,10.645,376.973,22.552,666.865,0,0,0,3302.163
"TXS_INT_FNL",-314.926,-1.728,0.138,0,0.062,0.234,13.828,0.22,-2473.808,25.805,52.6,48.582,1.971,122.764,269.885,98.552,34.504,8.409,5.716,75.636,343.539,154.84,216.769,34.665,0.297,54.647,247.17,-1051.676,39.701,639.273,1600.647,327.838,226.611,81.4,126.686,35.706,243.254,63.728,73.916,216.749,643.753,1437.237,857.44,284.109,442.444,46.54,343.082,185.347,201.452,0,7553.66,29.78,-14.203,3774.805,148.026,0,415.966,2160.541,0,20154.186
"TTL_INT_FNL",7117.362,601.296,16.202,0,4.728,27.372,1453.529,13.721,48660.074,1956.776,5752.644,3342.097,437.965,22706.527,78969.899,4565.423,4608.956,1866.391,1453.624,10148.779,36253.142,13491.07,15787.351,1327.789,18.714,4200.612,11278.555,32884.885,4047.969,50097.821,101361.882,15257.79,22626.841,5989.568,9507.151,2952.715,11505.738,3839.227,7814.282,20088.293,43040.162,41120.714,68784.121,15833.596,27478.288,2773.381,24704.401,9974.885,10581.525,0,368417.709,16841.303,89986.395,207724.918,3813.218,8695.758,8528.554,349392.761,-308110.874,1553615.575
"VALU",4932.238,380.081,41.916,0,3.969,19.847,940.857,26.048,14430.275,1083.189,4089.128,2367.446,137.733,9994.744,35857.057,3294.989,2655.486,705.592,793.408,10240.302,23493.139,4802.122,11382,728.758,28.319,1505.744,7407.712,12463.771,2026.067,37954.197,106098.109,14093.66,561.337,2269.163,4808.678,3436.295,8778.532,3081.136,9218.94,22533.313,73152.555,53498.905,59492.955,21725.345,63888.927,4295.313,61372.567,3813.875,9641.56,2297.92,0,0,0,0,0,0,0,0,0,721845.22
