"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C22",30.299,3.262,0.103,0,0.027,0.195,14.576,0.14,360.726,25.833,43.143,101.007,3.342,270.497,304.942,661.791,51.284,7.167,8.918,128.451,362.245,314.132,340.282,43.48,1.029,68.49,188.576,65.926,41.102,865.997,911.047,252.061,44.744,19.235,47.754,13.711,33.956,14.176,13.056,27.873,38.726,204.719,144.745,87.262,65.326,8.991,43.581,23.249,37.215,0,1234.644,0.027,0.79,176.509,3.546,4.43,1.023,5325.993,-5111.871,7973.481
"TTL_C23",19.254,1.373,0.025,0,0.018,0.183,27.138,0.116,120.268,4.078,27.973,6.234,1.896,108.451,173.343,49.202,755.58,28.685,15.636,100.828,162.674,123.477,99.669,10.381,1.051,19.921,59.826,83.52,23.399,4815.147,266.819,27.564,25.06,5.19,16.26,1.63,32.855,2.905,7.024,9.095,11.239,576.565,118.009,35.704,50.527,8.371,24.874,14.855,28.992,0,370.461,0.019,0.44,71.872,0,2.92,1.53,989.447,-2477.816,7061.761
"TTL_C24A",1.704,0.463,0.004,0,0.047,0.136,3.247,0.108,5.51,0.717,4.783,3.217,0.663,10.337,4.891,15.317,23.684,334.903,27.058,973.791,131.437,247.302,769.111,31.033,2.689,68.975,89.419,33.534,18.017,595.106,53.616,9.713,10.71,0.713,8.188,0.196,0.52,0.688,0.889,0.994,1.064,14.583,31.687,5.727,3.593,0.464,0.896,1.475,2.508,0,1.39,0.001,6.311,8.009,0,0.555,0,1137.455,-1887.31,2811.838
"TTL_C24B",0.639,0.15,0.002,0,0.003,0.028,0.558,0.009,9.618,0.498,2.519,5.06,0.299,30.874,12.481,10.449,7.149,39.897,302.625,377.989,187.847,484.792,218.934,11.397,0.624,34.812,71.891,14.757,15.062,106.513,46.963,3.587,4.369,1.184,2.358,0.08,0.765,0.595,0.974,0.887,1.499,6.944,14.282,2.148,2.621,0.246,1.378,0.927,1.65,0,78.184,0.001,0.029,42.866,0,1.578,0.036,2076.519,-1947.996,2292.15
"TTL_C25",62.234,15.287,0.209,0,0.201,0.885,48.379,0.606,386.002,17.587,123.14,53.525,12.485,270.233,165.78,163.546,122.347,123.948,100.217,3110.307,996.913,952.895,2765.186,122.93,12.053,348.353,627.595,419.86,84.981,4268.309,1039.094,119.944,157.707,25.328,127.164,10.574,53.6,16.84,37.117,55.105,57.959,390.889,456.345,215.95,376.105,25.316,49.353,70.263,87.543,0,1114.371,0.037,1.078,230.1,0,5.93,0.288,5538.192,-5187.294,20450.891
"TTL_C26",17.353,3.144,0.084,0,0.047,0.145,9.011,0.152,77.22,7.016,14.956,55.936,4.738,85.137,166.939,38.762,21.27,12.425,9.24,149.329,17001.232,1302.304,830.697,46.445,4.688,133.848,366.228,388.615,37.292,671.484,1453.119,92.203,123.488,53.889,92.967,43.429,46.132,115.66,834.241,1422.187,371.557,79.972,1411.309,324.31,496.798,79.444,292.057,143.264,194.619,0,4085.783,0.294,258.145,14635.825,0,42.953,103.569,24611.115,-13013.261,59850.805
"TTL_C27",14.442,2.216,0.09,0,0.034,0.169,10.104,0.125,42.864,4.427,10.995,14.287,2.863,49.246,48.567,28.773,19.723,15.158,17.322,148.021,1932.929,3513.701,1054.371,54.56,3.173,128.29,276.303,1019.505,29.067,1911.09,704.119,105.393,100.839,22.107,55.262,10.947,41.358,20.441,147.236,110.234,65.957,200.603,337.963,142.458,115.157,15.751,49.17,57.155,70.631,0,1649.437,0.056,2.449,5308.539,0,21.488,35.595,6969.761,-7699.532,19012.986
"TTL_C28",49.91,11.424,0.132,0,0.174,0.917,54.834,0.64,100.702,9.471,29.874,41.666,7.92,102.399,106.444,48.147,49.975,27.406,15.544,213.47,378.966,311.088,2847.696,44.363,5.262,123.439,277.658,376.374,43.322,802.983,643.785,94.257,156.551,34.064,72.173,11.109,25.575,14.141,30.391,60.699,53.503,120.613,272.945,156.475,154.105,12.877,41.607,33.349,39.129,0,468.367,0.129,5.106,11826.249,0,7.012,1.699,18051.853,-8091.377,30378.585
"TTL_C29",7.199,4.089,0.021,0,0.015,0.075,5.765,0.054,17.659,2.889,3.761,4.174,0.766,12.879,12.683,12.882,7.721,2.688,2.169,31.216,59.325,58.488,180.283,264.948,0.757,47.451,52.07,40.44,18.511,95.575,828.139,309.791,43.196,20.26,40.663,11.082,4.566,4.022,8.275,17.409,20.412,13.522,106.103,94.411,52.217,3.729,8.88,13.76,20.586,0,6246.6,0.117,7.009,5390.199,0,31.24,3.794,811.008,-13005.274,2052.269
"TTL_C301",0.084,0.014,0.007,0,0,0.001,0.051,0,0.168,0.016,0.038,0.05,0.012,0.139,0.22,0.07,0.055,0.034,0.023,0.336,0.582,0.226,0.675,0.093,1.064,2.953,1.496,0.695,0.074,0.701,1.172,0.961,27.68,2.737,0.443,0.034,0.067,0.039,0.106,0.152,0.185,0.121,0.719,0.533,2.931,0.03,0.118,0.196,0.133,0,53.591,0,0.032,373.959,-13.575,0.145,0.005,25.818,-352.446,135.763
"TTL_C302T309",0.75,0.289,0.047,0,0.001,0.022,0.514,0.006,1.928,0.106,0.366,0.314,0.073,1.361,1.704,0.921,0.486,0.321,0.44,3.979,11.26,4.744,15.021,8.462,2.109,786.331,95.343,5.552,1.341,12.089,50.73,127.071,164.314,255.608,10.014,2.239,0.887,0.575,0.733,2.081,1.716,1.214,14.425,18.037,107.411,0.532,1.973,4.207,4.693,0,642.68,0.007,1.025,2814.737,-552.026,0.622,0,3655.027,-2765.771,5520.64
"TTL_C31T33",95.441,14.216,0.391,0,0.153,0.715,49.363,0.505,164.43,20.582,51.415,56.717,12.068,143.877,199.174,53.771,58.001,32.569,20.052,143.12,334.519,139.539,294.181,13.063,2.083,70.384,638.782,771.932,70.686,517.567,883.866,311.491,740.972,332.545,168.435,31.395,98.337,32.796,110.103,120.93,250.75,187.073,509.05,332.771,349.764,63.615,383.864,209.926,144.278,0,6732.511,0.042,2.111,856.739,2.82,159.035,54.435,6563.419,-8115.645,15486.723
"TTL_D",214.934,12.149,0.478,0,0.357,2.878,150.588,0.801,685.496,57.913,154.733,254.819,58.571,1161.597,399.049,262.657,351.948,235.052,171.23,346.694,436.353,249.264,385.716,24.066,1.95,71.976,186.837,18206.911,274.431,368.366,2592.288,517.13,209.731,61.759,377.809,84.685,600.866,95.468,295.453,236.453,566.089,1041.044,1122.558,420.141,1302.469,258.137,522.616,550.65,445.334,0,11238.21,0.14,135.257,511.508,4.605,4.627,3.977,2530.894,-1625.62,48832.093
"TTL_E",17.254,1.396,0.041,0,0.029,0.132,6.209,0.083,71.845,4.294,12.179,43.968,3.421,64.648,40.737,25.708,22.95,123.568,96.258,66.253,30.013,24.483,40.331,1.784,0.177,7.813,19.038,228.081,629.204,106.693,352.914,42.424,45.681,9.715,33.489,9.699,69.988,8.802,15.599,36.715,64.806,291.374,182.83,89.67,390.789,29.337,68.596,53.5,65.504,0,1273.615,0.113,1564.941,70.8,-0.112,1.838,1.474,21.777,-92.27,6392.198
"TTL_F",55.264,14.275,0.103,0,0.099,0.511,34.137,0.33,88.82,7.385,33.63,23.253,10.679,84.427,73.035,29.708,51.018,14.416,11.798,81.441,80.936,69.232,95.713,3.99,0.634,17.764,85.61,1153.217,118.674,7337.382,1002.925,225.386,122.908,32.318,281.576,35.032,135.011,23.739,110.958,86.05,281.433,8926.675,734.532,216.929,1359.97,112.222,158.328,175.125,201.963,0,3155.726,0.227,0.842,55475.431,-4.918,18.564,4.256,226.178,-359.012,82317.852
"TTL_G",1599.116,88.366,2.483,0,0.386,2.283,163.745,1.66,7523.701,710.197,1061.054,752.541,107.927,3120.766,16784.965,1000.526,718.219,287.387,181.099,1935.062,8665.931,2634.603,3844.507,330.921,15.424,665.854,2003.207,2042.115,334.934,6862.499,20558.758,2282.406,2272.845,722.318,823.284,215.208,2567.705,505.311,759.254,1294.678,1014.576,1134.329,3497.342,2029.783,2228.255,329.331,5226.722,844.871,915.245,0,38893.404,24.039,373.761,18015.064,-163.249,738.713,850.963,52732.329,-25138.433,198990.29
"TTL_H49",149.245,43.495,0.277,0,0.312,1.197,133.838,0.65,846.049,45.089,226.224,149.866,51.514,507.296,587.406,154.346,242.481,73.04,47.577,314.15,653.109,335.847,457.685,28.494,1.793,75.024,267.425,603.184,110.329,1179.962,5901.268,1980.253,496.109,78.057,862.394,273.185,197.276,81.523,75.051,171.915,269.608,150.766,693.461,662.931,479.274,95.595,239.525,145.33,225.436,0,5677.168,0.714,16.614,1005.537,0,1086.559,1168.181,3178.937,-3854.422,28645.148
"TTL_H50",63.109,8.779,0.213,0,0.073,0.202,18.408,0.134,327.655,22.476,97.131,40.063,21.43,135.288,321.046,42.766,64.038,25.619,19.008,123.73,359.863,159.062,186.404,13.16,0.914,36.984,120.536,149.284,14.888,500.504,929.499,155.822,5074.943,30.27,257.931,26.076,104.489,16.679,27.455,42.626,43.333,71.573,169.284,192.33,99,13.722,117.151,37.111,37.586,0,3389.519,0.213,5.87,1151.447,0,247.318,253.486,9358.495,-3891.977,20834.021
"TTL_H51",31.927,3.127,0.065,0,0.042,0.108,7.712,0.099,167.813,18.074,34.675,25.492,10.47,73.052,190.38,27.571,25.65,10.158,8.931,63.017,203.17,91.79,117.211,9.259,0.488,21.991,66.279,121.517,12.75,241.666,734.832,66.546,105.054,402.474,160.718,108.835,62.42,20.71,31.025,112.654,190.262,42.438,475.553,1193.766,228.271,25.497,77.905,60.071,103.208,0,2749.51,0.1,2.734,418.714,0,715.975,882.831,1910.35,-4725.165,7741.77
"TTL_H52",43.827,5.855,0.148,0,0.039,0.235,18.393,0.161,247.26,14.517,60.919,33.465,9.837,120.807,279.349,36.252,47.23,17.714,11.492,89.656,241.852,105.204,139.506,9.421,0.607,25.112,82.901,116.571,19.667,338.869,1915.491,550.353,2041.273,532.518,682.94,50.341,67.892,20.189,30.992,46.525,45.634,49.791,175.144,146.82,96.921,10.582,88.838,31.293,37.214,0,1103.308,0.348,13.85,456.346,0.02,48.418,25.082,5320.808,-1802.096,13903.699
"TTL_H53",4.194,0.954,0.014,0,0.009,0.036,2.048,0.027,18.889,2.102,3.683,11.325,0.951,22.345,25.008,5.829,4.378,1.365,1.298,11.619,29.209,13.057,21.772,0.859,0.077,2.949,12.669,91.417,11.547,38.46,696.36,47.805,57.57,19.964,66.594,587.109,23.207,38.03,108.425,124.039,414.459,22.886,306.011,150.482,242.767,17.37,34.702,42.755,86.61,0,260.72,0.024,0.12,159.723,26.104,21.854,21.244,2489.218,-54.664,6349.577
"TTL_I",8.028,1.977,0.028,0,0.025,0.098,5.017,0.079,51.129,4.329,8.18,11.567,2.07,41.955,98.309,12.407,9.412,3.378,2.719,27.963,65.41,28.511,47.07,2.281,0.205,8.926,26.331,104.134,14.064,98.444,704.294,103.659,123.882,147.294,81.276,14.926,93.62,27.778,35.388,134.081,301.058,44.695,510.025,791.91,324.785,56.586,153.791,129.344,186.001,0,15531.786,27.568,54.791,60.712,-0.12,5276.766,5928.258,142.936,-5339.114,26332.023
"TTL_J58T60",4.908,1.542,0.016,0,0.012,0.055,3.802,0.05,76.95,4.26,7.07,59.068,2.218,61.319,105.577,11.244,9.301,2.684,2.838,23.335,70.963,37.477,46.159,2.4,0.193,12.263,30.08,118.755,18.66,62.603,1103.908,50.194,59.075,37.961,49.932,29.161,66.732,831.957,196.257,374.195,531.45,48.023,1335.815,316.552,415.721,159.863,71.892,258.016,257.474,0,1936.648,32.198,247.735,716.289,0,76.994,17.271,5784.889,-7876.625,7905.379
"TTL_J61",28.935,6.38,0.138,0,0.087,0.21,15.503,0.19,106.075,11.274,23.859,42.575,5.957,106.126,135.246,34.548,29.827,8.847,7.357,86.687,207.077,82.743,150.585,5.427,0.564,24.035,76.853,459.58,56.714,302.289,2719.239,306.383,285.964,105.019,253.83,150.667,182.238,220.717,3858.078,875.279,1996.352,263.109,1837.75,981.985,1163.384,110.927,216.649,289.967,433.216,0,9614.189,0.117,1.45,106.265,9.09,315.722,234.222,1133.992,-10097.354,19584.134
"TTL_J62_63",16.367,4.638,0.047,0,0.094,0.217,15.55,0.232,167.663,12.931,20.834,64.492,11.204,157.44,322.816,42.545,36.192,12.866,12.135,91.706,388.232,139.357,187.759,9.979,0.754,38.377,92.077,802.19,77.385,289.875,3185.871,265.339,268.114,172.523,252.333,155.485,127.611,271.751,735.36,6084.068,3703.955,185.79,2953.78,864.294,1322.069,133.247,206.189,283.47,380.912,0,276.19,0.195,5.908,18566.162,-0.19,16.288,6.482,13542.843,-20101.347,36880.649
"TTL_K",208.78,27.958,0.514,0,0.347,0.89,58.573,0.734,444.522,40.463,83.74,125.088,39.866,403.58,419.218,125.762,103.913,50.551,46.368,258.084,464.124,252.287,413.058,22.147,2.128,79.109,195.442,1794.007,166.479,1065.793,5680.988,772.98,1146.844,310.039,495.421,138.767,352.14,122.485,284.809,625.684,14547.884,15443.886,2443.842,1301.381,1445.115,117.746,299.682,374.172,510.997,0,22001.151,15.579,173.726,1879.921,0,284.402,269.441,43691.351,-12053.037,109570.918
"TTL_L",26.612,6.027,0.073,0,0.083,0.242,20.25,0.212,181.198,22.814,34.075,70.274,6.347,103.201,133.394,57.038,37.586,9.83,8.847,142.926,210.583,105.266,167.751,7.834,1.115,26.624,133.574,389.523,71.076,445.891,6470.321,308.502,289.483,100.549,447.081,130.02,797.774,122.221,301.685,626.505,1962.012,1922.245,2442.622,1027.614,922.217,174.459,346.601,545.289,612.629,0,57083.61,218.867,244.609,4924.006,0,1060.621,1062.565,194.686,-1353.86,85405.205
"TTL_M",292.203,28.442,0.531,0,1.02,3.187,190.426,3.815,1336.912,84.019,159.477,335.683,78.26,1166.632,2337.309,337.037,286.529,99.387,85.189,663.577,1896.313,845.404,1316.774,65.253,6.451,281.987,585.868,3531.787,499.473,5008.052,16543.729,1048.561,1876.883,554.741,1141.656,294.969,828.162,760.701,1333.182,3610.539,7760.362,2355.815,23230.199,3929.422,3751.77,393.433,832.384,1493.611,1768.691,0,1493.821,51.344,402.094,22228.806,14.032,127.025,131.122,14270.876,-28122.403,105632.524
"TTL_N",60.401,17.741,0.229,0,0.367,0.996,71.819,1.435,415.103,28.273,53.591,118.501,21.371,335.77,618.295,123.66,96.666,29.625,28.191,262.737,486.602,255.5,421.828,22.5,2.067,77.212,227.645,1266.635,209.112,1069.206,5247.212,879.13,1919.812,797.267,785.922,234.26,475.171,225.092,565.651,1170.867,2208.137,1129.031,3681.797,5396.077,1473.253,228.674,512.977,705.86,618.706,0,6928.929,7.29,155.491,211.637,0,248.715,242.873,10224.444,-7596.795,45000.556
"TTL_O",53.744,78.436,0.192,0,0.091,0.44,26.035,0.282,233.979,13.759,209.933,94.434,13.031,192.497,213.493,66.636,49.211,129.126,102.903,125.098,135.642,85.59,132.108,7.557,0.827,31.209,77.048,1007.337,648.149,557.068,1472.879,371.86,320.426,89.331,202.595,60.394,150.213,58.207,152.003,274.712,606.003,865.279,1262.989,391.571,2217.874,120.897,618.97,247.485,255.769,0,5923.344,1940.741,55795.021,2683.58,0.24,41.7,39.293,1301.763,-364.439,81386.554
"TTL_P",1.534,0.196,0.003,0,0.003,0.012,0.62,0.009,7.775,0.591,1.067,2.086,0.339,5.458,13.816,1.902,1.353,3.069,2.411,3.551,8.539,3.919,5.577,0.338,0.027,1.173,3.031,17.311,15.072,10.277,47.198,5.563,14.747,4.146,4.877,1.639,4.182,3.027,5.864,29.096,31.335,9.906,110.014,18.046,43.304,14.464,9.406,7.803,11.022,0,1027.563,11.747,5511.607,1205.793,0,960.968,329.61,117.605,-2136.25,7515.343
"TTL_Q",6.554,1.134,0.021,0,0.007,0.035,1.793,0.033,24.855,1.643,5.331,4.883,0.904,13.744,52.208,5.08,4.732,1.867,1.669,23.202,26.466,14.941,28.183,1.319,0.152,4.368,13.606,34.439,6.776,66.419,124.091,27.51,25.248,8.118,16.163,5.451,18.78,7.05,9.816,32.444,71.426,23.164,138.4,43.872,460.981,24.316,1726.149,42.607,89.838,0,51520.958,6566.997,11881.752,199.885,-0.25,265.869,301.044,155.156,-523.495,73609.706
"TTL_R",1.418,0.345,0.007,0,0.002,0.011,1.084,0.009,12.888,0.958,1.267,4.085,0.407,6.699,12.989,2.421,1.809,0.512,0.534,5.231,8.318,5.035,9.179,0.436,0.056,1.325,4.903,19.792,4.621,17.539,116.633,11.239,27.139,5.371,11.201,4.041,37.828,105.569,18.831,32.016,56.922,10.805,161.078,104.557,120.008,25.917,20.77,1032.036,184.06,0,7125.121,233.658,2631.55,162.418,0,581.418,460.316,2608.524,-2913.234,13099.669
"TTL_S",18.973,3.416,0.081,0,0.015,0.127,7.11,0.079,59.178,5.07,8.039,13.361,3.693,38.273,55.721,12.297,14.476,4.614,3.499,25.673,46.573,25.203,41.775,2.218,0.235,8.369,25.315,148.242,28.613,87.331,586.726,100.353,106.198,27.942,84.735,20.345,108.822,30.365,44.376,123.352,361.916,47.281,519.896,197.611,184.209,35.925,129.198,156.069,652.189,0,9120.84,5576.965,1.005,20.835,0,320.887,324.999,0.268,-436.718,19134.158
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302.694,0,0,0,0,0,0,0,0,2302.694
"IMP_OTHER",0.852,0.766,0.028,0,0.012,0.047,3.082,0.03,-15.313,14.228,5.123,9.312,14.253,33.602,90.209,14.71,7.235,2.976,2.708,14.538,89.013,33.168,36.951,10.109,0.17,9.878,28.137,97.784,5.889,72.452,160.887,56.703,60.697,27.698,13.938,4.996,11.76,10.114,25.851,29.929,55.316,25.157,93.252,43.616,41.657,5.629,37.779,18.284,18.02,0,814.946,1.597,6.816,326.975,0,1136.877,0,0,0,3610.444
"TXS_INT_FNL",-311.133,2.651,0.144,0,0.071,0.223,16.949,0.259,-1779.503,31.827,53.251,57.883,4.576,61.418,274.81,117.727,35.042,9.997,7.177,102.64,339.277,175.988,237.531,33.014,1.217,46.764,167.738,-1295.303,47.416,542.63,1527.176,399.845,252.628,92.103,134.547,47.526,41.622,79.419,117.184,260.628,673.159,1372.538,787.988,439.826,409.058,43.757,212.856,145.051,181.471,0,7288.238,29.613,190.696,5317.824,0,0,913.228,1860.024,0,21800.284
"TTL_INT_FNL",6752.061,625.446,11.049,0,4.668,20.456,1411.984,14.874,30331.016,2185.185,5549.14,4246.495,1057.513,15222.301,54285.275,4766.874,4186.392,1967.927,1607.252,10651.848,37174.304,13642.308,18387.047,1305.933,79.959,3501.72,9338.773,37650.296,3964.93,46489.858,92582.592,12846.03,20283.874,5644.392,8456.708,2934.068,13168.072,4429.184,10445.745,18586.046,39310.357,38331.699,55019.626,23325.073,24842.633,3143.222,21626.688,9028.276,9908.065,0,336527.959,14741.602,80091.053,178589.951,-543.912,14982.054,14456.022,319970.599,-261089.451,1428071.113
"VALU",4028.639,392.745,29.067,0,3.674,18.37,842.949,13.805,11880.148,1120.29,3626.757,2843.677,161.206,8619.849,26967.869,3206.607,2875.368,843.911,684.899,9799.042,22676.497,5370.677,11991.537,746.335,55.804,2018.919,6147.951,11181.798,2427.268,35827.988,106407.7,15799.118,550.148,2097.379,5446.992,3415.508,13163.95,3476.195,9138.389,18294.599,70260.554,47076.349,50612.892,21675.483,56543.918,4372.121,51983.017,4071.394,9226.093,2302.694,0,0,0,0,0,0,0,0,0,672318.139
