"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",31.75,13.997,0.1,0,0.014,0.191,9.915,0.049,138.613,6.955,2811.245,109.692,0.273,213.563,61.458,56.183,92.618,7.762,8.38,107.134,60.856,84.327,76.445,8.123,0.878,21.025,1527.636,323.664,11.623,3842.685,653.508,68.774,20.127,6.91,93.93,4.732,32.901,9.614,4.812,14.455,16.795,809.527,164.37,70.843,40.332,9.94,33.67,42.466,72.681,0,479.783,0.012,0.199,42.754,0.464,10.388,14.36,1106.707,-2153.292,11298.917
"TTL_C17_18",9.188,0.792,0.05,0,0.006,0.051,2.404,0.014,308.605,7.817,26.581,844.535,0.604,168.911,171.185,42.809,37.792,2.823,3.221,34.368,81.062,54.601,44.428,2.139,0.051,9.319,68.708,83.684,13.633,65.05,964.196,62.456,48.78,18.985,54.2,63.474,31.314,248.293,36.851,167.127,353.44,39.508,604.648,214.98,308.913,59.74,73.488,114.102,158.024,0,478.298,0.086,0.532,29.102,2.579,33.718,34.945,2640.887,-2743.393,6183.705
"TTL_C19",12.62,2.32,0.119,0,0.011,0.131,6.685,0.037,19.503,1.165,4.496,3.476,9.738,153.357,16.244,7.723,10.276,5.545,1.849,7.075,8.516,8.939,8.138,0.472,0.016,2.028,8.912,199.756,8.767,54.533,150.228,364.715,327.918,273.024,34.985,13.868,5.08,1.924,2.538,8.247,17.32,6.963,42.96,23.299,34.963,2.444,8.875,9.889,9.941,0,1257.572,0.037,0.448,16.6,0,54.401,0.026,188.527,-2831.792,587.446
"TTL_C20",135.865,2.326,0.064,0,0.025,0.351,15.631,0.071,116.527,27.201,50.603,76.373,14.787,3562.807,1166.437,514.848,67.592,12.162,12.25,67.576,125.076,108.111,65.946,5.255,0.235,13.762,100.35,98.577,30.167,201.43,200.56,39.223,30.789,18.099,24.123,3.65,18.617,9.625,2.732,18.738,18.09,97.728,204.294,50.388,68.207,8.651,212.556,30.195,54.915,0,1818.635,0.063,1.033,85.377,-10.891,24.878,14.562,32342.923,-3862.978,38117.186
"TTL_C21",596.007,1.783,0.603,0,0.068,1.133,13.77,0.045,868.288,14.029,14.067,13.61,1.404,1955.277,55491.207,40.292,9.654,8.761,6.538,14.051,55.716,12.161,90.815,1.521,0.043,7.603,173.651,142.034,102.508,86.743,1429.147,146.495,161.144,57.351,55.163,23.929,20.803,10.525,3.974,17.494,46.741,30.228,3661.256,83.2,2462.119,119.726,12182.043,469.883,537.268,0,9601.177,0.103,1.205,329.874,28.149,16.326,35.91,70554.908,-18249.017,143560.506
"TTL_C22",40.816,3.558,0.154,0,0.031,0.261,14.25,0.074,563.788,38.805,61.177,115.768,2.045,632.926,397.818,957.23,65.719,9.571,10.546,168.708,471.9,446.694,374.798,45.339,0.433,97.145,296.669,92.929,53.313,1163.564,1272.21,460.101,68.165,26.928,85.06,25.352,28.168,13.098,12.496,29.643,44.505,262.114,203.525,113.561,67.987,10.306,50.38,41.666,42.925,0,1115.548,0.093,0.608,233.324,-5.928,3.012,0.407,4066.025,-5427.492,8969.817
"TTL_C23",18.833,1.471,0.032,0,0.022,0.336,24.027,0.075,148.69,4.585,38.652,5.087,0.732,181.477,159.014,62.358,867.337,40.904,14.155,94.671,189.692,134.465,80.791,9.612,0.302,16.802,79.293,112.366,20.261,5425.824,300.585,44.557,50.406,8.063,27.23,3.144,25.82,2.063,4.483,8.395,14.855,642.123,134.049,31.808,46.433,8.887,27.942,19.927,29.638,0,423.541,0.025,0.473,70.183,0,2.263,0.745,1361.159,-2976.032,8044.63
"TTL_C24A",1.323,0.305,0.003,0,0.038,0.136,1.725,0.037,5.216,0.451,5.501,2.049,0.329,14.15,3.499,19.825,22.63,397.066,22.07,964.311,100.446,187.4,630.875,21.807,0.952,94.068,80.856,49.704,30.247,645.025,72.715,10.569,10.637,1.045,10.255,0.289,0.31,0.169,0.268,0.613,0.948,20.301,28.7,4.111,3.488,0.455,0.818,2.687,1.962,0,3.793,0.001,7.486,6.174,0,0.413,0,1933.929,-1897.301,3526.878
"TTL_C24B",0.87,0.304,0.002,0,0.008,0.071,1.002,0.008,22.189,0.788,6.263,6.337,0.308,125.321,19.967,24.187,15.634,96.618,580.75,684.588,372.782,758.122,372.394,16.989,0.4,74.975,170.63,38.889,42.352,228.723,101.734,8.511,7.884,1.046,5.566,0.234,1.297,0.471,0.525,1.421,3.021,13.275,23.774,2.537,4.735,0.437,2.486,3.906,3.41,0,92.413,0.001,0.016,46.131,0,0.753,0.019,2334.486,-3674.927,2646.636
"TTL_C25",60.25,11.261,0.22,0,0.225,1.343,42.628,0.588,523.799,19.468,193.409,42.063,5.151,605.097,166.609,210.509,143.91,183.111,81.494,3923.849,1017.292,1189.984,3243.308,111.463,6.059,477.755,868.323,581.382,98.341,5778.468,1340.061,225.143,179.038,40.033,164.493,16.421,41.511,9.207,27.418,48.897,35.604,659.018,517.323,210.541,419.187,17.751,41.522,79.041,87.987,0,1097.178,0.041,0.522,245.062,0,3.577,0.121,6298.246,-7394.947,23997.358
"TTL_C26",16.469,2.431,0.086,0,0.037,0.189,6.901,0.079,101.168,7.226,17.032,27.986,2.38,155.591,252.355,37.61,23.13,10.964,8.145,153.99,20443.782,1665.488,945.421,42.811,2.176,149.979,426.205,687.764,35,723.539,1806.249,144.495,182.525,142.808,171.327,73.156,40.964,97.908,746.279,1390.078,304.001,76.251,1479.371,314.32,389.809,50.245,238.207,158.509,172.462,0,3901.312,0.272,350.453,18718.563,0,17.569,79.605,32256.433,-13251.779,75997.325
"TTL_C27",14.223,1.503,0.095,0,0.027,0.275,12.767,0.116,54.99,3.681,12.456,15.621,1.081,89.677,87.51,31.802,23.707,16.388,14.462,147.493,1795.435,3516.357,943.018,54.438,1.112,142.938,342.99,1798.709,37.758,2001.373,921.91,196.743,148.644,56.643,72.408,14.306,34.701,18.302,138.533,142.371,44.084,132.679,407.955,139.661,169.265,12.863,51.783,94.753,61.185,0,1814.167,0.076,1.589,4444.959,0,10.329,23.573,9130.463,-8703.048,20742.895
"TTL_C28",35.265,9.309,0.166,0,0.183,1.227,42.738,0.466,127.662,8.439,33.408,31.899,5.336,170.113,147.017,53.079,75.347,31.999,14.685,223.272,354.37,369.76,2528.296,37.707,1.84,130.006,372.254,674.73,49.987,904.709,675.327,167.752,116.606,82.352,95.044,17.093,16.488,10.538,23.078,61.779,68.53,99.049,302.698,148.011,133.654,10.139,52.182,55.798,28.918,0,479.442,0.264,2.26,12240.314,0,3.863,1.152,20411.477,-9675.396,32063.677
"TTL_C29",8.294,5.247,0.042,0,0.02,0.186,8.383,0.066,23.052,2.826,6.566,3.707,0.636,34.967,16.39,17.572,17.227,5.22,4.409,47.695,90.084,100.183,242.72,439.837,0.237,68.588,70.892,89.906,24.942,157.226,1382.633,1040.13,126.014,85.874,104.722,16.586,4.638,4.8,8.444,31.625,35.008,19.557,161.755,120.103,71.311,5.4,15.337,29.486,23.143,0,6726.244,0.13,1.142,5118.5,0,16.848,1.285,1145.548,-15581.558,2201.825
"TTL_C301",0.042,0.008,0.009,0,0,0.001,0.047,0,0.126,0.009,0.027,0.024,0.004,0.154,0.116,0.042,0.041,0.029,0.014,0.271,0.38,0.192,0.711,0.062,1.184,9.448,3.056,0.686,0.05,0.477,1.35,2.368,73.228,13.024,1.57,0.042,0.028,0.015,0.035,0.077,0.098,0.061,0.446,0.46,5.883,0.023,0.058,0.227,0.113,0,81.772,0,0.003,659.526,-24.983,0.042,0.004,37.977,-620.823,249.832
"TTL_C302T309",0.29,0.301,0.046,0,0.001,0.014,0.237,0.002,1.339,0.052,0.253,0.132,0.018,1.268,1.071,0.444,0.336,0.261,0.461,4.056,7.541,4.859,9.222,4.056,0.8,882.582,77.355,4.388,0.538,6.762,51.455,157.637,128.618,417.938,16.426,1.099,0.265,0.168,0.339,2.599,2.013,0.712,8.615,13.906,88.414,0.322,1.265,2.269,2.254,0,698.665,0.004,0.06,3482.559,-501.824,0.248,0,5040.004,-4504.729,6119.984
"TTL_C31T33",98.999,16.768,0.758,0,0.221,1.137,71.604,0.503,274.733,29.078,81.317,71.204,10.37,418.353,340.821,73.597,102.696,60.991,28.145,194.004,447.274,192.241,356.05,15.199,0.958,86.188,1620.261,1735.749,123.896,971.055,1383.987,830.333,1064.762,1057.229,341.237,81.656,116.013,41.072,92.209,184.695,415.075,347.569,982.46,458.239,571.784,121.908,596.878,578.085,267.801,0,8453.306,0.062,1.239,678.963,3.347,76.875,11.404,11205.491,-15326.159,22061.686
"TTL_D",210.383,14.521,0.72,0,0.523,4.162,177.245,0.516,943.354,52.52,175.507,277.719,52.727,2378.955,433.102,337.623,479.897,293.32,152.74,411.091,480.716,286.445,359.481,22.323,0.717,88.982,221.969,26113.798,343.028,454.515,3093,1318.012,194.773,81.618,565.427,157.937,527.052,86.104,252.404,261.42,627.9,1050.83,1124.998,352.285,1229.963,228.48,524.445,776.938,488.706,0,17478.474,0.096,87.498,315.388,1.96,3.957,2,2419.904,-1246.206,66773.962
"TTL_E",14.667,0.848,0.068,0,0.024,0.239,7.64,0.081,92.679,3.413,17.689,60.453,2.592,114.941,45.971,25.518,29.232,156.473,93.33,55.237,32.698,24.16,39.026,1.694,0.08,11.502,21.416,379.256,936.197,117.924,416.684,86.129,44.387,15.328,52.069,15.295,44.986,5.628,10.246,26.666,71.453,219.572,181.012,57.017,486.102,22.875,68.387,69.185,52.748,0,1268.688,0.072,1885.867,77.073,-0.102,1.784,0.744,17.554,-134.622,7347.874
"TTL_F",57.766,17.227,0.205,0,0.066,0.494,26.357,0.27,96.008,5.525,35.374,19.581,5.112,132.177,86.415,32.601,51.438,17.19,11.996,90.485,84.379,65.251,82.22,3.824,0.236,18.263,111.468,1771.601,146.329,9060.034,1211.878,372.844,136.207,54.692,424.679,51.59,89.551,20.475,101.499,80.007,255.118,10558.187,812.491,158.355,1311.247,85.288,159.323,174.707,132.656,0,3559.747,0.195,0.92,66340.733,-4.454,21.258,2.4,203.639,-636.2,97708.926
"TTL_G",1629.661,77.591,3.979,0,0.349,3.078,148.556,1.06,10246.24,756.067,1236.718,680.254,31.93,4945.615,29518.531,1046.587,813.052,383.668,214.189,2121.219,10523.69,3001.018,3791.388,368.167,6.555,805.278,2911.923,2987.421,377.977,7690.497,27677.234,3616.244,2441.397,1378.326,1499.201,329.001,2023.837,457.838,657.426,1344.007,1019.612,1242.47,5219.278,1867.481,2881.67,327.831,7275.847,1515.41,1087.671,0,40974.935,18.628,325.649,18533.398,-98.86,452.175,484.362,69930.222,-32898.268,247906.282
"TTL_H49",187.294,54.17,0.513,0,0.362,2.056,184.986,0.74,1363.394,51.071,335.23,160.254,30.538,1163.695,1121.037,190.223,368.245,115.353,58.858,400.191,870.899,430.458,511.654,30.513,0.83,111.243,442.888,1217.975,163.988,1532.851,8476.336,5505.404,539.245,154.513,1829.826,847.497,190.372,83.139,72.452,160.92,361.333,217.292,950.385,517.99,621.237,106.162,392.842,241.625,254.853,0,6901.115,0.724,21.332,1228.322,0,610.466,846.663,4629.897,-4362.764,42500.686
"TTL_H50",86.256,24.112,0.529,0,0.112,0.332,36.363,0.117,615.629,33.188,162.382,44.258,17.216,316.441,764.736,60.407,89.388,44.95,28.603,182.403,534.859,242.555,243.733,18.513,0.475,57.251,234.692,257.998,21.971,759.976,2295.295,544.576,15999.824,50.318,1100.104,53.007,111.784,19.045,26.478,54.274,57.022,111.054,293.875,226.542,175.942,18.792,222.88,86.491,56.148,0,4960.838,0.292,9.416,1674.794,0,132.07,185.218,10377.298,-8424.953,35297.869
"TTL_H51",42.048,9.8,0.165,0,0.153,0.198,16.31,0.147,290.402,23.367,60.436,31.834,4.286,166.159,428.55,38.915,46.224,15.346,13.632,91.973,292.991,166.226,184.023,12.361,0.266,41.236,141.469,213.203,27.83,427.635,1947.752,229.844,169.183,3649.511,1046.859,583.564,73.376,40.882,49.65,234.86,750.96,101.338,1088.58,2035.626,649.231,53.491,173.203,239.746,238.63,0,4180.964,0.116,3.758,857.564,0,396.79,642.097,2524.598,-7940.923,16808.438
"TTL_H52",55.514,9.15,0.309,0,0.054,0.417,21.697,0.154,423.6,17.263,96.592,39.519,8.335,263.789,516.728,48.103,67.821,24.677,13.702,118.114,326.86,144.244,161.213,11.503,0.297,39.096,145.158,250.322,36.527,467.357,3343.047,1658.561,3244.669,1761.449,1926.789,141.715,67.914,21.439,31.526,64.158,72.01,73.481,293.055,149.666,156.742,12.742,136.721,70.03,54.284,0,1332.431,0.331,14.234,522.638,0.01,35.632,15.953,6799.998,-2802.468,22506.872
"TTL_H53",7.133,1.281,0.032,0,0.013,0.056,3.068,0.037,28.338,2.411,7.056,11.856,0.594,46.001,37.633,8.341,6.925,2.242,1.514,15.004,35.132,20.74,28.483,0.966,0.043,4.869,21.764,195.591,13.168,57.054,1376.459,119.56,72.985,59.462,159.22,2040.139,31.116,43.08,86.734,215.29,774.65,38.133,496.122,141.211,382.451,21.174,66.427,80.831,152.639,0,251.034,0.019,0.101,227.187,11.476,14.414,14.167,2850.711,-76.422,10207.712
"TTL_I",6.369,1.687,0.029,0,0.016,0.158,4.221,0.04,45,2.875,7.252,6.226,0.985,55.197,94.151,10.726,7.136,3.329,2.017,21.115,42.299,23.749,29.965,1.15,0.055,6.41,22.405,94.492,13.192,104.492,586.269,154.911,114.533,154.919,90.53,22.474,46.537,18.962,18.227,94.46,235.577,30.609,427.722,413.207,220.732,29.811,121.137,130.503,117.534,0,11937.5,22.642,68.368,48.583,-0.29,3393.932,4375.518,136.707,-3465.483,20152.868
"TTL_J58T60",6.316,1.43,0.025,0,0.015,0.1,3.975,0.046,89.264,4.213,12.125,42.868,1.385,118.003,102.859,14.984,12.854,5.264,4.17,24.291,94.807,59.468,42.1,2.186,0.085,16.8,41.986,178.542,15.878,81.465,1363.784,121.097,91.823,74.894,78.277,57.798,57.919,1129.146,236.909,559.747,626.021,78.275,1961.301,268.365,421.079,166.924,110.893,364.289,348.23,0,2199.108,36.956,313.386,915.667,0,44.166,9.234,5977.935,-10327.631,8263.101
"TTL_J61",15.879,5.373,0.152,0,0.077,0.167,14.776,0.121,85.543,7.653,22.735,29.824,3.246,119.975,125.785,27.869,24.748,7.786,5.955,62.887,171.64,71.992,115.11,5.055,0.147,20.8,78.765,496.954,41.239,294.921,2489.897,462.533,286.214,170.036,277.705,203.722,130.156,168.419,2618.246,763.714,1563.855,398.882,1479.768,548.79,1034.519,69.399,200.738,287.359,352.737,0,8145.512,0.079,0.764,90.241,3.508,170.067,185.127,1252.369,-7083.519,18128.01
"TTL_J62_63",18.49,5.69,0.113,0,0.137,0.471,27.948,0.256,301.086,15.783,43.452,84.028,9.838,478.508,538.478,75.311,70.439,28.6,18.748,148.739,589.001,249.534,262.468,10.666,0.472,68.664,188.863,2010.1,124.48,613.188,5902.314,771.059,685.73,573.182,691.487,427,160.028,395.688,908.351,11976.305,5330.021,252.425,5654.343,1300.735,2117.057,184.097,331.689,504.826,552.369,0,279.549,0.22,6.859,24540.023,0.01,12.491,2.946,17123.225,-36084.105,50583.476
"TTL_K",170.809,24.472,0.676,0,0.382,1.344,51.761,0.856,538.773,31.381,91.325,116.682,22.78,739.612,447.388,140.165,127.303,56.521,42.381,246.085,468.947,308.099,356.075,16.466,0.684,82.719,252.429,2699.395,144.303,1098.39,6103.079,1514.088,1177.289,753.708,734.274,216.056,232.463,98.488,230.52,579.596,16379.339,17902.358,2839.62,1087.726,1349.305,86.354,235.637,494.07,528.569,0,19314.251,0.639,24.865,1638.597,0,163.913,191.943,50592.947,-10626.05,122121.849
"TTL_L",18.774,6.812,0.115,0,0.095,0.333,25.042,0.174,250.164,19.671,42.031,70.157,5.845,235.575,176.829,67.796,49.701,17.061,13.145,164.752,246.654,133.585,157.354,7.712,0.577,38.819,200.327,638.504,73.427,671.282,8330.287,739.746,491.581,249.048,932.205,266.904,645.373,157.161,329.531,909.569,2072.263,2315.016,2920.197,912.965,1061.409,163.84,454.565,850.216,599.286,0,65919.368,237.673,294.582,6435.883,0,768.519,771.56,217.624,-1197.225,101181.458
"TTL_M",410.357,26.883,0.866,0,1.045,4.719,212.825,4.026,1999.159,86.105,221.386,342.423,60.782,2603.946,2409.017,514.132,438.251,164.478,90.595,884.056,3206.6,1211.294,1418.364,85.592,3.342,409.459,960.159,7367.113,514.024,6628.044,22502.806,2445.415,2657.416,1390.913,2454.284,489.991,794.846,859.867,1251.304,4391.613,10605.97,3056.553,35008.523,4164.241,5179.683,467.886,1120.386,2307.89,2238.689,0,1698.977,55.349,171.402,30687.178,7.998,78.279,99.257,15892.727,-40639.457,143719.025
"TTL_N",66.725,15.141,0.323,0,0.429,1.685,82.587,1.183,542.666,22.294,73.162,109.495,13.479,645.563,645.232,159.677,130.938,38.045,27.043,293.063,643.681,337.136,443.656,23.063,1.027,115.448,304.566,1990.228,227.501,1426.725,6495.975,1616.139,2027.126,1134.516,1336.223,452.386,290.416,243.845,472.648,1398.752,2333.971,1155.005,4120.21,2634.607,1703.91,208.295,517.939,854.568,545.504,0,5474.155,7.416,175.734,230.335,0,134.771,139.034,11420.678,-10086.814,45419.101
"TTL_O",63.996,90.216,0.294,0,0.099,0.685,25.604,0.352,303.922,13.438,281.222,115.155,7.392,389.694,280.97,80.836,64.869,168.676,105.951,165.781,156.801,115.051,153.792,9.293,0.391,47.392,116.053,1831.26,978.108,836.626,2187.911,1033.857,470,222.978,350.438,112.838,130.315,55.836,155.311,290.263,927.138,681.252,1697.262,370.849,2647.494,87.543,346.865,408.004,312.661,0,4353.092,2969.114,65662.875,5637.031,0.07,27.762,26.242,1421.091,-483.895,98506.118
"TTL_P",1.17,0.153,0.004,0,0.002,0.013,0.548,0.007,7.503,0.372,1.136,2.207,0.179,7.776,10.042,1.735,1.428,3.965,2.416,2.97,6.416,3.613,3.995,0.264,0.01,1.309,3.986,24.679,22.526,9.884,50.812,9.83,23.604,8.054,8.221,2.824,2.463,2.702,5.117,41.226,30.356,8.005,106.766,11.819,39.135,9.13,7.336,9.767,8.18,0,927.554,9.552,5947.49,1098.524,0,545.07,236.761,99.942,-1507.894,7862.655
"TTL_Q",9.219,1.296,0.036,0,0.01,0.064,1.84,0.03,46.637,2.288,8.212,5.467,0.537,35.378,110.037,8.192,9.092,2.888,1.957,37.285,41.157,23.739,36.611,1.517,0.081,6.76,25.431,79.818,8.694,108.241,236.718,75.847,36.934,22.591,30.513,12.276,19.58,8.239,10.302,44.542,105.92,27.559,210.121,48.597,307.724,21.161,996.226,57.916,65.916,0,66873.072,7993.813,16294.291,117.328,-0.05,151.895,251.491,260.801,-497.848,94395.987
"TTL_R",1.969,0.96,0.017,0,0.003,0.017,1.697,0.009,28.592,1.197,2.513,5.003,0.42,24.092,21.699,5.586,3.973,1.119,1.11,10.791,17.112,9.678,14.032,0.657,0.047,3.276,15.632,53.912,9.365,35.551,384.08,42.341,66.465,19.549,27.522,13.322,48.89,174.797,24.955,53.537,111.502,28.272,321.629,131.996,205.918,32.964,31.749,3161.622,542.138,0,11699.225,273.111,4869.7,212.448,0,344.107,279.062,3506.954,-4578.761,22299.121
"TTL_S",15.814,3.43,0.125,0,0.014,0.179,8.43,0.049,66.327,4.768,14.953,11.63,1.935,81.816,65.863,14.366,16.998,6.636,3.729,41.118,56.017,28.16,42.656,1.994,0.106,9.407,40.041,215.08,32.95,137.279,644.354,190.095,138.011,57.986,116.471,28.914,92.066,38.375,31.433,145.557,560.578,64.59,693.373,201.979,193.829,32.824,161.662,302.701,1196.71,0,10662.445,6489.391,2.363,20.393,0,173.154,237.451,0.274,-337.026,23061.823
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486.647,0,0,0,0,0,0,0,0,2486.647
"IMP_OTHER",-1.017,0.194,0.031,0,0.009,0.055,2.412,0.022,-24.912,16.634,5.58,9.882,3.045,45.522,166.438,14.697,7.874,3.047,2.731,17.354,90.679,38.093,38.536,13.388,0.074,13.557,54.679,84.035,6.812,89.651,216.052,81.319,51.325,49.574,27.871,10.639,9.068,13.515,20.294,62.87,76.501,30.685,156.179,48.388,59.324,7.578,56.468,37.269,24.547,0,842.245,2.674,11.349,365.85,0,677.948,0,0,0,3638.633
"TXS_INT_FNL",-342.872,-2.905,0.088,0,0.056,0.238,9.962,0.206,-2490.795,30.984,60.584,49.942,1.164,108.262,279.565,112.339,31.768,9.152,6.519,83.506,394.244,178.921,235.204,42.257,0.516,55.104,319.948,-2002.278,41.549,694.933,1795.87,512.351,284.42,164.704,203.494,67.415,54.865,70.134,85.445,255.795,714.219,1419.437,951.148,356.201,467.644,49.066,379.948,250.721,212.1,0,7214.097,31.81,35.366,3916.33,0,0,507.061,3055.395,0,20963.198
"TTL_INT_FNL",7469.816,673.393,19.367,0,5.074,29.434,1538.529,12.992,45307.97,2406.256,6929.299,3820.039,436.378,26286.117,97755.046,5367.124,5206.001,2604.666,1858.117,12616.903,45137.749,16083.844,18868.934,1524.838,35.128,4390.116,13719.769,57419.049,5077.266,57159.978,125873.939,27410.531,34730.348,14657.355,17468.518,7032.184,11319.563,4746.278,8823.339,26243.346,47248.094,44469.173,78584.499,20387.233,30847.586,3112.533,28706.867,15887.93,12168.045,0,378573.508,18152.384,97174.306,212770.467,-606.402,9083.091,10191.719,424181.065,-332472.911,1816523.78
"VALU",4713.333,467.229,46.659,0,4.474,22.369,1059.958,30.245,15266.838,1237.856,4369.617,2363.666,151.067,11831.069,45805.461,3602.694,2838.628,922.213,788.52,11380.455,30859.58,4659.052,13194.745,676.987,214.705,1729.868,8341.918,9354.909,2270.607,40548.947,122032.34,15090.153,567.52,2151.083,5038.353,3175.528,8833.303,3516.824,9304.669,24340.131,74873.753,56712.502,65134.52,25031.866,67658.526,4750.121,65689.113,6411.19,10893.776,2486.647,0,0,0,0,0,0,0,0,0,792445.589
