"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C17_18",13.102,1.487,0.039,0,0,0.191,3.472,0.254,294.002,12.448,26.528,1323.732,6.962,85.992,64.095,30.456,30.709,4.228,5.087,40.363,108.273,62.915,84.893,2.952,0.074,6.827,49.008,58.422,15.343,61.022,1127.576,44.186,35.656,10.576,31.584,74.673,65.356,638.794,79.641,163.572,498.095,58.513,508.489,252.226,259.502,57.669,41.763,102.899,178.239,0,2223.217,1.169,2.116,25.66,10.962,39.976,42.051,2320.335,-2676.798,8610.573
"TTL_C19",70.59,13.471,0.366,0,0,1.465,20.505,2.33,56.384,4.787,14.273,19.269,456.348,258.44,16.259,17.993,38.159,27.354,12.944,34.369,35.728,29.959,48.665,2.192,0.095,5.917,29.259,850.037,36.519,208.764,558.333,993.153,1142.328,506.615,67.062,56.822,36.907,9.912,18.683,25.658,59.623,35.704,105.264,100.366,126.588,12.773,21.233,22.833,31.569,0,1418.954,0.017,2.742,37.54,2.534,75.088,15.623,522.599,-4473.737,3845.227
"TTL_C20",632.087,18.232,0.17,0,0,3.714,50.016,5.1,373.569,149.416,196.685,540.953,426.072,5440.255,819.715,1379.366,206.527,65.448,87.786,409.069,643.413,542.641,550.121,28.584,1.24,42.92,319.132,344.858,99.738,594.887,860.084,75.009,80.064,18.195,32.272,14.222,117.402,82.985,16.05,51.714,62.822,420.358,423.046,227.537,181.308,35.002,197.677,78.683,193.54,0,1081.747,0.034,6.812,72.173,13.981,36.428,25.662,7448.477,-4167.459,21657.544
"TTL_C21",780.207,4.272,0.565,0,0,4.698,51.146,2.042,798.837,55.217,19.975,57.172,33.635,1820.489,17669.798,118.578,13.546,43.579,71.958,48.025,118.453,31.798,165.373,5.204,0.507,37.796,76.93,107.054,91.133,88.081,1082.205,50.897,95.804,17.57,19.055,29.124,99.254,34.502,15.798,47.586,66.237,40.733,1436.532,167.891,1205.411,104.947,5218.572,190.602,356.127,0,3623.49,0.077,15.042,124.735,41.848,24.794,34.28,21337.47,-7474.863,50321.787
"TTL_C22",37.238,4.32,0.139,0,0,0.658,11.828,1.789,386.295,35.785,42.065,121.165,16.465,204.633,91.47,436.571,36.292,10.017,11.245,157.749,457.817,389.738,494.245,55.173,0.566,58.645,194.21,74.699,37.677,706.455,1076.676,318.002,40.226,16.897,34.155,26.596,47.535,21.032,22.297,26.619,39.095,136.061,131.504,86.166,64.588,7.417,23.368,20.651,40.046,0,828.582,0.013,0.786,112.045,8.79,3.277,0.453,3679.269,-4108.297,6778.795
"TTL_C23",17.567,1.03,0.022,0,0,0.488,18.178,1.769,110.669,3.719,25.72,7.621,8.902,73.076,43.536,27.503,551.226,30.067,16.772,97.713,176.56,107.967,112.724,12.438,0.346,11.705,53.065,89.523,16.274,3323.157,233.144,26.88,16.667,3.956,8.298,3.078,37.788,3.817,8.444,7.143,15.758,495.77,71.784,24.363,41.739,6.079,12.845,13.822,26.411,0,428.607,0.354,0.73,87.494,1.625,1.992,0.69,916.797,-1921.067,5514.343
"TTL_C24A",1.695,0.42,0.004,0,0,0.559,2.317,1.26,5.871,0.651,4.411,3.487,3.597,9.855,1.451,11.134,20.726,469.948,30.867,1166.488,143.752,271.407,1015.223,37.737,1.227,59.541,99.207,45.964,29.527,501.259,58.346,12.822,4.443,0.655,5.15,0.454,0.602,1.017,1.852,1.238,1.011,13.813,19.17,6.181,3.502,0.428,0.545,1.142,2.43,0,3.932,0.001,6.788,5.631,0,0.444,0.001,1665.21,-2272.651,3483.743
"TTL_C24B",0.6,0.177,0.002,0,0,0.083,0.343,0.074,7.656,0.355,2.142,4.417,1.557,19.525,3.023,5.981,4.738,39.657,292.11,330.898,168.238,353.224,266.84,10.767,0.235,19.962,57.263,15.199,13.849,55.039,33.721,3.026,1.385,0.542,1.115,0.102,0.773,0.705,1.288,0.742,1.181,4.302,8.277,1.808,1.712,0.19,0.506,0.453,1.247,0,54.706,0,0.169,24.011,0,0.377,0.022,2571.549,-1236.302,3151.559
"TTL_C25",80.147,16.721,0.245,0,0,2.304,31.195,7.367,373.295,22.311,123.627,61.916,61.506,188.988,60.322,92.382,103.778,157.555,119.024,3311.047,1008.081,963.309,3569.281,121.336,4.646,231.767,616.823,484.181,74.945,3472.397,1008.901,132.285,108.849,17.889,67.616,15.591,70.14,18.641,50.099,50.445,63.197,366.736,296.177,156.917,222.209,17.535,27.377,46.034,61.416,0,711.727,0.014,1.663,381.096,2.622,4.224,0.642,4548.525,-4445.732,19363.329
"TTL_C26",9.338,1.694,0.053,0,0,0.321,4.031,0.95,37.948,4.764,8.224,32.223,13.024,44.037,44.991,15.979,11.41,9.214,7.219,78.019,9288.211,793.455,608.638,25.023,1.328,61.723,230.873,234.103,18.16,261.611,643.244,62.752,50.893,21.514,33.631,43.058,32.559,71.775,565.688,544.208,184.166,49.81,532.785,131.061,235.747,36.413,109.897,57.06,77.032,0,1304.12,0.114,269.971,14444.162,0,28.816,80.185,18171.408,-6304.792,43323.838
"TTL_C27",10.982,2.084,0.057,0,0,0.433,6.084,1.101,36.283,4.103,8.455,13.763,14.983,32.548,21.014,19.186,14.177,15.682,14.883,136.878,1529.8,2802.436,1101.916,46.652,1.184,75.587,213.095,950.782,21.788,1074.548,568.857,104.1,52.004,14.004,30.94,16.248,41.666,18.328,162.477,83.289,54.861,206.2,184.389,76.998,84.976,10.067,30.251,31.907,41.997,0,1069.873,0.031,3.6,6340.303,0,17.796,20.936,8088.981,-8655.931,16869.626
"TTL_C28",36.052,7.737,0.083,0,0,1.308,20.499,3.666,70.238,6.972,15.578,29.213,21.675,47.426,32.022,20.256,25.001,22.048,16.474,127.108,202.845,170.102,1705.753,26.314,1.232,52.778,167.692,235.577,21.91,338.931,343.737,55.782,57.871,18.054,23.462,9.168,21.143,10.13,20.383,27.803,34.309,49.868,100.726,71.44,118.915,5.51,14.651,15.699,17.455,0,1313.866,0.039,6.981,15383.743,0,3.235,1.049,21115.844,-12517.285,29750.067
"TTL_C29",5.379,2.064,0.017,0,0,0.159,2.393,0.306,11.115,2.683,2.465,3.737,2.372,7.234,3.957,6.527,4.287,2.516,1.722,22.304,46.66,46.854,132.09,190.372,0.175,19.973,53.498,31.259,9.65,49.484,532.211,219.011,20.193,8.615,18.457,8.729,4.454,3.184,8.893,10.826,15.268,11.773,54.041,48.175,30.594,2.322,3.981,6.735,10.744,0,4974.258,0.08,18.415,3282.216,0,20.788,2.153,971.746,-9285.721,1663.393
"TTL_C301",0.041,0.011,0.004,0,0,0.001,0.025,0.006,0.127,0.014,0.026,0.047,0.044,0.076,0.067,0.029,0.041,0.031,0.02,0.282,0.405,0.282,0.662,0.04,0.12,0.691,0.601,0.51,0.043,0.466,0.772,0.532,11.663,1.087,0.143,0.035,0.066,0.034,0.096,0.099,0.146,0.093,0.321,0.268,1.295,0.019,0.047,0.079,0.061,0,32.288,0,0.079,186.335,-5.778,0.076,0.011,33.125,-209.939,57.766
"TTL_C302T309",0.576,0.28,0.044,0,0,0.064,0.356,0.075,1.131,0.123,0.392,0.374,0.375,1.047,1.346,0.371,0.353,0.387,0.536,3.369,16.313,5.528,15.043,6.002,0.582,501.566,51.568,5.19,0.874,6.972,44.026,113.038,114.507,194.376,8.449,2.197,0.933,0.72,1.357,3.365,2.966,1.184,14.354,11.75,129.13,0.396,1.171,2.156,2.786,0,521.485,0.003,7.65,1926.087,-13.199,0.329,0,1398.062,-2098.178,3011.936
"TTL_C31T33",57.732,16.626,0.453,0,0,1.907,32.416,8.664,196.024,30.4,55.966,83.467,72.244,114.005,74.133,39.534,65.068,36.87,23.342,191.427,457.324,183.303,412.427,22.368,1.531,69.825,926.202,853.873,65.984,475.07,1215.044,369.924,489.47,289.186,117.084,60.855,187.676,61.667,151.854,141.223,344.152,251.986,494.338,345.193,346.519,83.743,178.766,232.598,174.549,0,5026.864,0.153,6.455,558.517,12.896,127.615,63.579,5174.852,-7580.766,13494.177
"TTL_D",183.307,11.934,0.414,0,0,8.936,92.744,6.787,600.479,60.678,130.027,293.125,247.356,668.831,120.831,148.094,298.421,269.706,202.079,374.315,411.307,275.344,531.075,28.56,0.931,68.816,195.174,15898.891,222.205,257.662,2470.137,512.527,158.878,42.127,265.161,123.307,730.826,107.261,303.448,229.984,701.331,886.318,654.836,389.277,860.481,234.787,234.196,388.925,388.572,0,4378.011,0.095,21.742,485.858,10.504,4.032,3.19,3677.827,-2223.803,37647.862
"TTL_E",15.795,1.584,0.035,0,0,0.444,4.51,0.702,73.683,7.081,15.642,48.357,16.377,54.381,16.413,16.465,19.047,146.338,123.652,83.887,38.995,24.15,60.311,3.043,0.105,6.24,24.625,224.865,609.049,88.657,400.149,68.39,39.108,7.363,26.126,14.955,92.332,12.813,24.559,31.754,66.951,374.893,114.366,59.997,287.277,22.486,32.142,37.4,46.364,0,1027.422,0.099,751.858,164.761,0.033,2.157,1.999,16.235,-142.017,5306.409
"TTL_F",38.603,6.999,0.075,0,0,0.832,12.939,2.309,62.784,5.801,31.18,18.809,24.969,36.644,22.843,11.939,34.399,10.638,9.456,60.036,78.933,49.933,90.216,3.764,0.17,10.023,60.394,696.438,66.464,2860.605,586.244,134.965,59.093,17.896,105.646,36.624,86.087,17.724,74.339,46.321,212.933,4906.41,252.665,86.262,538.875,52.106,53.465,76.446,72.667,0,1596.238,0.262,3.035,39023.363,-0.825,13.459,3.369,308.81,-368.452,52304.223
"TTL_G",1468.363,81.767,1.714,0,0,8.709,138.54,17.532,5668.744,600.054,928.024,969.171,495.472,3560.678,10637.748,909.133,597.175,350.88,234.798,1964.9,5638.94,2279.619,3875.543,276.102,5.797,428.551,1710.566,1586.031,286.849,4743.07,16043.993,1993.954,1393.418,483.929,457.638,281.184,2059.641,563.896,602.02,801.66,1004.141,1109.836,2563.034,1397.387,1767.597,252.919,3361.557,591.726,763.575,0,28009.129,13.861,323.08,16014.372,-2.02,467.412,617.774,34000.507,-20525.752,145875.936
"TTL_H49",95.21,26.11,0.141,0,0,2.363,55.218,4.508,488.57,34.678,161.864,117.718,101.419,263.565,276.538,69.182,147.631,69.906,44.058,258.004,429.205,260.585,420.381,22.632,0.58,43.965,191.86,351.196,50.53,732.792,3016.359,1024.739,224.778,42.452,303.871,213.977,149.809,65.503,54.997,87.518,192.495,127.227,301.592,289.062,222.885,46.841,116.836,72.327,114.609,0,4437.156,0.402,15.699,1044.319,0,673.64,840.942,5658.618,-3395.49,20663.572
"TTL_H50",45.028,8.468,0.143,0,0,0.56,14.247,1.635,191.375,18.54,73.322,42.442,77.416,123.532,170.071,30.757,44.557,27.563,19.41,106.891,217.811,123.962,186.058,11.277,0.288,21.389,89.14,115.978,10.87,307.677,1024.192,161.496,3706.507,18.419,155.886,54.805,71.938,18.046,21.956,23.65,45.512,60.933,101.804,153.933,74.634,10.013,61.597,24.929,26.681,0,2849.725,0.123,4.949,980.895,0,188.184,236.336,4991.9,-3885.757,13263.694
"TTL_H51",26.136,3.035,0.044,0,0,0.294,4.521,0.769,110.444,15.556,28.727,27.214,28.225,66.891,105.486,20.56,19.452,13.059,10.199,60.944,144.887,83.537,120.894,8.433,0.176,14.451,55.72,95.728,8.575,165.846,566.033,53.981,59.481,254.461,90.96,137.885,52.05,20.696,27.739,66.27,150.13,39.694,191.676,636.256,140.594,13.804,43.226,33.908,50.517,0,2319.028,0.057,2.485,328.464,0,474.845,655.449,2694.322,-4885.287,5458.527
"TTL_H52",30.095,4.81,0.116,0,0,0.697,12.828,1.754,156.785,11.473,41.819,33.399,43.106,93.366,123.075,23.363,33.03,18.871,11.797,76.422,146.499,84.171,126.552,7.922,0.185,13.583,57.877,95.11,14.767,195.616,1772.902,638.54,1297.039,404.437,426.71,53.497,50.114,21.619,29.409,32.865,49.003,40.379,108.779,115.108,63.828,6.913,42.252,19.278,27.221,0,693.086,0.171,3.591,361.446,0.01,35.575,11.795,1479.073,-1522.187,7721.54
"TTL_H53",5.385,1.346,0.02,0,0,0.186,2.162,0.44,28.871,3.791,4.467,14.641,7.779,21.811,12.431,5.154,5.09,2.883,2.414,19.865,57.71,27.681,42.788,1.429,0.049,3.654,21.144,104.65,13.019,38.659,946.898,75.077,73.461,22.732,56.524,1068.718,49.936,66.065,229.972,230.007,612.651,35.997,296.758,181.659,269.281,18.756,28.494,47.303,107.679,0,324.199,0.023,0.235,357.89,8.449,15.472,16.326,1561.71,-57.893,7093.897
"TTL_I",4.749,1.048,0.013,0,0,0.184,1.766,0.473,29.287,2.829,5.012,8.502,5.581,19.709,32.241,5.598,4.903,2.539,2.355,18.055,39.601,17.588,38.24,1.638,0.05,3.577,16.723,52.734,7.437,48.458,403.967,57.827,45.03,52.95,32.678,12.69,56.846,19.572,24.235,67.17,206.634,29.8,180.245,358.882,125.034,21.315,46.979,48.19,81.536,0,14184.58,20.64,33.489,74.052,0,3321.835,4602.167,84.376,-3362.87,21200.739
"TTL_J58T60",5.814,1.553,0.015,0,0,0.183,3.075,0.58,67.342,5.22,7.288,87.67,8.775,47.017,34.137,9.485,8.862,4.074,3.512,30.222,89.306,36.783,62.137,2.812,0.072,7.567,28.322,90.619,14.678,58.685,1108.04,62.447,47.122,28.958,33.786,50.111,97.656,1039.537,222.17,353.385,586.334,61.83,1173.495,312.741,300.586,116.075,43.516,238.845,236.906,0,1601.573,22.394,264.544,471.925,0,54.524,26.959,3875.958,-5268.439,7878.78
"TTL_J61",13.797,3.833,0.072,0,0,0.452,6.572,1.224,63.051,7.33,12.487,29.525,17.757,34.447,22.275,12.972,15.408,6.116,5.215,53.357,147.355,55.867,111.975,4.117,0.13,10.619,42.848,214.116,30.05,146.762,1718.86,165.903,124.815,54.745,100.459,101.01,140.387,136.496,2009.716,430.058,1160.561,153.378,752.057,454.766,456.353,54.446,65.862,143.507,208.225,0,6547.596,0.356,8.013,76.358,10.148,197.038,203.6,1753.623,-4136.623,14161.443
"TTL_J62_63",11.525,2.927,0.036,0,0,0.343,5.961,1.077,94.48,9.396,13.58,43.851,27.965,60.965,69.815,18.142,18.907,12.741,10.017,66.626,383.399,98.407,157.576,6.942,0.256,20.8,65.671,410.211,44.172,143.221,1754.884,153.303,136.014,66.421,98.574,143.273,91.189,161.755,448.51,3095.853,2250.19,181.16,1050.252,444.507,715.327,59.397,64.634,107.345,178.303,0,679.122,0.102,11.257,9307.061,-0.11,9.909,5.695,6893.159,-8481.754,21424.342
"TTL_K",142.621,21.848,0.384,0,0,2.494,31.85,6.784,347.219,34.432,54.876,116.244,130.797,193.328,97.38,58.635,71.889,45.392,43.706,224.896,368.762,200.757,409.064,18.465,0.687,48.26,173.311,1237.859,106.498,646.738,4106.895,661.376,594.21,176.131,233.982,144.563,343.319,121.746,284.486,434.17,9966.453,9677.157,1191.213,923.463,846.943,77.462,120.603,205.255,323.698,0,18157.582,33.836,2144.268,975.02,0,178.207,203.765,41671.054,-7835.285,90796.746
"TTL_L",16.502,3.211,0.054,0,0,0.412,8.345,1.709,106.621,14.929,18.146,47.282,20.04,43.386,24.587,24.042,20.084,8.324,7.276,98.782,162.173,78.114,147.41,6.931,0.326,13.091,89.955,236.408,38.553,224.424,4219.047,212.375,131.489,48.778,180.364,97.616,585.144,103.145,224.219,456.175,1370.172,1422.918,1015.581,571.851,510.202,93.31,121.704,243.442,272.983,0,39116.578,131.896,224.528,3143.635,0,559.582,739.272,465.699,-1284.471,56438.352
"TTL_M",175.128,19.426,0.306,0,0,6.793,79.163,35.547,889.663,67.941,90.109,276.076,245.977,592.565,920.504,153.666,157.541,80.119,68.391,499.224,1752.916,675.445,1183.888,55.543,2.033,162.869,409.192,1996.517,311.347,2704.646,10742.081,761.913,772.826,260.394,488.495,281.097,647.011,629.899,1106.576,2043.133,5667.832,1965.874,10741.394,2143.794,2046.466,219.951,440.887,681.541,1010.147,0,1235.572,30.742,1207.603,10391.812,6.909,77.563,92.436,5671.373,-15964.734,59013.124
"TTL_N",42.394,14.098,0.162,0,0,2.292,35.33,15.565,350.243,24.885,38.588,117.37,71.026,176.388,134.715,57.329,66.007,29.585,28.737,217.958,506.235,205.091,385.135,19.178,0.722,51.918,250.706,776.714,108.94,661.144,4049.827,738.088,1236.235,621.966,437.29,261.124,423.877,224.605,552.121,776.373,2017.748,859.293,1969.319,5861.933,871.415,142.245,191.738,413.768,402.573,0,2200.124,4.893,164.135,125.739,0,140.324,147.773,3677.755,-4338.971,28561.766
"TTL_O",51.924,51.949,0.09,0,0,1.173,11.779,2.569,214.597,11.82,112.879,70.47,39.899,101.721,67.743,27.088,36.32,109.01,91.912,113.756,188.098,74.049,139.071,7.821,0.255,18.088,62.639,957.224,416.587,211.714,894.4,257.854,121.328,36.742,73.336,45.2,134.792,52.014,86.13,132.758,377.295,468.409,666.653,204.529,852.988,57.891,105.136,93.451,135.111,0,4958.949,1123.292,35349.912,1680.627,0.89,23.449,33.135,962.609,-296.165,51824.958
"TTL_P",1.361,0.158,0.003,0,0,0.046,0.416,0.186,6.968,0.497,1.415,2.49,1.722,5.192,7.437,1.393,1.301,4.287,3.614,4.37,20.257,5.874,9.3,0.579,0.015,1.255,3.352,14.268,16.87,9.874,42.812,5.211,10.42,2.008,2.747,1.915,4.52,3.214,5.983,18.944,23.83,19.923,64.044,15.227,24.159,4.377,3.596,4.053,6.274,0,445.504,13.092,3744.949,359.65,0,691.973,195.015,72.946,-1029.343,4881.544
"TTL_Q",11.105,0.933,0.013,0,0,0.101,1.117,0.296,18.643,1.241,9.784,3.78,3.396,9.832,21.125,3.322,3.263,3.367,2.81,56.716,32.73,22.277,67.255,2.472,0.099,5.016,18.283,24.307,4.823,73.348,82.615,16.11,9.729,3.727,5.454,6.594,11.205,5.238,6.706,15.02,52.396,15.002,58.371,20.842,99.168,7.541,231.356,13.517,23.198,0,32001.536,4575.883,3699.116,123.428,0.12,167.369,200.613,146.923,-274.811,41725.417
"TTL_R",0.977,0.255,0.004,0,0,0.025,0.426,0.047,9.246,0.636,0.907,4.609,1.379,2.663,4.844,0.955,1.011,0.569,0.483,3.496,5.477,2.807,6.355,0.376,0.017,0.815,3.599,12.773,1.99,8.827,104.672,8.467,12.977,3.001,6.512,5.696,37.976,147.643,20.635,18.438,44.768,8.08,100.278,67.261,63.223,14.084,8.227,612.578,72.042,0,5127.892,182.749,2307.49,123.118,0,376.793,404.877,355.169,-1684.911,8625.306
"TTL_S",16.727,3.623,0.103,0,0,0.45,5.379,0.997,65.161,6.519,8.12,18.876,15.364,31.154,19.353,8.547,12.93,6.739,4.816,34.715,58.601,28.521,64.055,2.556,0.106,5.713,33.842,145.622,24.148,91.523,682.907,119.662,81.114,16.213,50.425,29.512,131.21,40.952,58.219,107.693,434.038,62.309,348.546,189.48,102.751,23.951,68.015,129.178,437.86,0,5723.344,2961.719,1.262,18.694,0,188.789,232.156,0.348,-287.092,12667.513
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561.659,0,0,0,0,0,0,0,0,1561.659
"IMP_OTHER",4.783,0.842,0.028,0,0,0.138,1.875,0.291,5.756,12.918,4.672,9.93,30.532,26.117,38.827,9.801,5.386,3.513,3.058,14.035,53.848,28.702,41.754,8.449,0.072,6.482,29.384,61.157,4.655,52.196,132.436,58.931,49.691,22.004,8.404,6.93,13.949,9.049,13.996,16.987,53.666,21.166,50.833,30.301,28.147,4.659,18.14,12.653,13.481,0,620.548,0.721,3.272,296.175,0,706.16,0,0,0,2651.501
"TXS_INT_FNL",-136.516,3.056,0.173,0,0,0.619,10.802,2.533,-940.888,35.496,40.287,67.003,8.775,27.086,108.821,104.413,29.099,10.257,7.824,97.835,313.13,156.083,244.312,33.342,0.451,28.449,148.553,-967.649,31.037,396.586,1102.521,435.093,134.552,53.741,62.159,51.619,217.345,64.303,91.71,140.041,460.327,843.897,386.398,240.767,232.452,23.647,67.122,75.122,102.804,0,7381.569,150.264,509.438,4060.522,0,0,399.968,1452.8,0,18601.149
"TTL_INT_FNL",5935.894,588.727,8.036,0,0,62.347,900.124,149.334,23490.308,2047.369,4875.172,5011.937,3654.008,15248.208,32163.972,4056.532,3299.427,2375.414,1935.88,10871.589,25832.209,11775.347,19027.177,1149.198,29.937,2290.523,8223.083,29941.009,3037.666,29566.584,69628.075,11060.434,13057.597,3912.433,4269.074,3618.444,11266.636,4680.509,7680.969,10893.783,29234.699,26256.019,29000.752,17056.435,14983.651,2050.63,11711.272,5363.725,6564.995,0,240104.395,9270.019,51180.728,133504.874,137.036,9501.799,10646.126,230372.341,-191306.264,1023248.198
"VALU",3540.186,308.461,20.123,0,0,65.8,495.834,73.069,8260.155,1068.828,3110.476,3598.638,191.22,6409.341,18157.828,2722.264,2214.917,1108.331,1215.683,8491.744,17491.636,5094.284,10722.9,514.195,27.828,721.414,5271.096,7706.863,2268.743,22737.651,76247.898,9603.144,206.1,1546.097,3452.469,3475.454,9934.107,3198.273,6480.478,10530.563,61562.052,30177.454,30012.384,11505.337,36841.317,2830.914,30014.154,3261.582,6102.521,1561.659,0,0,0,0,0,0,0,0,0,472153.467
"LABR",1009.261,308.461,8.098,0,0,18.67,323.325,62.399,4282.773,841.385,2065.089,2521.932,52.516,2993.812,5165.309,1977.4,1205.068,680.162,706.302,5340.404,7733.618,3013.729,6805.88,219.932,16.045,378.965,3990.212,2671.659,1091.454,17792.081,38003.768,6917.745,116.041,777.684,2177.559,2785.352,7860.103,2642.433,2297.388,7371.036,35244.696,2551.729,21998.178,8777.453,26484.771,2830.914,23959.652,2176.493,4256.361,1561.659,0,0,0,0,0,0,0,0,0,274066.957
