country;category;year;value
Royaume-Uni;anninc;1975;16234.2377
Royaume-Uni;anninc;1976;17667.545
Royaume-Uni;anninc;1977;18224.6457
Royaume-Uni;anninc;1978;18831.6777
Royaume-Uni;anninc;1979;18818.3066
Royaume-Uni;anninc;1980;18176.126
Royaume-Uni;anninc;1981;19017.193
Royaume-Uni;anninc;1982;19335.7373
Royaume-Uni;anninc;1983;20152.3308
Royaume-Uni;anninc;1984;20986.6695
Royaume-Uni;anninc;1985;21199.7104
Royaume-Uni;anninc;1986;22052.5956
Royaume-Uni;anninc;1987;22439.2242
Royaume-Uni;anninc;1988;23013.4439
Royaume-Uni;anninc;1989;23828.0848
Royaume-Uni;anninc;1990;24012.2441
Royaume-Uni;anninc;1991;24180.0917
Royaume-Uni;anninc;1992;24463.4815
Royaume-Uni;anninc;1993;24983.7793
Royaume-Uni;anninc;1994;25947.3355
Royaume-Uni;anninc;1995;27120.4691
Royaume-Uni;anninc;1996;27333.8559
Royaume-Uni;anninc;1997;28521.3726
Royaume-Uni;anninc;1998;30043.3397
Royaume-Uni;anninc;1999;32094.0031
Royaume-Uni;anninc;2000;32369.8653
Royaume-Uni;anninc;2001;33428.2301
Royaume-Uni;anninc;2002;34036.7474
Royaume-Uni;anninc;2003;34945.155
Royaume-Uni;anninc;2004;35789.5444
Royaume-Uni;anninc;2005;36238.2248
Royaume-Uni;anninc;2006;36676.0891
Royaume-Uni;anninc;2007;37024.3103
Royaume-Uni;anninc;2008;38058.5753
Royaume-Uni;anninc;2009;38244.7248
Royaume-Uni;anninc;2010;35117.0487
Royaume-Uni;anninc;2011;35493.8294
Royaume-Uni;anninc;2012;34392.1422
Royaume-Uni;anninc;2013;34863.1986
Royaume-Uni;anninc;2014;35184.0135
Royaume-Uni;anninc;2015;35978.8553
Royaume-Uni;anninc;2016;36311.9776
Royaume-Uni;anninc;2017;37136.5599
Royaume-Uni;anninc;2018;37600.2995
Royaume-Uni;anninc;2019;37165.5966
Royaume-Uni;anninc;2020;32573.0305
Royaume-Uni;anninc;2021;35396.448
Royaume-Uni;anninc;2022;36955.2379
Royaume-Uni;agdpro;1950;12354.1596
Royaume-Uni;agdpro;1951;11934.6446
Royaume-Uni;agdpro;1952;12337.2609
Royaume-Uni;agdpro;1953;13365.2302
Royaume-Uni;agdpro;1954;13871.6817
Royaume-Uni;agdpro;1955;14068.4598
Royaume-Uni;agdpro;1956;14173.9239
Royaume-Uni;agdpro;1957;14558.9288
Royaume-Uni;agdpro;1958;14694.4237
Royaume-Uni;agdpro;1959;15282.0092
Royaume-Uni;agdpro;1960;15744.3817
Royaume-Uni;agdpro;1961;16396.7116
Royaume-Uni;agdpro;1962;16978.0874
Royaume-Uni;agdpro;1963;17460.6161
Royaume-Uni;agdpro;1964;17536.762
Royaume-Uni;agdpro;1965;17819.764
Royaume-Uni;agdpro;1966;18366.9353
Royaume-Uni;agdpro;1967;18838.9786
Royaume-Uni;agdpro;1968;18844.5776
Royaume-Uni;agdpro;1969;19262.1583
Royaume-Uni;agdpro;1970;19149.6701
Royaume-Uni;agdpro;1971;19342.0708
Royaume-Uni;agdpro;1972;19997.6583
Royaume-Uni;agdpro;1973;20536.1766
Royaume-Uni;agdpro;1974;20555.722
Royaume-Uni;agdpro;1975;18373.4504
Royaume-Uni;agdpro;1976;20203.4964
Royaume-Uni;agdpro;1977;20878.7312
Royaume-Uni;agdpro;1978;21895.5026
Royaume-Uni;agdpro;1979;21876.9752
Royaume-Uni;agdpro;1980;21270.9639
Royaume-Uni;agdpro;1981;22403.8883
Royaume-Uni;agdpro;1982;22797.3426
Royaume-Uni;agdpro;1983;23758.6334
Royaume-Uni;agdpro;1984;24496.1694
Royaume-Uni;agdpro;1985;24630.239
Royaume-Uni;agdpro;1986;25705.8505
Royaume-Uni;agdpro;1987;26068.8668
Royaume-Uni;agdpro;1988;26839.1821
Royaume-Uni;agdpro;1989;27542.1062
Royaume-Uni;agdpro;1990;27794.1613
Royaume-Uni;agdpro;1991;28151.1715
Royaume-Uni;agdpro;1992;28517.6489
Royaume-Uni;agdpro;1993;28724.6069
Royaume-Uni;agdpro;1994;29767.8462
Royaume-Uni;agdpro;1995;30705.5195
Royaume-Uni;agdpro;1996;31132.5676
Royaume-Uni;agdpro;1997;32329.5238
Royaume-Uni;agdpro;1998;33766.4209
Royaume-Uni;agdpro;1999;35208.0008
Royaume-Uni;agdpro;2000;36148.6263
Royaume-Uni;agdpro;2001;37306.6952
Royaume-Uni;agdpro;2002;37840.8361
Royaume-Uni;agdpro;2003;38765.3774
Royaume-Uni;agdpro;2004;39630.7732
Royaume-Uni;agdpro;2005;40276.7916
Royaume-Uni;agdpro;2006;40530.7808
Royaume-Uni;agdpro;2007;41354.8462
Royaume-Uni;agdpro;2008;42086.1724
Royaume-Uni;agdpro;2009;41762.4506
Royaume-Uni;agdpro;2010;38988.725
Royaume-Uni;agdpro;2011;39472.3735
Royaume-Uni;agdpro;2012;39640.546
Royaume-Uni;agdpro;2013;40253.7849
Royaume-Uni;agdpro;2014;40767.2606
Royaume-Uni;agdpro;2015;41426.8183
Royaume-Uni;agdpro;2016;42022.7514
Royaume-Uni;agdpro;2017;42752.2452
Royaume-Uni;agdpro;2018;43201.2819
Royaume-Uni;agdpro;2019;43620.2878
Royaume-Uni;agdpro;2020;38608.9118
Royaume-Uni;agdpro;2021;41348.5346
Royaume-Uni;agdpro;2022;42832.2594
Suisse;anninc;1950;21407.3457
Suisse;anninc;1951;22913.1275
Suisse;anninc;1952;22684.4944
Suisse;anninc;1953;23130.7502
Suisse;anninc;1954;24229.2108
Suisse;anninc;1955;25477.9709
Suisse;anninc;1956;26811.8965
Suisse;anninc;1957;27598.5484
Suisse;anninc;1958;26909.9958
Suisse;anninc;1959;28055.5494
Suisse;anninc;1960;29574.9284
Suisse;anninc;1961;31426.6115
Suisse;anninc;1962;32357.7262
Suisse;anninc;1963;33303.6983
Suisse;anninc;1964;34313.8098
Suisse;anninc;1965;34917.794
Suisse;anninc;1966;35308.5331
Suisse;anninc;1967;35798.3002
Suisse;anninc;1968;36571.9518
Suisse;anninc;1969;38036.6101
Suisse;anninc;1970;37751.996
Suisse;anninc;1971;39588.2247
Suisse;anninc;1972;40373.0194
Suisse;anninc;1973;40911.2061
Suisse;anninc;1974;41536.2163
Suisse;anninc;1975;40374.346
Suisse;anninc;1976;41030.7294
Suisse;anninc;1977;41861.2242
Suisse;anninc;1978;41775.7936
Suisse;anninc;1979;42049.0656
Suisse;anninc;1980;42033.8101
Suisse;anninc;1981;42522.5823
Suisse;anninc;1982;43081.8613
Suisse;anninc;1983;42211.5032
Suisse;anninc;1984;43729.821
Suisse;anninc;1985;44910.1969
Suisse;anninc;1986;45405.9998
Suisse;anninc;1987;45508.6758
Suisse;anninc;1988;46428.3157
Suisse;anninc;1989;46063.8425
Suisse;anninc;1990;46376.1154
Suisse;anninc;1991;45672.3074
Suisse;anninc;1992;44438.8027
Suisse;anninc;1993;44827.0877
Suisse;anninc;1994;44759.8309
Suisse;anninc;1995;45468.7462
Suisse;anninc;1996;45625.6787
Suisse;anninc;1997;47207.6052
Suisse;anninc;1998;48138.2555
Suisse;anninc;1999;48408.4764
Suisse;anninc;2000;50532.5029
Suisse;anninc;2001;49550.6472
Suisse;anninc;2002;47593.9667
Suisse;anninc;2003;48493.1111
Suisse;anninc;2004;48942.0201
Suisse;anninc;2005;50598.6321
Suisse;anninc;2006;52566.7211
Suisse;anninc;2007;51475.3576
Suisse;anninc;2008;49367.1172
Suisse;anninc;2009;50683.9301
Suisse;anninc;2010;53873.8501
Suisse;anninc;2011;52265.2596
Suisse;anninc;2012;52900.617
Suisse;anninc;2013;53016.625
Suisse;anninc;2014;52845.631
Suisse;anninc;2015;54042.1246
Suisse;anninc;2016;53926.9126
Suisse;anninc;2017;53065.4425
Suisse;anninc;2018;53889.7025
Suisse;anninc;2019;54720.529
Suisse;anninc;2020;53480.2588
Suisse;anninc;2021;55786.0244
Suisse;anninc;2022;57628.3553
Suisse;agdpro;1950;24866.8233
Suisse;agdpro;1951;26572.5181
Suisse;agdpro;1952;26456.2449
Suisse;agdpro;1953;27045.9685
Suisse;agdpro;1954;28228.5995
Suisse;agdpro;1955;29779.8824
Suisse;agdpro;1956;31413.6112
Suisse;agdpro;1957;32332.1898
Suisse;agdpro;1958;31326.7876
Suisse;agdpro;1959;32956.1388
Suisse;agdpro;1960;34915.8041
Suisse;agdpro;1961;37191.3905
Suisse;agdpro;1962;38224.2525
Suisse;agdpro;1963;39351.1678
Suisse;agdpro;1964;40716.9972
Suisse;agdpro;1965;41426.1115
Suisse;agdpro;1966;41864.2753
Suisse;agdpro;1967;42449.0907
Suisse;agdpro;1968;43226.4566
Suisse;agdpro;1969;44923.3962
Suisse;agdpro;1970;47287.5969
Suisse;agdpro;1971;50098.9821
Suisse;agdpro;1972;51541.6195
Suisse;agdpro;1973;51772.3088
Suisse;agdpro;1974;52154.9559
Suisse;agdpro;1975;50715.1043
Suisse;agdpro;1976;50637.7657
Suisse;agdpro;1977;51349.5331
Suisse;agdpro;1978;51268.1485
Suisse;agdpro;1979;51112.6753
Suisse;agdpro;1980;51090.389
Suisse;agdpro;1981;51300.0523
Suisse;agdpro;1982;52218.7636
Suisse;agdpro;1983;51612.3253
Suisse;agdpro;1984;52758.4095
Suisse;agdpro;1985;54882.038
Suisse;agdpro;1986;56091.9962
Suisse;agdpro;1987;56543.5583
Suisse;agdpro;1988;57488.5355
Suisse;agdpro;1989;58156.9907
Suisse;agdpro;1990;58817.3538
Suisse;agdpro;1991;58147.4394
Suisse;agdpro;1992;56786.5847
Suisse;agdpro;1993;57065.2956
Suisse;agdpro;1994;56967.5279
Suisse;agdpro;1995;56848.3362
Suisse;agdpro;1996;56729.4098
Suisse;agdpro;1997;57592.7371
Suisse;agdpro;1998;58560.7302
Suisse;agdpro;1999;58335.4797
Suisse;agdpro;2000;60472.9709
Suisse;agdpro;2001;61039.0153
Suisse;agdpro;2002;59777.7855
Suisse;agdpro;2003;59437.2567
Suisse;agdpro;2004;59904.2733
Suisse;agdpro;2005;60935.4108
Suisse;agdpro;2006;63751.5716
Suisse;agdpro;2007;65489.1702
Suisse;agdpro;2008;67579.1704
Suisse;agdpro;2009;64850.6954
Suisse;agdpro;2010;66046.99
Suisse;agdpro;2011;66783.2326
Suisse;agdpro;2012;66851.1526
Suisse;agdpro;2013;67137.9555
Suisse;agdpro;2014;68090.8258
Suisse;agdpro;2015;68342.7401
Suisse;agdpro;2016;68950.4387
Suisse;agdpro;2017;69204.5419
Suisse;agdpro;2018;70622.3062
Suisse;agdpro;2019;70879.3278
Suisse;agdpro;2020;68649.5079
Suisse;agdpro;2021;71082.9552
Suisse;agdpro;2022;73095.0198
Suède;anninc;1950;9940.2061
Suède;anninc;1951;10482.5711
Suède;anninc;1952;10508.2511
Suède;anninc;1953;10730.7064
Suède;anninc;1954;11351.7642
Suède;anninc;1955;11376.5886
Suède;anninc;1956;11831.5052
Suède;anninc;1957;12028.9106
Suède;anninc;1958;12307.8678
Suède;anninc;1959;12905.0256
Suède;anninc;1960;13423.7957
Suède;anninc;1961;14161.5839
Suède;anninc;1962;14568.2671
Suède;anninc;1963;15085.3562
Suède;anninc;1964;16028.7382
Suède;anninc;1965;16459.5555
Suède;anninc;1966;16775.6116
Suède;anninc;1967;17484.0372
Suède;anninc;1968;18062.6625
Suède;anninc;1969;18851.6002
Suède;anninc;1970;19348.5446
Suède;anninc;1971;19293.9705
Suède;anninc;1972;19797.0791
Suède;anninc;1973;20366.3285
Suède;anninc;1974;20458.5602
Suède;anninc;1975;21881.8572
Suède;anninc;1976;22483.8464
Suède;anninc;1977;21447.7567
Suède;anninc;1978;22104.4378
Suède;anninc;1979;22655.4103
Suède;anninc;1980;22509.1218
Suède;anninc;1981;22343.5179
Suède;anninc;1982;22058.9777
Suède;anninc;1983;22379.9967
Suède;anninc;1984;23239.6222
Suède;anninc;1985;23796.477
Suède;anninc;1986;25272.4242
Suède;anninc;1987;26115.7231
Suède;anninc;1988;26696.4177
Suède;anninc;1989;27330.8322
Suède;anninc;1990;26786.3183
Suède;anninc;1991;26345.4687
Suède;anninc;1992;25387.4623
Suède;anninc;1993;24047.8353
Suède;anninc;1994;25470.1528
Suède;anninc;1995;26560.1302
Suède;anninc;1996;27307.2729
Suède;anninc;1997;27900.4061
Suède;anninc;1998;29779.509
Suède;anninc;1999;30969.5958
Suède;anninc;2000;32462.5736
Suède;anninc;2001;32902.4287
Suède;anninc;2002;33444.0867
Suède;anninc;2003;34895.1243
Suède;anninc;2004;35897.2905
Suède;anninc;2005;37159.3102
Suède;anninc;2006;38950.4567
Suède;anninc;2007;40242.6896
Suède;anninc;2008;40245.5005
Suède;anninc;2009;37298.4888
Suède;anninc;2010;39099.774
Suède;anninc;2011;39894.5589
Suède;anninc;2012;40172.9362
Suède;anninc;2013;41397.6128
Suède;anninc;2014;43063.4998
Suède;anninc;2015;44375.2887
Suède;anninc;2016;44716.2318
Suède;anninc;2017;46167.3471
Suède;anninc;2018;46759.5508
Suède;anninc;2019;47211.6564
Suède;anninc;2020;46274.5012
Suède;anninc;2021;48716.7596
Suède;anninc;2022;49846.6179
Suède;agdpro;1950;11129.3189
Suède;agdpro;1951;11780.1041
Suède;agdpro;1952;11948.8251
Suède;agdpro;1953;12205.1532
Suède;agdpro;1954;12852.4992
Suède;agdpro;1955;12897.7218
Suède;agdpro;1956;13443.8482
Suède;agdpro;1957;13698.8295
Suède;agdpro;1958;14023.2521
Suède;agdpro;1959;14680.0258
Suède;agdpro;1960;15320.3572
Suède;agdpro;1961;16156.1374
Suède;agdpro;1962;16647.7817
Suède;agdpro;1963;17251.5647
Suède;agdpro;1964;18420.4416
Suède;agdpro;1965;18930.7169
Suède;agdpro;1966;19339.5881
Suède;agdpro;1967;20173.3401
Suède;agdpro;1968;20834.3306
Suède;agdpro;1969;21647.5196
Suède;agdpro;1970;22179.7448
Suède;agdpro;1971;22232.7998
Suède;agdpro;1972;22892.3634
Suède;agdpro;1973;23621.4885
Suède;agdpro;1974;23879.1474
Suède;agdpro;1975;25559.5262
Suède;agdpro;1976;26273.0186
Suède;agdpro;1977;25258.3763
Suède;agdpro;1978;26082.8849
Suède;agdpro;1979;26520.0714
Suède;agdpro;1980;26249.7539
Suède;agdpro;1981;26199.088
Suède;agdpro;1982;26071.6374
Suède;agdpro;1983;26614.3325
Suède;agdpro;1984;27475.8225
Suède;agdpro;1985;28194.5578
Suède;agdpro;1986;29697.8543
Suède;agdpro;1987;30437.5775
Suède;agdpro;1988;31213.5366
Suède;agdpro;1989;32144.2433
Suède;agdpro;1990;31748.1909
Suède;agdpro;1991;31351.425
Suède;agdpro;1992;30732.5866
Suède;agdpro;1993;29524.4836
Suède;agdpro;1994;30553.6844
Suède;agdpro;1995;32191.5743
Suède;agdpro;1996;33118.9942
Suède;agdpro;1997;33999.3075
Suède;agdpro;1998;36028.8647
Suède;agdpro;1999;37434.5249
Suède;agdpro;2000;39247.99
Suède;agdpro;2001;39653.863
Suède;agdpro;2002;40115.9656
Suède;agdpro;2003;41069.8568
Suède;agdpro;2004;42671.1662
Suède;agdpro;2005;43595.9325
Suède;agdpro;2006;45296.73
Suède;agdpro;2007;46125.0626
Suède;agdpro;2008;46454.7202
Suède;agdpro;2009;44156.1283
Suède;agdpro;2010;45711.5256
Suède;agdpro;2011;46576.551
Suède;agdpro;2012;46966.7512
Suède;agdpro;2013;48043.4032
Suède;agdpro;2014;49892.3426
Suède;agdpro;2015;52648.8282
Suède;agdpro;2016;53117.4484
Suède;agdpro;2017;54217.798
Suède;agdpro;2018;54998.0941
Suède;agdpro;2019;56029.5636
Suède;agdpro;2020;54343.7815
Suède;agdpro;2021;56626.2357
Suède;agdpro;2022;57659.0921
États-Unis;anninc;1950;17386.2504
États-Unis;anninc;1951;18564.1565
États-Unis;anninc;1952;19037.8044
États-Unis;anninc;1953;19627.4745
États-Unis;anninc;1954;19235.3861
États-Unis;anninc;1955;20599.5103
États-Unis;anninc;1956;20923.477
États-Unis;anninc;1957;20943.137
États-Unis;anninc;1958;20394.4292
États-Unis;anninc;1959;21643.8681
États-Unis;anninc;1960;21840.9781
États-Unis;anninc;1961;22201.0044
États-Unis;anninc;1962;23385.586
États-Unis;anninc;1963;24167.5687
États-Unis;anninc;1964;25236.16
États-Unis;anninc;1965;26567.2517
États-Unis;anninc;1966;27954.5204
États-Unis;anninc;1967;28304.4827
États-Unis;anninc;1968;29134.3006
États-Unis;anninc;1969;29475.0201
États-Unis;anninc;1970;28864.7407
États-Unis;anninc;1971;29006.5055
États-Unis;anninc;1972;30063.6998
États-Unis;anninc;1973;31334.9516
États-Unis;anninc;1974;30364.342
États-Unis;anninc;1975;29279.4084
États-Unis;anninc;1976;30333.4996
États-Unis;anninc;1977;31238.0255
États-Unis;anninc;1978;32309.7547
États-Unis;anninc;1979;32414.3053
États-Unis;anninc;1980;31445.0341
États-Unis;anninc;1981;31707.028
États-Unis;anninc;1982;30690.4601
États-Unis;anninc;1983;31286.9671
États-Unis;anninc;1984;33473.3552
États-Unis;anninc;1985;34145.0794
États-Unis;anninc;1986;34487.9636
États-Unis;anninc;1987;35624.4408
États-Unis;anninc;1988;37168.7794
États-Unis;anninc;1989;37751.5994
États-Unis;anninc;1990;37861.394
États-Unis;anninc;1991;37206.1747
États-Unis;anninc;1992;38046.9097
États-Unis;anninc;1993;38451.812
États-Unis;anninc;1994;39771.0696
États-Unis;anninc;1995;40660.9994
États-Unis;anninc;1996;42011.5899
États-Unis;anninc;1997;43634.0943
États-Unis;anninc;1998;45416.4892
États-Unis;anninc;1999;46861.3558
États-Unis;anninc;2000;48432.5086
États-Unis;anninc;2001;48267.4488
États-Unis;anninc;2002;48215.3987
États-Unis;anninc;2003;48803.5399
États-Unis;anninc;2004;50282.7067
États-Unis;anninc;2005;51423.7933
États-Unis;anninc;2006;52620.9022
États-Unis;anninc;2007;52263.7498
États-Unis;anninc;2008;50976.4677
États-Unis;anninc;2009;48480.6717
États-Unis;anninc;2010;50195.8499
États-Unis;anninc;2011;51234.6706
États-Unis;anninc;2012;52399.0789
États-Unis;anninc;2013;52745.0023
États-Unis;anninc;2014;53792.8925
États-Unis;anninc;2015;55065.4532
États-Unis;anninc;2016;54736.9011
États-Unis;anninc;2017;55506.4019
États-Unis;anninc;2018;56335.124
États-Unis;anninc;2019;56599.6079
États-Unis;anninc;2020;54356.6296
États-Unis;anninc;2021;57755.7518
États-Unis;anninc;2022;58513.437
États-Unis;agdpro;1950;
États-Unis;agdpro;1951;
États-Unis;agdpro;1952;
États-Unis;agdpro;1953;
États-Unis;agdpro;1954;
États-Unis;agdpro;1955;
États-Unis;agdpro;1956;
États-Unis;agdpro;1957;
États-Unis;agdpro;1958;
États-Unis;agdpro;1959;
États-Unis;agdpro;1960;25034.1271
États-Unis;agdpro;1961;25413.3152
États-Unis;agdpro;1962;26658.0295
États-Unis;agdpro;1963;27495.9834
États-Unis;agdpro;1964;28659.0726
États-Unis;agdpro;1965;30138.2202
États-Unis;agdpro;1966;31737.2801
États-Unis;agdpro;1967;32226.4164
États-Unis;agdpro;1968;33163.6034
États-Unis;agdpro;1969;33646.6656
États-Unis;agdpro;1970;33074.6758
États-Unis;agdpro;1971;33349.1708
États-Unis;agdpro;1972;34379.3804
États-Unis;agdpro;1973;35666.3405
États-Unis;agdpro;1974;34863.0568
États-Unis;agdpro;1975;34138.8731
États-Unis;agdpro;1976;35342.7066
États-Unis;agdpro;1977;36304.19
États-Unis;agdpro;1978;37589.7169
États-Unis;agdpro;1979;38039.8833
États-Unis;agdpro;1980;37165.2801
États-Unis;agdpro;1981;37465.6413
États-Unis;agdpro;1982;36215.1259
États-Unis;agdpro;1983;37293.7918
États-Unis;agdpro;1984;39406.6258
États-Unis;agdpro;1985;40412.3342
États-Unis;agdpro;1986;41229.677
États-Unis;agdpro;1987;42173.6206
États-Unis;agdpro;1988;43492.7939
États-Unis;agdpro;1989;44664.1412
États-Unis;agdpro;1990;44931.6749
États-Unis;agdpro;1991;44264.2738
États-Unis;agdpro;1992;45206.3748
États-Unis;agdpro;1993;45884.0131
États-Unis;agdpro;1994;47210.5572
États-Unis;agdpro;1995;47931.5333
États-Unis;agdpro;1996;49191.8765
États-Unis;agdpro;1997;50751.6254
États-Unis;agdpro;1998;52409.0378
États-Unis;agdpro;1999;54233.7953
États-Unis;agdpro;2000;55769.589
États-Unis;agdpro;2001;55694.857
États-Unis;agdpro;2002;55984.9127
États-Unis;agdpro;2003;56873.4386
États-Unis;agdpro;2004;58377.0191
États-Unis;agdpro;2005;59689.9136
États-Unis;agdpro;2006;60634.2667
États-Unis;agdpro;2007;61153.8417
États-Unis;agdpro;2008;60553.7336
États-Unis;agdpro;2009;58260.1778
États-Unis;agdpro;2010;59189.7893
États-Unis;agdpro;2011;59704.041
États-Unis;agdpro;2012;60296.7101
États-Unis;agdpro;2013;61125.2456
États-Unis;agdpro;2014;61891.8117
États-Unis;agdpro;2015;63583.6895
États-Unis;agdpro;2016;63845.2174
États-Unis;agdpro;2017;64868.2609
États-Unis;agdpro;2018;66159.1111
États-Unis;agdpro;2019;67082.5119
États-Unis;agdpro;2020;64700.0286
États-Unis;agdpro;2021;68262.1855
États-Unis;agdpro;2022;69175.2808
