STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,539.248,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,527.364,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,524.592,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,514.952,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,275.373,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,285.619,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,269.586,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2019,,247.533,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2018,,253.742,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2017,,243.346,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2016,,243.511,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2015,,254.803,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,265.845,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,254.712,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,245.836,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,A,"Agriculture, forestry and fishing",_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,257.573,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,60292.538,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,56685.417,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,54047.999,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2019,,56742.955,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2018,,54834.642,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2017,,53819.844,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2016,,53987.25,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2015,,54410.504,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,54478.945,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,54082.956,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,53411.258,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,52290.144,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,53557.388,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,50063.68,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,46399.913,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2019,,47744.35,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2018,,46583.602,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2017,,45701.06,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2016,,43701.916,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2015,,42228.707,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,41187.948,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,39798.096,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,38367.141,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D11,Wages and salaries,_Z,Not applicable,M_N,"Professional, scientific and technical activities; administrative and support service activities",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,37177.2,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,2284.22,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,2125.682,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,2080.222,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2019,,2060.597,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2018,,1959.148,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2017,,1884.366,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2016,,1837.065,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2015,,1765.309,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,1715.59,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,1673.203,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,1624.048,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,1574.197,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,J,Information and communication,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,3886.781,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,J,Information and communication,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,3624.56,,,,F,Free (free for publication),1,One,P,Provisional value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,J,Information and communication,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,3513.268,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
