"","X","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit.ID"
"524",524,4,"UR","Total",21298,26.752,1256,265,0.823,56012,48800,0.407,43154,38894,0.386,63879,54500,0.398,47950,44200,0.354,0,2300,9400,22300,27800,33200,41500,48800,55900,64200,69200,75500,94800,119600,128300,143500,168200,230100,330800,764000,NA,5012,2224,1600,1926,2342,2917,2834,2262,1565,1121,700,437,315,224,151,109,91,74,58,31,33,284,2019,NA
"525",525,5,"SZ","Total",97103,525.535,5412,392,0.909,94539,53200,0.603,71972,43600,0.58,102322,59200,0.582,76744,48700,0.551,0,0,6800,22600,28600,34700,44500,53200,63100,76200,85000,97000,146400,233600,274800,337000,455000,764800,1288300,4190000,NA,21081,11449,5934,7838,8802,10993,10390,8277,6553,4837,3588,2855,2107,1702,1344,1094,893,753,650,518,455,6071,2019,NA
"526",526,6,"OW","Total",22683,72.492,3196,292,0.915,72927,48900,0.545,55969,39571,0.522,79867,53600,0.531,60167,44600,0.495,0,900,7500,21100,26400,31900,41300,48900,56700,66100,72100,80000,106400,143400,161400,189600,243200,376700,550000,2e+06,NA,5105,2693,1594,2079,2314,2986,2738,2200,1530,1116,794,538,405,297,199,151,123,105,85,59,50,627,2019,NA
"527",527,7,"NW","Total",26252,104.578,3984,403,0.901,83091,53000,0.545,65112,43900,0.528,90032,58500,0.53,69421,48600,0.501,0,2600,10600,25000,31100,36300,45100,53000,62100,73400,80900,90400,124200,174400,2e+05,236000,315500,458200,716300,3450000,NA,5059,2501,1619,2191,2550,3219,3076,2480,1869,1430,1037,796,628,473,356,263,234,152,112,109,91,1066,2019,NA
"528",528,8,"GL","Total",24096,30.505,1266,213,0.835,54776,46300,0.425,42802,37067,0.402,62498,51900,0.418,47577,42857,0.374,0,1300,8000,20500,25650,30400,39000,46300,53700,62500,67800,74400,96700,122000,132400,149200,175700,249900,344400,979700,NA,5726,2789,1897,2420,2827,3285,3040,2271,1546,1052,789,539,376,259,169,126,107,89,63,46,50,356,2019,NA
"529",529,9,"ZG","Total",75450,492.353,6526,609,0.88,108703,61500,0.595,79382,49400,0.563,116691,68400,0.577,84176,54667,0.538,0,0,7400,25000,33000,39800,50600,61500,74450,92600,104500,119900,183950,290500,338400,411500,532850,873400,1403200,4448500,NA,14739,8613,4019,4690,5419,6946,7000,6253,4911,3966,3377,2880,2299,1878,1462,1217,1089,906,708,642,571,6604,2019,NA
"530",530,10,"FR","Total",188683,253.724,1345,217,0.83,56423,47700,0.448,42585,37900,0.418,64882,53600,0.442,47659,44095,0.39,0,0,4400,17300,23400,29200,39300,47700,56100,66000,72400,80300,105800,135400,146200,161100,186700,244000,332500,685200,2874600,53852,28063,13531,16188,18960,22877,21524,17006,12417,9358,6712,5056,3707,2649,2078,1553,1215,891,703,582,508,3105,2019,NA
"531",531,11,"SO","Total",166106,227.211,1368,300,0.805,58201,49700,0.421,45119,40762,0.393,65865,55100,0.414,49884,46095,0.367,0,0,7100,21800,27500,33100,42100,49700,57900,67700,73900,81600,106100,134200,144900,160700,185000,240600,325100,713700,2366100,38309,19934,10766,14367,17164,21296,20010,15933,11800,8866,6266,4666,3435,2447,1781,1342,977,805,646,528,396,2681,2019,NA
"532",532,12,"BS","Total",125242,370.803,2961,260,0.882,69058,46300,0.553,54884,39500,0.528,76031,51700,0.527,59432,44300,0.493,0,0,3000,15500,20300,25700,36400,46300,56700,69200,77200,88300,129000,181300,200700,229800,278700,385800,553700,1469000,8025200,34695,19318,11497,11716,11810,12862,11388,9675,7346,5351,4110,3227,2526,2082,1727,1332,1120,951,837,727,579,5061,2019,NA
"533",533,13,"BL","Total",174777,403.938,2311,400,0.836,68403,53900,0.477,51051,43600,0.442,76755,59900,0.459,56258,49067,0.409,0,0,4100,20100,27400,34200,44800,53900,63500,75700,83500,93200,125900,169400,187500,214300,256400,353000,486500,1170500,4404900,42445,24250,10497,11971,14511,18736,18852,15937,12541,9867,7625,5911,4467,3405,2586,2070,1603,1273,1027,871,685,6092,2019,NA
"534",534,14,"SH","Total",49581,69.175,1395,256,0.824,57040,47700,0.434,44439,39067,0.409,64414,53100,0.425,49029,44300,0.381,0,0,6800,20200,25600,30900,39900,47700,55600,65300,71600,79200,104300,134800,146400,161700,187900,250900,339100,656100,NA,11944,6040,3729,4641,5450,6339,5914,4440,3321,2419,1702,1268,909,662,521,379,316,238,171,153,103,866,2019,NA
"535",535,15,"AR","Total",34107,58.318,1710,223,0.86,59181,46800,0.465,45910,38000,0.443,66716,52500,0.453,50473,43100,0.414,0,0,6600,19800,24900,29900,39000,46800,54900,64900,70700,78500,104800,138600,152500,171600,209700,283700,382000,905100,NA,8689,4322,2537,3383,3783,4369,3949,3036,2187,1573,1139,823,594,431,304,263,197,165,137,92,69,754,2019,NA
"536",536,16,"AI","Total",9568,22.916,2395,273,0.881,66715,48500,0.493,51980,39800,0.476,74847,54500,0.48,56834,45200,0.446,0,1300,9000,21400,26400,32000,41100,48500,56800,67800,74600,83000,112500,155000,172500,203700,258000,4e+05,551800,NA,NA,2214,1039,738,925,986,1257,1095,812,639,464,380,222,195,133,101,72,66,54,30,31,29,300,2019,NA
"537",537,17,"SG","Total",304438,445.173,1462,216,0.849,56824,46600,0.445,43670,37533,0.418,64659,52400,0.436,48428,43100,0.389,0,0,7000,20200,25200,30300,39200,46600,54300,63500,69200,76500,100700,130200,141700,158700,187300,256500,367300,955100,4364500,76580,37169,23083,30081,34286,41204,36334,27944,19443,14053,9785,7058,5025,3650,2735,2031,1592,1303,956,818,670,5218,2019,NA
"538",538,18,"GR","Total",131084,200.764,1532,217,0.855,53617,43400,0.497,41491,35100,0.476,61028,48500,0.477,46051,40500,0.441,0,0,2100,10700,16900,23300,34400,43400,51800,61400,67400,74600,99100,128600,140800,158900,192000,278300,378700,834600,4899800,33157,25228,10520,11068,13556,15345,14232,10875,7967,5601,3834,2840,2099,1539,1047,838,618,486,411,299,264,2417,2019,NA
"539",539,19,"AG","Total",400293,636.122,1589,368,0.799,62447,52800,0.419,47778,42800,0.392,70675,58800,0.41,52859,48200,0.362,0,0,7900,23900,30300,35900,44900,52800,61400,72200,79000,87400,114500,145700,157200,174100,2e+05,257700,340800,680700,2289600,88728,44797,23836,30070,37891,49320,47455,39397,29936,22810,17242,12918,9432,7236,5346,4093,3236,2415,1909,1575,1240,8139,2019,NA
"540",540,20,"TG","Total",163556,248.791,1521,287,0.824,59715,49700,0.431,45288,39533,0.405,67919,55900,0.423,50261,45200,0.377,0,0,7800,22000,27500,32900,41900,49700,58000,67900,74400,82300,107900,139400,150700,167900,196600,263000,356700,771600,3158800,37591,18750,11007,14702,17141,20786,19293,15455,11471,8465,6262,4638,3279,2416,1810,1417,1067,847,644,548,418,3140,2019,NA
"541",541,21,"TI","Total",230039,421.843,1834,158,0.889,54458,39300,0.538,41726,31600,0.512,61200,44600,0.52,45931,36800,0.482,0,0,200,10800,16100,20600,30100,39300,48300,58800,65400,73600,102900,144700,162500,190200,240400,365600,5e+05,1077000,3627600,73158,44288,23016,24328,25070,25266,21200,16170,11763,8352,6134,4421,3270,2578,1918,1576,1245,957,847,720,583,6337,2019,NA
"542",542,22,"VD","Total",477860,1103.239,2309,221,0.864,63399,46000,0.532,47106,37385,0.498,71591,52100,0.508,52213,43000,0.46,0,0,0,12400,18900,24800,36100,46000,56300,69200,77500,88300,126000,174600,194100,223700,274000,380000,521000,1028900,3658900,145367,88011,35621,40336,45185,48903,43622,35128,27514,21164,16676,12835,10074,8058,6409,5178,4292,3557,2907,2402,2007,17981,2019,NA
"543",543,23,"VS","Total",246203,248.818,1011,151,0.85,44688,37600,0.516,34454,29700,0.497,51414,42400,0.508,38567,35462,0.47,0,0,0,4200,8100,15000,27000,37600,46600,56000,61600,68200,89200,114700,124300,138800,165400,220000,3e+05,595200,2488500,79968,65246,18050,21760,24315,27596,24286,18547,13190,9104,6139,4139,2983,2111,1482,1118,835,657,543,402,382,3318,2019,NA
"544",544,24,"NE","Total",110248,149.753,1358,166,0.866,52355,42100,0.496,40073,34400,0.462,59606,47100,0.487,44523,39900,0.437,0,0,0,11600,18300,23200,33300,42100,50300,60300,66700,74700,1e+05,129600,140900,156500,183100,246600,328800,695300,2390300,35525,20842,8569,11012,11856,13411,11097,8261,6216,4483,3455,2553,1732,1288,980,766,604,438,375,281,245,1784,2019,NA
"545",545,25,"GE","Total",294791,986.355,3346,189,0.897,70491,44000,0.609,52128,35000,0.578,77792,49900,0.588,56584,40467,0.55,0,0,0,6100,13500,20000,31700,44000,56100,70700,79700,91400,134100,193200,217400,255600,322300,476700,696800,1818300,10892300,99054,66599,21730,25219,24103,24335,23512,19560,16385,12778,9973,8036,6365,4924,4049,3327,2887,2263,1890,1634,1408,13814,2019,NA
"546",546,26,"JU","Total",46790,41.968,897,150,0.838,47573,40800,0.452,36618,32800,0.42,54960,45900,0.452,41106,38600,0.397,0,0,2100,13400,19100,23900,32800,40800,48700,57600,63000,69900,90750,113100,121300,132700,152400,195000,253600,502900,NA,14850,8155,3926,5161,5600,6006,5000,3589,2665,1872,1338,907,637,427,301,224,178,128,95,79,75,427,2019,NA
"547",547,1,"ZH","Total",926814,2578704275.5,2782.33202724603,424,0.84118092925793,72591.8160493907,54000,0.493935088190323,56057.6077475307,44900,0.463313056103793,80287.8647711407,59900,0.478100907582504,60890.4532124645,50000,0.434925130338067,0,0,5400,21100,27700,34000,44500,54000,64400,77600,86300,97400,136300,189200,210100,240400,290100,404000,569200,1347600,4434000,209206,117427,58107,71475,80959,95335,94490,81212,63205,49304,39087,30799,23863,18882,14909,11922,9687,8079,6643,5506,4746,41177,2020,TRUE
"548",548,2,"BE","Total",654295,788675199.85,1205.38167011822,218,0.814267427129454,53885.6217761102,46200,0.441289765599235,42496.9320301852,38400,0.418482226266668,61163.8146172598,51408,0.430991127645865,47078.8628220835,43510,0.38870213706895,0,0,2600,17100,23300,28900,38400,46200,54400,64000,70000,77600,101800,129300,139400,153700,176100,226900,299300,596400,2027500,178520,99932,44959,57351,71281,84000,74768,57662,42153,30738,22464,16209,11799,8750,6373,4821,3611,2943,2147,1695,1426,9213,2020,TRUE
"549",549,3,"LU","Total",245876,409163858,1664.10653337455,279,0.842291982957814,60423.6582667686,49100,0.4447879854358,46658.1969350405,40000,0.418210367728118,68452.0252078283,54700,0.434256951859265,51598.6471701608,45500,0.387607358725529,0,0,7600,22000,27600,33000,41600,49100,56800,66400,72700,80700,107400,140300,153000,171100,202300,278000,395800,9e+05,4e+06,57936,28252,16683,21784,26434,32770,30426,22953,16380,11892,8671,6422,4755,3391,2672,2035,1578,1272,959,832,636,5079,2020,TRUE
"550",550,4,"UR","Total",21415,24109336,1125.81536306327,273,0.7985313200404,55109.7735232314,48700,0.393573060315958,42533.9884095261,39000,0.37221623431357,62886.8690170441,54500,0.386701649522507,47289.7087258418,44300,0.341264176203834,0,2100,9600,22800,28400,33500,41500,48700,56000,64400,69600,76000,95700,119300,129300,141800,165500,217800,3e+05,599100,NA,4908,2214,1559,1885,2493,2913,2841,2219,1574,1119,732,482,333,207,169,125,83,68,58,35,30,276,2020,TRUE
"551",551,5,"SZ","Total",98601,485014473,4918.96099431041,403,0.899355219829713,90547.2096124786,53500,0.582173423531446,73206.495480269,46400,0.559979368078577,96225.5997302259,58200,0.565698947428915,77329.3073139734,50650,0.539147254512375,0,0,7100,22900,29100,35000,44900,53500,63600,76600,85500,97400,146700,231800,273600,334600,441800,723300,1163400,3453400,17724100,20992,11508,5945,7818,8903,11149,10570,8621,6553,4867,3819,2849,2203,1756,1347,1186,909,746,708,562,477,6105,2020,TRUE
"552",552,6,"OW","Total",22860,62505968.6,2734.29433945757,298.35,0.899636205429942,69207.6365266842,49300,0.515553072929118,54473.3697370954,39900,0.50243470970171,75905.0407261592,54200,0.502257347276153,58520.2551505282,44663.5714285714,0.474582607805207,0,1700,8000,21500,27100,32400,41400,49300,57000,66300,72300,80000,106400,143200,158700,185000,227300,341000,5e+05,1350400,NA,4962,2679,1594,2012,2378,2941,2893,2208,1529,1116,794,613,398,290,211,167,134,113,70,70,54,596,2020,TRUE
"553",553,7,"NW","Total",26556,94057575.5,3541.85779108299,405.3,0.889947256288115,79208.8266305166,53000,0.524705028358095,62621.4456635035,44000,0.507653941487585,85634.451950595,58300,0.510339738805427,66612.7618446956,48400,0.482165848166004,0,2100,10500,25200,30900,36200,45100,53000,61800,73200,80800,90000,123900,172700,198800,235600,3e+05,445400,695800,2289600,NA,5144,2555,1651,2164,2657,3162,3199,2459,1909,1455,1057,833,592,467,327,295,241,159,130,98,91,1055,2020,TRUE
"554",554,8,"GL","Total",24183,27315601.7,1129.53734855063,214,0.816208404467808,53653.2522846628,46300,0.41351534322599,42269.4368663937,37333.33,0.390542090947322,60487.2734979118,51450,0.407634321227136,46548.8839534205,42700,0.364641722183365,0,900,8000,20900,25800,30300,39000,46300,53600,62400,67900,74400,96000,121700,133100,148000,172400,224600,3e+05,621300,NA,5826,2797,1809,2538,2838,3346,2953,2280,1603,1126,733,550,347,226,202,137,114,85,64,61,55,319,2020,TRUE
"555",555,9,"ZG","Total",76112,480392882,6311.65758356107,625,0.872209935372111,107464.977927265,62000,0.584663344996955,78986.8700394156,50200,0.552152858177756,115295.99274753,68900,0.567962297296221,83771.4989063953,55310.0961538462,0.528637156676147,0,0,7800,25700,33400,40000,51000,62000,75300,93700,105700,121400,187300,293400,340300,415300,540000,857100,1400600,4200000,10412800,14688,8489,4007,4732,5530,6860,7081,6110,5064,4086,3349,2921,2266,1954,1495,1280,1125,922,739,647,601,6854,2020,TRUE
"556",556,10,"FR","Total",191328,239292411.45,1250.69206519694,225.8,0.81317492634665,56050.1948538635,48124.5,0.435143595166428,42429.2844662046,38295.855,0.405905412691685,64499.5498097508,54100.5,0.430141529201757,47526.415464794,44443.3333333333,0.378546013813726,0,0,4789,18133,24156,30014,39876,48124,56544,66485,72840,80785,106241,135432,146109,160817,184457,236193,310033,602739,1509255,53007,27405,13625,16344,19410,23342,21888,17591,12615,9478,7075,5231,3762,2791,2090,1630,1226,970,756,577,488,3034,2020,TRUE
"557",557,11,"SO","Total",167167,225800169,1350.746074285,306,0.800091706837229,58192.9304228705,49800,0.417977789793019,45412.9597501301,41066.67,0.390983293447989,65656.8700760318,55300,0.411499193066221,50105.8996358606,46222.2222222222,0.366240652161211,0,0,7300,22000,27600,33200,42100,49800,58000,67900,74100,81900,106700,135200,145900,160800,185300,241500,321000,651600,2228700,38092,19523,10980,14688,17345,21316,19995,16064,11857,8897,6552,4623,3438,2537,1784,1399,1088,828,635,519,411,2688,2020,TRUE
"558",558,12,"BS","Total",125356,372473304,2971.32410096046,276,0.877653631110892,69545.9148345512,47000,0.549842745586196,55230.8541666933,40066.67,0.524396372731793,76522.8461342098,52500,0.524921335632293,59781.9184285475,44866.6666666667,0.490224554058014,0,0,2900,15600,20500,25900,37000,47000,57500,70000,78500,89700,131000,184500,205400,235100,283300,394400,545900,1345900,7858700,34386,19277,11355,11322,11704,12645,11633,9746,7271,5448,4246,3192,2712,2088,1720,1388,1133,1052,816,710,589,5309,2020,TRUE
"559",559,13,"BL","Total",176161,400354374,2272.66179233769,411,0.830146684675156,68260.3340126362,54000,0.472212197454197,51062.228071991,43900,0.436574915415566,76612.6673894903,60100,0.455433553390566,56270.6777445528,49300,0.404628175881603,0,0,4200,20500,27800,34400,44900,54000,63700,76100,83900,93600,127200,171300,189200,214700,259500,356700,481800,1050300,3748400,41938,24045,10470,12204,14815,18660,19017,16069,12647,9915,7745,5960,4468,3433,2697,1994,1660,1366,1113,902,766,6215,2020,TRUE
"560",560,14,"SH","Total",50232,69110806,1375.83225832139,270,0.814234847680294,57247.1153846154,48100,0.428832135210922,44435.2517675984,39523.81,0.400102798093507,64572.5573339704,53400,0.420654581185205,48994.0903416179,44727.7777777778,0.37392087146948,0,0,7200,20700,26000,31300,40300,48100,56200,66200,72600,80300,105600,135900,148500,165100,191800,257000,344400,621000,1853300,11816,5984,3707,4741,5432,6497,5834,4469,3402,2493,1849,1336,941,717,499,368,311,259,215,157,107,914,2020,TRUE
"561",561,15,"AR","Total",33857,51806727.3,1530.16295891544,236.35,0.840020997917804,57908.0394010101,47200,0.448012039924208,45035.4191543846,38400,0.422867166285645,65101.9097380158,52500,0.438785002729738,49412.4034142862,43500,0.396211006622414,0,0,6400,20200,25600,30700,39500,47200,55200,64900,71000,79000,105900,139200,152100,172100,205600,280000,372400,810400,NA,8383,4247,2449,3230,3830,4353,3922,3069,2205,1548,1087,821,614,453,364,248,222,152,123,106,97,717,2020,TRUE
"562",562,16,"AI","Total",9742,20369798,2090.92568261137,284,0.861448350689952,64354.6397043728,49200,0.468780032252323,49730.7568610142,40500,0.443022744941765,72356.7747895709,54800,0.458450431745828,54522.2978589675,45500,0.414832407500523,0,1000,9100,22200,27100,32400,41400,49200,57800,67800,74500,83500,111300,154000,170000,197400,241900,366800,508700,1413700,NA,2163,1030,704,950,1051,1238,1088,917,619,508,381,247,194,121,99,79,71,55,39,40,25,286,2020,TRUE
"563",563,17,"SG","Total",306814,394756603.25,1286.63165060916,223,0.826277771329045,55646.7459112035,47000,0.427361072863404,42962.9763981435,37900,0.401753064875028,63442.3733173845,52700,0.421159617843469,47687.7791741172,43433.3333333333,0.374152729456247,0,0,7300,20600,25700,30800,39600,47000,54700,63900,69700,76800,100900,130000,140800,156500,183500,245700,332700,723100,2124700,77067,36722,22723,30064,34639,41367,37055,28169,20128,14265,10229,7079,5244,3789,2882,2141,1618,1243,992,859,661,4945,2020,TRUE
"564",564,18,"GR","Total",131531,203685054.2,1548.57071108712,231,0.850638580513845,54243.7756346413,44100,0.492134434058435,42310.9951139275,35700,0.47231921269777,61473.6331739286,48835,0.472642165407396,46772.3796313525,41000,0.438910689479897,0,0,2500,11600,17900,24200,35100,44100,52400,62000,68000,75400,99700,130400,142700,162000,196700,284200,395100,860600,4578700,32086,24413,10441,11114,13561,15600,14355,11032,8079,5893,3962,2831,2050,1561,1103,836,643,513,383,333,293,2535,2020,TRUE
"565",565,19,"AG","Total",405441,618720532,1526.04332566267,376,0.787963162404688,62075.5927496232,53100,0.411925777121586,47704.0873149237,43187.5,0.384947690327107,70148.6790926423,59000,0.402886345560408,52709.7046593205,48428.5714285714,0.355646125617319,0,0,8200,24300,30700,36300,45100,53100,61600,72300,79200,87400,114300,145300,156400,173000,199200,256000,330500,623300,2050000,87946,44335,23784,30527,38531,49693,48608,40084,30624,23252,17552,13307,9616,7304,5453,4274,3207,2453,2034,1537,1235,8031,2020,TRUE
"566",566,20,"TG","Total",165556,242908091,1467.22614100365,291,0.816590790573992,59286.0603058784,49900,0.427461625220114,45061.461312426,39666.67,0.401784545989147,67363.6518761023,55900,0.419464244288306,49961.2617691988,45266.6666666667,0.374088934949798,0,0,7600,22000,27500,33000,42000,49900,58000,68100,74500,82400,108200,138700,150000,166500,194000,257600,344100,706400,2403900,38096,19111,10940,14915,17168,20820,19950,15608,11591,8506,6407,4726,3388,2488,1897,1406,1095,853,637,545,456,3049,2020,TRUE
"567",567,21,"TI","Total",232463,413522083,1778.872693719,158,0.886401340312563,53936.5021530308,39200,0.535683307358069,41686.8998832502,31900,0.509652619200077,60654.564451117,44550,0.517704647690588,45927.0295434214,37066.6666666667,0.479390947249909,0,0,0,10600,16000,20500,30100,39200,48300,58800,65300,73400,102300,143200,160800,186900,236400,354300,498700,1028800,3585700,73970,45134,23034,24332,25672,25345,21401,16436,11870,8575,6183,4552,3342,2460,1973,1590,1191,991,881,720,559,6222,2020,TRUE
"568",568,22,"VD","Total",486034,1113438967.55,2290.86641582688,231,0.860374246125342,63711.6421896411,46400,0.523979410259303,47793.059277602,38100,0.489080120646323,71151.3420131102,52100,0.509281436960892,52335.3776174076,43386,0.462444728465974,0,0,500,13800,20200,25900,36800,46400,56600,69500,77800,88500,125900,174700,193900,222800,271500,375700,515000,1050000,3600000,141413,85113,35474,42437,47214,50343,45035,35981,28261,21764,16943,13291,10409,8276,6452,5244,4452,3518,3025,2454,2115,18233,2020,TRUE
"569",569,23,"VS","Total",240441,259151595,1077.81782225161,174.75,0.842852221804275,47289.1253987465,40100,0.490145702821685,36685.0865640635,32041.67,0.469070173265447,54125.706177399,44950,0.483809703166444,40894.2693098445,37802,0.443109698752833,0,0,600,7200,13700,20100,30800,40100,48600,57700,63200,69800,90900,116900,126700,141300,168000,226100,308300,629000,2190000,69225,53906,17962,22423,25435,28468,25274,19194,13648,9345,6195,4375,3026,2204,1601,1159,868,670,500,446,367,3375,2020,TRUE
