"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",31.238,9.601,0.162,0,0.015,0.261,9.738,0.063,158.145,5.895,2491.26,103.533,0.499,138.997,59.595,53.895,76.45,9.229,8.145,108.216,66.267,79.326,82.911,7.832,1.916,26.797,1191.222,328.842,12.194,3304.864,589.817,36.005,21.198,2.352,45.454,3.285,29.15,10.105,4.561,12.367,13.885,780.524,114.322,58.613,41.599,10.553,21.44,34.989,61.256,0,420.332,0.007,0.143,39.448,3.107,20.196,21.899,878.364,-1840.971,9801.108
"TTL_C17_18",11.168,1.156,0.089,0,0.006,0.05,3.121,0.023,345.346,7.794,26.605,851.255,0.652,158.262,198.348,43.207,31.511,2.892,2.975,29.506,82.081,57.601,43.523,1.614,0.09,8.583,47.667,62.484,14.697,56.243,1030.802,35.148,35.772,9.675,44.325,35.414,48.359,337.408,35.347,122.044,365.203,45.423,726.207,277.859,307.874,69.992,61.773,138.876,184.035,0,456.496,0.072,0.573,37.117,11.261,66.214,56.666,2087.437,-2597.78,6118.139
"TTL_C19",49.281,7.715,0.461,0,0.039,0.421,23.264,0.154,44.615,1.88,8.676,6.43,25.184,296.646,24.003,13.805,31.299,12.763,5.149,15.971,14.284,16.64,17.136,0.64,0.063,4.507,15.652,459.512,24.472,153.837,353.711,644.358,778.959,351.435,67.974,21.421,17.481,4.445,5.778,12.363,34.688,20.828,95.135,67.171,98.522,8.6,23.516,21.796,25.806,0,1725.712,0.017,0.413,11.471,1.196,120.197,0.047,138.197,-5350.013,575.724
"TTL_C20",188.018,2.767,0.116,0,0.035,0.436,20.929,0.111,141.682,32.028,60.296,101.396,19.492,3371.246,1278.9,608.525,74.068,16.39,18.359,87.37,149.003,148.279,89.967,6.055,0.504,17.309,90.472,112.96,29.801,228.851,245.869,34.528,37.134,12.08,18.698,2.609,31.63,13.867,3.101,13.964,19.232,140.632,202.256,70.119,63.282,12.301,215.426,32.103,66.292,0,1577.635,0.044,0.833,94.128,63.324,48.959,21.692,23617.799,-4513.003,29041.901
"TTL_C21",621.176,1.747,0.562,0,0.028,0.454,8.528,0.043,704.394,9.99,9.352,15.498,1.17,1362.435,41737.789,75.511,8.097,5.342,4.657,14.25,63.673,16.632,31.284,1.068,0.077,6.438,74.741,68.187,31.196,51.054,930.227,28.828,77.318,11.604,23.152,8.084,31.64,7.037,4.194,14.227,24.918,29.432,2118.795,51.395,1141.782,109.466,9918.197,225.678,336.186,0,8830.515,0.078,0.932,393.148,144.867,38.283,56.124,53948.487,-13488.508,109941.46
"TTL_C22",39.493,3.655,0.218,0,0.032,0.261,16.37,0.12,535.606,28.987,48.902,107.059,1.957,515.91,372.118,804.184,65.284,9.416,10.133,147.611,469.905,416.469,363.878,36.819,0.77,89.411,217.715,86.587,47.657,1078.749,1075.617,270.733,43.102,18.433,65.429,14.164,46.103,14.914,12.078,30.769,42.715,277.991,195.667,94.329,76.139,10.178,46.103,35.272,44.6,0,974.826,0.074,0.505,223.403,11.808,4.788,0.599,3918.655,-5084.638,7979.629
"TTL_C23",19.015,1.265,0.054,0,0.021,0.208,24.945,0.124,151.483,3.773,33.464,4.987,0.752,155.244,161.389,52.732,790.233,33.478,13.073,95.493,177.997,134.965,91.025,7.998,0.645,21.34,59.794,89.534,20.304,4774.488,274.476,23.594,25.654,4.297,18.436,1.203,36.419,2.782,5.03,7.966,11.148,691.683,134.946,31.192,49.92,7.75,26.193,18.478,26.942,0,388.723,0.021,0.361,70.634,2.75,3.652,1.207,1050.942,-2805.835,7030.387
"TTL_C24A",1.528,0.325,0.005,0,0.039,0.147,2.469,0.073,5.412,0.537,5.113,2.541,0.35,13.987,5.406,18.205,24.734,378.9,24.222,967.346,144.829,243.072,706.808,23.402,1.757,84.698,89.778,37.743,23.203,631.779,57.913,10.557,9.531,0.539,8.275,0.119,0.539,0.407,0.379,1.025,0.911,16.947,34.299,4.423,3.406,0.42,0.693,1.632,1.803,0,1.417,0,6.034,5.492,0.083,0.748,0,1469.021,-2026.47,3048.552
"TTL_C24B",0.899,0.22,0.003,0,0.005,0.055,0.763,0.016,17.144,0.705,5.062,7.182,0.297,74.278,22.874,23.287,15.706,88.745,472.293,602.01,307.175,871.474,353.64,16.528,0.748,72.518,128.897,28.706,22.997,179.538,87.8,6.308,6.602,1.156,4.258,0.086,1.295,0.802,0.801,1.6,2.118,12.642,25.406,2.819,4.212,0.485,2.219,2.104,2.072,0,76.186,0.001,0.013,42.488,0.743,2.401,0.034,2030.601,-3345.784,2285.233
"TTL_C25",74.498,13.179,0.461,0,0.248,1.218,50.049,0.679,523.628,18.429,158.926,51.516,6.029,475.238,194.111,209.418,154.07,156.384,90.224,3506.485,1245.773,1132.889,2934.95,92.499,10.01,495.521,763.658,484.906,96.893,5151.898,1134.188,147.61,144.244,25.293,149.395,10.493,65.043,13.621,36.897,54.928,49.845,545.646,600.904,216.751,358.649,24.404,51.119,90.996,90.744,0,997.941,0.025,0.426,235.45,10.508,5.659,0.173,5456.336,-6553.552,22057.523
"TTL_C26",17.469,2.497,0.135,0,0.033,0.16,6.869,0.093,90.053,6.517,15.158,37.882,2.085,105.612,227.305,35.589,20.028,10.725,6.925,122.785,17636.447,1259.926,685.487,30.646,3.05,139.962,334.73,442.324,35.539,573.141,1406.662,82.967,117.699,55.419,101.081,38.809,47.736,118.304,638.766,1216.18,347.614,76.449,1521.348,287.714,421.33,58.366,250.244,140.158,160.788,0,3340.141,0.265,275.053,17817.297,343.86,43.899,111.677,27329.319,-13445.345,64752.971
"TTL_C27",15.502,1.69,0.162,0,0.028,0.2,10.064,0.117,50.922,3.963,11.774,12.927,1.45,67.287,67.682,30.515,22.178,19.241,17.023,146.797,2253.216,3556.193,1000.61,40.887,2.101,141.956,304.593,1144.933,34.21,1892.472,862.767,108.544,91.6,22.25,59.167,8.22,48.179,21.452,128.543,133.224,51.911,188.723,415.656,137.855,133.061,14.885,49.709,69.828,65.05,0,1618.803,0.053,1.335,4534.058,85.138,20.417,35.639,7990.467,-8089.616,19657.61
"TTL_C28",52.001,8.407,0.235,0,0.155,0.982,43.245,0.506,114.635,7.749,27.205,33.292,3.905,135.378,124.664,45.941,49.647,26.467,13.709,191.11,359.035,309.42,2191.524,30.974,2.97,128.299,279.574,394.117,38.23,723.473,551.219,101.512,134.966,38.058,72.13,9.519,25.643,11.561,19.934,49.023,46.626,116.489,278.604,121.405,103.833,10.266,39.652,37.528,29.233,0,400.034,0.216,1.694,12026.797,214.281,6.304,1.672,18523.423,-8692.562,29615.909
"TTL_C29",12.062,5.413,0.067,0,0.03,0.193,9.594,0.097,28.497,3.472,7.775,4.735,0.567,27.076,18.544,19.409,15.76,4.835,3.466,51.697,86.04,84.573,276.83,373.039,0.631,75.741,100.931,58.363,31.42,149.249,1414.653,720.561,64.569,33.154,79.864,13.664,7.881,5.15,8.773,22.427,28.021,16.707,153.801,132.511,91.412,5.628,14.207,24.55,27.262,0,5870.143,0.115,1.121,4878.676,80.327,29.692,2.121,858.698,-13977.34,2058.457
"TTL_C301",0.051,0.008,0.013,0,0,0.001,0.043,0,0.146,0.01,0.03,0.03,0.004,0.146,0.138,0.049,0.044,0.028,0.014,0.248,0.405,0.16,0.484,0.052,0.904,4.996,2.081,0.48,0.051,0.514,1.034,1.199,32.064,3.504,0.652,0.018,0.051,0.027,0.047,0.086,0.113,0.083,0.527,0.426,4.205,0.029,0.077,0.183,0.092,0,51.819,0,0.003,423.12,7.669,0.09,0.015,41.19,-468.671,110.782
"TTL_C302T309",0.766,0.289,0.099,0,0.002,0.033,0.568,0.003,1.858,0.081,0.414,0.293,0.041,2.251,1.603,0.92,0.504,0.348,0.51,5.085,14.368,5.186,11.869,4.414,1.844,1012.998,127.014,5.394,1.126,11.118,60.821,148.11,207.31,300.163,20.365,1.412,0.877,0.315,0.484,2.736,2.216,0.86,14.569,13.288,143.224,0.565,1.59,4.199,3.854,0,662.661,0.005,0.057,3383.218,61.759,0.531,0,4414.043,-4375.574,6284.659
"TTL_C31T33",110.364,15.206,1.062,0,0.22,1.14,68.085,0.726,302.627,26.48,81.934,74.079,9.272,346.852,329.428,82.403,105.036,60.413,27.933,206.174,512.049,193.817,447.619,14.719,2.154,99.958,1190.234,1181.451,104.144,916.776,1415.225,464.155,919.783,436.228,270.236,43.456,174.92,59.988,107.749,176.312,459.116,336.36,1087.991,451.63,630.956,130.019,678.447,511.413,271.141,0,7075.414,0.059,0.946,637.499,23.006,164.69,24.052,6372.666,-11377.051,18058.761
"TTL_D",202.852,9.305,0.772,0,0.419,3.607,133.512,0.728,729.816,38.264,142.165,204.503,31.844,1440.628,392.888,242.025,344.907,221.295,123.53,287.201,387.744,220.848,309.65,15.606,1.035,70.971,150.172,17917.535,249.088,316.693,2184.787,504.985,193.224,40.296,358.185,67.183,571.897,90.639,213.07,196.235,529.966,863.467,1036.684,326.402,1081.313,223.445,430.808,600.58,392.046,0,15700.312,0.087,68.895,252.18,9.262,5.742,3.025,2227.309,-1188.306,51173.32
"TTL_E",11.818,0.807,0.065,0,0.021,0.152,5.665,0.073,73.975,2.946,11.322,39.034,1.557,78.3,40.366,24.842,22.68,119.671,67.866,62.51,30.354,22.603,34.462,1.336,0.113,7.666,15.948,201.126,527.908,97.045,342.292,45.276,39.428,8.292,37.557,7.883,62.053,6.761,10.626,26.085,58.048,234.831,177.086,69.911,322.19,22.069,53.309,55.131,52.314,0,1110.445,0.067,1508.492,64.517,0.106,2.089,1.079,16.258,-100.725,5735.699
"TTL_F",52.842,10.11,0.181,0,0.087,0.614,29.834,0.284,103.757,5.742,35.281,19.237,5.367,125.248,92.09,29.049,51.19,13.921,9.652,78.679,85.977,67.833,85.262,2.826,0.377,18.258,80.893,1185.411,105.875,7444.87,916.058,226.72,112.883,27.721,279.767,29.36,137.959,21.398,94.537,77.502,242.612,8812.864,701.718,177.984,1141.259,98.019,147.401,184.45,152.282,0,3118.044,0.133,0.679,59028.009,0.723,27.392,3.265,154.511,-491.415,85164.586
"TTL_G",1577.869,74.608,4.663,0,0.353,2.688,151.022,1.383,8687.813,704.066,1049.195,619.632,48.375,3892.156,22073.921,959.94,733.976,319.565,179.86,1919.359,9052.058,2667.379,3531.873,346.416,10.627,852.831,2162.833,2084.428,314.883,6786.18,22730.639,2474.079,2144.102,729.826,1017.998,195.765,2522.039,466.281,613.827,1122.036,993.202,1172.051,4497.07,1855.216,2351.502,340.764,5854.527,1084.524,976.341,0,36516.488,18.701,313.652,16886.844,62.66,789.646,724.728,54491.77,-29192.148,204564.082
"TTL_H49",152.818,39.439,0.578,0,0.338,1.84,150.468,0.726,1135.181,42.821,256.539,142.145,27.235,769.909,808.542,166.206,295.701,87.162,45.27,339.859,743.683,374.887,461.203,24.663,1.388,109.085,294.615,791.543,121.962,1246.302,6361.666,2619.052,498.5,82.394,1135.838,319.391,212.202,82.592,61.426,161.069,273.477,177.394,868.983,691.392,503.939,102.366,278.759,170.478,224.78,0,5743.482,0.631,16.89,1033.289,4.87,1166.539,1247.724,3508.552,-4468.391,31711.393
"TTL_H50",67.867,10.893,0.437,0,0.076,0.262,19.462,0.117,426.601,25.205,110.145,35.178,11.243,207.054,463.327,44.883,67.721,31.457,19.971,138.081,420.726,181.893,193.121,13.976,0.682,52.332,139.87,152.979,16.464,546.504,1274.074,222.804,7036.494,28.876,414.683,24.743,115.214,16.593,22.662,40.791,44.76,87.731,213.352,189.094,116.319,15.975,150.969,52.575,44.64,0,3611.543,0.194,6.216,1277.857,0.57,271.791,268.382,10385.126,-5949.15,23383.406
"TTL_H51",34.289,3.965,0.169,0,0.059,0.167,10.032,0.129,219.815,20.434,39.618,25.186,3.996,116.598,268.784,33.343,31.481,12.855,11.057,79.47,261.03,118.779,139.342,10.838,0.42,34.709,87.115,136.524,15.029,280.962,849.454,99.409,102.302,669.844,264.361,159.68,70.247,28.854,26.689,158.596,276.642,54.7,714.531,2264.666,360.669,36.305,96.718,104.351,152.945,0,3157.25,0.082,2.722,407.95,0.36,769.163,947.843,2038.133,-6983.099,8827.561
"TTL_H52",47.793,6.608,0.374,0,0.046,0.352,20.822,0.154,332.4,15.134,72.104,34.783,6.687,202.181,378.072,43.777,59.62,21.811,11.603,104.891,287.762,124.422,146.782,9.305,0.483,36.682,97.359,165.549,27.754,378.097,2574.967,788.239,2565.273,623.55,1008.4,61.789,77.557,21.623,26.778,49.859,58.465,59.227,275.92,166.487,118.557,12.252,106.152,44.546,43.119,0,1092.051,0.283,12.973,464.843,1.71,52.409,21.943,5784.722,-2397.744,16349.353
"TTL_H53",3.48,0.671,0.022,0,0.008,0.035,1.764,0.02,20.823,1.568,3.32,9.351,0.475,30.741,24.311,5.678,4.507,1.428,1.053,9.922,29.332,12.048,17.97,0.542,0.055,3.226,11.92,99.081,9.86,34.89,676.913,45.026,41.983,15.587,70.919,460.786,23.08,36.861,58.873,117.746,405.742,20.16,342.152,125.3,213.425,14.18,33.305,47.757,82.859,0,225.341,0.017,0.074,149.813,26.445,23.418,22.095,2589.212,-68.584,6138.587
"TTL_I",9.416,1.885,0.077,0,0.033,0.174,5.626,0.08,70.113,4.19,9.56,11.606,1.509,76.833,131.697,15.955,12.649,4.875,3.307,35.509,80.239,35.606,57.194,2.121,0.169,13.182,34.089,144.977,17.539,144.486,885.802,150.824,145.772,157.062,110.03,18.265,135.794,37.455,33.522,156.74,386.677,47.98,799.537,1168.686,410.534,72.308,197.937,206.55,241.755,0,14612.527,28.232,79.45,55.547,0.04,5882.099,6708.33,128.008,-5959.693,27822.463
"TTL_J58T60",5.314,1.433,0.033,0,0.014,0.069,4.172,0.047,83.959,3.67,7.685,44.33,1.17,77.025,106.846,13.862,11.24,3.355,2.888,23.913,87.386,40.536,43.334,1.616,0.125,13.531,27.277,119.172,15.786,61.279,1145.961,49.798,53.745,32.348,47.569,24.804,62.738,766.232,156.648,408.439,564.305,44.764,1489.784,296.287,348.43,157.268,69.441,249.472,272.727,0,1908.169,28.747,237.123,840.762,0.18,79.927,16.164,5829.857,-8277.507,7705.246
"TTL_J61",19.02,4.645,0.201,0,0.07,0.198,13.72,0.145,95.596,7.099,19.71,31.045,2.55,123.195,111.673,31.172,26.263,7.745,4.778,74.514,201.923,65.796,118.536,3.836,0.309,23.103,60.395,477.744,43.428,256.337,2260.66,247.276,233.383,78.038,211.077,102.771,161.392,189.044,2795.928,713.542,1655.176,225.347,1721.593,723.29,937.081,81.553,173.371,238.522,327.65,0,7845.664,0.073,0.725,93.74,10.338,333.908,276.716,1164.509,-7745.594,16881.522
"TTL_J62_63",16.677,4.347,0.088,0,0.111,0.325,18.505,0.223,232.443,11.519,25.209,71.586,7.322,280.587,418.983,53.22,47.915,17.667,12.533,113.479,495.757,170.002,211.287,9.377,0.592,49.952,113.312,1297.968,83.471,371.115,4048.065,366.838,356.931,224.344,338,180.091,167.138,383.22,741.633,7565.277,4480.586,189.021,4717.761,1072.236,1613.56,147.473,229.581,359.179,466.005,0,250.4,0.193,5.35,21309.541,1,18.537,4.177,15445.548,-29001.048,39816.207
"TTL_K",221.671,24.667,1.051,0,0.355,1.206,59.734,0.761,517.965,30.298,92.152,113.065,19.815,570.768,450.277,126.456,115.907,52.857,38.847,245.147,513.678,274.114,382.171,16.641,1.349,92.418,191.424,2014.761,141.123,1120.042,5268.642,861.209,1115.494,314.352,552.811,121.58,360.59,116.638,217.7,492.066,15495.881,17254.397,2835.248,1214.954,1402.731,100.433,260.139,410.202,480.873,0,19245.271,0.547,19.866,1873.02,0.03,288.833,288.286,47555.237,-11800.831,113776.922
"TTL_L",23.061,5.402,0.144,0,0.072,0.326,20.871,0.151,251.384,18.421,37.776,68.194,4.076,172.793,152.827,64.825,43.998,12.163,8.363,152.924,237.349,117.129,169.363,6.375,0.882,33.653,153.451,476.18,73.871,526.309,6827.109,332.782,304.205,114.822,536.129,135.587,912.394,157.821,279.668,668.937,2025.11,1831.746,3066.123,1041.506,1007.337,171.634,362.488,719.931,588.912,0,58562.298,198.112,239.933,5847.66,0,1140.451,1148.922,204.684,-1497.048,89761.588
"TTL_M",325.253,23.364,1.075,0,0.984,4.421,203.067,4.171,1757.089,69.409,170.459,309.913,45.928,1791.172,2712.621,383.127,332.436,121.192,75.693,679.557,2246.573,975.968,1299.161,54.692,4.665,352.883,655.696,4669.833,531.318,5622.387,18179.863,1209.476,2124.188,556.099,1384.218,264.435,959.129,823.387,1142.869,3704.157,8817.491,2306.125,30225.764,4150.784,3976.31,396.839,843.198,1791.955,1844.58,0,1553.603,48.851,145.441,27532.111,16.138,130.762,153.307,14926.634,-30978.386,123653.435
"TTL_N",57.07,11.554,0.381,0,0.347,1.355,65.182,1.163,560.874,22.346,57.59,105.784,11.404,507.99,669.535,132.248,109.515,34.324,24.786,269.107,606.858,282.957,421.238,18.41,1.551,83.86,244.783,1321.945,194.749,1205.474,5504.397,931.928,1771.527,752.02,920.327,224.607,522.456,253.163,423.115,1114.768,2403.425,1040.886,4183.209,7124.342,1565.472,228.719,505.865,820.032,585.705,0,8963.51,6.421,149.371,262.758,0.18,265.624,254.551,10751.576,-9208.491,49345.842
"TTL_O",56.108,78.005,0.372,0,0.105,0.591,26.392,0.299,279.848,12.253,219.572,99.446,6.916,296.864,282.867,78.496,61.177,136.147,80.896,159.09,179.823,97.185,157.62,7.349,0.698,39.816,97.412,1071.666,601.062,650.212,1779.857,509.662,388.951,111.753,264.446,62.421,171.365,66.347,144.082,263.896,742.602,689.405,1791.973,461.169,2456.221,98.296,327.789,327.804,308.19,0,4013.605,2598.767,55416.965,4440.646,0.41,42.681,35.798,1340.679,-429.057,83205.012
"TTL_P",1.245,0.141,0.005,0,0.003,0.015,0.56,0.008,8.166,0.397,0.997,1.957,0.149,7.953,13.041,1.856,1.396,3.68,2.125,3.603,8.675,3.987,4.673,0.272,0.018,1.346,3.285,19.003,15.609,9.688,47.048,5.752,13.896,4.207,5.545,1.548,3.983,3.147,4.978,32.943,32.184,9.285,118.331,17.211,40.188,11.588,7.617,8.673,10.905,0,953.246,9.676,5580.639,1422.253,0.01,1016.389,353.044,106.004,-2347.191,7586.952
"TTL_Q",7.895,0.975,0.041,0,0.009,0.044,1.796,0.027,35.804,1.809,6.419,4.758,0.508,23.979,81.467,6.513,6.221,2.266,1.566,28.444,36.401,18.824,32.939,1.145,0.125,6.308,18.329,46.093,6.531,81.499,147.039,33.539,28.27,8.544,19.804,5.755,21.2,7.024,8.899,34.385,82.065,22.9,169.277,46.762,279.028,22.965,872.992,50.226,57.44,0,57741.404,7153.083,13857.414,153.344,0.31,294.013,350.297,173.263,-567.79,81532.179
"TTL_R",2.153,0.467,0.017,0,0.004,0.016,1.326,0.007,21.609,1.052,2.182,4.379,0.342,13.328,23.029,3.731,2.995,0.853,0.661,7.206,12.458,7.094,11.949,0.467,0.055,2.431,7.924,37.262,6.114,24.78,192.324,14.468,40.043,6.323,15.834,5.111,52.79,183.37,20.562,47.78,90.18,19.81,274.199,187.072,172.53,35.553,30.775,1978.424,276.217,0,9845.631,272.371,3572.653,237.414,0.03,614.232,456.35,2973.869,-4667.621,17144.184
"TTL_S",17.535,3.103,0.134,0,0.018,0.172,8.976,0.059,72.516,3.839,9.658,12.072,1.892,66.404,62.755,13.259,16.611,5.522,3.237,29.936,55.379,28.552,40.268,1.817,0.16,8.096,28.528,166.194,29.892,97.269,620.17,105.258,82.902,21.756,81.676,18.31,141.467,37.189,33.508,129.761,431.859,51.325,768.56,196.254,205.385,35.679,137.912,231.243,860.087,0,9704.076,5411.232,1.629,24.882,0.04,347.823,359.691,0.288,-498.093,20325.719
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507.303,0,0,0,0,0,0,0,0,2507.303
"IMP_OTHER",1.996,0.362,0.065,0,0.012,0.069,3.503,0.033,-15.443,19.477,4.768,9.026,6.321,50.554,103.507,15.961,9.18,3.661,3.532,18.074,98.467,40.844,42.664,14.508,0.144,16.872,39.725,93.939,7.181,88.125,207.707,82.897,73.463,33.656,19.846,5.841,14.398,11.476,20.18,41.688,59.705,29.674,127.593,55.804,53.647,6.907,41.876,28.51,22.054,0,822.631,2.16,9.218,365.162,5.823,1220.223,0,0,0,4039.269
"TXS_INT_FNL",-364.237,-2.765,0.158,0,0.035,0.12,9.308,0.175,-2435.663,75.138,48.126,34.976,0.042,37.014,372.724,123.373,34.836,2.543,2.153,80.38,728.17,257.953,298.377,127.363,1.247,94.16,580.464,-1393.046,40.335,815.447,1494.058,456.961,190.021,66.321,127.887,30.796,-13.725,55.303,56.911,165.954,454.197,748.201,821.667,342.121,379.114,67.075,434.523,268.543,198.058,0,5221.207,13.495,-101.709,3524.024,51.843,0,384.218,4968.929,0,19974.896
"TTL_INT_FNL",7046.774,574.539,22.42,0,4.636,26.389,1388.011,14.269,37614.875,2202.301,5866.267,3590.265,441.801,20145.333,75790.615,4906.759,4547.5,2201.413,1584.045,11326.728,40578.624,14811.184,17646.849,1395.496,58.121,4483.604,10717.614,39505.43,3828.572,49494.067,100642.755,15360.965,22810.843,6084.248,10377.68,2766.985,14113.633,4535.561,8246.995,19431.602,42233.948,39407.831,70286.633,26337.651,25769.253,3163.48,23925.009,11996.988,10534.335,0,344035.83,15793.386,81952.721,192971.323,1295.273,16200.267,15101.291,355933.503,-297925.594,1545198.9
"VALU",4376.113,370.027,36.998,0,3.785,18.927,897.772,29.604,12836.879,1189.172,3934.837,2527.87,133.922,8896.559,34150.81,3072.867,2482.884,847.138,701.187,10730.786,24174.33,4846.419,11969.051,662.96,52.661,1801.053,7341.142,11667.867,1907.123,35670.484,103921.252,16350.415,572.556,2743.309,5971.667,3371.6,13708.818,3169.684,8634.52,20384.591,71542.934,50356.32,53366.751,23008.173,57435.713,4423.468,57607.13,5147.189,9791.374,2507.303,0,0,0,0,0,0,0,0,0,701345.996
