"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",28.758,13.102,0.111,0,0,0.582,6.266,0.83,85.562,5.623,1742.891,111.335,2.725,45.59,13.401,21.321,42.302,5.737,5.919,82.995,57.939,54.297,102.334,7.53,0.849,17.451,884.352,120.821,8.538,2319.051,413.856,30.698,14.276,1.868,26.638,8.307,31.61,16.387,8.048,13.844,13.536,616.132,85.766,50.571,40.739,10.431,9.689,27.618,50.403,0,402.916,0.089,0.284,20.402,1.994,11.604,13.103,574.219,-1386.931,6896.31
"TTL_C17_18",11.171,1.461,0.036,0,0,0.173,3.013,0.239,277.698,10.488,21.65,1182.341,7.17,74.459,50.222,24.524,25.694,3.42,3.184,30.571,88.199,44.504,67.289,2.252,0.064,5.197,38.562,55.744,12.398,58.011,1010.229,40.349,34.128,10.82,28.609,74.069,61.165,608.489,73.155,157.899,428.036,56.193,453.731,230.041,233.602,54.225,38.997,101.866,166.555,0,2151.988,1.159,1.904,22.282,11.549,36.789,36.771,2086.007,-2397.84,7912.5
"TTL_C19",69.121,14.484,0.369,0,0,1.399,19.151,2.413,57.572,4.254,13.084,17.956,425.153,252.889,11.995,13.495,35.188,23.781,8.941,27.754,29.107,23.553,43.275,1.725,0.089,5.22,28.099,837.304,32.692,216.834,534.9,942.955,1039.156,438.069,61.943,51.055,36.988,9.892,19.041,27.433,53.124,36.501,92.664,89.891,120.745,12.913,20.071,23.306,30.145,0,1373.82,0.016,2.006,29.844,0.631,70.708,12.229,470.626,-4386.26,3431.302
"TTL_C20",561.615,17.586,0.16,0,0,3.069,40.78,4.236,362.345,128.754,168.416,519.683,392.231,4782.078,618.13,1150.991,183.551,49.215,52.431,308.695,503.898,407.458,446.516,21.868,1.033,32.209,272.617,291.52,83.551,552.834,776.396,73.031,75.193,18.588,28.726,12.767,112.035,85.398,14.716,56.972,53.615,398.938,359.271,186.515,167.657,32.709,203.891,74.264,175.794,0,1046.755,0.03,5.372,56.858,14.303,34.623,25.518,6524.38,-2533.807,20037.975
"TTL_C21",675.092,4.147,0.533,0,0,5.083,58.978,2.225,847.857,70.293,17.041,59.942,38.389,2067.953,15516.562,113.415,12.113,48.1,61.843,42.259,107.499,27.02,147.487,4.543,0.556,38.625,73.344,112.434,96.781,89.488,992.032,43.796,100.11,17.237,17.132,28.621,124.394,34.013,14.599,52.626,59.613,40.52,1304.636,172.853,1155.928,106.163,4757.313,163.151,309.254,0,3428.767,0.071,10.912,86.521,34.934,22.927,29.757,17620.347,-6967.156,44100.672
"TTL_C22",32.906,3.891,0.133,0,0,0.501,9.968,1.652,369.264,31.555,37.771,105.268,16.731,191.282,69.436,372.327,32.921,7.686,6.681,120.549,392.741,280.464,410.049,40.767,0.46,42.363,162.432,65.796,30.498,620.352,940.004,269.253,35.283,15.419,26.002,24.79,43.643,20.198,20.847,26.17,33.908,123.293,115.741,73.225,57.452,6.367,20.885,19.804,37.586,0,807.846,0.011,0.639,97.511,9.348,3.024,0.442,3139.478,-3525.007,5899.602
"TTL_C23",16.393,0.906,0.02,0,0,0.38,14.768,1.65,104.89,3.397,23.626,6.715,7.519,64.949,34.182,22.182,476.449,21.763,10.292,70.787,145.58,77.622,97.252,9.509,0.262,8.013,44.838,75.181,13.459,3048.992,188.482,22.557,15.076,3.584,7.258,2.414,34.914,3.749,7.684,6.578,12.734,496.554,62.657,20.019,39.248,5.339,12.15,12.306,24.166,0,409.679,0.359,0.624,86.826,1.93,1.725,0.589,792.828,-1692.271,4981.332
"TTL_C24A",1.814,0.404,0.004,0,0,0.556,2.138,1.377,6.315,0.638,4.709,3.589,3.503,10.781,1.148,10.718,20.936,404.445,21.271,972.725,139.716,228.957,922.648,32.684,1.185,48.13,87.231,45.735,28.775,491.079,56.168,12.153,4.108,0.676,4.551,0.47,0.615,0.999,1.911,1.469,0.689,16.362,17.227,6,3.967,0.493,0.551,1.156,2.43,0,2.669,0.001,6.448,4.076,0.016,0.395,0.001,1025.054,-1694.8,2969.064
"TTL_C24B",1.396,0.445,0.004,0,0,0.226,0.854,0.225,20.689,0.795,5.786,10.858,3.245,48.735,5.887,14.764,12.177,90.032,512.909,707.694,375.83,755.439,627.533,24.289,0.576,41.849,139.951,33.75,34.218,147.051,84.921,6.975,3.581,1.226,2.677,0.233,1.835,1.813,3.136,2.267,2.417,10.203,19.254,4.77,4.677,0.441,0.91,1.09,2.944,0,52.272,0.003,0.507,27.747,0.07,0.422,0.022,937.498,-2105.159,2685.958
"TTL_C25",73.73,14.143,0.222,0,0,1.877,27.359,6.05,362.52,20.198,112.655,56.736,54.686,173.967,47.887,82.416,92.468,120.579,70.01,2567.042,836.268,720.408,2921.922,96.594,3.968,174.903,498.94,436.634,62.335,3150.105,919.588,116.016,106.695,15.812,56.509,14.609,64.881,18.699,48.098,53.036,50.168,383.932,271.267,130.963,197.095,16.51,25.697,42.795,56.903,0,703.755,0.012,1.371,312.639,4.952,4.121,0.507,3828.172,-3830.677,16400.746
"TTL_C26",8.21,1.632,0.049,0,0,0.291,3.638,0.888,38.455,4.543,7.906,30.061,12.369,41.729,38.397,13.974,10.668,7.909,5.198,63.19,8012.184,630.227,520.889,20.705,1.214,51.213,188.002,211.682,16.968,260.234,626.444,55.523,45.883,21.366,30.895,46.325,32.531,73.078,558.847,536.784,172.002,51.283,493.486,121.125,255.392,36.221,124.221,60.002,71.567,0,1336.512,0.118,131.545,12359.996,69.867,25.832,70.034,15885.835,-5625.267,37869.871
"TTL_C27",8.873,1.857,0.047,0,0,0.342,5.068,0.906,32.836,3.526,7.217,11.662,13.989,28.183,15.843,14.318,12.073,11.314,8.611,95.409,1334.707,2055.566,899.028,35.625,1.015,55.317,173.473,898.2,16.566,904.712,465.706,89.553,48.082,11.622,26.424,15.939,37.301,16.626,142.789,73.045,44.915,189.105,152.678,62.255,74.211,9.215,27.942,29.74,38.487,0,1062.309,0.028,2.441,5851.044,31.618,16.654,16.97,6545.699,-7974.601,13754.076
"TTL_C28",33.153,6.931,0.068,0,0,1.102,17.22,3.232,66.475,6.153,13.78,26.941,19.687,42.94,26.089,17.257,22.846,17.162,10.365,98.742,161.918,117.562,1396.868,20.324,1.005,37.093,143.142,212.956,17.165,302.821,283.365,45.948,52.606,15.735,17.92,7.727,20.16,9.09,17.866,22.727,25.825,48.331,79.579,54.042,124.551,4.775,13.27,13.768,15.597,0,1224.692,0.032,4.701,13622.969,71.857,2.974,0.903,17629.678,-10234.285,26037.401
"TTL_C29",4.775,1.99,0.014,0,0,0.122,1.857,0.281,10.213,1.992,2.115,2.737,1.964,6.263,2.645,4.928,3.708,1.975,1.41,17.423,35.673,33.724,105.317,150.782,0.142,14.705,45.006,27.016,7.578,40.265,448.577,188.218,17.603,5.343,15.246,8.439,4.332,2.535,7.813,9.943,11.76,10.854,41.666,38.505,27.806,1.859,3.393,6.366,9.39,0,4549.287,0.071,14.329,2738.331,12.662,19.711,1.813,788.523,-8108.031,1402.966
"TTL_C301",0.03,0.008,0.002,0,0,0.001,0.016,0.005,0.104,0.012,0.021,0.036,0.034,0.062,0.054,0.023,0.034,0.02,0.011,0.199,0.369,0.292,0.529,0.023,0.062,0.317,0.311,0.402,0.029,0.424,0.568,0.344,6.29,0.617,0.085,0.026,0.055,0.027,0.082,0.083,0.097,0.082,0.259,0.176,0.669,0.015,0.039,0.061,0.05,0,23.53,0,0.089,133.474,0.648,0.072,0.013,13.383,-132.83,51.434
"TTL_C302T309",0.486,0.282,0.046,0,0,0.048,0.297,0.067,1.148,0.106,0.334,0.34,0.309,0.941,1.091,0.282,0.348,0.347,0.472,2.504,12.776,3.847,11.543,4.054,0.492,369.204,30.052,3.846,0.677,5.863,36.117,94.861,103.497,167.48,7.064,2.133,0.835,0.659,1.269,3.126,2.345,1.085,11.336,9.939,109.844,0.377,1.083,1.917,2.212,0,478.145,0.004,6.456,1738.354,8.542,0.367,0,1094.975,-1907.836,2427.987
"TTL_C31T33",49.589,14.945,0.466,0,0,1.452,24.713,8.101,192.109,25.874,49.83,76.403,69.317,100.958,55.923,34.873,65.517,26.999,13.213,144.037,355.964,144.51,334.879,17.781,1.261,51.728,794.086,755.246,55.653,448.333,1099.985,308.535,411.64,261.963,102.254,52.612,188.955,53.546,144.88,134.054,274.388,218.84,423.603,296.183,320.657,71.686,135.632,228.74,159.259,0,4525.377,0.152,10.557,506.205,10.915,120.503,58.299,4397.44,-6621.796,11808.831
"TTL_D",177.429,11.884,0.403,0,0,8.367,82.246,6.574,600.022,53.456,114.93,273.765,231.427,632.977,89.192,129.54,280.445,225.119,132.849,295.298,336.633,219.581,453.219,22.355,0.847,57.225,172.305,14636.787,191.681,239.256,2234.897,444.765,157.028,38.03,205.93,105.222,681.288,97.321,272.459,210.514,583.589,945.382,566.473,323.392,828.535,209.729,208.133,373.68,361.263,0,4186.805,0.088,20.599,401.013,11.05,3.509,2.669,3307.834,-2149.409,34307.598
"TTL_E",14.733,1.473,0.031,0,0,0.375,3.73,0.6,72.744,6.241,12.843,41.413,15.56,48.356,12.605,15.182,17.409,95.968,63.466,75.934,33.817,18.587,51.037,2.377,0.098,4.342,20.842,193.259,485.146,84.285,375.764,61.988,36.12,6.25,23.009,12.482,92.703,13.327,23.15,32.906,54.468,437.18,104.486,50.603,268.378,20.686,29.628,36.239,44.667,0,988.291,0.085,410.062,99.726,0.153,1.778,1.899,13.327,-117.444,4514.368
"TTL_F",33.419,6.999,0.066,0,0,0.675,10.535,1.912,62.663,4.587,29.32,15.155,20.84,31.231,17.951,9.23,29.471,7.866,5.477,41.714,68.305,35.585,73.922,2.834,0.142,7.056,51.527,556.132,48.629,2506.24,497.487,99.727,50.975,15.872,86.22,29.532,79.087,14.622,65.064,40.171,170.511,4311.908,212.458,66.509,440.192,41.207,43.347,68.287,64.087,0,1464.476,0.233,3.313,37003.865,0.859,11.403,3.119,288.235,-303.889,48548.36
"TTL_G",1275.829,77.031,1.596,0,0,7.898,126.412,15.151,5229.653,547.494,785.761,871.301,455.841,3370.071,9479.057,757.074,527.955,294.021,187.121,1566.77,4880.299,1772.14,3246.139,223.4,5.065,340.834,1461.812,1448.461,248.233,4421.373,14481.253,1704.525,1221.619,434.819,378.929,253.207,1825.948,520.173,574.491,752.486,842.942,1067.511,2282.895,1189.935,1674.081,236.491,3121.745,550.217,685.719,0,26540.421,13.54,278.685,14164.607,13.79,433.426,564.426,28939.577,-18285.8,130085.448
"TTL_H49",86.804,26.802,0.14,0,0,2.116,49.026,4.146,471.533,31.732,142.11,106.134,94.475,250.143,244.4,60.535,132.459,59.156,33.46,210.001,381.303,211.35,368.439,18.523,0.512,34.639,167.813,332.832,43.888,706.196,2735.316,937.445,185.878,39.927,268.051,203.458,138.287,64.563,54.864,87.221,171.614,127.39,267.332,272.151,210.959,44.113,107.983,71.111,109.503,0,4265.802,0.383,12.67,943.081,1.35,618.51,743.822,4637.689,-3032.96,18558.177
"TTL_H50",37.883,7.53,0.143,0,0,0.51,12.538,1.691,173.004,16.622,61.689,38.094,61.864,110.424,149.341,25.333,39.758,23.466,16.585,86.919,188.513,98.008,158.335,8.962,0.248,16.456,75.07,101.772,9.165,282.891,855.682,131.881,3312.602,17.347,129.065,44.401,62.941,17.482,21.509,22.678,39.686,57.539,90.652,144.307,72.939,9.068,55.892,22.564,23.864,0,2699.045,0.12,3.274,834.716,0.12,185.32,226.351,4052.517,-3192.904,11743.474
"TTL_H51",21.957,2.885,0.041,0,0,0.255,3.877,0.667,99.658,13.971,24.389,23.112,23.949,56.113,92.898,16.107,16.912,11.258,10.309,51.182,126.786,67.239,103.006,6.778,0.152,11.546,46.58,87.142,7.041,152.084,457.961,46.67,53.619,205.152,73.143,115.09,45.63,18.706,25.948,53.71,122.867,38.685,156.54,536.573,126.546,12.112,39.486,31.069,46.482,0,2149.357,0.051,1.64,279.448,0.13,441.421,587.41,2180.007,-4102.501,4820.848
"TTL_H52",25.782,4.21,0.11,0,0,0.569,11.164,1.885,143.126,10.136,34.283,29.083,38.748,83.334,103.046,19.178,29.355,15.101,8.374,58.899,125.158,64.327,104.698,6.17,0.16,10.65,47.366,86.252,11.542,175.929,1522.329,518.992,1170.605,359.259,352.923,48.74,43.808,19.727,28.182,30.937,39.406,39.022,96.819,102.03,57.311,6.054,37.237,17.464,24.04,0,642.349,0.153,2.444,311.507,0.46,32.279,10.334,1195.113,-1339.317,6618.84
"TTL_H53",5.488,1.324,0.02,0,0,0.167,1.991,0.405,31.461,3.36,4.233,13.403,7.805,22.056,9.955,4.549,4.94,2.432,1.546,15.76,49.407,21.691,35.765,1.183,0.047,3.039,20.087,101.272,10.545,37.316,863.792,69.599,68.154,21.012,50.669,1066.638,49.815,62.168,256.185,214.426,508.066,35.896,257.198,153.202,254.818,16.946,27.424,45.813,102.661,0,311.7,0.021,0.19,343.317,9.638,14.216,14.465,1399.952,-51.619,6577.608
"TTL_I",3.934,0.896,0.012,0,0,0.152,1.582,0.403,27.885,2.574,4.418,7.931,5.006,18.266,24.491,4.923,4.673,2.088,1.592,14.345,35.638,13.735,31.852,1.257,0.046,3.047,13.475,45.529,5.973,43.672,357.858,47.606,39.404,46.241,28.173,11.903,51.906,18.372,21.336,63.635,171.977,26.949,155.057,294.637,110.643,18.358,40.14,42.45,67.311,0,13111.957,19.793,31.368,63.184,0,3042.323,4044.465,63.23,-3074.923,19234.75
"TTL_J58T60",5.504,1.542,0.014,0,0,0.157,2.839,0.523,74.258,4.814,6.944,91.094,9.725,45.494,27.676,8.81,8.717,3.391,2.299,23.56,80.295,29.512,55.748,2.342,0.065,5.905,25.504,85.568,13.041,55.948,1003.172,58.85,46.927,27.269,31.543,46.448,108.767,1102.737,218.325,325.274,502.98,58.342,1105.866,285.261,301.549,110.655,40.787,260.571,239.23,0,1581.831,22.178,264.118,451.214,0.1,51.053,27.082,3243.556,-4575.332,7611.644
"TTL_J61",12.82,3.379,0.072,0,0,0.368,5.915,1.135,65.942,7.083,11.993,29.331,16.934,32.857,17.581,11.861,14.893,5.12,3.426,43.332,134.985,47.018,99.833,3.447,0.121,8.871,40.085,206.446,26.071,137.192,1597.824,156.523,110.169,48.883,88.869,89.615,135.964,124.482,1751.235,407.752,988.004,147.248,675.613,396.852,437.181,51.264,61.25,140.797,196.983,0,6177.155,0.243,6.065,62.116,10.187,179.598,181.902,1585.66,-3635.978,13161.569
"TTL_J62_63",10.692,2.805,0.036,0,0,0.301,4.924,0.925,97.004,8.38,12.468,38.945,27.887,56.602,58.997,15.673,17.577,10.418,6.348,52.895,371.395,77.42,134.385,5.904,0.229,17.157,57.225,391.133,35.303,134.842,1623.69,139.541,119.007,59.775,83.334,136.943,84.726,139.166,438.439,2858.61,1975.04,166.116,909.061,381.559,681.83,56.024,60.527,96.532,165.447,0,675.853,0.112,10.115,8615.447,1.12,9.194,5.458,6122.983,-7183.891,20079.624
"TTL_K",134.479,20.814,0.339,0,0,1.934,26.064,5.371,335.011,29.294,47.116,104.018,117.855,174.208,72.884,47.974,63.108,34.411,26.203,161.376,298.454,151.534,334.456,14.724,0.587,36.224,149.865,1114.556,83.402,563.758,3541.344,548.222,486.411,148.54,188.982,120.171,300.936,108.409,261.277,395.277,8145.102,8686.565,972.665,738.331,771.765,66.732,107.517,185.403,278.392,0,16613.392,26.552,1786.617,868.218,0.03,161.12,176.354,32910.714,-6573.126,76171.931
"TTL_L",15.665,3.097,0.047,0,0,0.319,6.838,1.406,113.017,13.287,17.408,45.983,18.617,41.392,19.353,19.926,18.52,6.849,4.72,78.66,140.195,64.409,127.462,5.83,0.315,10.797,77.488,231.682,31.836,211.263,3861.254,180.986,113.501,44.454,157.903,88.132,559.727,96.55,219.282,435.121,1179.211,1344.138,895.687,486.775,479.147,84.107,112.732,230.274,254.917,0,36215.005,121.158,208.215,2950.332,0,512.806,650.026,346.921,-1243.614,51911.127
"TTL_M",153.156,20.045,0.289,0,0,5.035,63.072,29.276,910.452,60.677,80.085,258.096,228.911,573.647,723.829,136.155,142.709,63.265,42.693,388.085,1553.434,515.978,1000.068,44.081,1.832,130.203,352.901,1853.608,256.084,2425.932,9613.542,676.912,699.767,226.952,403.086,253.267,607.428,578.187,1030.695,1892.242,4754.198,1854.418,9192.731,1841.398,1956.726,196.138,388.899,651.937,941.422,0,1170.693,28.688,1082.997,9556.013,6.049,71.44,82.103,4524.154,-14051.624,52244.057
"TTL_N",39.02,13.338,0.147,0,0,1.765,28.754,15.5,343.285,21.432,35.146,108.389,66.862,159.958,103.172,48.003,57.36,23.016,16.644,159.873,420.095,148.185,310.086,14.062,0.577,38.111,223.86,691.567,79.715,578.501,3476.973,602.815,1028.479,522.049,375.836,227.392,367.58,198.431,472.814,712.523,1644.048,787.349,1697.813,5354.112,742.898,126.119,164.074,374.054,369.042,0,2064.157,4.532,153.482,109.247,0.04,126.341,127.436,3131.055,-3804.325,24902.786
"TTL_O",44.464,46.745,0.083,0,0,0.954,9.822,2.136,196.944,10.009,93.116,58.006,35.128,88.567,52.763,22.261,31.086,59.262,39.235,85.992,161.885,55.276,114.826,6.076,0.214,13.26,54.924,812.787,255.978,196.973,759.624,222.292,110.579,30.667,54.88,41.858,115.783,51.01,81.984,121.06,307.992,455.994,560.254,169.272,733.732,49.204,93.65,85.456,123.522,0,4615.977,1002.581,33429.993,1669.948,1.009,26.779,29.77,842.553,-269.68,48066.513
"TTL_P",1.303,0.162,0.003,0,0,0.039,0.352,0.156,7.363,0.456,1.677,2.497,1.636,4.855,5.633,1.209,1.258,3.752,2.484,4.251,16.357,4.067,7.548,0.438,0.012,0.9,2.997,13.597,17.913,10.485,39.015,4.97,9.881,1.668,2.538,1.734,5.053,2.796,5.316,16.15,18.291,25.008,49.513,13.707,23.753,3.811,3.435,3.943,5.655,0,424.191,13.177,3389.939,299.635,0.01,627.418,172.775,52.488,-891.93,4437.338
"TTL_Q",12.237,0.789,0.011,0,0,0.078,0.944,0.274,17.138,1.028,8.032,3.208,3.025,8.405,16.017,2.756,2.75,2.395,1.545,40.476,26.119,15.759,51.862,1.8,0.078,3.545,13.858,21.355,3.71,61.841,71.234,13.095,8.238,2.733,4.479,4.752,9.535,4.493,5.917,13.35,41.018,13.895,48.674,16.095,89.484,6.516,206.142,11.48,20.4,0,29965.945,4248.143,3404.222,102.466,0.16,147.711,172.918,106.448,-226.39,38834.188
"TTL_R",0.922,0.258,0.003,0,0,0.024,0.41,0.051,10.909,0.59,0.904,4.447,1.436,2.64,4.083,0.893,1.045,0.494,0.337,2.852,4.883,2.472,6.006,0.372,0.017,0.706,3.353,12.755,1.783,8.482,94.186,7.403,15.226,2.928,6.309,6.196,37.273,142.654,19.308,18.999,42.936,7.978,98.42,64.786,62.171,14.22,8.066,607.967,66.96,0,5099.86,173.059,2281.551,113.483,0.01,342.913,356.58,306.637,-1626.322,8444.882
"TTL_S",17.516,3.432,0.102,0,0,0.349,4.814,0.996,66.658,5.875,7.705,17.782,13.772,28.688,16.687,7.539,12.431,5.539,3.136,27.97,52.373,21.503,53.731,2.176,0.097,4.786,32.223,132.96,19.422,83.795,612.198,108.807,76.435,14.408,42.825,27.987,121.256,39.505,54.193,96.68,362.279,55.762,310.182,160.455,90.65,21.763,63.228,114.524,443.8,0,5349.616,2738.461,0.693,15.393,0.01,171.051,204.474,0.336,-256.819,11684.206
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.609,0,0,0,0,0,0,0,0,1436.609
"IMP_OTHER",4.107,0.793,0.028,0,0,0.121,1.674,0.271,3.462,11.466,3.789,8.363,28.767,23.116,35.986,7.623,4.804,2.932,2.488,11.041,47.565,22.373,34.38,6.666,0.062,5.006,25.204,55.7,3.891,48.32,117.691,54.728,46.484,19.181,7.218,6.041,12.313,8.249,12.409,15.518,42.556,19.548,43.515,25.929,26.161,4.212,16.608,12.14,12.143,0,570.348,0.689,2.693,253.669,1.193,654.64,0,0,0,2385.874
"TXS_INT_FNL",-120.942,4.009,0.159,0,0,0.427,8.742,2.22,-906.783,35.54,35.419,60.843,6.351,27.047,96.166,88.079,24.951,6.702,3.413,76.76,305.248,132.756,223.338,34.133,0.422,24.861,144.82,-972.318,24.405,422.592,970.324,396.461,112.815,45.638,54.198,45.448,185.544,58.614,85.611,130.339,376.779,736.035,333.434,202.079,205.277,21.32,61.01,71.783,91.003,0,6529.214,135.079,460.776,3772.83,7.741,0,340.387,1407.483,0,16626.583
"TTL_INT_FNL",5160.832,546.255,7.525,0,0,54.046,788.654,132.586,21566.991,1853.492,4145.03,4572.067,3260.275,14325.014,28065.733,3440.761,2955.438,1990.349,1612.445,8983.413,22495.814,9459.299,16316.665,935.684,26.377,1792.51,7084.069,27215.435,2456.895,27117.745,62204.076,9631.678,11558.981,3410.443,3588.947,3357.831,10204.302,4485.638,7104.681,10161.751,24378.662,24209.585,25225.406,14931.49,13924.722,1866.864,10710.563,5086.356,6056.548,0,224994.577,8551.426,47473.466,121441.861,372.673,8734.768,9424.976,190849.98,-167833.773,914469.876
"VALU",3132.217,241.847,18.032,0,0,61.026,465.028,67.7,7724.637,972.336,2751.284,3340.437,171.028,5712.968,16034.955,2458.844,2025.896,978.717,1073.515,7417.34,15374.068,4294.782,9720.746,467.283,25.058,635.478,4724.764,7092.181,2057.475,21430.637,67881.424,8926.508,184.498,1410.406,3029.896,3219.78,9030.456,3126.01,6056.894,9917.881,51793.287,27696.91,27018.673,9971.307,34141.813,2570.476,28123.642,3358.531,5627.663,1436.609,0,0,0,0,0,0,0,0,0,424992.943
"LABR",862.31,241.847,7.739,0,0,18.899,329.251,58.071,3974.744,765.482,1825.761,2321.07,42.426,2593.784,4576.852,1784.268,1124.234,625.69,638.113,4739.524,7044.591,2532.231,6256.284,203.506,13.615,331.137,3596.402,2537.451,989.183,16900.113,33777.791,6371.447,99.969,723.475,1945.399,2563.711,7104.923,2585.863,2155.829,6895.677,30325.15,2427.177,19917.077,7579.238,24468.708,2570.476,22458.697,2265.159,3959.508,1436.609,0,0,0,0,0,0,0,0,0,248566.463
