"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",39.288,33.198,0.002,0,0.032,0.259,15.734,0.411,78.427,6.182,2754.459,59.078,1.478,36.11,14.701,65.211,43.79,7.085,5.505,76.943,174.612,67.199,86.509,1.339,1.264,9.642,346.132,190.315,6.494,4153.77,1038.48,13.202,3.817,0.987,8.151,0.288,5.528,0.733,0.932,1.553,2.169,29.716,17.778,26.592,58.726,4.367,13.226,80.376,8.167,0,2064.85,0.39,0.861,63.125,4.506,16.103,21.071,1275.401,-2214.691,10821.572
"TTL_C17_18",9.407,1.209,0.002,0,0.025,0.171,12.35,0.209,572.742,14.736,96.057,1358.094,12.841,395.157,125.435,75.268,52.043,2.187,1.98,53.321,105.036,46.574,74.778,1.491,0.319,13.811,23.888,12.971,12.718,73.12,1373.807,60.363,13.458,8.299,44.824,28.06,71.623,1169.414,28.62,71.774,171.817,63.398,376.447,401.853,222.111,33.246,49.004,55.963,393.87,0,2586.721,3.526,7.709,29.626,9.764,53.092,60.545,2105.706,-3151.283,9491.299
"TTL_C19",149.128,98.309,0.006,0,0.03,0.188,13.107,0.19,16.037,2.715,2.655,4.273,353.023,148.874,9.506,10.967,15.931,14.197,5.352,7.482,24.022,10.138,9.681,0.574,0.12,2.995,4.531,114.738,13.076,126.284,716.274,2602.535,2740.635,1569.756,209.871,122.463,21.532,1.496,11.283,5.147,15.199,16.022,44.219,100.71,257.073,196.576,23.99,62.702,19.922,0,2126.563,0.023,3.279,33.021,4.255,112.188,16.957,645.244,-7208.377,5628.683
"TTL_C20",616.907,20.388,0.005,0,0.698,3.655,200.761,3.617,514.703,145.784,129.16,242.926,712.925,7193.584,561.526,1192.802,380.58,170.419,168.775,241.496,1576.6,604.6,133.366,10.929,2.372,35.486,95.8,360.827,292.538,1012.886,3550.81,508.936,542.585,205.678,292.938,3.752,439.833,11.885,6.579,34.882,71.342,315.876,330.209,372.002,378.723,143.197,392.151,248.247,306.186,0,1630.971,0.047,35.09,82.261,13.785,48.013,38.316,8539.142,-5977.534,29192.018
"TTL_C21",132.955,0.597,0.004,0,0.008,0.044,2.504,0.049,1290.372,3.374,3.154,5.977,8.064,79.438,28062.491,37.736,5.719,2.497,2.198,6.335,53.923,14.055,11.007,0.528,0.076,1.751,7.759,5.846,4.364,23.406,702.564,8.752,13.063,4.6,5.344,0.757,40.828,1.891,3.515,6.382,32.188,9.932,2848.271,637.315,3057.539,24.711,7118.736,6.461,14.11,0,5834.059,0.086,149.784,166.593,78.149,31.744,48.231,33048.864,-9781.172,73879.531
"TTL_C22",50.611,3.411,0.004,0,0.033,0.294,16.395,0.44,668.329,34.579,44.197,134.127,10.274,199.882,116.227,513.696,169.007,7.966,6.455,129.899,542.491,489.965,472.503,50.807,2.355,99.706,136.581,18.363,37.106,1693.775,2156.844,105.635,5.809,2.001,67.853,6.283,28.012,6.548,6.974,12.7,69.22,72.059,104.045,141.119,88.383,10.579,110.436,28.089,62.36,0,845.79,0.013,10.706,107.48,11.858,4.427,1.427,4916.972,-5624.708,9008.391
"TTL_C23",16.869,2.143,0.022,0,0.066,0.383,32.703,0.676,136.025,8.733,64.016,3.676,34.005,92.253,106.747,132.205,1104.439,15.426,7.206,133.752,335.722,280.511,71.628,10.799,4.189,65.603,44.355,52.648,84.505,5227.346,202.84,33.976,12.831,3.795,17.53,0.67,6.295,3.242,1.647,2.674,6.966,270.327,44.057,48.366,99.037,1.695,14.843,4.276,4.585,0,616.164,1.006,4.716,124.829,5.447,3.198,1.306,1573.251,-2501.947,8676.274
"TTL_C24A",0.212,0.045,0,0,0.065,0.327,6.095,0.525,7.27,0.103,7.298,6.239,0.076,18.283,0.168,45.967,32.933,701.452,46.437,1638.491,255.067,434.784,825.055,30.657,5.37,111.269,343.259,19.612,18.225,539.428,53.331,32.099,0.235,0.091,0.51,0.135,0.21,0.041,0.071,0.068,0.098,0.452,2.017,4.123,6.977,0.09,6.281,0.379,0.258,0,15.489,0.001,8.485,6.154,0.185,0.512,0.001,1164.345,-2496.317,3901.034
"TTL_C24B",0.22,0.03,0,0,0.006,0.092,1.671,0.056,11.807,0.107,5.46,10.204,0.219,23.866,0.368,34.001,11.727,229.259,1052.429,671.407,443.303,912.959,300.501,13.644,1.13,42.455,740.424,10.305,8.244,111.072,54.815,22.808,0.25,0.105,0.271,0.047,0.358,0.065,0.067,0.217,0.332,0.461,2.419,1.917,5.139,0.088,5.11,0.398,0.351,0,84.129,0.001,1.101,40.546,0.774,1.022,0.028,957.505,-2567.67,3249.619
"TTL_C25",108.314,37.514,0.003,0,0.039,0.235,13.181,0.439,468.617,21.027,97.431,12.376,3.438,87.046,35.659,161.03,100.131,194.191,103.759,4696.612,1156.098,1699.912,4083.498,113.037,22.18,506.796,460.984,64.279,31.487,3757.925,4150.716,182.843,46.141,4.079,72.506,6.118,144.721,9.119,8.755,7.455,79.121,147.153,150.88,99.522,163.225,53.048,78.934,50.479,69.466,0,1078.846,0.034,17.66,364.042,13.529,6.329,0.517,5783.883,-5350.183,25476.176
"TTL_C26",10.966,1.719,0.01,0,0.006,0.037,2.029,0.056,39.945,4.554,6.817,17.303,4.743,29.955,63.27,31.085,8.834,5.423,3.617,47.196,15010.598,1497.087,643.602,45.23,8.518,152.422,664.663,67.431,65.914,493.8,658.068,30.255,55.848,9.156,10.269,12.325,16.219,63.442,1381.306,431.587,38.005,11.621,127.227,102.424,70.533,3.463,54.526,8.639,100.65,0,2733.841,0.258,302.111,21087.734,697.951,36.295,114.411,30680.664,-12592.121,65173.539
"TTL_C27",13.613,2.083,0.006,0,0.005,0.033,1.711,0.05,34.312,3.213,6.387,6.36,3.238,18.156,39.047,12.015,7.824,4.411,3.581,36.779,1072.068,2387.797,701.069,16.75,2.771,87.713,335.361,350.122,4.766,1606.465,271.693,30.397,26.305,7.943,4.414,1.207,10.242,4.676,50.215,24.82,15.935,8.373,54.741,36.06,30.465,6.587,21.516,6.988,89.714,0,398.639,0.053,27.391,10454.972,340.284,20.498,32.279,12031.78,-8684.883,22081.01
"TTL_C28",18.747,4.058,0.007,0,0.077,0.434,24.273,0.696,84.781,8.453,16.221,32.798,5.056,34.989,57.516,44.644,34.485,16.895,9.939,59.249,160.337,287.662,4569.92,234.12,7.035,145.693,188.718,57.571,9.865,678.109,1116.083,33.021,43.214,13.513,13.148,2.97,12.118,5.034,12.076,18.293,10.806,9.667,100.665,114.966,24.98,2.194,16.978,7.607,13.642,0,1750.728,0.071,96.478,16805.708,541.965,7.016,1.435,22954.391,-14181.825,36339.291
"TTL_C29",1.937,0.28,0,0,0.003,0.017,0.944,0.027,11.621,2.621,1.317,2.991,0.572,14.096,3.646,7.251,4.902,2.252,1.898,14.612,47.216,34.587,328.996,318.152,0.923,41.212,16.157,7.551,1.775,54.55,751.774,79.236,4.517,1.121,41.895,0.637,2.386,3.275,3.252,10.582,6.051,5.163,61.848,20.994,11.986,0.781,3.479,3.371,21.213,0,6291.926,0.094,141.521,7812.871,250.972,27.163,3.981,1396.478,-15310.222,2570.455
"TTL_C301",0.074,0.03,0.003,0,0,0,0.016,0.001,0.104,0.013,0.015,0.024,0.017,0.049,0.044,0.029,0.025,0.017,0.008,0.261,0.415,0.214,0.87,0.047,0.853,2.342,0.441,0.293,0.028,0.363,0.849,0.131,13.301,0.865,0.039,0.013,0.039,0.012,0.058,0.085,0.319,0.053,0.422,0.252,0.096,0.014,0.044,0.03,0.066,0,62.081,0.001,0.279,393.788,12.767,0.108,0.016,22.652,-323.709,191.265
"TTL_C302T309",0.299,0.092,0.035,0,0,0.002,0.076,0.002,0.449,0.381,0.05,0.151,0.131,0.649,0.537,0.192,0.193,0.111,0.276,0.539,3.351,1.418,3.326,7.509,2.551,762.043,106.398,1.643,0.145,1.572,4.786,22.094,99.965,172.841,0.733,0.036,0.117,0.113,0.304,0.623,0.476,0.216,10.064,9.024,1.64,0.055,0.463,0.189,1.69,0,1036.804,0.002,34.841,4084.854,132.136,0.435,0,1927.931,-2619.664,5816.89
"TTL_C31T33",210.397,79.816,0.008,0,0.133,0.945,37.295,1.307,164.591,31.713,31.781,52.347,50.232,132.042,88.261,30.701,49.609,12.861,6.735,209.533,1534.25,456.046,317.947,8.068,1.831,41.627,1376.474,954.555,94.067,184.631,1151.659,82.027,1059.986,312.074,52.441,5.784,33.61,11.961,120.049,11.825,32.288,89.599,167.688,311.791,324.938,45.792,482.478,69.145,129.258,0,9095.589,0.469,19.695,853.128,27.874,137.917,57.387,6135.191,-11232.003,15749.444
"TTL_D",224.881,18.64,0.002,0,0.41,3.107,176.976,2.362,642.06,40.07,128.547,272.535,10.525,852.555,218.735,158.966,321.481,186.685,88.578,166.694,392.725,178.945,165.483,14.628,0.859,23.455,57.004,35339.315,260.549,254.407,999.866,871.401,23.726,32.105,138.628,47.748,324.54,15.132,104.697,33.249,112.627,859.263,161.196,165.723,800.012,370.732,354.631,423.94,223.385,0,6470.607,0.114,46.122,462.042,12.909,5.314,3.201,6218.984,-4105.157,55377.914
"TTL_E",6.788,2.545,0,0,0.008,0.048,1.748,0.051,36.851,2.87,17.228,63.02,5.254,16.08,5.351,62.77,14.673,79.131,40.404,9.752,30.341,10.016,13.335,0.734,0.178,5.475,6.985,333.088,1001.042,56.72,208.657,20.108,23.543,4.643,34.301,4.303,45.52,2.854,2.807,7.397,69.404,2142.773,31.847,41.887,347.777,12.194,22.53,20.478,25.276,0,1343.932,0.072,1376.475,111.031,0.302,1.623,1.084,20.183,-92.212,7653.274
"TTL_F",58.252,11.014,0.003,0,0.143,0.688,47.394,1.33,266,21.124,96.007,59.9,217.029,62.986,70.826,65.784,126.508,21.067,13.604,139.458,283.558,117.337,172.609,8.223,0.764,16.862,131.88,522.978,231.924,8657.893,1495.242,245.621,42.938,41.682,490.69,55.847,423.039,17.941,23.357,37.297,217.377,9464.554,128.845,128.504,564.953,200.608,195.093,310.094,119.122,0,1841.91,0.238,3.138,55623.092,4.967,18.372,4.688,499.998,-509.398,83112.955
"TTL_G",2058.176,110.576,3.521,0,0.622,3.506,227.934,5.669,8582.446,822.314,1415.378,1045.018,733.952,4638.833,16828.062,1285.113,1064.612,533.504,311.016,2770.251,9869.002,4000.716,5656.81,512.865,30.97,964.446,2437.207,1147.888,567.506,8444.017,15798.586,2824.521,3551.047,906.182,985.91,149.735,3616.167,368.263,836.43,356.487,534.535,617.206,2779.146,1957.699,3102.755,336.432,5468.337,485.812,698.786,0,45028.249,22.082,419.258,23241.962,141.915,613.833,919.354,50132.87,-27591.868,214373.619
"TTL_H49",108.162,7.278,0.425,0,0.243,1.21,94.901,1.682,1360.211,132.908,408.363,297.666,524.379,762.32,430.238,248.5,406.935,92.871,41.376,249.83,643.483,422.166,690.049,25.765,2.062,66.441,235.726,595.914,56.654,850.18,9235.12,665.197,118.862,34.289,96.971,49.079,147.944,81.038,34.582,19.926,77.051,44.643,193.13,502.255,151.85,57.346,169.302,27.987,81.293,0,6626.316,0.54,17.06,1310.031,11.814,899.73,1181.65,2779.762,-4152.399,29220.308
"TTL_H50",64.498,4.179,0.3,0,0.171,0.796,60.204,1.212,245.621,23.412,81.7,32.056,120.992,178.944,275.041,35.243,55.199,64.259,34.97,242.587,387.9,143.38,217.546,12.306,1.501,44.576,117.368,105.49,25.926,381.344,6318.368,62.513,1071.464,29.339,16.532,24.795,73.929,28.946,20.744,13.59,23.043,30.816,100.26,362.984,64.951,10.411,108.453,16.207,23.545,0,3994.477,0.189,4.905,1412.142,1.409,201.623,246.497,7392.152,-4975.708,19637.301
"TTL_H51",44.957,8.405,0.172,0,0.098,0.31,24.593,0.716,231.795,13.746,47.955,38.083,49.588,92.024,142.419,38.677,44.582,29.207,20.345,84.011,211.725,126.16,136.537,10.393,0.674,21.998,76.605,88.338,37.026,375.601,1769.682,131.974,61.003,659.683,17.683,37.321,73.384,16.783,22.286,8.781,127.422,16.606,240.764,1218.958,123.937,33.437,65.78,21.889,20.333,0,3202.055,0.08,2.424,612.161,1.366,653.752,947.189,2042.233,-5840.927,8284.78
"TTL_H52",47.701,4.02,0.138,0,0.066,0.394,24.848,0.504,272.77,18.743,77.716,44.04,83.753,138.186,242.057,42.961,63.077,26.867,12.703,110.188,246.194,132.315,165.524,9.366,0.864,26.91,78.472,254.461,44.75,309.44,1556.16,974.878,2995.162,415.451,636.656,10.298,71.216,19.704,19.221,10.723,17.023,20.65,59.71,88.462,68.633,9.143,91.002,13.141,19.447,0,1264.448,0.251,4.737,589.081,4.727,42.839,21.214,4795.003,-2126.067,14171.94
"TTL_H53",12.272,0.68,0.003,0,0.02,0.126,5.292,0.18,72.996,6.671,7.835,23.881,3.489,24.437,14.938,12.804,13.613,3.973,2.236,29.189,83.391,13.945,48.848,1.279,0.283,8.264,19.354,101.984,20.586,73.562,1054.793,94.882,78.074,12.099,114.732,2440.964,53.346,23.076,15.104,230.499,371.241,86.327,121.545,176.188,141.794,29.01,49.078,63.608,248.986,0,452.486,0.021,0.315,504.001,17.103,19.232,22.59,2453.297,-50.542,9429.978
"TTL_I",7.648,0.661,0.009,0,0.014,0.065,2.591,0.146,97.574,5.265,7.302,5.113,3.425,22.159,56.69,6.372,8.646,2.906,1.819,24.652,76.106,8.722,45.981,1.067,0.253,7.613,21.145,50.885,13.378,82.131,557.318,206.591,55.949,53.13,25.941,7.306,93.085,5.233,11.428,8.208,111.859,32.502,271.642,763.994,59.947,22.235,46.075,16.242,24.819,0,19868.746,58.004,43.99,93.853,0.08,4326.048,6331.719,158.212,-4378.898,29435.596
"TTL_J58T60",5.569,0.511,0.004,0,0.006,0.027,1.492,0.056,78.373,6.422,3.678,377.541,2.006,21.08,19.197,4.942,4.654,1.177,0.824,6.574,87.696,5.27,15.981,0.58,0.232,8.978,16.991,37.46,17.986,37.309,1808.601,4.044,63.928,3.261,19.567,33.638,97.232,1807.972,225.02,70.383,268.886,65.868,922.135,603.575,252.958,64.329,24.281,306.021,130.276,0,2308.533,29.875,334.967,722.474,0.17,72.094,31.2,5279.707,-6981.897,9331.716
"TTL_J61",50.383,9.224,0.001,0,0.077,0.359,15.88,0.603,215.173,20.198,20.637,75.078,18.617,62.132,42.964,37.476,37.401,10.878,6.275,86.783,294.85,37.348,155.283,3.901,0.665,21.164,59.287,300.921,59.663,240.789,3384.269,160.028,142.527,26.137,816.44,114.782,175.791,166.35,5016.659,127.744,1044.971,283.781,357.735,535.35,388.797,92.58,129.237,201.639,181.707,0,9979.281,0.11,22.184,133.722,8.356,270.79,256.886,1041.104,-8301.295,18641.671
"TTL_J62_63",9.68,1.906,0.011,0,0.046,0.227,16.34,0.383,319.998,24.845,11.458,82.245,30.14,65.798,83.034,54.186,61.712,18.71,10.844,106.341,540.363,89.905,110.736,4.095,2.646,77.397,67.573,884.221,98.516,67.654,3079.14,55.527,92.783,18.057,172.27,224.073,92.003,102.655,179.267,6943.567,2147.133,239.459,749.007,966.818,329.276,51.886,168.569,253.86,241.347,0,304.253,0.134,59,17583.272,1.799,12.853,7.716,11123.168,-14907.232,33132.668
"TTL_K",324.247,63.032,0.02,0,0.3,1.225,80.469,1.916,1122.616,87.586,170.294,220.825,206.449,750.948,221.086,193.002,220.315,97.163,66.377,490.671,1212.106,289.116,782.928,41.113,5.308,155.037,328.726,1433.42,309.93,1637.259,8540.738,935.045,452.013,88.549,578.567,526.105,822.162,118.895,215.337,425.363,9672.213,9982.461,1028.069,1509.455,1853.872,358.543,452.798,411.391,571.758,0,28488.313,47.053,2464.459,1694.608,0.03,243.802,276.261,42981.203,-12734.602,112517.946
"TTL_L",37.714,6.313,0.001,0,0.353,1.602,85.245,2.829,431.994,43.706,39.99,71.913,98.007,41.679,5.116,99.206,76.695,16.81,10.253,245.871,143.556,85.158,211.44,3.717,3.005,47.146,159.852,58.726,102.717,833.134,7313.177,831.152,1154.014,345.964,748.942,195.414,1332.38,96.782,260.92,315.288,640.927,6080.447,640.426,709.912,1476.291,465.407,504.032,509.144,409.092,0,53875.249,135.409,200.352,3473.924,0.03,812.099,1058.019,101.722,-1050.248,85600.017
"TTL_M",105.032,3.32,0.005,0,0.281,1.107,60.634,3.304,838.486,50.528,54.175,131.886,303.892,407.115,984.142,169.549,95.027,34.519,21.329,232.69,694.856,85.139,528.516,23.63,2.678,80.139,254.857,587.954,142.936,2740.643,7319.386,215.58,102.012,176.322,187.7,26.331,124.472,818.446,245.922,5185.515,19640.397,1439.891,26288.854,3526.785,1348.636,85.198,442.162,770.83,3525.011,0,1806.908,42.708,8894.015,12047.027,13.454,109.857,131.537,12430.271,-23210.065,92373.532
"TTL_N",77.968,41.388,0.004,0,0.117,0.683,43.991,2.015,829.05,26.171,31.133,160.587,9.251,87.233,51.256,36.413,116.472,30.666,18.004,215.949,671.477,110.023,130.629,5.035,2.287,69.412,114.116,172.486,147.289,1203.026,4717.583,970.098,1142.426,279.812,2118.114,268.745,507.202,94.712,143.43,1275.336,957.717,3261.236,4087.143,8084.138,422.519,168.71,191.233,1409.105,1157.637,0,5873.346,6.692,195.533,206.267,0.43,210.116,244.813,9788.159,-6720.86,45465.52
"TTL_O",104.152,22.762,0.293,0,0.041,0.234,14.396,0.317,379.526,17.577,157.96,146.284,12.776,89.418,49.3,39.926,66.473,64.216,33.852,74.013,292.33,20.198,99.106,4.412,2.535,62.478,50.993,1258.972,721.308,365.384,1248.672,321.95,237.423,56.725,102.862,26.265,148.308,53.019,11.6,117.027,500.727,1807.008,738.832,638.449,6077.774,141.495,342.547,158.04,433.616,0,8566.663,1552.612,51238.614,1982.197,0.889,41.448,108.041,1541.163,-424.562,81920.639
"TTL_P",2.87,0.387,0.002,0,0.002,0.012,0.671,0.02,15.91,1.101,1.915,6,1.097,3.852,6.132,2.432,2.292,5.017,2.67,3.221,11.886,2.363,5.275,0.138,0.061,1.705,3.734,28.595,59.783,10.584,75.986,9.386,10.891,3.229,11.589,1.982,6.134,3.193,1.414,29.202,28.739,128.112,113.539,34.826,105.968,10.66,12.249,6.056,9.986,0,1483.885,41.964,5693.891,383.967,0.06,984.586,259.572,31.017,-2077.748,7584.06
"TTL_Q",3.561,0.956,0.003,0,0.006,0.051,1.955,0.111,43.882,2.536,10.999,3.684,1.442,6.319,22.633,5.869,4.458,3.218,1.767,74.353,42.686,29.527,64.717,1.877,0.47,10.453,16.472,8.135,11.242,72.772,145.73,19.219,7.701,1.837,10.775,9.556,20.313,8.037,10.746,16.564,22.035,9.758,86.238,19.548,479.898,26.827,1538.916,10.753,33.571,0,52485.451,7479.15,5098.401,119.665,0.669,228.101,267.786,183.307,-537.047,68249.66
"TTL_R",0.791,0.155,0.001,0,0.001,0.003,0.262,0.012,8.718,0.684,0.486,1.703,0.908,2.101,4.805,0.909,0.911,0.357,0.245,2.377,6.765,1.448,3.679,0.115,0.034,0.724,1.659,3.14,0.678,4.116,76.667,2.77,1.711,0.912,2.311,1.656,57.715,189.585,5.87,7.604,11.398,3.967,36.218,125.808,27.129,6.129,4.974,823.713,44.9,0,7253.275,228.841,2690.61,173.934,0.19,505.3,493.983,1888.328,-2850.911,11862.375
"TTL_S",5.942,2.331,0.002,0,0.05,0.301,22.251,0.776,247.278,25.53,16.412,42.001,28.315,40.502,42.234,24.157,36.499,8.212,4.919,63.259,86.632,6.108,123.294,3.803,0.939,20.885,63.863,26.341,53.464,344.442,1904.703,47.618,16.62,13.396,55.374,16.741,287.301,32.645,5.506,110.579,238.936,74.726,295.451,489.563,134.324,16.084,119.01,79.59,355.142,0,9160.708,4546.31,1.883,19.286,0.17,269.462,328.203,0.25,-396.71,19563.614
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219.254,0,0,0,0,0,0,0,0,2219.254
"IMP_OTHER",3.469,4.089,0.03,0,0.01,0.053,2.552,0.069,1.056,11.413,3.541,9.211,39.777,68.198,63.946,10.494,8.514,4.105,4.138,12.573,109.37,37.125,44.313,10.269,0.211,8.338,40.559,80.241,3.941,60.571,159.607,106.689,89.808,51.842,14.472,6.621,10.061,12.768,24.761,25.423,55.192,14.505,77.298,40.254,32.233,10.649,33.278,11.897,17.09,0,862.871,1.196,-3.204,452.323,13.923,916.805,0,0,0,3680.538
"TXS_INT_FNL",-321.281,34.097,0.013,0,0.054,0.207,12.861,0.429,-1025.48,63.685,-14.285,56.741,19.583,99.854,123.397,98.073,50.04,24.757,13.774,121.275,563.598,238.08,265.627,53.973,1.801,54.432,236.319,-2793.005,44.317,529.036,1566.18,877.901,412.239,65.098,222.639,74.889,602.597,66.029,65.45,212.53,718.227,808.129,643.769,352.437,251.049,86.315,166.155,119.992,218.066,0,10636.461,261.284,921.524,4761.108,95.12,0,562.44,1827.383,0,25146.982
"TTL_INT_FNL",7929.212,708.331,11.744,0,4.649,24.965,1548.849,37.575,33451.94,2534.842,6670.812,5431.148,5330.902,20304.919,49531.432,5267.035,5167.882,2829.267,2250.216,13621.49,39573.577,15451.38,22551.58,1629.037,125.811,3944.438,9561.088,44654.706,4744.867,47671.339,99947.297,14721.603,19334.15,5935.517,8499.335,4554.19,15112.495,5449.697,9141.152,16243.408,38282.852,38623.07,44720.206,25621.244,23863.355,3314.391,19745.452,7166.849,10112.039,0,363510.742,14461.168,80733.009,190752.961,2520.467,12662.773,14789.712,311167.698,-271026.062,1482525.802
"VALU",4507.372,406.545,37.753,0,4.602,23.01,906.076,22.302,13764.851,1366.657,4150.759,4060.15,297.781,8887.098,24348.097,3741.355,3508.392,1071.767,999.403,11854.685,25599.962,6629.63,13787.714,941.418,65.454,1872.452,6188.358,10723.201,2908.406,35441.611,114426.322,14498.705,303.151,2349.264,5672.606,4875.787,14323.1,3882.019,9500.519,16889.258,74235.089,46973.388,47653.317,19844.273,58057.277,4269.668,48504.205,4695.529,9451.575,2219.254,0,0,0,0,0,0,0,0,0,690741.168
