"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",32.205,12.98,0.115,0,0.014,0.209,10.787,0.103,93.766,6.517,2281.52,95.686,2.383,64.911,28.56,23.595,52.826,8.843,6.357,108.589,89.556,85.837,98.016,11.969,3.323,36.747,1269.597,186.071,12.598,2927.822,584.484,31.458,19.317,3.247,59.171,5.016,25.81,19.623,5.336,15.222,14.758,621.336,113.551,64.595,44.207,11.099,14.673,44.528,56.842,0,1259.474,0.312,0.79,61.95,3.065,17.805,18.779,1051.447,-2044.622,9674.775
"TTL_C17_18",14.12,1.946,0.076,0,0.007,0.055,4.671,0.049,365.306,13.556,39.777,1248.199,5.628,110.76,130.828,33.164,42.503,4.063,3.464,46.54,133.866,87.109,82.767,4.075,0.204,12.665,68.163,69.017,20.929,73.949,1373.612,44.916,40.167,11.922,55.926,67.701,66.158,542.976,56.624,188.812,510.716,57.536,579.553,336.543,294.693,78.155,49.445,152.122,196.457,0,1866.698,0.536,5.072,20.684,7.659,59.99,55.52,1853.18,-2816.371,8374.455
"TTL_C19",108.063,19.518,0.707,0,0.079,0.764,46.191,0.464,89.008,6.443,23.902,18.603,425.594,399.489,32.477,25.649,76.312,43.622,11.402,47.753,50.743,46.344,56.251,3.094,0.304,13.243,41.695,1601.417,66.87,394.353,923.299,1418.407,1994.032,971.989,168.186,67.713,45.591,12.856,19.253,36.366,74.025,39.729,176.774,186.875,197.126,18.388,37.579,53.12,56.354,0,1771.935,0.028,2.111,19.236,1.794,128.804,0.016,648.997,-8241.251,4479.687
"TTL_C20",848.963,15.818,0.256,0,0.208,1.662,97.107,0.998,444.593,199.869,259.626,511.799,413.223,7810.499,1596.905,1743.35,291.553,76.158,66.862,511.629,931.03,785.388,531.692,44.538,4.368,96.577,443.475,500.89,145.321,957.509,1170.195,121.106,111.194,27.534,70.619,11.98,124.576,81.684,10.677,57.301,70.841,667.741,601.937,335.562,196.87,49.036,275.27,125.858,248.987,0,1417.784,0.042,26.267,72.569,11.328,53.096,34.842,7855.775,-5024.293,28138.244
"TTL_C21",718.271,3.22,0.681,0,0.063,0.995,19.357,0.173,763.213,29.262,21.812,35.833,28.838,1661.368,27619.517,126.889,17.518,15.945,12.983,43.769,121.457,56.283,107.235,5.886,0.539,23.767,101.242,112.547,64.691,106.482,1136.719,41.959,124.302,20.74,41.17,18.951,61.852,20.136,12.97,38.594,64.13,46.6,1628.041,155.354,1566.943,95.758,8009.277,269.513,323.852,0,5727.209,0.101,123.563,205.048,78.353,35.25,46.593,32501.896,-9203.58,75011.132
"TTL_C22",41.947,4.724,0.152,0,0.034,0.248,18.3,0.255,480.548,36.772,56.888,114.364,14.602,231.172,194.63,534.339,60.894,10.796,7.886,187.106,598.5,499.965,486.281,74.342,1.664,115.947,249.026,85.303,57.048,1106.282,1283.959,345.709,48.164,27.601,71.95,23.28,47.527,21.775,14.085,29.693,44.625,193.475,154.223,110.309,78.326,11.082,34.436,32.677,48.639,0,947.878,0.013,8.66,113.809,8.814,4.748,1.238,4712.703,-5342.753,8346.661
"TTL_C23",20.817,1.329,0.034,0,0.022,0.184,24.484,0.248,123.327,4.145,27.462,6.644,8.469,90.467,91.932,31.342,777.948,33.872,13.016,114.692,262.231,146.521,115.848,13.78,1.183,27.313,62.725,102.73,26.477,5049.497,288.988,30.065,24.109,5.739,18.076,2.352,37.225,4.147,6.582,8.943,12.171,540.685,100.729,36.007,50.816,8.695,16.563,18.775,29.421,0,462.414,0.718,3.822,111.019,1.608,3.484,1.246,1425.261,-2446.842,7981.555
"TTL_C24A",0.885,0.236,0.003,0,0.024,0.069,1.999,0.094,3.553,0.406,2.858,1.687,1.511,4.999,1.336,5.861,12.411,225.899,15.639,595.888,90.79,185.571,502.336,21.843,1.835,59.871,51.499,21.374,10.918,349.684,29.528,5.965,4.994,0.423,5.398,0.128,0.41,0.461,0.523,0.696,0.649,7.091,13.792,2.834,1.731,0.233,0.354,0.927,1.135,0,2.055,0.001,7.152,4.542,0,0.55,0,1845.896,-684.482,3424.067
"TTL_C24B",1.083,0.279,0.005,0,0.006,0.052,1.265,0.039,19.447,0.924,5.928,9.485,2.46,42.358,11.114,12.458,13.877,91.965,461.983,835.827,459.033,1259.71,561.568,30.381,1.441,90.698,147.076,32.262,27.103,203.467,85.371,8.172,6.758,1.802,4.536,0.217,1.834,1.33,1.753,2.258,2.842,11.601,26.527,3.985,4.278,0.411,1.497,2.043,2.799,0,86.791,0.001,0.567,43.345,0,1.457,0.033,2232.823,-4407.71,2450.614
"TTL_C25",59.086,18.469,0.293,0,0.201,0.928,44.454,0.957,394.055,21.048,145.303,49.626,49.968,187.075,81.487,93.947,120.556,173.755,79.328,3449.426,1287.669,1271.194,3177.96,152.888,14.438,483.271,681.73,539.327,90.667,4666.461,1175.578,133.024,118.791,25.206,119.998,15.373,60.393,21.063,35.84,55.268,58.555,439.287,342.133,187.014,335.313,22.943,34.627,73.86,79.009,0,1025.16,0.028,12.368,295.438,2.375,6.615,0.416,5754.161,-5117.232,22648.169
"TTL_C26",13.477,2.456,0.08,0,0.027,0.116,6.321,0.167,52.767,5.745,11.256,36.128,13.769,58.915,85.873,20.82,16.822,10.724,5.554,116.508,15873.956,1030.489,638.606,36.923,4.125,113.453,286.788,304.835,26.936,454.675,1107.279,72.12,79.362,34.504,67.695,47.306,32.59,108.736,528.222,890.665,236.014,58.262,842.416,202.83,298.387,53.06,121.976,101.807,130.809,0,2928.258,0.311,268.094,18535.943,0,41.475,106.75,30790.775,-11928.626,64985.329
"TTL_C27",11.58,1.611,0.066,0,0.02,0.115,6.844,0.125,36.668,4.168,8.819,10.1,8.207,29.194,39.137,14.992,13.638,12.18,9.012,101.26,1368.485,2185.678,656.997,37.236,2.12,101.139,166.342,653.282,18.116,1059.494,470.1,76.71,47.226,16.812,30.883,9.342,29.715,16.728,80.656,67.162,41.962,163.423,156.859,70.5,63.722,8.624,28,37.28,38.919,0,694.533,0.043,20.832,9105.083,0,21.969,29.041,11188.707,-8398.576,20672.878
"TTL_C28",41.782,9.277,0.132,0,0.129,0.623,38.844,0.695,88.156,8.864,24.772,30.513,22.383,59.688,58.797,25.298,38.192,24.324,10.868,184.24,393.962,272.652,2344.465,44.366,4.689,127.009,224.465,335.609,34.338,611.256,540.727,74.488,100.909,29.142,57.685,14.395,23.39,14.471,25.612,54.393,49.973,92.019,182.895,117.45,136.371,9.315,25.877,32.179,31.193,0,1086.985,0.075,78.136,14334.15,0,7.133,1.374,17953.973,-9061.884,31072.815
"TTL_C29",5.722,3.229,0.021,0,0.009,0.058,3.99,0.058,16.801,2.935,3.589,3.86,2.169,8.28,7.417,8.665,6.113,2.624,1.651,28.834,62.997,49.326,148.902,221.019,0.68,48.744,35.303,38.079,14.748,78.625,587.093,235.061,31.193,17.221,35.586,10.124,4.747,4.194,6.53,14.75,18.68,11.616,77.93,62.206,34.706,2.78,5.219,12.275,15.974,0,5825.617,0.111,98.728,7116.018,0,29.435,3.348,1213.789,-14072.683,2206.697
"TTL_C301",0.044,0.01,0.004,0,0,0.001,0.031,0.001,0.116,0.012,0.029,0.033,0.028,0.069,0.074,0.029,0.039,0.027,0.012,0.256,0.48,0.203,0.574,0.068,0.492,1.577,0.726,0.487,0.048,0.557,0.878,0.451,9.995,1.293,0.249,0.033,0.055,0.039,0.072,0.127,0.175,0.103,0.46,0.318,1.04,0.021,0.046,0.128,0.081,0,38.677,0,0.328,275.429,-14.543,0.12,0.014,20.282,-196.491,145.406
"TTL_C302T309",0.753,0.32,0.05,0,0.002,0.019,0.595,0.008,1.456,0.125,0.455,0.356,0.294,1.256,1.385,0.573,0.583,0.424,0.393,3.992,18.009,6.073,16.061,6.935,1.946,918.49,89.503,6.913,1.546,12.172,45.649,109.051,109.607,217.38,10.493,2.643,0.999,0.753,0.943,3.434,2.726,1.254,18.093,14.947,100.492,0.513,1.215,5.344,4.625,0,799.663,0.002,30.527,3598.551,-30.505,0.491,0,2404.031,-2320.094,6223.515
"TTL_C31T33",84.052,15.716,0.542,0,0.147,0.676,44.22,0.807,179.165,26.91,63.959,58.145,45.863,113.288,118.19,34.218,59.594,41.202,16.794,169.666,514.655,191.977,343.095,18.47,3.5,91.831,790.773,993.302,76.485,577.741,1062.112,342.862,551.707,284.062,163.985,51.49,122.734,48.271,114.113,125.403,269.45,234.988,444.769,353.261,374.886,70.849,256.437,288.831,168.595,0,8316.059,0.425,15.929,890.383,20.044,148.671,53.532,6697.572,-10581.988,15564.414
"TTL_D",235.178,13.752,0.664,0,0.471,3.516,177.777,1.543,810.248,81.845,202.755,292.396,255.331,940.458,266.812,184.455,439.702,337.203,149.266,476.225,706.477,348.973,555.746,38.617,2.893,124.072,235.209,25685.988,348.3,435.701,3275.844,646.884,222.645,68.858,524.504,149.651,856.087,141.829,319.084,309.866,737.382,1303.21,1068.128,517.113,1394.234,295.833,365.603,792.249,516.621,0,7235.373,0.127,92.034,613.799,13.921,5.022,3.529,6468.313,-4191.909,57097.408
"TTL_E",19.969,1.97,0.056,0,0.027,0.119,6.545,0.153,82.439,6.01,16.557,47.539,14.521,55.193,28.075,16.29,25.965,170.25,81.485,81.42,47.295,36.264,59.63,2.798,0.261,11.551,24.536,288.48,714.326,126.622,428.767,58.559,46.799,10.808,45.198,15.828,85.423,13.048,21.153,42.938,78.381,346.65,168.098,103.965,446.422,28.493,48.793,74.024,70.416,0,1207.936,0.085,1390.948,86.826,0.025,1.74,1.106,20.287,-87.751,6721.31
"TTL_F",63.565,14.627,0.162,0,0.093,0.527,34.613,0.608,93.708,8.838,40.851,25.33,36.169,65.649,46.305,23.869,52.047,18.338,9.944,106.529,144.004,87.948,124.654,5.733,0.842,25.862,99.206,1284.619,132.833,6720.515,1007.208,291.032,111.122,35.029,272.432,46.835,142.667,31.992,100.429,90.168,315.805,9430.924,630.259,206.173,1206.176,96.393,103.206,189.073,170.528,0,2059.884,0.243,2.24,54758.106,-0.727,17.186,4.41,376.935,-451.568,80512.148
"TTL_G",1799.875,95.017,2.849,0,0.418,3.073,190.236,2.702,7598.645,712.153,1162.333,922.007,556.326,4421.253,16648.492,1113.563,842.607,333.037,195.415,2154.966,9065.702,2836.004,3986.259,332.849,17.538,815.308,2058.736,2400.341,389.48,7074.696,21118.67,2641.798,2332.601,805.811,925.384,322.613,2564.185,636.193,623.294,1174.842,1012.992,1265.636,3296.818,2086.716,2401.131,308.584,5093.118,996.196,955.503,0,38758.249,23.169,376.695,21148.102,-9.682,678.404,814.196,49820.645,-25245.681,204658.06
"TTL_H49",142.288,44.81,0.281,0,0.322,1.109,132.745,1.046,827.942,48.768,241.77,146.642,186.908,436.683,474.218,110.19,263.69,92.957,44.987,340.252,728.601,360.701,510.965,35.343,2.134,94.062,271.252,737.68,118.072,1180.662,5943.238,2153.727,436.118,84.803,958.814,396.367,190.723,99.428,67.934,164.661,278.293,158.105,569.458,673.202,445.403,79.404,190.156,166.248,205.731,0,5808.255,0.558,13.915,1207.622,0,1007.447,1107.093,3012.281,-4098.151,28897.914
"TTL_H50",61.35,10.361,0.25,0,0.106,0.246,23.088,0.26,295.639,21.639,97.205,44.153,84.428,165.636,283.977,40.365,68.465,32.728,21.696,129.575,373.974,166.176,191.174,14.607,1.011,44.239,115.326,191.265,17.811,474.623,1147.242,183.25,4986.17,34.504,288.9,57.325,92.381,23.155,22.399,38.19,48.118,73.111,151.302,223.538,100.558,13.321,97.755,45.721,35.763,0,3427.587,0.197,4.352,1277.837,0,225.354,231.022,9230.141,-4959.762,20070.801
"TTL_H51",35.033,4.298,0.082,0,0.059,0.129,11.164,0.179,172.006,18.326,39.071,31.823,40.545,97.211,169.236,27.961,32.239,14.552,12.788,80.311,276.019,118.251,144.443,10.84,0.617,29.871,75.009,167.408,16.565,266.565,1035.351,101.278,118.941,518.61,244.413,200.927,69.27,32.913,33.114,140.49,265.097,50.346,427.901,1546.133,284.158,30.483,66.299,91.775,111.758,0,2985.695,0.078,2.03,533.796,0,710.844,875.858,2091.679,-6164.755,8297.081
"TTL_H52",47.135,6.926,0.205,0,0.043,0.335,22.327,0.256,255.319,16.058,64.416,38.228,45.349,139.683,261.076,34.408,53.358,22.329,11.694,97.345,280.84,115.015,148.273,11.282,0.712,32.053,87.644,157.759,22.979,350.98,2265.133,689.332,1966.713,595.56,783.726,76.344,70.223,27.933,30.121,49.729,55.531,54.861,148.975,172.894,100.309,10.355,82.985,39.914,40.582,0,1134.571,0.26,4.65,547.243,0.03,45.364,21.312,5233.298,-2095.964,14476.012
"TTL_H53",6.82,1.739,0.028,0,0.014,0.064,3.827,0.074,33.443,4.504,6.759,16.865,6.384,24.673,23.619,5.707,8.012,3.097,1.744,26.304,74.654,31.206,42.614,2.13,0.142,6.79,23.401,151.729,18.178,64.78,1228.674,80.848,90.454,31.956,114.075,1062.526,44.413,71.103,161.91,230.616,704.066,37.227,360.65,231.077,345.228,26.235,35.594,86.447,146.733,0,362.65,0.021,0.217,414.855,20.198,20.905,21.245,2461.38,-53.863,8926.743
"TTL_I",6.768,1.52,0.024,0,0.016,0.064,3.226,0.088,38.868,3.737,6.96,8.547,5.918,26.113,61.801,6.532,7.639,2.895,1.664,23.567,68.906,25.578,42.237,2.099,0.18,8.467,21.091,82.269,10.897,76.25,540.789,73.879,67.308,88.084,55.614,14.631,68.214,27.036,27.346,103.025,232.119,34.478,283.147,514.282,214.143,34.241,79.374,99.973,124.259,0,17879.674,49.404,48.46,77.381,0,4807.542,5819.077,143.568,-4862.913,27188.057
"TTL_J58T60",4.257,1.319,0.02,0,0.01,0.053,3.559,0.069,82.883,4.614,7.477,53.515,7.1,41.473,54.227,6.838,9.81,3.584,2.092,23.623,101.37,40.952,42.812,2.85,0.213,14.824,26.866,115.585,16.236,64.668,1104.34,49.579,45.396,33.909,48.3,34.429,82.589,1318.856,223.079,436.108,487.021,45.617,1231.427,324.138,303.691,118.282,42.543,296.036,241.743,0,2100.98,31.109,287.141,743.831,0,77.424,29.638,5582.93,-6670.673,9382.363
"TTL_J61",28.373,7.232,0.182,0,0.071,0.288,17.474,0.3,114.614,13.613,26.663,44.285,20.867,70.946,74.183,23.062,33.735,10.736,5.923,107.138,367.4,108.307,187.469,8.038,0.713,34.706,82.248,481.35,64.087,350.559,2937.319,346.08,246.887,106.66,302.8,186.683,219.7,330.633,3629.99,983.143,2146.829,276.817,1623.24,1052.157,1138.018,117.227,148.686,380.23,464.216,0,9954.458,0.14,15.638,109.758,7.739,298.065,204.683,1116.373,-12296.227,18332.505
"TTL_J62_63",16.184,4.356,0.045,0,0.075,0.168,13.015,0.246,139.959,13.369,20.064,45.566,27.977,93.187,168.266,23.393,32.273,15.056,7.95,85.612,472.072,141.019,176.616,10.205,0.826,44.051,82.746,623.332,68.452,234.335,2602.91,227.013,170.281,115.104,223.11,179.409,114.671,264.556,557.923,4937.638,2912.319,146.821,1681.774,630.724,869.31,89.068,104.501,222.602,262.268,0,281.612,0.176,39.987,17554.918,0.07,14.143,7.617,8690.328,-11657.457,33803.807
"TTL_K",166.102,24.773,0.594,0,0.265,0.819,51.3,1.031,386.653,41.864,78.149,104.181,124.74,230.806,177.489,68.786,94.002,51.972,31.114,264,537.723,256.293,402.131,24.174,2.255,96.146,179.334,1737.855,150.406,962.569,5096.941,743.196,780.567,243.219,433.465,165.452,364.13,137.886,257.224,616.862,12863.722,13045.467,1664.657,1157.904,1187.451,104.536,189.151,375.947,415.545,0,25179.125,41.831,1955.841,1995.995,0,268.328,252.282,46348.739,-13254.928,108878.06
"TTL_L",29.574,6.712,0.109,0,0.082,0.244,19.377,0.308,199.71,30.633,38.57,71.515,21.737,72.822,70.196,38.908,39.291,11.718,6.723,174.386,329.868,134.917,204.801,10.348,1.399,39.354,161.048,389.51,81.615,532.115,7477.118,411.778,273.944,95.496,526.852,184.935,946.386,179.648,316.083,780.754,2206.694,2165.411,1998.253,1068.968,939.89,187.072,245.063,671.371,590.934,0,52477.822,146.556,181.798,3994.502,0,916.452,1000.921,139.398,-1174.431,81667.256
"TTL_M",236.332,24.324,0.557,0,0.733,2.677,150.931,4.964,1188.503,82.028,138.905,270.645,224.652,674.757,1542.406,173.29,232.848,94.155,52.782,628.505,2147.805,903.872,1296.087,69.984,6.713,318.117,500.798,2929.054,438.514,4713.959,14326.945,918.192,1070.166,388.019,1031.314,330.87,784.944,856.306,1060.755,3129.136,6601.077,2153.727,15729.252,3242.482,2843.956,332.132,580.685,1407.918,1476.174,0,1538.234,40.291,6336.173,13743.539,13.77,121.605,121.669,13696.675,-23713.556,89211.347
"TTL_N",53.416,17.544,0.267,0,0.294,0.991,62.102,2.247,404.203,33.513,54.036,108.377,69.145,219.266,276.431,67.28,102.287,37.042,20.226,277.1,705.56,290.956,443.042,28.762,2.529,103.638,251.047,1144.117,209.945,1087.914,5158.671,885.344,1527.589,776.614,774.491,296.748,509.13,282.841,517.921,1175.824,2243.209,1019.943,2576.712,6230.687,1263.988,206.34,310.877,784.819,551.204,0,5623.878,6.316,154.347,201.144,0,231.823,223.784,10443.136,-6699.432,43351.223
"TTL_O",66.434,67.064,0.268,0,0.089,0.448,27.629,0.61,265.924,19.466,192.808,98.782,55.432,125.16,143.931,42.29,59.947,159.346,78.631,166.255,221.62,124.126,182.69,11.596,1.117,45.798,101.206,1375.155,658.586,678.56,1916.436,447.285,297.749,117.162,259.139,88.963,193.083,106.984,191.39,340.104,777.408,935.294,1306.871,475.689,2296.214,127.113,470.854,388.882,329.64,0,8084.767,1589.276,50013.53,1864.196,0.49,33.609,98.27,1493.979,-363.876,78851.468
"TTL_P",2.818,0.373,0.007,0,0.005,0.018,1.018,0.026,13.831,1.097,1.997,4.093,1.999,6.856,13.653,2.149,2.474,9.753,4.74,7.34,19.418,7.288,10.554,0.694,0.057,2.815,5.207,30.448,39.924,17.54,78.687,11.01,20.123,5.261,8.982,3.187,7.899,4.864,7.185,31.334,37.016,22.979,145.199,25.701,61.553,12.258,12.41,13.207,14.744,0,1347.8,30.218,5042.145,553.977,0,1065.189,263.286,90.238,-2102.086,7022.556
"TTL_Q",11.6,1.67,0.032,0,0.007,0.046,2.202,0.059,26.833,2.104,8.441,4.995,4.014,12.357,39.143,3.85,5.028,3.312,1.775,43.949,40.46,26.106,48.055,2.587,0.27,9.061,20.683,44.938,9.801,89.247,164.663,33.811,23.229,8.582,20.027,9.641,20.888,11.146,11.592,44.421,111.352,20.798,144.034,49.127,478.329,27.986,1504.657,65.115,132.477,0,50693.208,7047.793,6485.833,124.519,0.09,258.601,253.394,158.468,-542.562,67823.842
"TTL_R",1.689,0.634,0.012,0,0.003,0.018,1.724,0.02,16.895,1.221,1.846,6.392,2.066,6.035,9.785,2.064,2.205,1.013,0.69,7.3,17.411,8.906,11.486,0.777,0.104,2.757,7.075,29.837,5.874,18.515,191.979,15.956,41.689,7.817,17.804,8.178,54.167,165.683,23.544,46.271,79.396,15.885,162.637,126.204,132.276,32.134,16.464,1599.627,214.787,0,9916.878,210.343,3657.03,166.441,0,561.952,446.506,2136.787,-2815.519,17397.271
"TTL_S",25.72,4.634,0.159,0,0.024,0.156,10.963,0.164,90.87,9.258,13.384,18.743,19.281,33.877,45.173,10.155,19.263,9.438,4.193,44.831,101.871,47.248,66.338,4.11,0.443,17.132,40.945,246.397,40.81,126.639,884.218,152.386,110.884,33.882,124.77,38.101,169.175,55.293,55.61,168.01,526.185,62.716,555.371,269.709,203.023,47.803,113.995,246.491,682.258,0,8364.803,4502.98,1.431,14.533,0,298.432,307.829,0.278,-401.546,18640.84
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.328,0,0,0,0,0,0,0,0,2177.328
"IMP_OTHER",5.823,1.133,0.047,0,0.01,0.065,3.697,0.052,-0.493,12.239,5.865,9.486,42.238,36.169,66.866,11.156,8.822,5.142,3.765,17.432,94.761,35.766,36.616,7.76,0.187,10.178,31.053,122.601,7.453,77.758,174.159,82.173,84.274,41.249,18.785,8.554,14.331,13.175,26.223,37.034,63.994,27.175,73.764,48.473,42.471,5.951,28.848,22.576,19.015,0,799.766,1.381,-0.07,405.033,0,1022.146,0,0,0,3714.13
"TXS_INT_FNL",-207.01,5.135,0.312,0,0.057,0.317,21.459,0.407,-1390.011,35.511,54.716,57.173,6.924,14.347,189.124,122.386,47.032,15.642,6.069,128.043,397.991,217.84,239.168,33.476,1.34,53.959,168.873,-1868.681,49.178,571.213,1446.952,638.944,189.371,72.879,138.593,61.272,260.918,81.279,86.108,220.938,532.628,1074.087,542.53,373.334,313.685,38.868,111.995,141.973,151.996,0,9160.338,176.855,700.909,4903.852,0,0,652.959,1430.596,0,22475.849
"TTL_INT_FNL",7405.233,640.263,13.286,0,4.442,23.52,1500.336,23.439,31152.938,2303.45,5955.733,4797.218,4224.047,19782.321,51479.265,4978.001,4761.342,2471.479,1669.991,12120.072,39674.799,14701.418,19117.82,1411.909,91.994,4372.711,9639.604,46110.243,4374.339,46473.233,95752.637,15067.672,19046.036,6065.642,9201.614,4315.149,13982.074,5879.52,9316.533,16951.698,36888.979,37063.14,42325.325,23824.779,23430.347,2956.581,19360.554,10853.989,9663.054,0,338235.359,13902.316,77693.887,182339.902,164.473,14017.139,13740.514,311617.233,-261569.571,1433361.021
"VALU",4088.286,335.535,33.769,0,4.424,22.122,864.267,11.385,12756.462,1201.747,3719.045,3577.24,255.642,8355.932,23531.888,3368.663,3220.215,952.59,780.623,10528.104,25310.545,5971.465,11955.007,794.788,53.412,1850.806,5924.816,10987.186,2346.973,34038.938,108905.491,13830.252,1024.772,2231.443,5274.404,4611.597,13205.991,3502.846,9015.978,16852.116,71989.102,44597.502,46886.047,19526.459,55421.147,4065.978,48463.312,6543.291,8977.792,2177.328,0,0,0,0,0,0,0,0,0,663944.724
