"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",30.084,11.809,0.094,0,0,0.542,5.631,0.71,75.728,5.208,1571.15,106.363,3.074,32.627,8.489,18.178,38.294,5.934,7.561,81.086,45.9,51.807,92.183,5.932,0.786,12.125,826.653,90.509,7.455,2083.865,354.701,26.393,10.46,1.656,23.749,5.28,24.316,15.23,6.584,10.567,11.803,532.991,61.805,40.979,32.745,8.701,7.82,30.285,47.482,0,346.745,0.088,0.266,19.882,1.734,11.637,12.442,524.675,-1105.769,6285.025
"TTL_C17_18",12.911,1.608,0.04,0,0,0.229,3.061,0.178,240.014,11.405,21.038,1303.567,8.534,69.287,31.166,23.314,26.04,3.411,3.614,35.206,84.813,49.777,67.833,1.959,0.062,4.519,39.932,56.112,12.776,61.547,1042.05,41.718,27.056,10.192,26.876,68.36,62.03,667.033,72.243,150.572,428.933,61.145,451.393,227.824,236.985,58.004,34.053,119.136,176.23,0,1933.519,0.903,1.804,22.366,10.17,31.13,34.489,2136.404,-2156.494,8150.077
"TTL_C19",63.43,13.128,0.324,0,0,1.236,14.656,1.582,41.624,3.537,10.725,14.162,308.382,173.673,6.143,11.196,26.269,21.152,9.272,24.051,20.666,21.546,38.006,1.26,0.068,3.617,22.99,572.993,24.591,177.549,434.848,670.143,634.773,262.807,43.546,36.059,26.648,7.27,14.722,18.694,44.632,34.053,64.797,67.343,103.619,10.301,15.406,22.225,25.028,0,1132.879,0.012,1.645,23.427,0.535,37.734,21.306,332.226,-2597.542,3116.962
"TTL_C20",451.933,11.719,0.125,0,0,2.693,26.46,2.738,224.565,105.531,123.092,423.286,291,3211.951,305.746,880.765,136.794,33.843,42.931,267.956,326.844,339.16,345.42,12.971,0.77,19.12,195.273,183.372,52.238,423.138,548.472,56.474,52.014,11.141,19.2,8.286,74.9,63.733,10.748,40.278,39.691,231.582,223.207,124.373,129.4,23.158,137.418,60.683,129.885,0,867.815,0.026,7.231,65.258,16.861,25.155,21.133,7242.164,-2229.134,16442.587
"TTL_C21",778.111,3.453,0.525,0,0,8.39,64.385,3.309,834.686,99.098,21.635,95.545,78.793,2149.729,12200.29,140.345,14.409,54.323,82.327,57.732,152.038,32.646,149.179,5.525,0.775,47.704,99.457,134.953,110.073,116.054,1208.242,52.627,73.035,13.566,18.796,39.726,147.374,47.968,14.196,55.622,74.141,49.555,1388.608,243.926,1376.813,123.981,4579.862,196.491,274.375,0,2933.777,0.08,10.162,73.12,20.076,17.613,26.479,11318.833,-6319.502,35595.029
"TTL_C22",30.599,3.098,0.118,0,0,0.491,7.743,1.367,260.71,25.149,33.164,97.916,17.793,160.665,38.505,291.693,28.172,6.945,7.431,124.046,280.375,250.177,358.199,30.155,0.359,28.076,140.269,59.333,24.511,532.106,752.279,184.655,25.856,11.685,21.661,16.806,29.975,16.508,15.428,19.705,26.01,108.962,86.373,55.398,50.301,4.987,17.15,18.402,31.445,0,719.934,0.011,0.435,82.977,2.991,2.919,0.416,2981.706,-2887.451,5236.692
"TTL_C23",16.678,0.69,0.019,0,0,0.377,10.449,1.101,81.466,3.056,21.304,5.563,6.767,44.954,18.346,18.708,380.21,20.155,14.103,69.678,114.61,70.93,86.924,6.843,0.2,5.021,36.833,54.081,11.957,2725.617,152.722,18.015,12.341,2.694,5.753,1.852,28.655,3.502,6.369,4.675,8.536,382.491,44.52,14.342,32.423,4.282,9.294,11.053,17.98,0,348.496,0.285,0.434,71.156,0,1.298,0.509,769.51,-1432.018,4347.808
"TTL_C24A",1.488,0.308,0.004,0,0,0.453,1.501,1.136,3.462,0.481,3.25,2.578,2.647,5.845,0.484,7.529,14.969,278.914,19.084,782.522,93.689,177.147,683.64,22.435,0.877,27.207,60.603,29.329,16.96,352.17,40.78,8.53,3.443,0.397,2.243,0.279,0.547,0.715,1.109,0.837,0.343,10.924,10.057,4.112,2.845,0.363,0.306,0.893,1.462,0,2.533,0,5.639,3.105,0.513,0.142,0.002,958.388,-1242.254,2408.965
"TTL_C24B",0.437,0.083,0.001,0,0,0.059,0.191,0.05,3.534,0.222,1.31,2.781,0.729,8.604,0.848,3.219,2.832,19.821,133.033,175.45,77.069,162.439,150.968,4.794,0.133,8.435,25.776,7.348,7.209,36.522,21.083,1.733,1.097,0.311,0.588,0.09,0.483,0.405,0.624,0.608,0.609,3.566,3.774,1.163,1.295,0.159,0.213,0.339,0.71,0,43.244,0.002,0.454,21.393,0,0.222,0.027,1925.6,-684.425,2179.267
"TTL_C25",69.526,10.889,0.214,0,0,1.936,19.688,4.958,283.427,18.355,100.41,50.012,43.3,138.944,28.554,75.067,81.727,103.494,83.447,2344.503,598.461,629.507,2568.207,78.286,3.47,129.859,402.64,341.726,49.76,2782.15,804.824,85.488,71.72,11.368,46.911,12,50.595,14.511,41.294,39.921,38.074,285.6,199.039,95.786,166.036,14.009,17.907,39.169,44.6,0,647.433,0.01,0.982,252.609,0,3.8,0.419,3602.38,-2973.257,14655.741
"TTL_C26",9.163,1.418,0.046,0,0,0.265,3.219,0.927,32.553,4.482,7.333,28.821,12.396,34.981,26.288,13.19,9.937,7.177,5.913,70.092,7396.356,655.781,485.632,17.777,0.983,37.969,192.231,209.476,14.699,260.968,614.509,51.293,40.036,19.58,24.113,40.775,29.367,66.881,515.707,536.631,170.651,49.707,435.026,111.185,252.891,35.303,118.495,57.92,75.258,0,1377.793,0.091,9.565,9198.35,0,16.017,63.25,13287.77,-4805.981,31932.257
"TTL_C27",9.153,1.343,0.045,0,0,0.371,4.081,0.789,25.801,3.542,6.308,12.097,14.007,23.58,10.229,12.414,11.201,10.38,9.321,95.815,1185.016,1944.641,837.458,30.35,0.968,46.497,162.397,821.854,14.508,796.132,376.004,77.73,42.676,8.65,23.735,14.733,31.839,14.012,129.704,65.696,46.311,177.932,122.982,54.199,68.853,9.676,24.347,32.562,33.468,0,1045.511,0.028,2.5,5032.184,0,16.448,16.014,6162.771,-7298.078,12422.782
"TTL_C28",37.183,6.051,0.079,0,0,1.338,15.027,2.896,56.287,6.636,13.282,27.62,20.765,34.327,17.602,17.156,20.995,16.277,12.347,107.144,134.169,114.18,1376.185,17.193,0.9,28.701,146.454,196.84,16.174,290.706,252.155,41.736,45.996,12.222,14.326,6.784,18.894,7.881,15.399,17.029,21.979,43.112,61.07,43.739,127.806,4.263,11.079,14.988,14.97,0,1242.362,0.032,3.56,10932.402,0,2.773,0.691,16682.303,-8617.363,23756.705
"TTL_C29",4.627,1.453,0.011,0,0,0.12,1.582,0.282,8.912,2.043,2.251,3.104,2.009,5.738,2.315,4.231,3.21,1.658,1.3,16.213,34.696,36.216,91.421,105.659,0.128,11.263,21.833,25.418,6.592,36.311,345.279,140.245,13.131,4.454,10.306,5.96,3.82,2.44,7.334,10.11,11.193,9.634,42.572,25.518,27.251,1.989,2.707,6.019,6.476,0,3914.997,0.064,22.698,2132.244,0,17.981,1.771,606.086,-6726.27,1076.601
"TTL_C301",0.03,0.007,0.003,0,0,0.001,0.013,0.004,0.077,0.01,0.018,0.033,0.032,0.05,0.039,0.022,0.028,0.016,0.012,0.169,0.398,0.303,0.457,0.017,0.08,0.369,0.24,0.326,0.025,0.357,0.492,0.362,6.977,0.688,0.075,0.024,0.048,0.027,0.087,0.086,0.099,0.075,0.281,0.148,0.94,0.017,0.034,0.063,0.05,0,27.766,0,0.139,152.452,-4.674,0.026,0.003,7.374,-150.058,46.738
"TTL_C302T309",0.532,0.292,0.06,0,0,0.055,0.285,0.059,1.141,0.113,0.3,0.392,0.352,0.88,0.695,0.288,0.375,0.297,0.33,2.604,8.801,3.3,10.92,2.829,0.563,328.845,23.004,3.804,0.631,6.036,26.383,89.845,110.515,159.873,6.466,1.937,0.912,0.64,1.382,2.48,2.028,1.021,8.852,8.184,111.717,0.423,0.857,1.917,1.788,0,479.935,0.004,5.549,1664.376,-144.415,0.127,0,1098.981,-2048.293,1991.265
"TTL_C31T33",61.118,13.211,0.368,0,0,1.601,24.838,5.683,150.611,23.215,45.927,71.804,71.612,76.226,36.179,34.894,61.822,21.252,13.346,144.101,227.916,160.398,318.58,14.824,1.3,44.695,638.029,626.382,50.166,414.785,1008.647,269.297,333.147,172.462,64.607,45.691,159.805,41.909,146.588,108.467,250.568,224.873,328.655,230.413,308.572,58.388,91.168,222.003,130.155,0,3774.111,0.131,11.72,418.166,3.138,109.597,62.734,3926.623,-5208.915,10647.602
"TTL_D",174.557,9.308,0.381,0,0,7.958,68.533,4.962,469.039,54.751,107.107,257.996,215.002,494.208,50.266,124.818,252.645,191.28,140.882,289.541,279.374,217.085,458.953,16.901,0.771,41.954,152.981,11631.233,174.447,238.739,1959.242,370.761,134.974,30.65,162.793,99.607,558.766,90.318,229.689,164.033,500.642,1013.829,440.166,272.196,794.282,191.055,164.425,367.396,339.618,0,3565.042,0.092,17.822,310.893,9.716,3.549,2.456,2313.019,-1270.839,28961.862
"TTL_E",16.803,1.309,0.035,0,0,0.386,3.085,0.506,57.334,6.277,11.23,44.509,15.16,39.327,8.029,15.634,16.349,83.464,75.994,81.665,28.193,18.788,52.668,2.199,0.081,3.264,20.8,157.606,408.092,92.815,364.434,55.329,31.16,5.039,18.824,10.703,82.344,12.268,20.56,32.399,47.217,422.399,92.459,43.35,259.342,18.582,23.023,39.265,44.204,0,944.82,0.171,50.868,152.779,0.031,1.817,2.722,16.007,-102.372,3951.347
"TTL_F",39.086,6.225,0.063,0,0,0.666,9.651,1.711,60.147,4.46,32.694,15.27,19.534,26.658,12.424,8.839,25.998,7.947,7.158,45.336,68.822,46.017,80.459,2.747,0.145,5.872,47.481,502.024,45.861,2384.86,489.845,94.247,40.314,12.248,72.698,28.432,76.899,13.144,65.13,39.744,156.989,4294.325,200.457,57.849,393.7,41.118,34.197,74.04,63.048,0,1338.181,0.518,8.622,34188.765,-19.928,8.976,3.182,319.925,-303.362,45301.457
"TTL_G",1475.781,62.261,1.534,0,0,10.033,113.869,15.013,4873.262,552.379,725.212,899.634,391.168,2956.666,7705.751,674.426,468.847,247.136,173.166,1465.553,4195.707,1637.874,3014.475,180.242,4.678,291.786,1352.692,1241.008,227.623,4111.2,13590.191,1444.072,943.282,336.743,327.97,219.925,1780.007,479.478,518.809,635.152,770.635,942.735,2084.056,1022.07,1760.644,236.839,3086.322,573.202,621.793,0,24600.212,13.948,253.648,12550.32,-31.152,396.601,539.331,25369.135,-15796.275,118338.669
"TTL_H49",93.127,24.293,0.133,0,0,2.327,40.364,3.624,394.482,31.199,127.942,106.136,97.989,196.42,187.047,56.597,111.582,48.827,30.302,199.139,318.777,201.856,335.292,14.44,0.453,29.049,154.653,288.202,41.613,635.441,2435.481,747.759,163.984,32.766,236,170.928,125.024,60.183,48.29,72.576,144.654,112.13,215.964,247.986,196.05,38.29,95.286,69.48,94.744,0,3779.14,0.36,9.525,824.094,0,576.921,708.186,4235.899,-2750.807,16462.198
"TTL_H50",42.255,7.723,0.178,0,0,0.651,13.653,1.423,163.626,16.443,57.702,40.437,73.022,96.106,119.432,22.801,35.125,21.436,14.543,80.814,160.282,90.946,144.305,6.947,0.226,14.029,68.369,85.768,7.76,254.166,939.911,131.794,3258.876,14.569,117.77,47.786,57.767,17.691,25.025,23.73,38.221,48.157,81.685,145.338,82.049,9.464,53.206,24.433,20.868,0,2518.512,0.117,1.767,717.257,0,160.973,196.569,3406.959,-3392.362,10388.301
"TTL_H51",24.086,2.729,0.048,0,0,0.308,3.873,0.723,90.007,13.688,21.835,24.92,22.31,49.02,76.793,15.389,15.03,9.093,7.147,47.185,120.255,63.536,97.946,5.25,0.142,10.572,43.379,75.481,6.634,140.109,533.849,42.872,51.798,212.502,74.351,109.733,44.117,21.156,29.609,65.038,148.325,36.898,172.745,650.908,153.51,14.921,39.025,42.661,56.977,0,2196.666,0.049,0.876,241.234,0,393.55,530.116,1813.133,-4489.242,4174.864
"TTL_H52",29.455,3.858,0.138,0,0,0.66,9.943,1.803,125.919,10.029,31.317,30.883,39.917,68.263,77.111,17.386,27.473,13.339,8.048,59.871,110.652,61.366,97.376,5.11,0.142,9.034,44.205,75.84,10.126,158.645,1470.639,473.596,1008.438,317.625,318.971,43.723,41.546,18.916,28.15,27.703,35.47,35.527,86.104,98.876,56.32,5.933,33.335,18.28,22.787,0,548.41,0.147,1.495,263.389,0,26.61,9.505,1028.964,-1281.082,5867.286
"TTL_H53",6.582,1.215,0.024,0,0,0.178,1.782,0.352,30.671,3.741,5.019,16.123,8.532,21.761,6.987,4.975,5.471,2.836,2.435,17.767,44.226,20.67,39.531,1.111,0.043,2.58,20.97,99.606,10.79,37.237,847.78,65.298,59.356,18.945,50.127,920.144,46.495,61.365,245.97,190.812,476.663,36.524,231.496,148.036,255.491,17.073,22.006,52.889,106.806,0,271.116,0.018,0.13,301.632,8.688,12.247,12.601,1301.064,-43.025,6130.962
"TTL_I",4.575,0.808,0.018,0,0,0.226,1.897,0.399,26.151,3.1,4.817,9.779,6.664,19.033,16.488,5.479,5.451,2.338,2.27,19.026,37.904,18.565,38.339,1.319,0.051,3.089,13.874,40.986,6.526,47.371,391.619,49.618,41.395,51.05,26.765,12.767,52.933,20.225,22.336,67.918,177.035,29.05,159.669,296.626,125.095,18.714,33.937,53.922,67.861,0,12828.747,17.063,29.573,51.898,0,2838.774,3241.117,45.878,-2868.26,18219.871
"TTL_J58T60",6.974,1.334,0.015,0,0,0.194,2.653,0.337,67.253,5.361,7.082,97.016,9.775,41.472,17.798,9.753,8.598,3.105,2.737,28.251,70.726,32.036,56.296,2.271,0.066,5.132,27.812,75.896,12.936,54.074,1034.73,58.473,40.615,22.526,29.656,46.761,95.951,1140.327,199.898,305.23,449.577,60.229,1028.767,268.368,288.92,108.295,35.087,292.82,238.721,0,1429.88,20.62,243.564,392.115,0,42.597,25.547,2972.357,-3966.268,7552.313
"TTL_J61",14.553,3.168,0.084,0,0,0.367,5.851,1.103,56.807,7.87,12.371,33.953,15.679,33.176,11.738,12.874,15.037,5.837,4.707,49.175,114.836,54.381,116.113,3.256,0.119,7.505,44.566,206.949,25.563,142.238,1527.806,158.556,102.947,43.842,79.115,80.265,126.554,129.806,1641.341,376.489,871.604,154.336,610.368,379.344,433.387,50.256,49.422,156.601,195.846,0,5547.351,0.199,3.793,43.641,9.216,142.915,151.685,1487.802,-2964.254,12590.112
"TTL_J62_63",11.777,2.534,0.037,0,0,0.36,4.817,0.879,82.696,8.973,12.361,40.416,26.486,52.815,40.801,15.891,16.62,10.785,8.067,60.652,346.09,80.244,140.792,5.545,0.206,13.801,56.107,342.168,29.946,133.981,1579.614,132.739,108.664,62.78,71.988,129.943,74.93,127.823,411.563,2411.98,1686.84,141.711,831.01,344.207,656.653,54.495,51.035,94.038,160.137,0,613.81,0.105,7.29,7023.462,-3.6,10.18,5.29,5396.944,-5462.385,18269.09
"TTL_K",159.039,20.401,0.399,0,0,2.288,25.073,5.381,291.667,31.591,53.27,106.579,128.987,163.381,46.525,51.363,64.407,35.016,30.701,176.178,286.403,167.096,365.64,13.042,0.574,31.694,177.464,968.86,75.156,584.865,3302.544,546.56,439.705,133.781,165.186,104.639,279.415,100.467,250.057,358.463,7934.665,7722.001,882.206,648.915,638.025,67.905,89.759,190.936,268.65,0,15435.748,23.572,1650.457,757.119,0,139.27,158.317,26167.204,-5627.35,66891.258
"TTL_L",17.178,3.477,0.049,0,0,0.392,6.82,1.55,102.215,14.145,21.449,50.164,20.515,41.955,11.962,20.798,18.304,7.078,6.377,91.477,125.609,70.357,134.293,5.221,0.34,10.172,79.001,215.468,32.462,244.006,3974.476,174.132,118.126,42.165,145.676,89.605,505.678,93.82,214.747,442.992,1087.557,1467.525,825.558,427.71,455.072,84.529,89.914,255.435,264.677,0,33692.771,112.414,191.968,2612.633,0,448.648,569.308,256.676,-1355.376,48641.269
"TTL_M",171.11,18.149,0.328,0,0,6.21,54.565,31.241,790.749,65.769,83.421,284.246,219.834,529.837,463.168,143.398,149.067,65.39,53.617,435.969,1353.118,588.299,1110.977,40.985,1.808,106.938,377.04,1747.23,241.504,2339.068,9130.18,583.765,597.528,190.716,321.635,234.632,586.136,543.749,946.704,1709.219,4371.273,1864.532,8290.485,1711.707,1809.85,201.38,322.9,720.965,890.672,0,1000.585,25.992,1046.769,8591.035,4.869,59.537,72.896,3466.89,-13010.857,47758.779
"TTL_N",40.932,11.656,0.15,0,0,1.901,24.786,18.316,284.057,22.424,36.23,110.781,66.747,138.671,59.927,49.735,54.021,24.511,20.136,161.411,328.959,154.725,320.422,11.908,0.559,32.413,197.775,580.651,72.186,561.686,3224.551,524.867,1084.079,511.304,337.543,200.291,356.296,170.471,397.491,601.188,1400.75,726.042,1373.666,5034.51,624.942,112.215,118.09,373.229,320.767,0,1763.263,3.965,133.963,92.18,0,98.994,101.572,2717.145,-3160.914,22630.14
"TTL_O",56.249,34.905,0.122,0,0,1.017,9.766,1.985,191.839,11.233,77.16,55.323,39.994,82.318,35.795,23.19,29.142,43.976,38.158,87.168,154.31,66.731,132.929,5.777,0.217,11.094,62.866,698.115,170.701,219.186,786.468,194.142,104.239,28.192,45.858,42.687,104.147,53.469,93.751,125.827,328.897,397.16,549.985,156.414,733.191,52.445,86.652,102.252,133.635,0,4337.919,962.294,33146.583,1672.375,0.849,16.706,28.847,735.603,-235.328,47126.525
"TTL_P",2.038,0.201,0.004,0,0,0.054,0.396,0.16,8.667,0.654,2.304,3.94,2.116,5.484,3.647,1.766,1.698,5.697,5.138,8.054,14.305,5.457,10.606,0.491,0.015,0.858,3.945,16.143,26.544,15.357,48.276,6.153,8.973,1.887,2.888,1.934,6.766,2.995,6.101,14.742,17.721,35.204,43.389,14.964,29.959,4.307,3.544,5.573,6.683,0,426.185,13.269,3344.23,237.717,0,497.003,160.396,34.115,-744.343,4376.367
"TTL_Q",16.607,0.651,0.015,0,0,0.079,0.783,0.258,14.166,1.052,7.244,3.2,2.954,7.015,10.336,2.456,2.742,2.139,1.831,38.314,21.431,15.343,48.99,1.483,0.069,2.714,12.536,19.477,3.682,58.707,73.059,12.456,7.763,2.225,4.434,4.101,9.984,4.455,6.572,13.98,39.702,12.413,41.77,16.844,92.331,7.365,205.043,15.62,23.644,0,28622.918,4105.503,3220.84,81.976,0.07,133.044,153.346,86.18,-198.256,37095.658
"TTL_R",1.224,0.299,0.004,0,0,0.032,0.509,0.069,10.425,0.591,0.821,4.87,1.668,2.74,2.912,1.038,1.032,0.513,0.435,3.647,4.211,2.83,6.418,0.364,0.02,0.65,3.036,11.738,1.899,9.505,94.843,7.388,14.809,2.799,6.07,5.179,36.418,141.669,19.046,18.539,43.008,8.905,99.768,64.489,63.105,13.597,6.885,797.598,71.947,0,5255.565,151.739,2533.015,91.25,0,284.388,316.797,268.267,-1264.428,9226.151
"TTL_S",22.582,3.513,0.116,0,0,0.391,5.431,0.968,59.483,6.698,8.417,20.058,16.713,27.242,10.6,8.503,12.709,6.318,4.516,33.28,52.954,23.205,62.044,2.233,0.1,4.388,33.714,137.839,20.209,86.551,618.596,106.635,60.778,13.649,40.342,27.178,130.111,40.66,50.233,99.862,346.356,50.887,293.959,155.865,98.452,24.469,58.912,132.213,470.234,0,4907.993,2571.58,1.019,11.567,0,143.428,177.142,0.314,-215.061,11088.146
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388.337,0,0,0,0,0,0,0,0,1388.337
"IMP_OTHER",2.285,0.57,0.023,0,0,0.104,1.276,0.208,-4.444,10.407,2.872,7.996,21.496,17.62,24.827,6.298,3.694,1.833,1.252,9.329,38.183,19.421,28.676,4.046,0.049,4.183,19.065,39.968,3.005,39.504,95.197,37.729,29.923,12.789,5.231,4.575,8.299,7.2,10.192,12.575,34.645,17.286,33.776,22.162,22.276,3.229,12.863,11.015,9.42,0,426.902,0.613,0.919,187.432,0,612.599,0,0,0,1922.597
"TXS_INT_FNL",-193.712,3.092,0.145,0,0,0.523,7.769,2.321,-1034.008,27.894,32.667,66.076,9.498,30.645,58.376,81.542,23.369,7.372,5.047,79.183,240.913,124.17,220.9,21.099,0.39,19.269,128.833,-775.483,21.248,428.988,950.784,318.152,108.543,45.422,48.641,40.063,204.563,60.316,86.961,126.635,371.564,765.274,313.155,189.136,192.187,20.91,44.944,78.973,87.144,0,6107.966,145.335,518.382,3471.346,0,0,323.212,1132.344,0,15390.078
"TTL_INT_FNL",5754.722,430.206,7.436,0,0,61.267,688.196,125.538,19736.425,1823.912,3723.132,4669.414,2960.399,11698.96,21846.554,2997.268,2567.587,1590.743,1281.791,8017.291,19350.28,8517.737,14847.851,719.437,23.85,1453.106,6344.782,22552.209,2117.673,24917.85,58961.519,8205.658,10221.237,2872.451,3091.845,2996.851,9691.37,4409.661,6586.149,9054.317,22708.646,22672.627,22654.893,13866.458,13597.576,1832.123,10035.023,5554.751,5759.374,0,208398.652,8171.597,46527.102,105438.039,-108.943,7806.859,8165.929,164207.03,-142768.457,831435.951
"VALU",3613.214,217.468,20.32,0,0,45.125,470.517,59.969,7393.39,952.458,2561.9,3480.67,156.565,4743.639,13748.507,2239.428,1780.225,818.225,897.478,6638.461,12581.995,3905.055,8908.868,357.164,22.889,538.16,4302.827,6409.676,1833.677,20383.643,59377.245,8256.554,167.071,1302.416,2775.446,3134.116,8528.515,3142.658,6003.973,9214.786,44182.644,25967.114,25103.924,8763.7,33528.994,2544.248,27060.667,3671.408,5328.782,1388.337,0,0,0,0,0,0,0,0,0,388524.112
"LABR",919.193,217.468,8.602,0,0,22.941,301.495,50.979,3794.046,748.615,1684.621,2353.258,41.251,2179.82,3722.889,1619.704,990.379,533.932,600.41,4262.875,5899.758,2305.808,5760.288,150.361,13.248,279.089,3277.734,2212.505,861.47,15976.066,29815.77,5918.131,96.607,651.447,1812.424,2526.559,6765.809,2602.716,2051.975,6560.243,25924.221,2307.216,18471.256,6661.859,24042.111,2544.248,21524.305,2514.349,3766.388,1388.337,0,0,0,0,0,0,0,0,0,228734.777
