"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",35.293,15.418,0.178,0,0.015,0.242,11.575,0.149,114.074,6.871,2546.367,107.418,1.42,82.891,39.039,30.048,57.949,8.525,7.47,118.82,97.326,98.781,110.385,11.895,4.092,39.445,1473.68,204.984,14.971,3350.757,613.746,41.037,21.589,3.933,62.552,5.311,27.59,18.975,6.087,16.755,16.255,670.96,141.683,79.372,51.393,13.041,18.034,33.945,67.63,0,734.44,0.179,0.546,63.363,4.802,18.679,19.296,1097.829,-2347.201,10091.896
"TTL_C17_18",13.553,2.201,0.107,0,0.007,0.052,4.813,0.065,359.098,12.698,37.341,1243.35,3.192,119.345,168.176,38.08,40.599,3.723,3.648,44.377,149.409,86.338,85.491,3.445,0.231,13.467,68.882,75.395,22.418,79.268,1420.568,50.045,42.538,13.178,55.748,67.175,64.14,535.111,61.339,201.022,531.746,56.454,671.05,357.302,354.755,89.28,59.293,113.679,212.778,0,1265.678,0.235,3.153,28.061,12.09,63.416,55.609,2174.943,-3112.094,8127.065
"TTL_C19",85.057,16.961,0.784,0,0.062,0.587,38.971,0.504,77.029,4.896,19.547,15.253,193.152,331.151,35.5,22.542,62.367,29.801,9.62,39.404,49.538,39.534,49.505,2.197,0.257,11.189,37.499,1262.995,58.97,345.297,755.357,1222.334,1567.046,770.059,136.397,47.835,36.191,9.47,15.584,30.729,68.59,33.243,151.403,158.86,180.659,15.669,36.617,25.786,47.322,0,1920.316,0.029,1.192,20.71,5.01,127.157,0.024,884.832,-8194.032,2914.558
"TTL_C20",751.084,14.123,0.312,0,0.174,1.444,87.732,1.134,424.089,166.128,227.621,462.221,233.053,7764.907,1979.842,1770.19,269.267,63.433,65.176,447.291,878.889,737.943,507.951,34.499,4.208,86.495,415.105,484.566,138.358,910.985,1054.385,117.614,107.476,27.496,62.676,10.652,108.944,66.151,10.548,56.601,68.545,576.861,579.67,317.127,204.522,48.006,331.334,76.322,240.903,0,1422.866,0.047,13.719,90.547,16.796,52.531,29.359,7570.42,-4044.982,28145.355
"TTL_C21",548.821,2.335,0.706,0,0.044,0.599,11.957,0.138,605.514,19.076,15.143,24.866,11.809,1355.818,27500.464,97.274,12.438,9.617,9.17,29.634,89.07,41.379,77.039,3.534,0.414,16.823,80.363,79.815,45.52,78.02,812.489,35.458,93.524,15.457,29.961,12.303,45.541,13.801,9.462,30.949,50.984,34.633,1382.762,118.922,1295.912,81.024,8133.678,126.111,267.794,0,6154.573,0.134,57.756,275.114,115.682,38.816,48.17,39450.655,-11469.605,78029.461
"TTL_C22",35.734,4.4,0.199,0,0.027,0.207,16.342,0.305,445.301,30.494,52.351,105.928,7.452,230.889,226.904,537.86,59.323,8.837,7.512,169.576,594.283,471.914,470.869,57.572,1.583,105.664,244.048,81.886,53.653,1049.843,1157.986,334.735,44.958,25.471,63.296,21.407,41.247,17.928,14.999,30.508,44.871,187.705,157.444,104.306,77.332,10.435,38.327,20,45.251,0,1107.146,0.02,4.501,130.983,21.091,4.854,1.212,6068.464,-6239.75,8607.686
"TTL_C23",20.293,1.575,0.052,0,0.022,0.206,27.228,0.314,133.441,4.377,28.839,7.14,4.804,95.888,118.702,36.321,822.412,31.075,14.101,116.324,280.011,154.098,129.178,12.042,1.317,28.222,67.259,103.683,29.545,5402.071,296.85,32.74,24.728,5.876,17.899,2.269,37.078,3.589,7.662,10.027,12.457,554.837,117.553,39.684,56.449,9.085,20.475,12.535,32.73,0,398.619,0.384,2.099,100.292,9.58,3.37,1.361,1700.086,-2861.439,8319.417
"TTL_C24A",1.392,0.407,0.006,0,0.039,0.111,3.286,0.187,5.471,0.623,4.41,2.604,1.336,8.129,2.82,10.236,21.216,328.211,23.458,956.817,156.994,292.458,850.458,30.657,3.138,95.976,90.124,34.792,18.046,565.59,50.378,9.971,8.015,0.655,8.827,0.186,0.583,0.662,0.872,1.142,1.026,11.075,24.794,5.086,3.558,0.401,0.631,1.027,2.134,0,2.111,0.001,6.857,6.007,0.534,0.442,0,1676.919,-2091.549,3241.338
"TTL_C24B",0.965,0.26,0.006,0,0.005,0.045,1.063,0.032,16.581,0.743,4.642,8.228,1.108,38.677,12.193,11.635,11.965,70.596,417.042,683.58,413.741,1051.499,486.92,21.69,1.344,81.623,129.572,27.698,24.641,181.437,78.157,6.991,6.089,1.693,3.91,0.162,1.393,1.067,1.596,1.929,2.286,10.139,22.893,3.562,4.105,0.317,1.328,0.922,2.434,0,81.517,0.001,0.208,49.026,4.873,1.22,0.033,2346.314,-3810.153,2523.545
"TTL_C25",59.118,19.07,0.422,0,0.191,0.868,46.035,1.149,412.816,19.92,142.749,52.311,26.599,209.503,106.077,111.835,127.481,149.625,85.174,3486.42,1470.805,1288.767,3436.958,134.833,15.643,502.197,743.304,506.677,96.992,4821.428,1204.999,145.608,121.414,26.547,132.562,13.36,58.245,20.576,37.718,61.073,62.769,401.628,400.871,211.64,377.01,25.134,40.189,50.557,86.539,0,1075.03,0.038,6.879,307.641,31.85,6.606,0.375,5920.255,-6053.78,22848.297
"TTL_C26",13.604,2.529,0.112,0,0.027,0.102,6.24,0.196,58.937,5.819,12.221,35.26,7.413,60.542,100.599,21.911,16.969,9.832,5.731,115.123,16366.371,943.036,625.167,30.705,3.787,107.771,276.247,299.748,26.58,459.87,1061.41,75.025,80.574,36.574,65.969,41.047,31.585,89.661,510.706,961.453,260.958,62.231,841.121,209.537,322.008,51.328,135.007,72.326,128.563,0,3263.15,0.354,248.482,16731.407,1660.16,41.75,103.403,35714.912,-14337.724,68075.426
"TTL_C27",10.441,1.592,0.088,0,0.018,0.099,6.42,0.147,35.794,3.785,8.358,9.494,4.164,27.792,39.54,14.477,13.248,10.352,8.449,93.662,1463.537,2141.034,633.2,29.387,2.019,87.085,167.706,616.027,16.976,1009.53,434.231,73.057,46.751,15.899,30.995,7.718,26.217,13.778,79.574,66.498,42.885,138.713,165.471,72.966,66.223,8.245,27.581,23.22,38.716,0,971.084,0.063,12.498,7414.087,738.945,21.725,23.536,13318.681,-9656.437,20677.339
"TTL_C28",30.583,6.909,0.146,0,0.087,0.44,29.275,0.647,76.338,7.006,20.024,24.573,8.771,50.446,63.185,23.025,30.344,17.517,8.851,144.15,365.096,223.438,1762.251,27.95,3.511,94.804,178.531,266.198,27.308,499.876,429.859,69.388,88.983,26.337,45.96,9.65,20.905,10.804,22.028,46.969,40.912,78.269,164.933,98.272,110.217,7.921,26.088,16.79,26.046,0,674.524,0.083,42.407,11723.802,1140.699,7.513,1.437,23169.849,-10211.623,31880.303
"TTL_C29",6.306,4.191,0.034,0,0.01,0.063,4.503,0.091,19.931,2.955,4.149,4.17,1.343,9.731,10.149,10.431,7.278,2.872,1.868,32.114,77.384,62.348,183.011,231.801,0.846,58.925,47.882,41.784,18.061,93.46,731.157,300.735,40.84,19.266,42.213,10.999,5.029,3.993,7.699,16.469,19.317,12.778,90.294,83.483,42.42,3.264,6.76,9.126,19.124,0,6220.287,0.124,53.616,7128.095,696.518,30.571,2.16,1305.14,-15734.646,2104.525
"TTL_C301",0.052,0.012,0.007,0,0,0.001,0.037,0.001,0.137,0.016,0.034,0.038,0.018,0.088,0.128,0.036,0.046,0.03,0.016,0.32,0.637,0.231,0.63,0.064,0.581,1.932,0.88,0.571,0.06,0.667,0.984,0.581,12.497,1.459,0.265,0.034,0.062,0.041,0.089,0.16,0.2,0.118,0.521,0.388,1.345,0.024,0.069,0.093,0.095,0,32.619,0.001,0.088,237.504,23.723,0.14,0.017,16.732,-175.511,161.605
"TTL_C302T309",0.767,0.288,0.066,0,0.002,0.019,0.59,0.01,1.594,0.104,0.406,0.313,0.152,1.086,1.556,0.57,0.59,0.349,0.348,3.944,19.251,6.159,16.312,6.224,2.02,888.555,98.218,6.545,1.569,12.506,46.551,117.058,120.049,207.658,9.854,2.278,0.9,0.619,0.821,2.176,1.954,1.233,15.895,16.172,106.734,0.482,1.29,3.001,4.61,0,617.354,0.003,11.612,2871.74,283.875,0.539,0,3623.782,-2752.122,6386.231
"TTL_C31T33",85.105,16.061,0.776,0,0.148,0.668,47.39,0.973,178.874,24.6,67.791,58.355,25.464,124.583,155.781,39.713,61.798,36.803,17.855,168.051,568.291,193.945,359.634,15.495,3.388,96.401,765.57,996.742,81.699,582.951,1009.267,380.084,613.386,312.054,172.663,44.293,111.675,40.866,120.531,136.035,264.181,216.747,464.393,355.832,372.251,65.343,298.854,163.762,158.354,0,7488.508,0.333,8.849,988.308,51.744,151.624,53.377,7121.682,-9560.45,16379.453
"TTL_D",232.213,14.07,0.935,0,0.426,3.232,180.343,1.863,847.374,78.175,201.838,299.021,145.56,1004.189,335.141,211.005,457.341,302.369,160.378,483.657,790.56,368.931,603.807,33.65,3.109,127.04,254.885,25303.209,360.686,495.056,3333.324,682.669,247.947,78.629,512.798,125.083,818.761,128.888,343.396,327.433,765.656,1409.319,1193.416,546.341,1551.006,316.04,443.38,499.154,536.697,0,8341.942,0.167,156.617,702.396,9.994,7.175,4.215,3248.355,-1902.314,57728.548
"TTL_E",20.068,1.828,0.083,0,0.027,0.124,6.745,0.163,85.954,5.45,15.656,47.691,8.434,59.21,34.408,18.623,25.802,147.532,84.75,76.683,51.181,35.979,57.262,2.314,0.267,11.127,25.597,295.705,719.191,128.846,418.114,57.281,46.727,10.792,41.466,13.476,79.56,11.053,19.581,42.617,78.504,344.144,179.524,104.742,475.794,30.765,57.476,45.84,69.759,0,1230.814,0.114,1667.221,77.652,0.579,1.763,1.242,21.879,-87.203,7007.972
"TTL_F",59.447,15.631,0.221,0,0.089,0.528,35.769,0.766,97.376,8.402,39.866,25.227,21.542,71.003,53.848,23.483,57.411,16.805,10.835,107.06,143.47,90.878,128.675,4.644,0.895,26.256,105.041,1361.421,144.334,7279.966,1071.752,285.092,121.577,38.409,295.048,39.365,148.756,29.768,112.305,102.672,333.164,9555.885,688.999,221.499,1391.126,107.986,125.422,133.165,184.134,0,2521.218,0.282,1.989,56832.276,5.771,20.039,4.609,389.233,-467.477,84224.951
"TTL_G",1745.044,97.559,4.329,0,0.368,2.604,178.593,3.115,8075.626,726.818,1186.654,867.812,330.68,4155.422,16872.373,1089.669,836.256,328.084,193.277,2151.909,9501.167,2728.525,4043.847,294.331,17.925,813.405,2089.224,2372.355,388.293,7225.962,20409.832,2715.443,2348.175,808.961,906.463,272.615,2734.54,559.436,607.881,1204.782,1015.73,1186.732,3289.551,2100.891,2415.084,309.636,5286.008,649.732,949.049,0,37903.103,25.582,353.015,20079.588,381.091,718.439,807.281,55693.515,-28586.789,205466.59
"TTL_H49",149.653,47.375,0.461,0,0.328,1.143,142.204,1.364,913.321,49.169,255.938,150.57,127.492,459.382,520.986,125.414,277.049,88.937,47.84,360.579,800.667,379.527,550.868,32.115,2.34,98.651,293.27,784.464,128.992,1280.611,6189.138,2369.329,471.509,87.534,983.764,356.278,212.632,92.601,71.614,180.741,296.365,156.065,627.266,695.792,490.397,88.672,214.191,107.926,223.73,0,5655.663,0.647,16.377,1205.608,32.137,1065.449,1151.672,3422.299,-4570.041,29966.064
"TTL_H50",63.698,10.447,0.381,0,0.098,0.227,21.797,0.314,334.45,22.879,103.129,43.672,54.145,159.939,306.425,41.133,71.899,32.272,21.874,137.603,397.204,166.041,202.742,13.441,1.094,45.598,120.485,189.143,17.663,509.7,1140.867,199.601,5140.701,35.231,313.079,52.256,105.745,20.232,22.416,39.904,47.922,70.195,161.72,232.37,106.613,13.447,107.922,28.687,36.796,0,3306.134,0.208,5.075,1389.991,4.226,245.266,248.029,9600.499,-5263.02,20501.606
"TTL_H51",36.823,4.363,0.126,0,0.059,0.126,11.043,0.228,196.836,19.417,41.816,31.294,28.543,92.251,195.67,27.956,33.92,14.555,12.364,83.369,296.756,116.921,147.034,10.066,0.652,31.351,79.291,162.884,17.082,286.717,1015.521,104.584,121.154,522.182,243.462,173.156,76.606,29.131,36.024,145.177,273.115,48.946,485.246,1513.895,297.946,31.737,77.664,57.642,123.128,0,2870.825,0.089,2.532,661.624,3.519,720.2,871.618,2129.899,-6349.521,8266.611
"TTL_H52",47.12,7.026,0.299,0,0.04,0.29,21.88,0.336,270.707,15.749,68.033,37.121,27.559,137.48,271.147,35.202,54.853,21.934,11.935,102.955,296.387,116.05,159.433,10.028,0.78,33.602,92.186,154.856,24.237,373.735,2244.07,704.495,2028.511,619.912,813.521,71.46,75.18,24.368,31.362,53.343,56.562,54.173,162.536,176.128,106.152,10.628,86.96,25.875,42.032,0,1113.718,0.317,7.007,528.642,12.275,48.242,23.069,5479.831,-2304.431,14688.897
"TTL_H53",5.217,1.377,0.032,0,0.01,0.044,3.063,0.069,26.365,3.325,5.36,13.862,2.988,21.732,22.771,4.929,6.336,2.117,1.424,20.053,62.03,24.548,35.394,1.396,0.12,5.409,19.431,125.903,16.098,54.923,993.075,69.195,74.272,26.291,91.538,806.012,33.147,54.857,135.03,180.32,572.164,29.407,323.47,194.305,294.385,21.69,34.039,45.576,117.43,0,311.665,0.024,0.172,280.037,22.639,21.788,21.924,2509.814,-56.241,7694.353
"TTL_I",7.058,1.799,0.041,0,0.018,0.074,3.869,0.131,45.652,4.096,7.919,9.616,3.851,30.457,71.398,8.081,8.947,2.962,1.937,26.985,86.868,29.59,51.446,2.147,0.223,10.257,25.9,93.862,13.202,88.014,629.356,93.761,81.988,110.863,65.646,14.76,80.129,27.995,32.454,127.714,283.622,38.294,370.211,628.854,276.905,44.003,104.922,77.936,157.47,0,18010.226,42.657,54.072,69.114,0.16,5109.434,5976.188,159.096,-5169.421,28134.808
"TTL_J58T60",4.124,1.371,0.027,0,0.009,0.046,3.387,0.086,79.403,4.321,6.861,51.267,3.773,43.444,67.636,7.282,9.518,3.197,2.299,22.358,107.867,40.604,45.786,2.397,0.23,15.125,29.097,117.056,16.786,65.282,1096.967,50.671,43.887,32.735,46.856,29.512,71.505,997.63,206.342,432.001,493.509,47.776,1204.373,319.511,331.973,128.28,50.27,195.567,244.297,0,1989.999,33.017,289.251,733.518,0.919,76.365,24.56,5811.455,-7068.491,8664.893
"TTL_J61",28.331,7.32,0.256,0,0.074,0.234,15.782,0.371,115.24,13.171,26.343,43.863,11.95,76.731,98.092,25.603,34.015,10.323,6.58,102.353,383.974,110.853,189.81,6.784,0.748,35.111,89.23,527.341,65.435,358.746,2878.238,368.496,250.123,106.896,296.926,178.014,203.927,294.019,3857.962,1046.735,2233.066,274.392,1756.161,1085.25,1217.344,122.293,176.7,248.492,475.135,0,10086.878,0.166,7.655,104.196,9.765,313.313,213.03,1165.302,-12464.311,18890.825
"TTL_J62_63",16.485,4.573,0.071,0,0.074,0.159,13.415,0.308,151.134,13.426,20.96,49.437,16.697,104.486,218.856,26.3,34.532,13.675,9.02,83.312,502.033,153.181,195.121,9.193,0.877,44.694,89.99,703.916,71.962,255.538,2796.184,248.583,194.25,122.955,228.495,163.968,116.747,270.936,613.683,5595.843,3162.067,149.818,2022.011,708.006,1031.879,104.849,134.44,176.254,297.122,0,293.527,0.184,23.731,18076.69,4.238,15.697,7.925,10033.307,-13515.991,35880.825
"TTL_K",175.978,27.578,0.872,0,0.272,0.781,52.684,1.323,429.797,42.884,84.182,115.421,80.842,278.561,250.665,84.944,104.976,52.083,36.834,287.173,661.315,284.471,458.178,22.968,2.582,105.387,205.56,1926.311,170.92,1049.151,5616.754,840.146,874.675,272.375,478.352,164.82,377.127,139.071,284.566,733.443,14749.94,14479.234,2031.677,1311.981,1397.716,120.343,233.508,268.657,500.352,0,24558.555,38.395,1419.718,2032.747,0.07,285.288,276.027,45936.817,-12061.468,114355.579
"TTL_L",26.533,6.344,0.147,0,0.072,0.202,17.847,0.356,185.199,26.641,35.143,67.506,12.445,75.445,85.833,40.561,38.895,10.261,6.825,156.958,328.826,130.936,202.514,8.19,1.368,37.81,157.37,381.405,79.063,496.324,6915.64,391.443,278.71,91.741,489.058,156.625,847.167,147.328,306.405,739.908,2129.504,1902.314,2103.68,1056.899,944.919,181.933,269.462,420.836,579.184,0,55984.048,201.996,247.926,4840.219,0.09,980.779,1051.534,170.64,-1222.633,84824.372
"TTL_M",229.646,26.132,0.814,0,0.753,2.599,159.034,6.34,1223.022,80.209,146.554,282.988,130.81,770.791,1659.937,204.622,257.806,89.983,59.539,644.013,2534.789,962.471,1403.071,61.93,7.258,336.189,551.328,3156.054,478.772,4927.919,15065.561,1032.036,1217.584,418.922,1072.132,300.773,783.142,794.971,1178.491,3414.931,7203.812,2245.465,18058.489,3617.792,3288.032,355.914,633.761,1011.949,1614.009,0,1464.043,45.494,3033.472,17810.264,17.333,128.934,127.074,14416.697,-25024.646,95721.803
"TTL_N",53.27,19.937,0.382,0,0.311,0.982,64.401,2.945,427.196,32.731,57.43,112.666,40.095,246.626,374.852,78.403,107.496,33.714,22.479,282.743,811.443,313.667,502.256,25.219,2.716,108.774,273.445,1300.764,225.54,1170.374,5360.412,957.855,1679.266,791.786,819.095,278.399,518.767,257.787,553.707,1299.455,2353.434,1039.675,3035.147,6125.96,1418.129,224.228,379.483,533.364,611.774,0,5916.867,7.073,170.699,204.992,1.309,243.609,232.296,10522.481,-6930.084,45299.826
"TTL_O",57.718,73.144,0.347,0,0.077,0.414,24.353,0.595,259.068,16.307,212.863,95.743,28.593,134.584,154.486,44.401,55.963,149.869,88.165,150.432,201.23,106.737,167.895,8.439,1.065,42.145,94.247,1325.981,715.579,633.376,1665.498,397.023,265.247,100.317,226.324,69.852,165.955,79.627,157.325,292.472,696.724,955.898,1151.637,427.821,2086.584,121.744,534.118,209.364,284.601,0,7648.588,1683.985,54818.887,1911.655,1.339,42.808,90.044,1318.4,-361.629,81886.02
"TTL_P",2.281,0.294,0.008,0,0.004,0.016,0.869,0.026,11.901,1.019,1.796,3.231,0.993,6.101,14.642,2.005,2.058,6.36,3.71,5.655,17.692,6.698,9.415,0.529,0.051,2.325,4.488,26.644,30.035,14.567,65.393,9.183,19.55,5.099,7.611,2.476,6.218,3.901,6.523,31.586,35.115,17.348,145.066,23.491,54.215,13.585,11.124,6.986,13.534,0,1128.62,21.204,5254.168,945.945,0.13,1092.882,297.759,147.332,-2183.226,7358.232
"TTL_Q",8.368,1.476,0.042,0,0.006,0.038,1.911,0.064,25.348,1.77,6.82,4.782,2.208,11.936,42.59,3.786,4.794,2.39,1.569,32.627,38.075,20.907,38.936,1.733,0.228,7.371,17.745,42.274,9.429,76.71,147.417,36.076,22.466,7.949,18.882,7.227,19.837,9.182,10.078,39.965,96.965,19.211,144.342,48.188,550.331,28.993,1725.736,37.648,122.164,0,51179.656,6938.001,9556.898,188.266,1.479,262.375,268.044,163.791,-515.605,71541.497
"TTL_R",1.183,0.421,0.011,0,0.002,0.011,1.043,0.015,12.411,0.818,1.2,4.457,0.616,4.322,9.001,1.394,1.535,0.604,0.433,4.742,11.875,5.776,8.18,0.438,0.069,1.73,5.135,18.576,3.595,14.422,120.557,10.96,21.808,5.149,11.132,4.688,38.9,108.533,17.547,31.214,53.273,10.879,125.638,89.008,99.915,24.212,13.343,681.075,147.258,0,6191.985,238.376,2405.604,168.675,0.4,590.91,447.074,2622.502,-3216.848,11177.783
"TTL_S",24.888,4.734,0.214,0,0.02,0.144,10.395,0.191,90.128,8.329,12.75,18.197,10.937,37.594,54.478,11.179,20.57,7.888,4.237,41.641,110.933,44.952,71.013,3.382,0.43,16.07,40.149,236.726,42.501,123.125,857.516,151.278,116.655,35.245,120.391,32.095,170.287,48.706,56.948,176.487,521.669,61.136,599.037,275.084,227.647,50.574,140.172,154.156,776.703,0,8387.588,5159.962,0.78,16.356,0.46,317.796,322.626,0.275,-430.33,19395.096
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173.239,0,0,0,0,0,0,0,0,2173.239
"IMP_OTHER",2.739,1.133,0.065,0,0.012,0.06,3.754,0.069,-12.513,14.043,6.233,9.878,33.943,35.027,78.833,11.971,9.138,4.687,3.664,17.83,115.207,38.915,41.126,8.184,0.206,11.771,32.016,133.012,7.752,85.053,179.058,86.874,84.669,41.238,18.845,7.5,14.81,11.788,28.007,32.916,62.101,27.291,81.846,51.023,45.738,5.938,33.778,15.486,19.755,0,835.696,1.937,5.963,395.682,37.871,1122.396,0,0,0,3942.012
"TXS_INT_FNL",-258.671,4.041,0.338,0,0.052,0.25,18.207,0.47,-1777.586,44.718,56.456,54.986,4.415,22.407,243.799,129.534,43.956,11.107,5.619,118.041,503.54,223.354,258.561,44.066,1.492,62.231,203.611,-1795.406,49.582,581.927,1379.049,576.647,190.207,73.971,130.235,52.32,117.549,73.048,88.529,231.055,552.561,1105.86,587.973,387.656,335.057,36.367,154.786,94.236,157.663,0,8158.162,93.339,395.474,5623.694,269.647,0,726.234,2491.385,0,22937.804
"TTL_INT_FNL",7320.943,675.859,19.82,0,4.287,21.472,1489.262,28.723,32927.118,2343.022,6290.866,4707.73,2695.175,19690.196,52992.255,5133.214,4913.66,2358.909,1695.136,12244.666,41921.689,14416.821,19471.2,1274.775,95.971,4379.134,10112.394,46678.563,4536.19,48768.55,95531.433,15575.142,19440.905,6011.979,9269.482,3701.514,14386.484,5111.14,9715.771,18266.064,39677.915,38405.73,46365.529,24480.083,24923.439,3096.707,20768.028,6780.514,10042.947,0,336815.803,14535.435,80637.118,183561.655,5703.779,14804.587,14149.365,343700.887,-283725.121,1470941.915
"VALU",4348.159,410.224,33.661,0,4.646,23.232,899.651,13.426,12927.417,1206.954,3801.032,3419.336,219.383,8455.162,25037.205,3474.474,3405.758,882.43,828.409,10603.635,26153.745,6260.521,12409.112,829.75,65.634,2007.097,6267.065,11049.994,2471.783,35456.412,109935.186,14390.927,1060.705,2254.633,5419.419,3992.839,13748.328,3553.754,9175.057,17614.764,74677.667,46411.906,49356.284,20819.751,56962.593,4261.526,50773.48,4397.272,9352.151,2173.239,0,0,0,0,0,0,0,0,0,683296.789
