"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C20",226.581,3.316,0.117,0,0.05,0.456,27.613,0.156,125.63,43.325,67.512,134.74,27.819,3167.507,1151.147,669.088,74.82,15.564,23.865,107.818,173.864,164.834,119.88,7.716,0.857,19.692,111.01,117.1,36.352,253.236,267.619,32.803,39.359,12.718,18.422,2.856,31.219,16.63,3.728,17.109,24.202,162.686,188.861,80.531,67.686,14.064,211.739,38.76,71.248,0,1319.337,0.041,1.052,83.795,38.885,52.332,13.428,18979.016,-4879.816,23781.976
"TTL_C21",405.059,1.347,0.515,0,0.027,0.323,9.915,0.043,402.324,11.083,8.388,17.577,2.867,1039.94,28697.651,121.51,10.051,4.18,4.93,22.572,56.619,27.164,44.546,1.859,0.175,8.665,52.81,53.122,35.109,55.921,485.948,20.077,54.826,11.135,16.787,5.998,32.32,7.519,5.732,17.391,29.974,34.308,1179.096,65.961,787.867,67.325,7912.526,160.584,192.414,0,7979.342,0.109,2.981,367.084,136.564,39.266,43.681,50852.763,-14605.109,87000.762
"TTL_C22",30.485,2.727,0.199,0,0.026,0.202,14.895,0.113,340.197,23.969,43.899,96.452,2.26,290.899,304.772,594.761,50.745,6.351,9.08,118.125,355.712,299.102,320.15,32.89,0.827,66.335,173.942,67.048,41.079,845.967,854.177,235.053,42.032,16.504,44.643,11.832,34.48,13.506,11.726,29.82,39.926,204.357,139.436,77.173,64.179,9.264,43.285,29.914,35.033,0,1072.505,0.029,0.511,197.148,5.523,4.649,0.737,5661.603,-5442.855,7569.402
"TTL_C23",18.826,1.181,0.048,0,0.019,0.186,27.515,0.114,115.995,3.792,31.177,6.137,1.216,116.325,168.022,47.191,753.07,26.437,15.885,94.833,164.21,122.399,97.75,8.631,0.941,21.638,57.888,82.928,23.315,4659.332,268.519,26.528,22.854,4.686,15.68,1.41,32.551,2.796,6.386,9.413,11.779,617.89,113.246,31.818,50.984,8.655,25.126,18.738,27.582,0,371.338,0.021,0.365,69.055,0,2.936,1.355,1018.986,-2522.717,6904.981
"TTL_C24A",1.576,0.396,0.007,0,0.045,0.142,3.131,0.095,5.532,0.614,5.413,3.13,0.412,10.245,4.945,14.752,23.735,304.644,27.741,960.253,144.858,244.247,729.631,26.212,2.266,73.684,88.167,35.211,19.385,584.949,53.412,9.75,10.565,0.715,8.369,0.144,0.512,0.602,0.683,1.026,1.225,16.242,32.799,4.73,3.599,0.479,0.891,1.83,2.292,0,1.47,0,5.634,7.561,0,0.663,0,1306.1,-2209.608,2577.104
"TTL_C24B",0.513,0.11,0.003,0,0.003,0.024,0.418,0.008,7.818,0.387,2.354,4.472,0.17,26.279,11.041,8.566,6.281,31.228,265.482,304.618,169.184,406.882,172.078,8.046,0.458,31.174,56.578,12.758,13.323,87.566,39.502,2.994,3.685,0.929,2.078,0.053,0.622,0.453,0.597,0.71,1.327,6.017,12.598,1.359,2.115,0.19,1.104,0.975,1.306,0,71.651,0.001,0.016,45.303,0,1.092,0.035,2013.099,-1629.176,2208.457
"TTL_C25",63.469,13.325,0.411,0,0.207,0.908,49.154,0.552,378.962,15.978,126.446,51.82,8.103,284.024,170.757,151.854,125.333,106.873,95.326,3060.782,1054.71,903.258,2623.775,97.477,10.203,356.25,602.76,410.734,90.053,4099.898,988.425,120.494,156.621,24.802,118.754,8.974,54.695,15.514,31.724,55.814,60.223,413.299,441.85,188.851,366.848,25.236,51.763,90.461,82.343,0,1030.298,0.026,0.622,223.883,0,5.706,0.215,5803.207,-5568.108,19745.94
"TTL_C26",16.969,2.361,0.155,0,0.04,0.131,8.024,0.11,70.017,6.278,14.421,46.149,2.621,78.628,170.641,32.948,18.867,10.338,8.91,126.412,14611.404,1147.374,697.863,32.996,3.487,120.626,306.225,334.52,34.65,590.037,1326.086,79.594,113.097,47.888,83.241,34.069,42.667,100.677,642.106,1301.355,328.692,71.899,1213.718,257.828,397.009,66.516,258.239,141.593,153.151,0,3604.929,0.25,246.151,14552.903,0,45.233,101.813,23836.041,-12450.654,55089.297
"TTL_C27",15.576,1.937,0.196,0,0.035,0.196,10.696,0.122,43.842,4.133,11.971,15.119,1.705,53.127,52.462,27.578,20.965,14.617,18.887,154.963,2118.513,3512.68,1068.085,47.25,2.874,147.774,278.58,1042.736,32.61,1959.847,698.03,104.376,108.556,23.358,56.739,10.012,42.352,21.627,146.113,125.481,65.155,208.782,349.257,132.149,118.134,16.36,50.68,70.752,67.54,0,1629.379,0.045,1.514,4617.202,0,20.942,33.662,7178.218,-8081.282,18474.215
"TTL_C28",52.461,10.911,0.285,0,0.201,1.059,59.141,0.602,104.692,9.113,33.321,44.1,5.388,118.632,121.901,46.703,54.584,27.33,17.782,226.139,403.434,345.445,3002.957,41.245,4.857,145.164,312.505,421.293,47.91,878.589,645.963,99.743,167.241,36.039,74.87,9.962,26.148,13.714,27.923,62.3,58.127,130.606,283.083,133.606,148.104,13.913,45.431,45.247,39.101,0,454.92,0.16,2.601,11434.856,0,7.216,1.664,17489.712,-8386.3,29603.691
"TTL_C29",9.308,4.469,0.052,0,0.02,0.112,8.097,0.067,22.051,3.334,5.115,4.788,0.611,15.964,15.175,15.997,10.656,3.051,2.95,38.509,70.478,72.54,224.371,311.254,0.806,67.139,78.685,46.056,26.794,114.792,1115.424,431.873,54.092,23.524,50.402,13.115,5.623,4.675,8.947,20.174,23.917,15.596,118.418,94.262,66.831,4.852,11.878,23.161,25.114,0,6131.795,0.107,2.978,5116.356,0,30.917,2.608,808.456,-13497.831,1880.506
"TTL_C301",0.062,0.011,0.017,0,0,0.001,0.042,0,0.14,0.016,0.036,0.037,0.006,0.116,0.173,0.062,0.042,0.025,0.02,0.345,0.455,0.197,0.75,0.098,1.535,5.387,2.263,0.511,0.068,0.664,1.218,1.173,47.058,4.161,0.677,0.027,0.056,0.036,0.065,0.132,0.165,0.105,0.678,0.483,4.931,0.028,0.1,0.299,0.148,0,62.19,0,0.011,474.428,-12.443,0.115,0.004,7.161,-481.656,124.431
"TTL_C302T309",0.677,0.258,0.089,0,0.001,0.024,0.556,0.005,1.855,0.087,0.387,0.292,0.048,1.46,1.948,0.864,0.38,0.272,0.468,3.923,10.338,4.405,15.862,6.328,1.95,874.121,93.066,5.469,1.354,11.338,49.971,124.533,164.767,265.328,13.223,1.848,0.789,0.489,0.586,1.92,1.779,1.184,13.108,12.265,102.531,0.507,1.985,5.032,4.355,0,634.367,0.003,0.497,3046.735,-557.959,0.542,0,4164.647,-3513.193,5579.665
"TTL_C31T33",100.152,13.533,0.839,0,0.171,0.784,55.118,0.513,176.642,21.704,60.321,61.651,8.572,172.925,245.939,56.968,61.23,32.545,23.55,152.451,365.074,151.085,316.808,12.695,2.008,73.637,778.367,820.375,80.318,634.823,1038.638,319.039,789.489,349.08,177.403,33.825,116.416,40.825,107.283,145.515,355.199,245.012,640.634,320.554,459.493,90.971,548.203,372.599,186.565,0,7179.335,0.048,1.414,753.536,5.491,165.479,36.906,6829.989,-10430.235,15359.504
"TTL_D",188.258,9.063,0.79,0,0.343,2.703,136.613,0.59,548.742,40.34,131.709,207.481,32.857,1028.735,347.788,201.937,293.713,171.421,141.872,278.253,366.758,201.779,308.538,16.084,1.336,61.776,144.067,15696.37,239.146,295.012,2101.09,430.998,171.08,49.328,295.748,65.801,493.853,80.467,219.527,195.107,505.537,799.147,898.155,324.778,1110.516,214.94,455.359,597.837,356.202,0,12526.224,0.118,99.578,356.197,5.196,4.299,3.294,1967.117,-1493.646,43927.916
"TTL_E",16.677,1.262,0.082,0,0.032,0.164,6.858,0.084,68.658,3.682,12.002,43.682,2.368,67.769,43.833,24.864,23.258,114.255,95.735,66.272,30.949,24.318,41.472,1.513,0.161,8.435,17.875,231.744,644.223,110.983,371.427,44.624,47.3,9.733,33.826,8.825,70.797,9.205,14.137,39.186,70.582,276.427,187.075,85.38,393.911,28.804,70.698,68.211,64.147,0,1225.163,0.096,1601.692,68.064,-0.126,2.164,1.265,20.262,-102.228,6413.857
"TTL_F",52.376,10.841,0.185,0,0.088,0.498,30.28,0.247,78.463,5.899,33.305,20.287,6.143,81.347,74.379,23.394,46.508,11.721,11.703,71.07,71.93,61.035,85.012,2.955,0.465,16.209,75.145,1005.806,106.205,6911.496,897.696,212.817,111.372,29.357,253.27,29.195,122.344,21.078,92.555,77.123,261.189,8297.725,615.657,194.794,1237.558,109.948,149.501,191.422,177.89,0,2993.875,0.177,0.753,55114.824,-5.411,22.149,3.644,193.598,-370.202,79930.891
"TTL_G",1589.016,77.359,4.957,0,0.396,2.403,165.797,1.474,7347.373,699.932,1060.186,725.89,71.837,3223.353,17746.487,936.306,703.626,262.836,177.011,1885.239,7778.382,2526.452,3720.247,317.988,13.645,748.569,2026.807,1989.962,335.478,6671.076,21114.31,2201.407,2222.55,686.823,796.034,190.864,2496.436,487.897,658.167,1268.276,1092.714,1187.996,3547.923,1783.337,2286.127,349.384,5530.232,1118.861,918.774,0,38281.595,22.398,333.988,17419.74,-168.598,751.644,778.964,54073.307,-28392.478,195848.754
"TTL_H49",148.619,39.357,0.565,0,0.324,1.305,145.438,0.614,834.772,42.436,232.252,147.194,34.922,541.055,636.31,142.442,239.366,66.534,47.886,309.259,613.382,328.906,454.524,24.557,1.601,88.254,268.064,593.692,110.961,1158.458,5696.362,2022.083,486.889,80.46,841.782,254.902,195.547,79.761,69.03,175.652,288.567,168.989,709.283,696,505.918,99.386,265.574,191.416,217.949,0,5639.764,0.673,15.566,1016.088,0,1107.12,1154.7,3212.753,-4243.283,28201.978
"TTL_H50",64.642,8.15,0.39,0,0.069,0.209,17.872,0.112,325.803,22.926,97.011,38.381,14.06,140.851,354.191,39.798,61.642,22.749,18.405,120.156,329.507,152.307,180.91,12.516,0.802,40.858,121.495,141.496,15.402,485.775,911.573,146.872,5064.929,28.111,232.499,21.781,103.237,15.633,23.308,42.289,45.782,76.44,169.703,185.907,103.587,14.8,133.663,50.395,38.989,0,3323.182,0.239,5.573,1264.934,0,255.041,249.662,9724.942,-4569.009,20492.544
"TTL_H51",33.603,2.966,0.141,0,0.039,0.124,8.472,0.089,171.146,18.629,35.628,25.758,6.505,79.886,218.09,27.208,25.651,9.673,8.953,64.418,197.071,93.092,120.82,9.506,0.455,25.548,70.406,120.668,13.664,244.632,741,69.242,103.13,422.205,160.218,96.308,63.021,20.791,27.754,117.491,204.617,46.199,491.602,1467.73,250.991,28.239,89.802,79.616,107.3,0,2793.208,0.091,2.588,480.644,0,726.432,873.818,1903.663,-5452.641,7547.901
"TTL_H52",43.354,5.176,0.296,0,0.039,0.231,18.3,0.135,242.222,13.956,61.688,33.134,6.57,126.657,287.571,34.546,46.995,15.97,11.304,89.655,222.968,103.867,138.008,8.545,0.523,27.485,82.172,116.919,20.826,326.846,1935.522,557.87,2124.572,516.99,688.674,45.232,66.325,19.744,26.933,46.227,49.896,52.86,182.233,143.271,96.924,11.169,94.494,41.499,36.519,0,1093.833,0.318,12.673,448.652,0.03,50.04,22.801,5337.35,-2036.225,13752.385
"TTL_H53",3.698,0.754,0.025,0,0.008,0.033,1.874,0.019,16.52,1.59,3.443,10.208,0.603,21.394,22.966,4.8,4.003,1.085,1.138,10.223,27.977,11.56,19.381,0.624,0.064,2.857,10.766,88.585,10.807,33.837,621.658,41.706,48.531,16.887,63.611,492.364,20.682,33.919,90.8,120.424,413.881,23.404,291.864,133.823,222.66,16.383,34.06,50.133,79.72,0,232.122,0.018,0.078,151.421,28.634,21.754,20.361,2470.8,-52.602,5999.942
"TTL_I",8.717,1.939,0.061,0,0.029,0.118,5.746,0.077,52.792,4.056,8.881,12.422,1.584,48.722,108.724,12.717,10.683,3.382,3.274,30.839,70.236,30.235,50.301,2.192,0.19,10.626,27.939,122.912,16.362,102.931,784.758,124.565,143.562,167.961,94.338,15.767,106.101,31.912,34.911,152.335,350.666,47.351,576.651,947.275,356.824,67.783,181.717,193.177,209.53,0,14260.659,26.105,63.128,58.883,-0.27,5401.889,5915.26,138.297,-5482.094,25717.727
"TTL_J58T60",5.307,1.502,0.033,0,0.014,0.057,3.954,0.043,74.068,3.772,7.592,58.801,1.545,64.186,114.115,11.093,9.206,2.624,3.238,24.291,69.759,36.77,49.291,1.927,0.174,13.377,29.163,115.041,19.926,61.688,1112.391,50.213,59.723,38.011,50.702,25.681,67.725,820.147,181.524,386.095,572.264,48.42,1357.324,304.983,420.745,168.569,78.101,296.715,259.996,0,1899.118,30.418,232.263,812.365,0,78.392,18.152,5452.162,-7887.002,7717.754
"TTL_J61",28.599,6.077,0.263,0,0.091,0.227,16.895,0.172,101.786,9.428,25.79,41.173,3.882,113.873,140.326,32.478,30.323,8.305,7.731,87.878,206.775,79.796,146.022,4.476,0.486,25.375,72.812,449.244,59.857,291.608,2676.143,303.233,286.701,104.464,245.837,141.683,183.473,224.604,3616.419,918.745,2133.124,278.767,1861.773,972.886,1178.961,112.591,235.517,346.047,413.902,0,8615.148,0.102,0.953,89.721,9.54,321.922,225.247,1153.525,-10161.3,18481.475
"TTL_J62_63",15.144,4.198,0.085,0,0.098,0.226,16.568,0.202,157.204,10.402,20.737,63.061,7.715,165.557,311.978,39.825,35.105,11.043,12.281,89.122,363.1,129.944,187.088,8.546,0.641,40.548,85.198,832.091,77.693,273.932,3161.598,268.194,264.255,174.01,253.975,141.534,121.806,257.279,663.421,6149.391,3850.52,189.4,2973.396,798.784,1306.803,130.919,206.058,318.809,375.759,0,246.334,0.197,5.193,19198.515,-0.06,16.923,4.905,14767.034,-22263.658,36540.628
"TTL_K",213.409,25.054,1.034,0,0.376,0.94,62.885,0.652,416.338,32.409,85.079,120.93,26.414,413.986,428.543,110.665,102.231,44.304,45.949,236.058,451.6,245.829,394.963,17.752,1.784,80.908,178.974,1789.414,161.262,1027.81,5403.198,793.094,1184.586,299.772,492.893,123.556,337.108,115.285,248.187,579.07,14794.556,15649.378,2339.394,1158.129,1448.074,117.326,288.482,451.051,484.981,0,20525.726,5.698,96.368,1778.228,0,286.682,259.539,44666.343,-11192.904,109451.348
"TTL_L",24.526,5.389,0.149,0,0.082,0.274,21.588,0.173,179.969,18.812,36.613,70.199,4.078,108.533,140.23,51.767,38.002,8.937,8.926,140.11,215.772,104.694,160.148,6.478,0.972,28.586,132.699,424.855,73.017,441.959,6419.029,306.315,289.837,101.403,435.814,120.42,782.152,123.248,278.132,653.313,2026.118,2006.859,2444.38,957.213,924.781,180.614,357.011,662.263,595.279,0,56349.62,201.272,224.672,5258.653,0,1074.984,1053.084,193.722,-1328.158,85139.565
"TTL_M",291.492,24.347,1.017,0,0.988,3.276,192.921,3.22,1252.578,69.098,155.316,317.394,51.598,1200.574,2352.38,297.583,270.887,83.445,84.304,603.691,1888.747,785.21,1210.769,51.579,5.231,279.126,536.814,3475.823,478.832,4648.882,16025.365,1021.057,1882.401,534.089,1085.424,249.539,784.846,711.65,1146.724,3570.494,7819.839,2300.232,21610.626,3583.524,3591.626,387.645,828.186,1705.896,1609.74,0,1484.726,48.611,238.917,23473.721,15.111,129.083,131.795,14093.949,-27720.07,102961.87
"TTL_N",53.082,12.884,0.388,0,0.306,0.955,63.52,1.042,384.417,22.694,52.065,108.701,13.529,325.46,591.065,107.525,89.708,25.017,26.921,241.559,452.316,225.469,377.661,17.801,1.598,76.619,200.123,1205.379,192.453,918.395,4936.229,778.977,1592.892,703.132,733.092,192.135,436.105,205.163,465.593,1114.968,2258.548,1151.567,3500.386,5935.029,1479.713,221.061,508.27,824.46,574.482,0,7529.354,6.546,140.906,228.11,0,256.483,214.013,10169.804,-8212.514,43733.157
"TTL_O",57.276,71.269,0.425,0,0.106,0.506,29.4,0.293,245.971,12.622,207.221,94.897,9.167,224.958,244.906,66.17,51.77,122.867,106.175,135.41,162.994,97.046,145.435,6.888,0.836,36.3,82.803,1035.752,688.637,578.614,1610.638,453.955,369.027,96.865,205.839,61.934,164.208,61.967,145.759,314.339,665.062,860.956,1418.749,414.35,2402.014,123.275,536.872,317.463,268.346,0,5061.041,2209.385,53782.869,3395.047,0.29,42.64,37.156,1369.948,-392.007,80514.701
"TTL_P",1.435,0.166,0.006,0,0.003,0.013,0.628,0.008,6.994,0.501,1.047,2.093,0.216,5.711,12.778,1.735,1.33,3.149,2.67,3.555,8.113,3.506,5.017,0.286,0.022,1.192,3.103,17.44,17.293,10.088,45.65,5.586,13.569,4.071,4.728,1.416,4.028,2.875,5.001,27.34,30.714,10.379,100.741,17.595,44.174,14.16,9.357,10.245,10.692,0,1032.138,10.824,5539.06,1167.621,0,1014.24,326.245,108.988,-2115.155,7556.383
"TTL_Q",7.295,1.053,0.042,0,0.008,0.036,1.87,0.029,27.391,1.677,5.912,5.182,0.649,16.775,65.064,5.15,5.066,1.817,1.845,25.276,29.885,15.684,29.77,1.202,0.141,4.978,15.484,38.455,6.915,70.737,132.239,30.435,27.714,8.159,16.069,5.2,18.473,6.918,9.282,34.348,78.869,26.247,145.635,45.156,326.473,21.272,1332.144,52.25,75.369,0,53117.908,6669.433,12172.096,158.704,-0.12,276.428,311.879,174.461,-534.601,75123.828
"TTL_R",2.736,0.579,0.027,0,0.005,0.021,2.172,0.012,23.37,1.473,2.365,6.746,0.586,13.243,28.106,4.457,3.344,0.841,1.083,10.118,15.636,8.807,17.333,0.727,0.092,2.605,9.094,40.912,9.421,33.832,228.837,21.217,53.862,8.122,21.723,6.327,66.845,191.815,31.319,64.304,121.85,19.498,309.65,218.463,238.535,48.055,43.34,2713.903,395.736,0,10381.972,251.605,3782.506,195.32,0,590.423,411.712,2802.752,-4109.893,19349.542
"TTL_S",19.113,2.983,0.161,0,0.015,0.136,7.57,0.064,58.304,4.292,8.359,12.733,2.39,42.781,57.084,11.348,14.315,3.962,3.387,25.43,46.354,24.792,38.845,1.783,0.212,8.655,24.365,143.363,29.79,88.411,575.583,97.47,105.03,26.047,82.321,18.253,110.825,31.266,39.924,127.878,389.403,47.56,556.167,187.607,191.031,36.624,134.837,198.702,709.379,0,9085.749,5283.885,1.319,32.435,0,328.418,322.329,0.298,-489.122,18912.215
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.624,0,0,0,0,0,0,0,0,2342.624
"IMP_OTHER",-0.949,0.639,0.058,0,0.013,0.056,3.44,0.03,-25.664,15.191,5.802,10.262,10.999,41.668,116.654,16.063,7.733,2.905,2.918,15.56,87.829,35.557,40.605,11.641,0.171,11.86,35.329,102.494,6.75,79.229,180.907,60.019,62.694,27.396,14.977,5.115,11.844,10.99,25.3,38.433,65.368,27.74,102.194,47.484,48.604,6.921,50.189,28.351,20.523,0,871.286,2.232,8.733,359.281,0,1177.919,0,0,0,3889.345
"TXS_INT_FNL",-368.15,0.579,0.245,0,0.071,0.243,17.495,0.222,-1924.548,30.27,54.413,61.892,3.134,65.606,277.466,114.326,36.14,10.262,9.14,94.688,325.142,165.983,235.132,34.334,1.109,52.006,180.34,-1121.302,46.751,550.182,1512.577,368.367,240.468,86.807,127.844,40.872,38.592,77.528,95.828,249.488,665.614,1322.359,760.53,392.991,406.827,48.466,259.121,187.203,180.947,0,7176.96,29.404,160.496,4368.478,0,0,834.362,2011.116,0,20596.414
"TTL_INT_FNL",6784.566,551.399,22.191,0,4.642,21.339,1439.238,12.776,30143.442,2101.898,5557.144,4033.32,651.147,15465.754,56885.937,4351.46,4092.298,1736.039,1552.041,10261.102,33979.419,13096.389,17849.481,1221.261,69.288,3773.181,9156.04,34733.392,3986.464,44864.526,91431.091,12679.253,19941.375,5438.994,8146.74,2579.912,12939.858,4331.056,9295.916,18518.527,40382.635,37930.707,53347.511,23154.42,24765.668,3186.755,21985.545,12493.573,9806.643,0,335210.076,14800.955,79234.494,178461.389,-509.459,15325.16,14087.567,333378.744,-278203.934,1412538.344
"VALU",4215.99,385.893,31.657,0,3.636,18.182,861.876,14.52,12288.312,1059.452,3465.825,2686.976,138.254,8316.217,30114.803,3217.94,2812.68,841.065,656.416,9484.831,21109.864,5377.821,11754.196,659.244,55.143,1806.482,6203.46,9194.507,2427.391,35066.335,104417.6,15522.715,551.164,2108.906,5605.64,3420.028,12777.86,3386.697,9185.552,18022.089,69068.674,47209.358,49614.322,20578.724,55748.995,4369.625,53138.252,6855.964,9105.565,2342.624,0,0,0,0,0,0,0,0,0,667299.322
